MaxNormIw,ESSRenyi,eRenyi2,AvgEpLen,VarRet,AvgDiscRet,MinNormIw,EpsThisIter,Delta,AvgNormIw,J,VarJ,AvgRet,VarVanillaIw,BatchSize,MaxVanillaIw,IterType,VanillaAvgRet,AvgVanillaIw,Bound,VarNormIw,VarDiscRet,ESSClassic,MinVanillaIw
0.0025,500.0,1.0,131.07,106912.658083,1207.1927771,0.0025,100,0.8,0.0025,1210.39,341.713,1207.1927771,,500,1.0,2,1207.1927771,1.0,1163.02,5.4346e-20,106912.658083,400.0,1.0
0.002,500.0,1.0,128.02,93263.7579228,1176.96806743,0.002,100,0.8,0.002,1203.7,334.753,1176.96806743,,500,1.0,1,1176.96806743,1.0,1161.33,5.43187e-20,93263.7579228,500.000006643,1.0
0.01,500.0,1.0,129.04,109345.921669,1186.92390908,0.01,100,0.8,0.01,1186.92,329.017,1186.92390908,,500,1.0,2,1186.92390908,1.0,1096.85,3.50449e-18,109345.921669,100.0,1.0
0.005,500.0,1.0,125.63,117644.587821,1155.91709172,0.005,100,0.8,0.005,1171.42,335.56,1155.91709172,,500,1.0,2,1155.91709172,1.0,1104.73,2.1793e-19,117644.587821,200.000000102,1.0
0.00333333,500.0,1.0,129.52,114164.093471,1192.58234688,0.00333333,100,0.8,0.00333333,1178.47,335.918,1192.58234688,,500,1.0,2,1192.58234688,1.0,1124.02,5.43914e-20,114164.093471,299.999969474,1.0
0.0025,500.0,1.0,135.07,128227.071752,1245.65960717,0.0025,100,0.8,0.0025,1195.27,342.364,1245.65960717,,500,1.0,2,1245.65960717,1.0,1148.11,5.4346e-20,128227.071752,400.0,1.0
0.002,500.0,1.0,134.37,105672.990979,1237.50647724,0.002,100,0.8,0.002,1203.72,339.086,1237.50647724,,500,1.0,1,1237.50647724,1.0,1161.54,5.43187e-20,105672.990979,500.000006643,1.0
0.01,500.0,1.0,136.26,112638.948116,1254.48826604,0.01,100,0.8,0.01,1254.49,333.935,1254.48826604,,500,1.0,2,1254.48826604,1.0,1161.73,3.50449e-18,112638.948116,100.0,1.0
0.005,500.0,1.0,132.88,122075.160094,1224.64996904,0.005,100,0.8,0.005,1239.57,341.183,1224.64996904,,500,1.0,2,1224.64996904,1.0,1173.98,2.1793e-19,122075.160094,200.000000102,1.0
0.00333333,500.0,1.0,137.59,121122.015795,1268.01198463,0.00333333,100,0.8,0.00333333,1249.05,343.153,1268.01198463,,500,1.0,2,1268.01198463,1.0,1193.68,5.43914e-20,121122.015795,299.999969474,1.0
0.0025,500.0,1.0,131.15,108653.978109,1206.82052217,0.0025,100,0.8,0.0025,1238.49,339.914,1206.82052217,,500,1.0,2,1206.82052217,1.0,1190.54,5.4346e-20,108653.978109,400.0,1.0
0.002,500.0,1.0,126.39,145793.110431,1163.04820976,0.002,100,0.8,0.002,1223.4,349.587,1163.04820976,,500,1.0,1,1163.04820976,1.0,1180.52,5.43187e-20,145793.110431,500.000006643,1.0
0.01,500.0,1.0,133.71,113773.767344,1231.02902105,0.01,100,0.8,0.01,1231.03,335.613,1231.02902105,,500,1.0,2,1231.02902105,1.0,1138.13,3.50449e-18,113773.767344,100.0,1.0
0.005,500.0,1.0,133.86,99968.6133349,1229.79017816,0.005,100,0.8,0.005,1230.41,325.274,1229.79017816,,500,1.0,2,1229.79017816,1.0,1164.33,2.1793e-19,99968.6133349,200.000000102,1.0
0.00333333,500.0,1.0,137.07,105828.242444,1262.73029734,0.00333333,100,0.8,0.00333333,1241.18,325.101,1262.73029734,,500,1.0,2,1262.73029734,1.0,1187.23,5.43914e-20,105828.242444,299.999969474,1.0
0.0025,500.0,1.0,129.06,113994.2851,1185.88055007,0.0025,100,0.8,0.0025,1227.36,328.717,1185.88055007,,500,1.0,2,1185.88055007,1.0,1180.63,5.4346e-20,113994.2851,400.0,1.0
0.002,500.0,1.0,128.02,126062.958454,1177.76284984,0.002,100,0.8,0.002,1217.44,334.362,1177.76284984,,500,1.0,1,1177.76284984,1.0,1175.57,5.43187e-20,126062.958454,500.000006643,1.0
0.01,500.0,1.0,130.32,120247.663788,1200.49671265,0.01,100,0.8,0.01,1200.5,345.029,1200.49671265,,500,1.0,2,1200.49671265,1.0,1104.22,3.50449e-18,120247.663788,100.0,1.0
0.005,500.0,1.0,137.02,108327.643435,1262.2296603,0.005,100,0.8,0.005,1231.36,337.783,1262.2296603,,500,1.0,2,1262.2296603,1.0,1163.28,2.1793e-19,108327.643435,200.000000102,1.0
0.00333333,500.0,1.0,132.61,95666.8653035,1221.19547475,0.00333333,100,0.8,0.00333333,1227.97,328.113,1221.19547475,,500,1.0,2,1221.19547475,1.0,1172.39,5.43914e-20,95666.8653035,299.999969474,1.0
0.0025,500.0,1.0,132.62,111857.623426,1223.6942377,0.0025,100,0.8,0.0025,1226.9,329.29,1223.6942377,,500,1.0,2,1223.6942377,1.0,1178.76,5.4346e-20,111857.623426,400.0,1.0
0.002,500.0,1.0,126.01,112376.852698,1159.21074204,0.002,100,0.8,0.002,1213.37,331.254,1159.21074204,,500,1.0,1,1159.21074204,1.0,1170.31,5.43187e-20,112376.852698,500.000006643,1.0
0.01,500.0,1.0,128.03,141047.034711,1178.90263511,0.01,100,0.8,0.01,1178.9,373.68,1178.90263511,,500,1.0,2,1178.90263511,1.0,1081.67,3.50449e-18,141047.034711,100.0,1.0
0.005,500.0,1.0,129.27,122394.671261,1187.8537802,0.005,100,0.8,0.005,1183.38,361.142,1187.8537802,,500,1.0,2,1187.8537802,1.0,1114.62,2.1793e-19,122394.671261,200.000000102,1.0
0.00333333,500.0,1.0,132.81,110324.219976,1225.41490382,0.00333333,100,0.8,0.00333333,1197.39,351.779,1225.41490382,,500,1.0,2,1225.41490382,1.0,1141.25,5.43914e-20,110324.219976,299.999969474,1.0
0.0025,500.0,1.0,131.13,121316.059533,1208.77596625,0.0025,100,0.8,0.0025,1200.24,350.516,1208.77596625,,500,1.0,2,1208.77596625,1.0,1151.62,5.4346e-20,121316.059533,400.0,1.0
0.002,500.0,1.0,129.02,143505.613851,1185.91816162,0.002,100,0.8,0.002,1197.37,356.0,1185.91816162,,500,1.0,1,1185.91816162,1.0,1153.89,5.43187e-20,143505.613851,500.000006643,1.0
0.01,500.0,1.0,135.53,127194.910471,1249.06396068,0.01,100,0.8,0.01,1249.06,354.856,1249.06396068,,500,1.0,2,1249.06396068,1.0,1151.66,3.50449e-18,127194.910471,100.0,1.0
0.005,500.0,1.0,131.83,99593.6618011,1212.39226002,0.005,100,0.8,0.005,1230.73,335.554,1212.39226002,,500,1.0,2,1212.39226002,1.0,1161.85,2.1793e-19,99593.6618011,200.000000102,1.0
0.00333333,500.0,1.0,132.76,120887.215778,1223.10652281,0.00333333,100,0.8,0.00333333,1228.19,339.072,1223.10652281,,500,1.0,2,1223.10652281,1.0,1171.95,5.43914e-20,120887.215778,299.999969474,1.0
0.0025,500.0,1.0,133.4,121355.127843,1229.26134643,0.0025,100,0.8,0.0025,1228.46,340.974,1229.26134643,,500,1.0,2,1229.26134643,1.0,1179.75,5.4346e-20,121355.127843,400.0,1.0
0.002,500.0,1.0,124.87,154160.667053,1149.47352398,0.002,100,0.8,0.002,1212.66,352.892,1149.47352398,,500,1.0,1,1149.47352398,1.0,1169.1,5.43187e-20,154160.667053,500.000006643,1.0
0.01,500.0,1.0,132.8,108775.095749,1221.60159917,0.01,100,0.8,0.01,1221.6,328.158,1221.60159917,,500,1.0,2,1221.60159917,1.0,1130.51,3.50449e-18,108775.095749,100.0,1.0
0.005,500.0,1.0,130.52,109370.536268,1199.96252648,0.005,100,0.8,0.005,1210.78,328.784,1199.96252648,,500,1.0,2,1199.96252648,1.0,1146.37,2.1793e-19,109370.536268,200.000000102,1.0
0.00333333,500.0,1.0,131.03,117647.387259,1206.53654621,0.00333333,100,0.8,0.00333333,1209.37,333.007,1206.53654621,,500,1.0,2,1206.53654621,1.0,1154.6,5.43914e-20,117647.387259,299.999969474,1.0
0.0025,500.0,1.0,134.99,103671.993566,1244.54018967,0.0025,100,0.8,0.0025,1218.16,330.244,1244.54018967,,500,1.0,2,1244.54018967,1.0,1170.73,5.4346e-20,103671.993566,400.0,1.0
0.002,500.0,1.0,137.02,109726.680787,1263.79301973,0.002,100,0.8,0.002,1227.29,330.618,1263.79301973,,500,1.0,1,1263.79301973,1.0,1184.87,5.43187e-20,109726.680787,500.000006643,1.0
0.01,500.0,1.0,130.55,108351.020713,1201.44476653,0.01,100,0.8,0.01,1201.44,327.517,1201.44476653,,500,1.0,2,1201.44476653,1.0,1116.5,3.50449e-18,108351.020713,100.0,1.0
0.005,500.0,1.0,133.65,103735.348616,1230.40391857,0.005,100,0.8,0.005,1215.92,324.334,1230.40391857,,500,1.0,2,1230.40391857,1.0,1154.65,2.1793e-19,103735.348616,200.000000102,1.0
0.00333333,500.0,1.0,127.75,101576.24603,1176.6753094,0.00333333,100,0.8,0.00333333,1202.84,322.476,1176.6753094,,500,1.0,2,1176.6753094,1.0,1152.81,5.43914e-20,101576.24603,299.999969474,1.0
0.0025,500.0,1.0,134.56,95775.2166746,1238.84111807,0.0025,100,0.8,0.0025,1211.84,319.281,1238.84111807,,500,1.0,2,1238.84111807,1.0,1167.88,5.4346e-20,95775.2166746,400.0,1.0
0.002,500.0,1.0,128.26,130313.569226,1180.14446729,0.002,100,0.8,0.002,1205.5,327.895,1180.14446729,,500,1.0,1,1180.14446729,1.0,1163.36,5.43187e-20,130313.569226,500.000006643,1.0
0.01,500.0,1.0,130.81,120520.433891,1202.55502372,0.01,100,0.8,0.01,1202.56,345.42,1202.55502372,,500,1.0,2,1202.55502372,1.0,1112.61,3.50449e-18,120520.433891,100.0,1.0
0.005,500.0,1.0,133.88,123406.78021,1233.66238786,0.005,100,0.8,0.005,1218.11,347.83,1233.66238786,,500,1.0,2,1233.66238786,1.0,1151.71,2.1793e-19,123406.78021,200.000000102,1.0
0.00333333,500.0,1.0,132.88,108247.98438,1224.46382467,0.00333333,100,0.8,0.00333333,1220.23,341.157,1224.46382467,,500,1.0,2,1224.46382467,1.0,1166.02,5.43914e-20,108247.98438,299.999969474,1.0
0.0025,500.0,1.0,133.84,98127.2930293,1231.6361121,0.0025,100,0.8,0.0025,1223.08,334.069,1231.6361121,,500,1.0,2,1231.6361121,1.0,1176.13,5.4346e-20,98127.2930293,400.0,1.0
0.002,500.0,1.0,128.81,132687.944183,1185.25423783,0.002,100,0.8,0.002,1215.51,340.269,1185.25423783,,500,1.0,1,1185.25423783,1.0,1173.52,5.43187e-20,132687.944183,500.000006643,1.0
0.01,500.0,1.0,136.82,79805.1841219,1260.11381372,0.01,100,0.8,0.01,1260.11,281.082,1260.11381372,,500,1.0,2,1260.11381372,1.0,1168.38,3.50449e-18,79805.1841219,100.0,1.0
0.005,500.0,1.0,132.94,131005.732418,1224.56649686,0.005,100,0.8,0.005,1242.34,323.523,1224.56649686,,500,1.0,2,1224.56649686,1.0,1177.48,2.1793e-19,131005.732418,200.000000102,1.0
0.00333333,500.0,1.0,136.88,100727.047314,1260.17091144,0.00333333,100,0.8,0.00333333,1248.28,321.074,1260.17091144,,500,1.0,2,1260.17091144,1.0,1194.47,5.43914e-20,100727.047314,299.999969474,1.0
0.0025,500.0,1.0,128.48,127521.863376,1184.48857193,0.0025,100,0.8,0.0025,1232.33,331.121,1184.48857193,,500,1.0,2,1184.48857193,1.0,1185.73,5.4346e-20,127521.863376,400.0,1.0
0.002,500.0,1.0,128.87,146101.798784,1188.70266754,0.002,100,0.8,0.002,1223.61,341.973,1188.70266754,,500,1.0,1,1188.70266754,1.0,1181.92,5.43187e-20,146101.798784,500.000006643,1.0
0.01,500.0,1.0,132.72,132878.985786,1220.26699627,0.01,100,0.8,0.01,1220.27,362.698,1220.26699627,,500,1.0,2,1220.26699627,1.0,1131.87,3.50449e-18,132878.985786,100.0,1.0
0.005,500.0,1.0,138.23,105222.823846,1274.56984969,0.005,100,0.8,0.005,1247.42,344.38,1274.56984969,,500,1.0,2,1274.56984969,1.0,1181.2,2.1793e-19,105222.823846,200.000000102,1.0
0.00333333,500.0,1.0,136.09,125539.25848,1256.11796971,0.00333333,100,0.8,0.00333333,1250.32,347.145,1256.11796971,,500,1.0,2,1256.11796971,1.0,1196.25,5.43914e-20,125539.25848,299.999969474,1.0
0.0025,500.0,1.0,125.39,123678.838507,1154.90689672,0.0025,100,0.8,0.0025,1226.47,350.285,1154.90689672,,500,1.0,2,1154.90689672,1.0,1179.64,5.4346e-20,123678.838507,400.0,1.0
0.002,500.0,1.0,137.16,121499.425665,1264.73217228,0.002,100,0.8,0.002,1234.12,349.93,1264.73217228,,500,1.0,1,1264.73217228,1.0,1191.38,5.43187e-20,121499.425665,500.000006643,1.0
0.01,500.0,1.0,126.06,139448.697684,1160.83131073,0.01,100,0.8,0.01,1160.83,371.556,1160.83131073,,500,1.0,2,1160.83131073,1.0,1070.26,3.50449e-18,139448.697684,100.0,1.0
0.005,500.0,1.0,137.16,110602.228863,1264.41558681,0.005,100,0.8,0.005,1212.62,355.609,1264.41558681,,500,1.0,2,1264.41558681,1.0,1145.79,2.1793e-19,110602.228863,200.000000102,1.0
0.00333333,500.0,1.0,132.17,123401.720381,1216.07469938,0.00333333,100,0.8,0.00333333,1213.77,353.596,1216.07469938,,500,1.0,2,1216.07469938,1.0,1159.2,5.43914e-20,123401.720381,299.999969474,1.0
0.0025,500.0,1.0,131.48,124924.759309,1210.94453892,0.0025,100,0.8,0.0025,1213.07,353.119,1210.94453892,,500,1.0,2,1210.94453892,1.0,1165.81,5.4346e-20,124924.759309,400.0,1.0
0.002,500.0,1.0,132.78,115050.095089,1224.26991044,0.002,100,0.8,0.002,1215.31,350.078,1224.26991044,,500,1.0,1,1224.26991044,1.0,1172.21,5.43187e-20,115050.095089,500.000006643,1.0
0.01,500.0,1.0,132.64,129942.165176,1220.08856566,0.01,100,0.8,0.01,1220.09,358.668,1220.08856566,,500,1.0,2,1220.08856566,1.0,1126.66,3.50449e-18,129942.165176,100.0,1.0
0.005,500.0,1.0,131.57,116884.647663,1210.9137636,0.005,100,0.8,0.005,1215.5,349.572,1210.9137636,,500,1.0,2,1210.9137636,1.0,1149.44,2.1793e-19,116884.647663,200.000000102,1.0
0.00333333,500.0,1.0,138.94,115688.71013,1281.23516751,0.00333333,100,0.8,0.00333333,1237.41,347.281,1281.23516751,,500,1.0,2,1281.23516751,1.0,1182.57,5.43914e-20,115688.71013,299.999969474,1.0
0.0025,500.0,1.0,128.31,134102.723927,1181.35906964,0.0025,100,0.8,0.0025,1223.4,352.467,1181.35906964,,500,1.0,2,1181.35906964,1.0,1173.68,5.4346e-20,134102.723927,400.0,1.0
0.002,500.0,1.0,134.14,126937.160557,1237.60602528,0.002,100,0.8,0.002,1226.24,352.919,1237.60602528,,500,1.0,1,1237.60602528,1.0,1181.77,5.43187e-20,126937.160557,500.000006643,1.0
0.01,500.0,1.0,129.72,119118.109504,1192.67052189,0.01,100,0.8,0.01,1192.67,343.405,1192.67052189,,500,1.0,2,1192.67052189,1.0,1103.79,3.50449e-18,119118.109504,100.0,1.0
0.005,500.0,1.0,128.46,110255.0476,1182.09371453,0.005,100,0.8,0.005,1187.38,336.998,1182.09371453,,500,1.0,2,1182.09371453,1.0,1124.53,2.1793e-19,110255.0476,200.000000102,1.0
0.00333333,500.0,1.0,135.05,117713.306996,1243.46632592,0.00333333,100,0.8,0.00333333,1206.08,339.494,1243.46632592,,500,1.0,2,1243.46632592,1.0,1154.14,5.43914e-20,117713.306996,299.999969474,1.0
0.0025,500.0,1.0,138.69,121250.772725,1277.80600121,0.0025,100,0.8,0.0025,1224.01,342.661,1277.80600121,,500,1.0,2,1277.80600121,1.0,1176.02,5.4346e-20,121250.772725,400.0,1.0
0.002,500.0,1.0,130.37,102228.039367,1200.68746857,0.002,100,0.8,0.002,1219.34,338.026,1200.68746857,,500,1.0,1,1200.68746857,1.0,1176.42,5.43187e-20,102228.039367,500.000006643,1.0
0.01,500.0,1.0,132.05,130708.0132,1215.28179839,0.01,100,0.8,0.01,1215.28,359.723,1215.28179839,,500,1.0,2,1215.28179839,1.0,1123.25,3.50449e-18,130708.0132,100.0,1.0
0.005,500.0,1.0,124.77,124910.429217,1150.83420847,0.005,100,0.8,0.005,1183.06,357.169,1150.83420847,,500,1.0,2,1150.83420847,1.0,1114.51,2.1793e-19,124910.429217,200.000000102,1.0
0.00333333,500.0,1.0,125.1,130521.184164,1151.06731758,0.00333333,100,0.8,0.00333333,1172.39,358.254,1151.06731758,,500,1.0,2,1151.06731758,1.0,1116.42,5.43914e-20,130521.184164,299.999969474,1.0
0.0025,500.0,1.0,134.97,115352.992232,1245.70885056,0.0025,100,0.8,0.0025,1190.72,354.707,1245.70885056,,500,1.0,2,1245.70885056,1.0,1142.25,5.4346e-20,115352.992232,400.0,1.0
0.002,500.0,1.0,126.19,135802.987743,1162.6058325,0.002,100,0.8,0.002,1185.1,357.308,1162.6058325,,500,1.0,1,1162.6058325,1.0,1141.74,5.43187e-20,135802.987743,500.000006643,1.0
0.01,500.0,1.0,132.71,117699.21749,1221.87106713,0.01,100,0.8,0.01,1221.87,341.354,1221.87106713,,500,1.0,2,1221.87106713,1.0,1128.8,3.50449e-18,117699.21749,100.0,1.0
0.005,500.0,1.0,132.66,115785.889572,1221.34140664,0.005,100,0.8,0.005,1221.61,339.964,1221.34140664,,500,1.0,2,1221.34140664,1.0,1155.79,2.1793e-19,115785.889572,200.000000102,1.0
0.00333333,500.0,1.0,127.27,127981.790545,1172.23947801,0.00333333,100,0.8,0.00333333,1205.15,346.159,1172.23947801,,500,1.0,2,1172.23947801,1.0,1151.41,5.43914e-20,127981.790545,299.999969474,1.0
0.0025,500.0,1.0,128.7,129224.905623,1182.59515819,0.0025,100,0.8,0.0025,1199.51,349.21,1182.59515819,,500,1.0,2,1182.59515819,1.0,1152.97,5.4346e-20,129224.905623,400.0,1.0
0.002,500.0,1.0,134.33,136596.119719,1238.947522,0.002,100,0.8,0.002,1207.4,353.346,1238.947522,,500,1.0,1,1238.947522,1.0,1164.8,5.43187e-20,136596.119719,500.000006643,1.0
0.01,500.0,1.0,128.53,101954.919988,1181.73778497,0.01,100,0.8,0.01,1181.74,317.703,1181.73778497,,500,1.0,2,1181.73778497,1.0,1096.14,3.50449e-18,101954.919988,100.0,1.0
0.005,500.0,1.0,125.32,122789.485817,1151.46588741,0.005,100,0.8,0.005,1166.6,333.883,1151.46588741,,500,1.0,2,1151.46588741,1.0,1103.81,2.1793e-19,122789.485817,200.000000102,1.0
0.00333333,500.0,1.0,139.94,93176.5208137,1290.84694952,0.00333333,100,0.8,0.00333333,1208.02,329.389,1290.84694952,,500,1.0,2,1290.84694952,1.0,1156.75,5.43914e-20,93176.5208137,299.999969474,1.0
0.0025,500.0,1.0,131.24,125884.116438,1209.82677783,0.0025,100,0.8,0.0025,1208.47,335.454,1209.82677783,,500,1.0,2,1209.82677783,1.0,1163.7,5.4346e-20,125884.116438,400.0,1.0
0.002,500.0,1.0,130.73,134639.227659,1204.54434671,0.002,100,0.8,0.002,1207.68,341.592,1204.54434671,,500,1.0,1,1204.54434671,1.0,1167.64,5.43187e-20,134639.227659,500.000006643,1.0
0.01,500.0,1.0,128.73,125179.886876,1186.54121404,0.01,100,0.8,0.01,1186.54,352.034,1186.54121404,,500,1.0,2,1186.54121404,1.0,1090.93,3.50449e-18,125179.886876,100.0,1.0
0.005,500.0,1.0,126.55,119104.968939,1162.31072952,0.005,100,0.8,0.005,1174.43,347.948,1162.31072952,,500,1.0,2,1162.31072952,1.0,1106.82,2.1793e-19,119104.968939,200.000000102,1.0
0.00333333,500.0,1.0,129.71,112310.673157,1193.14524612,0.00333333,100,0.8,0.00333333,1180.67,343.296,1193.14524612,,500,1.0,2,1193.14524612,1.0,1125.46,5.43914e-20,112310.673157,299.999969474,1.0
0.0025,500.0,1.0,125.0,100332.808586,1150.21096378,0.0025,100,0.8,0.0025,1173.05,336.742,1150.21096378,,500,1.0,2,1150.21096378,1.0,1125.24,5.4346e-20,100332.808586,400.0,1.0
0.002,500.0,1.0,130.59,117788.414504,1203.93843364,0.002,100,0.8,0.002,1179.23,337.922,1203.93843364,,500,1.0,1,1203.93843364,1.0,1136.47,5.43187e-20,117788.414504,500.000006643,1.0
0.01,500.0,1.0,131.62,138905.011728,1211.1081931,0.01,100,0.8,0.01,1211.11,370.831,1211.1081931,,500,1.0,2,1211.1081931,1.0,1122.11,3.50449e-18,138905.011728,100.0,1.0
0.005,500.0,1.0,132.5,112234.878911,1220.94797402,0.005,100,0.8,0.005,1216.03,352.617,1220.94797402,,500,1.0,2,1220.94797402,1.0,1152.68,2.1793e-19,112234.878911,200.000000102,1.0
0.00333333,500.0,1.0,132.15,118323.298604,1218.9219316,0.00333333,100,0.8,0.00333333,1216.99,349.2,1218.9219316,,500,1.0,2,1218.9219316,1.0,1164.57,5.43914e-20,118323.298604,299.999969474,1.0
0.0025,500.0,1.0,132.76,111439.243113,1223.73335778,0.0025,100,0.8,0.0025,1218.68,345.03,1223.73335778,,500,1.0,2,1223.73335778,1.0,1173.28,5.4346e-20,111439.243113,400.0,1.0
0.002,500.0,1.0,130.89,125530.389331,1204.3192017,0.002,100,0.8,0.002,1215.81,346.59,1204.3192017,,500,1.0,1,1204.3192017,1.0,1172.91,5.43187e-20,125530.389331,500.000006643,1.0
0.01,500.0,1.0,124.08,127666.571022,1144.29397186,0.01,100,0.8,0.01,1144.29,355.514,1144.29397186,,500,1.0,2,1144.29397186,1.0,1059.84,3.50449e-18,127666.571022,100.0,1.0
0.005,500.0,1.0,132.71,97245.4235506,1221.44136662,0.005,100,0.8,0.005,1182.87,335.886,1221.44136662,,500,1.0,2,1221.44136662,1.0,1122.88,2.1793e-19,97245.4235506,200.000000102,1.0
0.00333333,500.0,1.0,129.8,131066.122171,1196.18048463,0.00333333,100,0.8,0.00333333,1187.31,344.244,1196.18048463,,500,1.0,2,1196.18048463,1.0,1136.7,5.43914e-20,131066.122171,299.999969474,1.0
0.0025,500.0,1.0,128.42,103640.494264,1181.55747253,0.0025,100,0.8,0.0025,1185.87,338.431,1181.55747253,,500,1.0,2,1181.55747253,1.0,1142.04,5.4346e-20,103640.494264,400.0,1.0
0.002,500.0,1.0,132.84,115406.566794,1223.75513327,0.002,100,0.8,0.002,1193.45,338.686,1223.75513327,,500,1.0,1,1223.75513327,1.0,1153.19,5.43187e-20,115406.566794,500.000006643,1.0
0.01,500.0,1.0,135.37,116877.609835,1247.08032127,0.01,100,0.8,0.01,1247.08,340.16,1247.08032127,,500,1.0,2,1247.08032127,1.0,1153.75,3.50449e-18,116877.609835,100.0,1.0
0.005,500.0,1.0,127.84,137045.527915,1177.50679076,0.005,100,0.8,0.005,1212.29,356.233,1177.50679076,,500,1.0,2,1177.50679076,1.0,1143.95,2.1793e-19,137045.527915,200.000000102,1.0
0.00333333,500.0,1.0,129.67,128461.554204,1192.4111544,0.00333333,100,0.8,0.00333333,1205.67,356.485,1192.4111544,,500,1.0,2,1192.4111544,1.0,1149.59,5.43914e-20,128461.554204,299.999969474,1.0
0.0025,500.0,1.0,133.16,107585.625602,1226.55559285,0.0025,100,0.8,0.0025,1210.89,349.314,1226.55559285,,500,1.0,2,1226.55559285,1.0,1162.33,5.4346e-20,107585.625602,400.0,1.0
0.002,500.0,1.0,129.87,121719.790394,1195.82106106,0.002,100,0.8,0.002,1207.87,348.932,1195.82106106,,500,1.0,1,1195.82106106,1.0,1164.44,5.43187e-20,121719.790394,500.000006643,1.0
0.01,500.0,1.0,127.47,159936.683697,1174.55532569,0.01,100,0.8,0.01,1174.56,397.916,1174.55532569,,500,1.0,2,1174.55532569,1.0,1081.33,3.50449e-18,159936.683697,100.0,1.0
0.005,500.0,1.0,134.66,113634.172251,1239.89960667,0.005,100,0.8,0.005,1207.23,369.439,1239.89960667,,500,1.0,2,1239.89960667,1.0,1141.31,2.1793e-19,113634.172251,200.000000102,1.0
0.00333333,500.0,1.0,137.53,106665.213551,1266.6213003,0.00333333,100,0.8,0.00333333,1227.03,356.333,1266.6213003,,500,1.0,2,1266.6213003,1.0,1171.11,5.43914e-20,106665.213551,299.999969474,1.0
0.0025,500.0,1.0,126.31,124317.385745,1163.25417648,0.0025,100,0.8,0.0025,1211.08,356.035,1163.25417648,,500,1.0,2,1163.25417648,1.0,1162.66,5.4346e-20,124317.385745,400.0,1.0
0.002,500.0,1.0,130.28,103394.227246,1196.25181895,0.002,100,0.8,0.002,1208.12,349.165,1196.25181895,,500,1.0,1,1196.25181895,1.0,1164.81,5.43187e-20,103394.227246,500.000006643,1.0
0.01,500.0,1.0,124.82,124267.722089,1148.55197468,0.01,100,0.8,0.01,1148.55,350.749,1148.55197468,,500,1.0,2,1148.55197468,1.0,1058.24,3.50449e-18,124267.722089,100.0,1.0
0.005,500.0,1.0,129.59,130875.578728,1193.35883167,0.005,100,0.8,0.005,1170.96,356.087,1193.35883167,,500,1.0,2,1193.35883167,1.0,1107.09,2.1793e-19,130875.578728,200.000000102,1.0
0.00333333,500.0,1.0,136.03,87646.5713122,1252.22882164,0.00333333,100,0.8,0.00333333,1198.05,339.003,1252.22882164,,500,1.0,2,1252.22882164,1.0,1145.11,5.43914e-20,87646.5713122,299.999969474,1.0
0.0025,500.0,1.0,130.93,136901.596525,1205.67767827,0.0025,100,0.8,0.0025,1199.95,346.535,1205.67767827,,500,1.0,2,1205.67767827,1.0,1152.19,5.4346e-20,136901.596525,400.0,1.0
0.002,500.0,1.0,134.08,82979.3373729,1233.53805989,0.002,100,0.8,0.002,1206.67,335.678,1233.53805989,,500,1.0,1,1233.53805989,1.0,1163.95,5.43187e-20,82979.3373729,500.000006643,1.0
0.01,500.0,1.0,125.21,145254.992257,1153.05805498,0.01,100,0.8,0.01,1153.06,379.213,1153.05805498,,500,1.0,2,1153.05805498,1.0,1060.12,3.50449e-18,145254.992257,100.0,1.0
0.005,500.0,1.0,132.14,118137.409829,1216.64812977,0.005,100,0.8,0.005,1184.85,362.478,1216.64812977,,500,1.0,2,1216.64812977,1.0,1119.14,2.1793e-19,118137.409829,200.000000102,1.0
0.00333333,500.0,1.0,130.6,120316.068011,1201.73125655,0.00333333,100,0.8,0.00333333,1190.48,356.877,1201.73125655,,500,1.0,2,1201.73125655,1.0,1136.82,5.43914e-20,120316.068011,299.999969474,1.0
0.0025,500.0,1.0,125.86,129700.294275,1160.13474279,0.0025,100,0.8,0.0025,1182.89,357.483,1160.13474279,,500,1.0,2,1160.13474279,1.0,1136.42,5.4346e-20,129700.294275,400.0,1.0
0.002,500.0,1.0,135.97,110567.579302,1252.87787177,0.002,100,0.8,0.002,1196.89,353.428,1252.87787177,,500,1.0,1,1252.87787177,1.0,1154.36,5.43187e-20,110567.579302,500.000006643,1.0
0.01,500.0,1.0,134.02,80816.653406,1231.90798225,0.01,100,0.8,0.01,1231.91,282.858,1231.90798225,,500,1.0,2,1231.90798225,1.0,1147.14,3.50449e-18,80816.653406,100.0,1.0
0.005,500.0,1.0,133.39,79039.9178904,1229.32985192,0.005,100,0.8,0.005,1230.62,281.302,1229.32985192,,500,1.0,2,1229.32985192,1.0,1161.95,2.1793e-19,79039.9178904,200.000000102,1.0
0.00333333,500.0,1.0,133.09,116853.107831,1223.75738273,0.00333333,100,0.8,0.00333333,1228.33,302.202,1223.75738273,,500,1.0,2,1223.75738273,1.0,1172.27,5.43914e-20,116853.107831,299.999969474,1.0
0.0025,500.0,1.0,127.93,142808.907169,1178.01523497,0.0025,100,0.8,0.0025,1215.75,322.977,1178.01523497,,500,1.0,2,1178.01523497,1.0,1167.2,5.4346e-20,142808.907169,400.0,1.0
