Weights,EpThisIter,MinIW,MeanEntropy,MeanIW,Iteration,Bound,InitialBound,ReturnStepMaxmin,EpRewMean,MinD2w0t,StdIW,EntropyCoefficient,EpisodesSoFar,EpLenMean,ReturnMeanIW,TimestepsSoFar,MaxD2w0t,InitialReturnMin,ReturnStepMax,J_sample_variance,TimeElapsed,EmpiricalD2,MeanD2w0t,InitialReturnStd,InitialReturnMax,MaxIW,InitialReturnMean,StdD2w0t
[ 0.706  0.761  0.28   0.752 -1.067],100,0.3766489,0.346463,1.0691193,242,232.07751,211.01791,88.01732,-113.4540133604802,,0.45135906,,24200,19.13,524.12115,461414,1.2463452,-2.0806808,100.0,38830.156,2989.291077375412,1.2155712,0.040188737,1.1044159,2.6897812,3.268217,-8.392334e-07,0.20188451
[ 0.716  0.769  0.28   0.753 -1.072],100,0.114869505,0.33251667,1.0641382,243,253.10464,237.47592,88.059906,-113.66964765853808,,0.62871176,,24300,19.04,529.2263,463318,2.4473066,-2.1455688,100.0,80212.11,3002.046765565872,1.3401532,0.042198367,1.1183828,2.9348526,4.1291614,-8.010864e-06,0.21419705
[ 0.717  0.755  0.278  0.734 -1.086],100,0.24594839,0.32569584,1.0846181,244,245.91089,221.88199,88.3159,-113.6862759324789,,0.51490694,,24400,19.46,520.4296,465264,1.5713181,-2.2147675,100.0,48692.477,3014.53626203537,1.2582122,0.041606165,1.1184447,2.3556824,3.047345,-2.2888183e-07,0.20756368
[ 0.723  0.74   0.276  0.726 -1.093],100,0.56150526,0.3078116,1.0332097,245,252.47168,240.47052,87.739075,-112.67783231720905,,0.17019725,,24500,18.38,528.7594,467102,1.0981178,-2.777832,100.0,6382.879,3026.0967378616333,1.036212,0.037382256,1.1519971,2.4034195,1.5673934,2.2125244e-06,0.1913896
[ 0.725  0.736  0.276  0.72  -1.111],100,0.1901434,0.30084673,1.063159,246,312.46234,293.43167,87.38327,-111.92847709500477,,0.51539093,,24600,17.79,559.9726,468881,2.0034878,-2.3562546,100.0,60117.637,3038.6841962337494,1.2641404,0.038051855,1.1279762,2.264595,4.0320435,-4.577637e-06,0.19912508
[ 0.732  0.745  0.279  0.732 -1.118],100,9.724504e-07,0.31153873,359.59497,247,108455.59,258.5337,87.79396,-112.92759775377604,,3646.8472,,24700,18.73,154007.0,470754,4181579.5,-2.3767166,100.0,2368151500000.0,3050.0353479385376,284900.78,669.3549,1.0673391,2.74691,37362.02,8.621216e-06,26056.281
[ 0.658  0.702  0.268  0.743 -1.107],100,0.53159624,0.30133563,1.0210596,248,203.60812,197.19458,88.85545,-115.333932127761,,0.23342197,,24800,20.79,464.141,472833,1.2019988,-2.5515442,100.0,9267.15,3066.154829263687,1.0538943,0.04232034,1.1103553,2.1832962,1.8290411,7.6293944e-08,0.20323113
[ 0.649  0.701  0.266  0.736 -1.118],100,0.031087968,0.2912737,1.3297266,249,314.3817,218.16763,88.45291,-114.14295505762865,,1.6559227,,24900,19.77,623.89996,474810,14.209675,-2.9347,100.0,526245.75,3077.946365594864,2.2584429,0.054074325,1.1517105,2.0118256,16.188448,-3.967285e-06,0.3108885
[ 0.657  0.71   0.279  0.766 -1.128],100,0.313713,0.2895497,1.0477719,250,249.20828,236.27167,88.19267,-113.64557132530618,,0.41644043,,25000,19.25,510.42264,476735,1.2754303,-2.604988,100.0,31279.139,3091.4337067604065,1.1747571,0.03998109,1.1436212,3.4584198,2.8995333,8.7738035e-06,0.20005675
[ 0.668  0.715  0.28   0.768 -1.129],100,0.43535385,0.3010887,1.0321118,251,267.64343,259.29483,87.76489,-112.92993980124294,,0.28814545,,25100,18.46,527.5667,478581,1.272646,-2.3926392,100.0,18226.506,3102.725363254547,1.0691392,0.038002174,1.0516169,2.3080444,2.465784,8.239746e-06,0.19421212
[ 0.665  0.713  0.284  0.776 -1.118],100,0.39200145,0.29346982,1.0330111,252,266.17786,255.76837,87.953186,-113.17978544186126,,0.24363013,,25200,18.79,517.73303,480460,1.200136,-2.4884872,100.0,12693.987,3115.063250541687,1.054423,0.038731135,1.1319454,2.3480911,1.9695885,-1.4495849e-06,0.19609344
[ 0.675  0.709  0.287  0.785 -1.125],100,0.5270845,0.28686532,1.0295098,253,224.52725,217.09308,88.69054,-114.6780098406844,,0.21643485,,25300,20.28,478.25714,482488,1.1012715,-2.6840591,100.0,8576.726,3127.821444272995,1.045086,0.041723847,1.1261542,3.7009354,1.7790709,1.7547608e-06,0.20297275
[ 0.68   0.706  0.292  0.784 -1.132],100,0.36417106,0.28754213,1.03839,254,305.22412,294.55414,87.42526,-112.31588802021595,,0.34262964,,25400,17.88,545.7162,484276,1.1989764,-2.7913055,100.0,25990.45,3139.4487295150757,1.1216089,0.03705819,1.2120411,3.1220245,2.3185968,2.5177003e-06,0.19259869
[ 0.677  0.716  0.293  0.786 -1.131],100,0.35912687,0.29003993,1.0546436,255,252.10968,239.76035,88.178764,-113.8461444518034,,0.4404762,,25500,19.35,512.56464,486211,1.4823565,-2.7096405,100.0,37152.52,3152.278814792633,1.1497614,0.04118107,1.1226408,1.9404755,3.5546336,-2.4414062e-06,0.20566766
[ 0.683  0.709  0.285  0.776 -1.129],100,0.011307594,0.28734046,1.8161558,256,416.34705,245.93059,88.07173,-113.43790704423247,,5.9168353,,25600,19.02,854.2638,488113,72.62165,-2.625763,100.0,6602017.5,3164.0411460399628,7.776153,0.0920268,1.0655489,2.2355728,87.25455,1.2283325e-05,0.97560793
[ 0.693  0.682  0.304  0.774 -1.132],100,0.25683278,0.30540454,1.0939423,257,235.16556,210.34837,88.91173,-114.81911844733315,,0.5859983,,25700,20.71,494.42084,490184,1.4321302,-2.7875443,100.0,56701.52,3178.5364134311676,1.2693934,0.044610694,1.0763919,2.3735962,4.0021033,-1.0604858e-05,0.21532686
[ 0.698  0.689  0.304  0.77  -1.114],100,0.4241828,0.31538138,1.0483118,258,250.56326,236.39526,87.98839,-113.38966329464745,,0.3067514,,25800,18.88,522.4359,492072,1.25396,-2.347847,100.0,17849.305,3190.156419277191,1.101321,0.038952377,1.1609473,3.1228638,2.4399056,-5.645752e-06,0.19678207
[ 0.703  0.694  0.302  0.766 -1.104],100,0.14013419,0.3310549,1.1194804,259,247.80093,221.01926,88.43274,-113.87965852119534,,0.886592,,25900,19.69,529.21826,494041,2.129514,-3.0950089,100.0,135454.95,3202.0049271583557,1.5808556,0.044642597,1.2438507,2.3984451,5.035037,-9.155274e-06,0.223743
[ 0.699  0.68   0.299  0.76  -1.088],100,0.47499508,0.32417247,1.0337547,260,225.2438,214.56131,88.62629,-114.43184473782782,,0.21014842,,26000,20.13,483.72992,496054,1.1347135,-2.8729248,100.0,7787.899,3213.4648690223694,1.049177,0.04102087,1.2384566,3.2643738,1.7723556,9.918213e-07,0.2003234
[ 0.689  0.689  0.296  0.762 -1.095],100,0.13219312,0.32469475,1.1073682,261,287.0478,262.57605,87.83378,-112.9496947517112,,0.80827576,,26100,18.74,551.6052,497928,1.7851366,-2.3765793,100.0,124798.32,3225.439423084259,1.5476793,0.042357422,1.028468,3.1578522,4.542044,-1.1444092e-06,0.21709053
[ 0.682  0.676  0.298  0.762 -1.094],100,0.0035063317,0.31714165,4.641253,262,1107.7494,221.59425,88.675575,-114.53111662824324,,34.99782,,26200,20.24,1966.3177,499952,3559.8818,-3.0815048,100.0,207725580.0,3238.078297138214,161.62584,0.62809616,1.1634313,2.6578827,356.70013,-4.653931e-06,31.021147
[ 0.655  0.65   0.277  0.715 -1.102],100,0.19374913,0.3084112,1.074941,263,272.12604,251.09511,88.08844,-113.39805221786958,,0.5651434,,26300,19.04,530.601,501856,2.0203774,-2.5766068,100.0,63737.152,3253.8469145298004,1.3020972,0.041560117,0.97907287,2.1960144,3.2277086,-4.7302246e-06,0.21021032
[ 0.632  0.648  0.276  0.702 -1.11 ],100,0.3420175,0.30273515,1.107162,264,244.24454,213.70132,88.54228,-114.3480273972411,,0.52058214,,26400,19.96,519.5321,503852,1.737893,-2.5335922,100.0,47660.4,3266.5666744709015,1.2361984,0.04336361,1.0605134,2.315857,4.0639806,2.8991699e-06,0.2136639
[ 0.654  0.629  0.274  0.687 -1.116],100,0.0019018515,0.3048793,1.6894436,265,420.94485,250.71727,87.97525,-113.33323431505013,,4.833952,,26500,18.85,830.17065,505737,57.169144,-2.764389,100.0,5396334.0,3278.9310553073883,5.4556055,0.10071408,1.1767266,3.4547272,120.257545,-3.4332274e-06,1.0342913
[ 0.638  0.623  0.265  0.641 -1.114],100,0.17672077,0.30198622,1.0945002,266,236.34564,212.71277,88.24379,-113.94879836417553,,0.77311116,,26600,19.61,522.41626,507698,3.1092336,-2.5111008,100.0,112048.04,3292.4096162319183,1.5009042,0.044109326,1.1591198,2.9170074,5.3844366,-1.1444092e-06,0.22219904
[ 0.627  0.614  0.26   0.625 -1.117],100,0.010200305,0.30517268,1.1623199,267,324.68588,283.1614,87.4386,-112.25057354478909,,1.1895074,,26700,18.14,597.61676,509512,4.249209,-2.4887314,100.0,315817.7,3303.7506778240204,1.9396979,0.044007685,1.2324115,2.958229,13.198572,9.613037e-06,0.23680845
[ 0.606  0.606  0.252  0.608 -1.114],100,0.05376424,0.30828568,1.2229929,268,278.43216,219.54802,88.50847,-114.28230171141976,,0.9951193,,26800,20.06,563.5224,511518,3.4186645,-2.7623138,100.0,165904.47,3316.2550036907196,1.8445058,0.047973193,1.2222767,2.8872986,7.9290996,-2.7465821e-06,0.24227694
[ 0.603  0.626  0.253  0.623 -1.111],100,0.30843577,0.3330538,1.0952673,269,289.4733,264.56445,87.94818,-113.1063488135287,,0.5885697,,26900,18.77,547.57446,513395,1.894123,-2.4752426,100.0,78103.49,3327.872922897339,1.2365391,0.042262275,1.2019987,2.4650192,4.417669,-3.4332274e-06,0.21523647
[ 0.615  0.619  0.26   0.639 -1.086],100,0.39450255,0.32466075,1.0207177,270,199.60226,193.19434,88.48068,-113.96710861345062,,0.2845459,,27000,19.86,484.30835,515381,1.1589235,-2.7365112,100.0,14603.573,3341.290051460266,1.0820374,0.040504843,1.0577091,2.0530396,2.089976,-3.967285e-06,0.19924483
[ 0.61   0.615  0.258  0.635 -1.094],100,0.003716292,0.31664962,1.9845314,271,397.90607,245.3422,87.92658,-113.14892731140382,,8.651363,,27100,18.82,940.57104,517263,210.37231,-2.8378677,100.0,14551322.0,3353.152649641037,20.15351,0.14033607,1.0838511,2.3172836,67.6509,-9.307862e-06,2.1066022
[ 0.6    0.577  0.264  0.611 -1.102],100,0.4075702,0.3204952,1.0536667,272,239.17313,225.17262,88.5861,-114.54533566258976,,0.39319336,,27200,20.11,493.66196,519274,1.6591771,-2.9436493,100.0,27808.098,3366.322573661804,1.1564488,0.04273438,1.3227602,4.252228,3.1612358,-4.9591063e-06,0.20932187
[ 0.6    0.583  0.271  0.624 -1.098],100,0.18426332,0.32110423,1.1049763,273,256.07596,239.20523,88.09868,-113.41955800233842,,0.9090718,,27300,19.06,541.364,521180,2.096879,-3.0194626,100.0,157015.7,3379.6159491539,1.6101536,0.043903973,1.2329078,4.580406,4.800015,-1.8310546e-06,0.22382575
[ 0.607  0.597  0.267  0.623 -1.098],100,0.00090034114,0.30254006,5.941346,274,1064.6171,243.68652,88.0417,-113.4842434946957,,49.79811,,27400,18.98,2644.4165,523078,2770.759,-2.3699646,100.0,464562340.0,3391.7333986759186,88.84424,1.0344136,1.1511445,2.2819748,509.38513,7.93457e-06,26.03803
[ 0.587  0.6    0.257  0.683 -1.116],100,0.2936478,0.30022714,1.0683278,275,266.687,246.42538,88.21971,-113.97424383841637,,0.44530374,,27500,19.35,519.77264,525013,2.0014322,-2.5709305,100.0,37299.426,3406.7942929267883,1.2118295,0.041419268,1.0798894,2.3225784,2.9797657,-6.3323973e-06,0.20736477
[ 0.595  0.607  0.26   0.699 -1.119],100,0.011741207,0.28538394,1.2369497,276,295.39728,232.12074,88.34104,-114.3443896080528,,1.678641,,27600,19.62,590.3453,526975,15.169722,-2.8046646,100.0,539396.06,3419.5614020824432,2.0262313,0.05356346,1.1501938,2.6315842,18.601702,-6.942749e-06,0.30368724
[ 0.597  0.62   0.266  0.732 -1.134],100,0.0062459745,0.29661742,1.7457122,277,368.3559,210.77057,88.5361,-114.35237593884558,,5.8273315,,27700,19.95,781.41095,528970,85.72035,-2.5013275,100.0,5824759.0,3432.58656001091,9.532356,0.09006349,0.9854595,2.2734604,44.999893,7.6293944e-08,0.8802477
[ 0.579  0.596  0.259  0.708 -1.122],100,0.43863666,0.28935874,1.0520086,278,247.21136,230.20612,88.328804,-113.92186710728556,,0.29710048,,27800,19.56,505.74304,530926,1.1733191,-2.5406418,100.0,15973.422,3444.6738591194153,1.1188765,0.040322676,1.1147641,3.2013779,2.114684,-3.1280517e-06,0.19997934
[ 0.585  0.601  0.261  0.71  -1.13 ],100,0.06299572,0.27880964,1.2841614,279,283.28665,214.71811,88.62302,-114.67997621915464,,1.2837133,,27900,20.16,586.48175,532942,3.2027583,-2.7324524,100.0,277246.03,3456.71439409256,2.3294954,0.050938886,1.087164,2.8241959,7.557829,-1.0147095e-05,0.26019844
[ 0.572  0.583  0.261  0.705 -1.14 ],100,0.5230223,0.28777644,1.0434116,280,262.5276,248.13431,88.2256,-114.21160326962573,,0.25381067,,28000,19.4,509.42746,534882,1.2639698,-2.573822,100.0,13698.313,3468.5371556282043,1.0652003,0.040451463,1.1815004,2.1599884,2.4492009,-1.083374e-05,0.201517
[ 0.561  0.59   0.257  0.715 -1.131],100,0.030758318,0.27711654,1.1877122,281,208.91672,171.71478,89.062225,-115.88567401168368,,1.0420413,,28100,21.19,519.2881,537001,2.5126152,-2.1379395,100.0,160230.31,3480.2976882457733,1.5890902,0.04882165,0.9018574,1.8912201,9.148964,-4.9591063e-06,0.2364388
[ 0.564  0.605  0.252  0.715 -1.142],100,1.4975327e-06,0.26340985,17.08112,282,4393.997,209.2406,88.56586,-114.4557219419364,,163.29953,,28200,20.02,7396.6304,539003,95527.984,-2.5587463,100.0,4918868500.0,3492.7500627040863,2482.2554,8.732075,0.9864632,2.7199707,1658.381,-6.866455e-06,563.55286
[ 0.539  0.568  0.249  0.654 -1.156],100,0.37040037,0.26220673,1.0526409,283,240.38174,227.81885,88.5085,-114.74255855560492,,0.3988884,,28300,19.97,497.29233,541000,1.386371,-2.7554626,100.0,30060.727,3509.166715145111,1.0987942,0.042297028,1.1328418,3.1346054,3.0143862,-7.6293944e-08,0.20776296
[ 0.526  0.579  0.246  0.664 -1.157],100,0.00016390622,0.17199117,5.2900434,284,1212.8032,224.58948,88.022415,-113.84700326752132,,44.40979,,28400,19.01,2388.5913,542901,595.175,-2.3749847,100.0,377360830.0,3521.1819195747375,22.056787,0.25554565,1.2025772,3.2539597,473.16486,5.264282e-06,5.6630836
[ 0.527  0.57   0.211  0.619 -1.247],100,0.0044758264,0.16527608,1.8127964,285,326.68457,227.48663,88.47647,-114.60146081535459,,7.640239,,28500,19.89,787.0307,544890,25.67345,-2.7556992,100.0,8106288.0,3534.933251142502,8.524792,0.09139478,1.138636,2.5793686,76.81681,1.0528564e-05,0.6590197
[ 0.508  0.551  0.213  0.632 -1.254],100,0.16174239,0.16907293,1.1269203,286,202.42145,171.94186,88.85104,-115.67038936249429,,0.77856094,,28600,20.75,507.8577,546965,2.8503416,-2.456688,100.0,95022.76,3549.6896114349365,1.5862561,0.04741333,0.9981574,1.9795685,4.1130567,3.2043456e-06,0.23242554
[ 0.511  0.565  0.215  0.645 -1.25 ],100,0.019627638,0.1674801,1.7468843,287,324.7588,176.14932,88.77248,-115.08206337308542,,6.2761045,,28700,20.5,772.35895,549015,242.66006,-2.4227905,100.0,6848510.5,3562.616133928299,10.621604,0.111846834,1.0755355,2.973053,65.155014,-4.653931e-06,1.9532775
[ 0.494  0.556  0.199  0.612 -1.251],100,0.30495197,0.17055945,1.0883868,288,182.10129,160.17865,89.29254,-116.60418911352592,,0.42540553,,28800,21.78,470.85773,551193,2.0915399,-2.8570328,100.0,28076.174,3577.6288056373596,1.1927663,0.04736457,1.0698512,2.4022598,2.397885,1.2207031e-06,0.2232013
[ 0.506  0.556  0.205  0.626 -1.248],100,0.750649,0.16989976,1.0057157,289,219.73563,218.15744,88.26551,-113.93768450792308,,0.103949055,,28900,19.42,489.59872,553135,1.0367302,-2.5187607,100.0,2049.2039,3590.410238981247,1.0103036,0.039020482,1.1497763,2.5187378,1.4522519,2.822876e-06,0.19412084
[ 0.503  0.559  0.204  0.624 -1.249],100,0.35963592,0.16506332,1.0590721,290,225.23694,213.49344,88.53624,-114.69858620505701,,0.44659042,,29000,20.02,495.4804,555137,1.3603909,-2.8076324,100.0,31381.934,3602.373813867569,1.1650834,0.042037167,1.187936,2.8006287,2.7606287,-3.8146973e-07,0.20617875
[ 0.502  0.552  0.206  0.628 -1.254],100,0.42526013,0.1585698,1.0269128,291,219.94073,212.30478,88.49965,-114.65847896458418,,0.2675218,,29100,19.94,487.18512,557131,1.2794946,-2.6118774,100.0,14326.113,3615.322942018509,1.0694379,0.04121583,1.0639482,2.7285461,2.1163445,3.890991e-06,0.2023641
[ 0.5    0.549  0.205  0.617 -1.26 ],100,0.60894763,0.15564127,1.0248632,292,192.33752,185.55319,88.758896,-115.27752300388873,,0.1954217,,29200,20.51,472.6921,559182,1.1200614,-2.8154984,100.0,6514.952,3627.5290699005127,1.041917,0.0419186,1.17596,2.7096252,1.5469341,2.5939942e-06,0.20274337
[ 0.505  0.545  0.206  0.622 -1.263],100,0.011874172,0.14978194,1.608496,293,390.73654,243.7201,87.71417,-113.01632614463696,,5.282957,,29300,18.41,802.5803,561023,50.970013,-2.7101212,100.0,6217171.5,3639.1899189949036,9.219866,0.08601624,1.1529484,3.039833,52.43792,-1.6021728e-06,0.84036946
[ 0.506  0.573  0.21   0.644 -1.269],100,0.24045618,0.17038082,1.0689538,294,221.90985,207.12682,88.845276,-115.50707970651536,,0.45037958,,29400,20.71,488.1474,563094,1.6456069,-2.0789566,100.0,37124.598,3654.4430232048035,1.1483741,0.04463605,0.9069402,1.934494,3.1379473,4.7302246e-06,0.21546312
[ 0.502  0.571  0.217  0.646 -1.249],100,0.36578846,0.16674955,1.0568148,295,206.77798,193.18593,89.12775,-116.00687021908043,,0.3809941,,29500,21.34,467.38303,565228,1.5352709,-2.407364,100.0,23872.459,3666.2140233516693,1.1157131,0.04532535,1.0226076,2.8070908,3.5624866,1.6021728e-06,0.21507333
[ 0.5    0.579  0.213  0.657 -1.252],100,0.11071385,0.16918795,1.1290027,296,214.77902,188.7208,88.94893,-115.78535731210248,,0.9268005,,29600,21.0,504.16867,567328,2.0355325,-1.9973984,100.0,128606.266,3678.837297439575,1.6179849,0.047755014,0.99521506,2.9920883,6.8578196,-4.5776366e-07,0.23177871
[ 0.492  0.568  0.21   0.654 -1.25 ],100,0.14588168,0.16830803,1.149508,297,230.82837,202.14584,88.26756,-114.2152647690602,,0.84925073,,29700,19.47,544.5942,569275,2.2013075,-2.437088,100.0,112586.18,3690.353919506073,1.4444435,0.04356656,0.99414,3.2835007,6.318062,4.5013426e-06,0.2192159
[ 0.507  0.574  0.206  0.659 -1.251],100,0.018054154,0.17724076,1.3090731,298,297.48657,247.10626,88.08394,-113.67926784275552,,3.0883904,,29800,19.08,633.34607,571183,30.353575,-2.754753,100.0,1928456.9,3702.657961845398,4.134348,0.06796922,1.011058,3.074028,30.6245,7.5531007e-06,0.52533984
[ 0.508  0.588  0.22   0.687 -1.242],100,0.04549123,0.17626776,1.2571799,299,280.25513,223.55827,88.5182,-114.58832396543924,,2.2667146,,29900,19.96,588.68555,573179,10.304165,-2.4682312,100.0,954347.6,3716.2174909114838,2.2157204,0.058570262,0.9733555,2.1261215,22.63511,-8.31604e-06,0.3256027
[ 0.494  0.582  0.218  0.655 -1.243],100,0.20603307,0.17185144,1.0274297,300,199.21985,191.67142,88.91847,-115.30329152487839,,0.3301921,,30000,20.81,466.35312,575260,1.2830079,-2.8342056,100.0,18467.852,3729.165408849716,1.1009238,0.04274413,1.0775987,2.6608582,2.678982,-3.0517577e-07,0.2052552
[ 0.487  0.579  0.215  0.649 -1.247],100,0.30493245,0.15956943,1.0492021,301,209.28204,197.5665,89.00336,-115.62965293240457,,0.45561966,,30100,21.03,469.87582,577363,1.2634026,-2.8027573,100.0,31245.809,3741.174255132675,1.1834472,0.043852262,1.0385327,2.8732834,2.9015226,1.0757446e-05,0.20957784
[ 0.479  0.574  0.216  0.648 -1.259],100,0.000113454,0.16246934,6.8173313,302,1360.224,187.29926,88.83669,-115.2106202706775,,60.526634,,30200,20.68,2719.6445,579431,464.93393,-2.5901108,100.0,530601920.0,3753.898958683014,122.30675,0.5668261,1.0508404,3.6150665,1340.5436,2.2125244e-06,8.39843
[ 0.444  0.553  0.201  0.653 -1.256],100,0.40093523,0.1598867,1.0378656,303,196.05496,186.50943,88.71663,-115.09038558517051,,0.36178273,,30300,20.4,479.2435,581471,1.2737035,-2.5718994,100.0,21845.889,3767.0713081359863,1.1425296,0.042337775,0.86317897,3.3289566,2.2317944,3.2043456e-06,0.20553818
[ 0.444  0.545  0.199  0.649 -1.259],100,0.31255722,0.15683034,1.0538849,304,224.23312,209.79175,88.50906,-114.8201948604998,,0.35247254,,30400,20.0,498.28064,583471,1.6292017,-2.3611298,100.0,23504.086,3780.370444536209,1.1322663,0.0425729,1.0249672,2.4712448,2.329811,-9.918213e-07,0.20901018
[ 0.442  0.552  0.198  0.66  -1.262],100,0.09831728,0.15356447,1.120174,305,272.74985,240.08708,88.18176,-114.16412906339896,,1.0075427,,30500,19.32,547.034,585403,2.7109609,-2.2211685,100.0,212620.53,3792.458018064499,1.4343121,0.047409784,0.9070805,3.1081848,12.289019,1.1672973e-05,0.24156739
[ 0.429  0.563  0.196  0.686 -1.265],100,0.007998023,0.15393065,1.1984568,306,259.58716,213.6474,88.29378,-114.48688079275716,,1.7367319,,30600,19.56,570.9924,587359,8.672927,-2.6200867,100.0,579737.9,3806.0852406024933,2.0920594,0.054397848,1.0208142,2.4728928,16.53527,4.8065185e-06,0.30565935
[ 0.436  0.548  0.195  0.654 -1.265],100,0.4481735,0.14529805,1.0349364,307,216.39502,206.98276,88.63405,-115.2507576316291,,0.2801341,,30700,20.28,483.67523,589387,1.3064101,-2.4247665,100.0,14540.134,3819.81388258934,1.0777425,0.042074237,1.1362543,2.7617035,2.0629675,-4.4250487e-06,0.20478968
[ 0.433  0.547  0.19   0.645 -1.274],100,0.087375216,0.14734575,1.1607764,308,238.99344,203.23715,88.71428,-115.11438922603438,,1.7743489,,30800,20.4,534.1445,591427,8.85555,-2.6518478,100.0,573039.44,3831.7895181179047,1.9557403,0.05236967,0.93546283,2.3489532,16.97931,4.043579e-06,0.2805185
[ 0.446  0.554  0.197  0.667 -1.272],100,0.1091077,0.13895185,1.1187472,309,256.9598,229.31229,88.438034,-114.63689693293404,,0.9647432,,30900,19.83,528.80194,593410,2.3804243,-2.0586166,100.0,170982.06,3845.7130517959595,1.3803848,0.04519297,1.0450982,2.5336685,8.792276,1.6021728e-06,0.22490983
[ 0.461  0.554  0.195  0.65  -1.28 ],100,0.1467267,0.12296303,1.133119,310,279.03702,245.89914,88.22743,-114.19388859470186,,0.7283746,,31000,19.4,549.20844,595350,2.001683,-2.6435623,100.0,107363.59,3860.6734116077423,1.3655509,0.046071026,1.077389,2.300087,6.2802057,4.8828124e-06,0.23263125
[ 0.454  0.562  0.198  0.638 -1.296],100,0.56818265,0.116457224,1.0150174,311,247.4887,241.9302,88.35011,-114.46015186456015,,0.12028993,,31100,19.65,489.5496,597315,1.0889977,-2.6181793,100.0,2806.2244,3873.718420267105,1.0170914,0.03966748,1.0569918,2.7109451,1.3387362,5.4931643e-06,0.19615072
[ 0.464  0.556  0.199  0.638 -1.302],100,0.029094534,0.13636117,1.7383319,312,401.2026,223.88693,88.064896,-113.80121975652557,,5.814237,,31200,19.07,832.33215,599222,123.6564,-2.502739,100.0,6982502.0,3886.676990032196,9.999277,0.1164614,1.1337922,3.028885,56.92685,6.408691e-06,1.740124
[ 0.443  0.545  0.19   0.602 -1.283],100,0.2533362,0.12976073,1.047698,313,223.35132,212.6442,88.49568,-114.46804784670485,,0.40906513,,31300,19.9,495.96124,601212,1.4996156,-2.4579086,100.0,31304.475,3900.6818866729736,1.1434063,0.0420316,1.0962589,2.3291626,3.3056147,-1.6784668e-06,0.20684151
[ 0.446  0.551  0.188  0.611 -1.289],100,0.33865628,0.13353735,1.1131148,314,214.31683,192.0104,88.303925,-114.27069875133539,,0.6205733,,31400,19.54,537.28735,603166,1.6546724,-2.7538528,100.0,80111.695,3914.8603055477142,1.1697792,0.043563716,1.1017524,3.3088531,4.774266,-1.1825561e-05,0.21718018
[ 0.443  0.555  0.185  0.627 -1.285],100,0.5608381,0.12903072,1.0436467,315,203.90775,188.52719,88.46184,-114.63158721612125,,0.1923593,,31500,19.87,495.94205,605153,1.1171607,-1.9364243,100.0,6767.127,3927.261563539505,1.0400577,0.0403555,1.0473256,2.797058,1.6249655,6.1798096e-06,0.1983926
[ 0.457  0.551  0.186  0.624 -1.29 ],100,0.36945114,0.12597719,1.0641792,316,229.8725,209.95822,88.681046,-115.00050755439054,,0.37708697,,31600,20.32,494.9424,607185,1.5085957,-2.1647186,100.0,26035.006,3938.80570435524,1.1439017,0.04306778,0.8199999,2.1786346,2.757436,9.918213e-07,0.20969915
[ 0.447  0.563  0.184  0.634 -1.293],100,0.13556999,0.13724332,1.1683749,317,252.92062,229.71738,88.58981,-114.81046419887784,,1.3798927,,31700,20.14,536.6936,609199,2.7266953,-2.5939255,100.0,282446.25,3950.9619319438934,1.8388218,0.050177276,1.1398801,2.9467697,11.449159,1.3122559e-05,0.25324723
[ 0.45   0.573  0.193  0.637 -1.282],100,0.33979863,0.13669088,1.0366018,318,196.32153,189.85388,88.93845,-115.9499636734246,,0.3411726,,31800,20.98,465.91257,611297,1.280911,-2.4559479,100.0,19244.24,3964.401785135269,1.0841461,0.04381451,1.2110307,3.7313004,2.6716683,2.2125244e-06,0.20954014
[ 0.434  0.578  0.187  0.637 -1.282],100,0.6135007,0.1347569,1.0192922,319,225.51767,219.81497,88.44571,-114.6762373139606,,0.19967225,,31900,19.85,485.78125,613282,1.1703787,-2.3772736,100.0,7346.4673,3976.036641359329,1.052145,0.04040699,1.0606636,2.5902405,1.9345739,-1.2512207e-05,0.19880222
[ 0.435  0.583  0.188  0.643 -1.284],100,0.5147475,0.14673701,1.0290657,320,206.30392,196.75336,88.46356,-114.55682627711707,,0.2632269,,32000,19.86,489.9678,615268,1.1393647,-2.4856644,100.0,12768.553,3987.8504304885864,1.0715367,0.04052122,0.96377766,2.3461838,1.9749234,-7.095337e-06,0.19930932
[ 0.435  0.588  0.188  0.647 -1.272],100,0.104215726,0.14272824,1.0935005,321,219.79788,201.4625,88.49066,-114.57542779542759,,1.0040184,,32100,19.91,514.2124,617259,3.6814995,-2.173973,100.0,182576.4,4000.0388598442078,1.6056144,0.046075337,0.9880728,2.4192734,9.018937,-3.7384034e-06,0.23238273
[ 0.45   0.594  0.192  0.663 -1.276],100,0.1901027,0.1431885,1.0641123,322,262.7877,250.92525,88.21477,-114.13997376068916,,0.6715589,,32200,19.37,516.1373,619196,1.7677314,-2.614563,100.0,81160.21,4011.728438615799,1.4179468,0.0424212,1.1923943,2.5420609,3.7064497,-4.272461e-06,0.21282847
[ 0.457  0.604  0.192  0.668 -1.276],100,0.40735057,0.15759239,1.0509187,323,220.95172,205.45648,88.60486,-114.9769483562878,,0.34140673,,32300,20.18,492.24274,621214,1.3414141,-2.2873688,100.0,20547.344,4022.4545991420746,1.1195754,0.041919623,1.0072905,2.208496,2.954764,-9.155273e-07,0.20462596
