Weights,StdD2w0t,J_sample_variance,TimeElapsed,MeanD2w0t,EpRewMean,InitialReturnMean,EpThisIter,EpLenMean,EmpiricalD2,InitialReturnMin,InitialBound,MeanEntropy,StdIW,EpisodesSoFar,ReturnMeanIW,Bound,EntropyCoefficient,InitialReturnStd,Iteration,MeanIW,TimestepsSoFar,MaxIW,MaxD2w0t,ReturnStepMax,MinIW,InitialReturnMax,MinD2w0t,ReturnStepMaxmin
[-0.689 -0.392  0.007 -0.366 -0.589],36667.78,858.56934,29587.31689929962,6807.4995,-21.376370159189523,-11.995724,100,485.23,93589.94,-39.03765,-12.8451605,0.82695794,24.375097,24800,-6.222966,-8.576879,,8.446686,248,2.4993536,10953490,566.11273,986060.2,100.0,4.652372e-06,7.5427375,,99.0
[-0.668 -0.387  0.025 -0.367 -0.592],59.20737,105.25574,29748.97709751129,28.08701,-38.21511815158804,-13.653382,100,447.72,161.11797,-53.04082,-15.171944,0.82732975,1.4211992,24900,-11.686275,-13.68388,,9.576028,249,0.83657014,10998262,30.856216,589.8054,100.0,0.0001578604,4.992298,,99.0
[-0.665 -0.386  0.012 -0.366 -0.592],2388.157,383.3266,29911.829529047012,685.9768,-29.44351420015653,-11.639057,100,461.39,6642.485,-49.52879,-12.809059,0.82617265,7.4901137,25000,-6.6542673,-8.93581,,8.275365,250,1.3005266,11044401,268.85815,61083.883,100.0,2.30547e-05,7.9531436,,99.0
[-0.677 -0.347  0.006 -0.35  -0.593],33.615623,83.01454,30064.7685649395,19.469246,-44.98820539664725,-14.011227,100,419.72,99.29524,-50.222466,-15.798932,0.8271509,2.570966,25100,-11.234499,-13.6051235,,11.0755415,251,0.9617943,11086373,64.28653,297.16592,100.0,0.000531749,13.795573,,99.0
[-0.686 -0.365  0.013 -0.353 -0.592],172.35625,120.96029,30238.60112786293,88.64391,-24.013957370634813,-11.873287,100,476.24,613.70874,-36.865578,-12.827534,0.83330655,2.7987058,25200,-9.188615,-10.592793,,8.579159,252,1.0317403,11133997,56.72011,1933.9612,100.0,8.579104e-05,13.604544,,99.0
[-0.662 -0.379  0.011 -0.349 -0.586],21.71139,98.7389,30417.94132733345,13.038214,-14.532927049116562,-11.637878,100,493.13,57.114956,-46.4491,-12.215374,0.83236617,1.2369258,25300,-10.82793,-11.535153,,9.673404,253,0.9127355,11183310,16.94432,322.50766,100.0,0.0009513394,13.982724,,99.0
[-0.666 -0.386  0.003 -0.361 -0.587],13026.68,452.44177,30590.464780807495,3262.0234,-18.017594658261913,-12.101185,100,480.47,38801.176,-49.239162,-12.817153,0.82599026,22.263216,25400,-8.345,-10.255644,,9.884478,254,2.5142121,11231357,881.26025,346989.75,100.0,2.562535e-06,10.078675,,99.0
[-0.656 -0.359 -0.012 -0.346 -0.593],2.4849837,80.731445,30747.569313526154,3.051622,-32.83313347185892,-13.94912,100,440.1,7.9487762,-61.499294,-15.253817,0.8261743,1.2243357,25500,-12.410063,-13.866703,,11.854369,255,0.93215674,11275367,14.374432,15.126852,100.0,0.013367613,4.2012534,,99.0
[-0.657 -0.363 -0.009 -0.34  -0.593],116.00323,67.87897,30917.285375356674,51.4636,-19.31729196782615,-11.12346,100,485.85,337.49725,-50.991333,-11.891074,0.82812786,3.2697947,25600,-9.960962,-10.997198,,9.641934,256,0.94906014,11323952,114.948524,1228.6829,100.0,9.5003605e-05,16.370346,,99.0
[-0.657 -0.364  0.003 -0.336 -0.591],1103.2051,175.25856,31086.37282729149,359.5373,-18.077499303747164,-13.333091,100,488.55,2991.6108,-57.54361,-14.051439,0.82568073,3.280541,25700,-10.300105,-11.610207,,9.9258995,257,0.87189,11372807,102.09825,20250.303,100.0,4.156351e-06,22.065496,,99.0
[-0.658 -0.361 -0.008 -0.346 -0.593],874.78705,260.9688,31251.588677167892,250.98463,-22.340769469993155,-11.272369,100,471.04,2200.396,-64.45889,-12.160129,0.8237184,2.4750237,25800,-8.938141,-10.422877,,10.280457,258,1.0690316,11419911,44.964237,18639.963,100.0,0.00011796033,9.704966,,99.0
[-0.662 -0.4   -0.002 -0.373 -0.595],658.6821,461.49353,31416.5162422657,265.69675,-20.832502162484975,-12.190868,100,464.84,2146.7073,-65.29672,-13.018692,0.8191797,4.642914,25900,-7.8613105,-9.267877,,11.79996,259,1.0615181,11466395,164.63504,7458.734,100.0,1.2645059e-05,12.837798,,99.0
[-0.65  -0.411 -0.014 -0.37  -0.6  ],2184.23,328.1397,31589.015805244446,1008.9123,-20.55360929306611,-11.6123705,100,486.01,9420.265,-25.6972,-12.429113,0.8798829,4.313007,26000,-7.5394907,-9.405836,,7.0765514,260,0.8982127,11514996,188.12225,17514.299,100.0,3.0900243e-05,2.6430917,,99.0
[-0.627 -0.402 -0.016 -0.373 -0.539],28.409468,92.02836,31737.960351467133,16.35329,-46.20622858360562,-14.6687355,100,421.67,80.45167,-66.87875,-16.50484,0.87358075,2.6750646,26100,-11.667735,-14.008656,,13.279858,261,1.1187819,11557163,63.016968,336.33722,100.0,0.00024371258,8.938097,,99.0
[-0.649 -0.4   -0.008 -0.37  -0.545],0.72996676,76.58815,31893.25380921364,1.432994,-36.38143915863179,-13.552003,100,435.94,2.5083244,-59.572647,-14.9977,0.86489576,0.7283778,26200,-12.356616,-13.860956,,11.045856,262,0.95568115,11600757,7.557735,3.4645042,100.0,0.03112796,4.808096,,99.0
[-0.657 -0.402 -0.009 -0.365 -0.554],3834.8516,1150.3038,32064.676195144653,1505.1235,-15.525059673444721,-11.231402,100,485.58,15136.539,-62.091637,-11.848325,0.87650764,8.6433525,26300,-7.7341723,-9.240904,,9.303395,263,1.326031,11649315,339.2882,59957.336,100.0,9.798069e-06,8.201336,,99.0
[-0.624 -0.411 -0.008 -0.352 -0.542],82957.33,1682.4473,32238.921187639236,12790.575,-14.637944835583443,-10.144228,100,490.74,185882.64,-39.349625,-10.725899,0.88051593,5.825293,26400,-4.117729,-6.2907066,,7.066705,264,1.2757292,11698389,233.14735,3745063.5,100.0,2.0102175e-06,6.1904736,,99.0
[-0.623 -0.409  0.007 -0.368 -0.538],6.8855505,92.50444,32400.351445436478,6.6220527,-31.62782722390778,-13.498884,100,459.57,22.849669,-62.47912,-14.755685,0.8801921,1.1090015,26500,-12.552158,-14.042291,,10.130445,265,0.8843118,11744346,14.28016,42.394577,100.0,0.0035475432,8.08319,,99.0
[-0.625 -0.416  0.011 -0.361 -0.539],337.68143,80.533226,32569.526277065277,120.9309,-17.51254445185397,-12.444225,100,489.08,858.3338,-43.437225,-13.140122,0.87641925,1.3553352,26600,-10.968931,-12.048438,,7.717349,266,0.7839582,11793254,25.784168,6707.7188,100.0,0.0001396994,11.432359,,99.0
[-0.617 -0.414  0.001 -0.372 -0.543],13.734871,94.57327,32730.195694208145,11.218963,-20.682057907362886,-12.358551,100,462.39,47.955082,-46.41394,-13.180398,0.879249,1.1811237,26700,-10.939113,-11.956121,,10.635604,267,0.8181332,11839493,22.202957,100.13394,100.0,0.0011494829,13.597221,,99.0
[-0.62  -0.42  -0.001 -0.361 -0.54 ],7616.2983,674.9908,32900.893572330475,1604.8188,-14.298212232849592,-11.911485,100,490.19,17461.375,-51.9141,-12.479653,0.87984604,3.4806724,26800,-9.521704,-10.698668,,9.024686,268,1.0944574,11888512,83.57413,160980.64,100.0,3.0682415e-05,7.9044824,,99.0
[-0.627 -0.424 -0.018 -0.356 -0.539],785139300.0,13251898.0,33075.91620206833,118223070.0,-10.554678611698371,-9.931113,100,496.83,2507188200.0,-30.504759,-10.350528,0.8827673,658.63617,26900,355.01074,283.85358,,8.02534,269,28.018295,11938195,37841.496,25675460000.0,100.0,3.6528583e-10,7.191538,,99.0
[-0.625 -0.402 -0.038 -0.362 -0.536],90.58133,143.15903,33210.856122493744,29.186186,-53.8932139232709,-17.281792,100,373.3,187.06786,-66.53657,-19.423355,0.8811774,2.9872875,27000,-11.926096,-14.87308,,16.07397,270,0.9254453,11975525,94.64849,1596.2067,100.0,0.0006464562,9.302688,,99.0
[-0.629 -0.406 -0.027 -0.356 -0.538],0.73957354,47.700966,33377.317474126816,1.7399617,-18.83577334051801,-10.539729,100,473.12,3.0186417,-37.922176,-11.288209,0.88032836,0.6624534,27100,-10.164799,-10.95489,,6.809773,271,0.9202039,12022837,5.517845,3.825756,100.0,0.04906199,9.794968,,99.0
[-0.629 -0.41  -0.025 -0.351 -0.539],2307.4473,209.85152,33545.777844667435,642.9074,-17.3493828114581,-12.076398,100,484.26,6161.904,-28.687168,-12.765814,0.85843617,1.8923781,27200,-9.642339,-10.921705,,7.4240527,272,0.7026353,12071263,65.31387,69732.58,100.0,2.3360255e-05,12.887054,,99.0
[-0.663 -0.377 -0.027 -0.343 -0.56 ],4.6919446,74.281586,33713.37657856941,4.830388,-17.452240860895298,-11.663214,100,477.07,15.850849,-62.29597,-12.356717,0.8703005,2.3888783,27300,-10.688975,-11.456218,,10.14478,273,1.0305632,12118970,61.23386,38.805695,100.0,0.0043599047,9.920915,,99.0
[-0.693 -0.373 -0.031 -0.344 -0.549],9.4690485,50.458313,33886.97994470596,8.478609,-18.16273358641954,-11.45116,100,496.54,29.717361,-32.656456,-12.172896,0.8852567,0.8494587,27400,-10.583144,-11.430412,,7.108753,274,0.74184525,12168624,11.485188,86.35144,100.0,0.0017249851,8.33404,,99.0
[-0.676 -0.378 -0.033 -0.354 -0.534],56314.35,2909.074,34042.14504504204,7913.177,-30.380202547597754,-12.529424,100,440.6,93066.03,-65.92242,-13.736648,0.8911161,11.8118105,27500,-4.138206,-8.598439,,14.772826,275,1.3288802,12212684,517.7782,2090894.5,100.0,4.5759866e-06,25.33426,,99.0
[-0.677 -0.381 -0.018 -0.343 -0.528],31362928.0,1613155.4,34220.41649508476,4692366.0,-13.864311062640482,-11.246176,100,497.36,90621656.0,-26.690832,-11.797104,0.8627468,487.56564,27600,117.23926,95.64548,,6.9834213,276,24.362335,12262420,23112.043,1581622300.0,100.0,4.394983e-10,6.5400724,,99.0
[-0.742 -0.371 -0.023 -0.359 -0.556],134.5383,152.9032,34393.82780623436,76.96116,-19.6292062288549,-11.116177,100,489.31,500.173,-23.983807,-11.896187,0.8627937,1.9605951,27700,-9.540226,-10.6973,,5.3771462,277,0.77122283,12311351,42.44877,1317.324,100.0,8.140702e-05,4.373083,,99.0
[-0.73  -0.366 -0.021 -0.373 -0.556],3.3824298,98.31392,34541.4623837471,3.5720503,-49.05083268057226,-14.13266,100,425.74,10.527665,-67.627655,-16.0818,0.8616334,0.9869986,27800,-12.066583,-14.284799,,12.6546,278,0.9090577,12353925,13.211918,24.541412,100.0,0.0064232224,5.95017,,99.0
[-0.737 -0.367 -0.018 -0.364 -0.557],822.5376,192.69247,34703.64430093765,225.45662,-26.952558439986202,-13.052223,100,466.39,2112.9443,-55.343197,-14.1232395,0.89164585,7.905016,27900,-11.122286,-12.780435,,9.139967,279,1.4768978,12400564,392.09015,14655.854,100.0,9.711761e-05,5.1851864,,99.0
[-0.753 -0.374 -0.03  -0.359 -0.527],82.69037,95.201775,34878.21644568443,38.346436,-22.057268841530835,-11.81062,100,488.74,215.62228,-47.82555,-12.687115,0.8912842,1.8677516,28000,-9.98958,-11.173404,,8.010305,280,0.9161882,12449438,27.996151,1138.175,100.0,4.3990785e-05,10.174404,,99.0
[-0.755 -0.378 -0.019 -0.352 -0.528],216.3298,164.06032,35052.601927280426,89.77552,-19.355927690621744,-11.738913,100,498.95,700.3064,-32.853794,-12.508061,0.8941862,1.8171251,28100,-10.368121,-11.439128,,7.6972003,281,0.86993283,12499333,55.296474,2742.4722,100.0,0.00043681302,10.799567,,99.0
[-0.747 -0.378 -0.005 -0.362 -0.525],36629.465,4021.9385,35226.11275744438,13293.819,-24.030762023302813,-12.838838,100,494.51,170193.02,-29.122528,-13.793752,0.82372135,5.289521,28200,-2.624223,-6.6585293,,6.6368737,282,0.9743462,12548784,192.1252,513108.2,100.0,3.641787e-08,1.4239546,,99.0
[-0.755 -0.361  0.004 -0.369 -0.595],604.8552,431.9339,35392.813789606094,261.98267,-27.303094502837453,-11.218594,100,470.98,2198.5332,-50.742798,-12.303542,0.81610477,4.09462,28300,-8.265437,-10.105033,,11.205741,283,1.1043853,12595882,115.64768,7469.24,100.0,1.9922727e-05,11.784656,,99.0
[-7.585e-01 -3.891e-01 -6.739e-04 -3.740e-01 -6.028e-01],361.08197,245.77782,35566.25291848183,179.09158,-23.56731509257026,-12.741632,100,493.44,1324.8025,-41.31008,-13.67813,0.8117199,7.957966,28400,-10.695925,-12.283507,,8.422445,284,1.2928371,12645226,249.98465,4230.073,100.0,4.449079e-05,13.568493,,99.0
[-0.739 -0.371 -0.011 -0.369 -0.607],151.1011,106.368866,35735.223871946335,69.36664,-23.742475090117594,-11.633548,100,485.44,462.32657,-52.618835,-12.577005,0.7905754,2.2887306,28500,-9.879194,-11.244809,,8.27629,285,0.9265104,12693770,90.85644,2242.4673,100.0,4.209462e-06,11.418639,,99.0
[-0.735 -0.365 -0.022 -0.371 -0.628],13.122259,56.91029,35888.10567975044,9.864664,-39.77257348345714,-14.755252,100,427.12,41.003506,-68.49998,-16.335701,0.78583616,1.1747048,28600,-11.254196,-13.212862,,13.015883,286,0.7442256,12736482,17.115017,108.142235,100.0,0.0019912634,2.8815682,,99.0
[-0.745 -0.366 -0.021 -0.361 -0.633],9.947796,85.05601,36059.19606590271,8.417177,-22.99849656413124,-12.624232,100,480.81,32.26266,-49.84677,-13.538128,0.7871195,1.211075,28700,-11.777867,-12.851777,,8.716627,287,0.87706983,12784563,13.04074,75.94736,100.0,0.0015538745,3.8800724,,99.0
[-0.753 -0.365 -0.012 -0.362 -0.632],443.47406,154.22737,36222.48275351524,167.95432,-25.65322865908539,-12.195074,100,480.45,1283.2974,-51.788074,-13.214462,0.7871476,1.0641221,28800,-10.227183,-11.85252,,8.935609,288,0.591814,12832608,30.274925,5465.8066,100.0,4.9102608e-05,6.2000523,,99.0
[-7.488e-01 -3.712e-01  1.551e-04 -3.572e-01 -6.318e-01],10295.818,1453.289,36394.17995977402,3427.7754,-21.048550124180192,-11.45583,100,499.78,38743.99,-33.58295,-12.292238,0.784139,28.591574,28900,-6.1531515,-8.48048,,7.401307,289,2.3464546,12882586,1520.8192,155571.64,100.0,8.809613e-07,12.167583,,99.0
[-0.759 -0.346 -0.009 -0.357 -0.635],13.078581,82.456894,36559.55110859871,10.6761875,-28.49734594489128,-12.820715,100,472.37,44.83013,-38.269093,-13.95312,0.80077827,1.470641,29000,-11.331497,-12.683549,,7.6680393,290,0.9319228,12929823,25.73565,99.21854,100.0,0.0017523927,5.1878233,,99.0
[-0.758 -0.37  -0.007 -0.37  -0.618],2.7917383,58.74444,36725.41371798515,3.5976026,-31.555592036585423,-13.132162,100,472.52,9.972467,-53.027454,-14.386092,0.80074376,2.8418062,29100,-12.325851,-13.712729,,9.170715,291,1.1360686,12977075,67.33422,15.132256,100.0,0.009304456,7.762909,,99.0
[-0.759 -0.376 -0.012 -0.365 -0.618],2903.7922,743.12213,36895.26420927048,1157.4875,-20.376505693502896,-11.308607,100,490.37,10542.692,-43.6853,-12.118312,0.8046844,3.609112,29200,-7.6679015,-9.520326,,7.5071692,292,0.8273172,13026112,118.958786,50612.555,100.0,3.4236589e-06,3.4566119,,99.0
[-0.723 -0.366 -0.021 -0.356 -0.614],516.6895,89.730774,37067.98933649063,158.19368,-19.3129375005545,-11.398042,100,492.84,1205.9719,-28.851263,-12.165485,0.80355865,6.5148764,29300,-9.401575,-10.576356,,7.1548667,293,1.2801174,13075396,155.49895,11988.939,100.0,2.7661365e-05,9.881563,,99.0
[-0.71  -0.387 -0.028 -0.372 -0.615],33.809128,60.75636,37235.080535173416,18.479542,-25.194549663669154,-11.568622,100,473.34,99.94695,-57.518997,-12.569783,0.805505,1.6184283,29400,-10.502745,-11.740494,,8.657012,294,0.99162835,13122730,26.757433,307.03143,100.0,0.00016443917,7.2982917,,99.0
[-0.711 -0.388 -0.016 -0.375 -0.613],15.890642,87.94898,37397.44770383835,10.442127,-27.634189158099346,-10.63847,100,471.93,46.679077,-34.87175,-11.736572,0.8025451,2.660248,29500,-9.715049,-11.02389,,8.53496,295,0.9379607,13169923,79.73927,132.44344,100.0,0.0005475329,22.699623,,99.0
[-0.715 -0.389 -0.006 -0.378 -0.616],2.5680313,47.54389,37556.16235971451,3.1424446,-32.55472631727161,-13.183019,100,456.37,7.880872,-64.41884,-14.476652,0.80419666,1.5506108,29600,-11.932383,-13.368043,,9.782044,296,0.95122033,13215560,31.23827,15.224302,100.0,0.0009858968,10.19407,,99.0
[-7.177e-01 -3.909e-01  2.663e-04 -3.739e-01 -6.148e-01],31.739697,61.271873,37726.7758500576,18.21542,-21.81733004855867,-11.781693,100,486.91,87.40706,-39.467033,-12.648651,0.8007695,1.1958905,29700,-10.3025465,-11.365082,,8.19242,297,0.7511131,13264251,23.194412,359.14035,100.0,0.00052134244,6.189278,,99.0
[-0.69  -0.396 -0.001 -0.38  -0.618],315.8641,105.4044,37891.12171411514,108.31742,-26.456331822233043,-11.480366,100,467.59,748.4268,-45.267532,-12.531665,0.8052225,3.1508408,29800,-9.825819,-11.441543,,8.005422,298,0.9720989,13311010,70.86151,7182.4336,100.0,2.6614845e-05,7.0332704,,99.0
[-0.678 -0.409 -0.011 -0.389 -0.614],522.747,303.02948,38050.82987976074,230.86954,-31.504592790838924,-11.976847,100,450.47,1874.5903,-67.193344,-13.228751,0.79525906,5.6452055,29900,-7.308797,-9.575674,,12.658145,299,1.2675368,13356057,110.06082,9909.963,100.0,4.741074e-06,4.688453,,99.0
[-0.694 -0.423 -0.009 -0.382 -0.624],930.7312,125.74848,38223.27726340294,442.34033,-17.818698886305402,-11.336233,100,495.34,3899.4658,-33.82813,-12.044297,0.8002929,7.2009854,30000,-9.594401,-10.943889,,7.668586,300,1.0854807,13405591,334.13715,9905.645,100.0,7.410257e-05,16.508251,,99.0
[-0.696 -0.419 -0.005 -0.399 -0.619],1.624888,80.692665,38380.03698134422,2.4743538,-29.542632600761973,-12.564298,100,452.85,5.6048326,-67.56647,-13.738238,0.8006283,1.4520254,30100,-11.616172,-12.897109,,10.595333,301,1.100848,13450876,19.073317,8.112804,100.0,0.012990594,8.164808,,99.0
[-0.699 -0.422 -0.003 -0.393 -0.618],7020.114,906.295,38550.663266181946,2669.2388,-20.72864791855193,-11.387064,100,490.61,28471.69,-31.395988,-12.210762,0.8070911,16.533087,30200,-7.5516887,-9.831848,,7.135996,302,2.1011279,13499937,583.0407,122557.0,100.0,8.251088e-07,5.4073067,,99.0
[-0.717 -0.402 -0.002 -0.399 -0.612],733.5218,420.9433,38698.18770480156,238.79495,-48.076689461383346,-15.112731,100,412.31,1984.5367,-48.19309,-17.023163,0.8039,4.5765967,30300,-9.672216,-13.293966,,10.555539,303,0.92167705,13541168,144.4247,12511.129,100.0,1.4418259e-06,4.28942,,99.0
[-0.714 -0.396  0.003 -0.378 -0.615],1.420821,59.53336,38863.83687567711,2.2718797,-29.31441518563002,-11.859405,100,466.42,5.0163145,-32.755623,-13.024277,0.7909771,1.0136449,30400,-11.058961,-12.291408,,7.640228,304,0.9301227,13587810,11.834808,9.817365,100.0,0.0037601271,11.113888,,99.0
[-0.703 -0.408  0.002 -0.385 -0.628],1018.3442,329.48502,39032.71460008621,426.7613,-22.986551174709007,-11.960163,100,477.48,3755.9834,-65.64767,-12.873584,0.7910182,3.12122,30500,-9.21841,-10.923341,,9.668403,305,1.0831478,13635558,62.989,17584.81,100.0,1.4082099e-06,15.995526,,99.0
[-0.719 -0.399  0.014 -0.389 -0.628],88.242386,53.178986,39191.99211406708,45.78106,-34.09725680431614,-13.554378,100,449.17,274.38187,-43.823277,-14.909306,0.78178865,1.5576884,30600,-10.1734295,-12.115596,,9.684371,306,0.82109094,13680475,31.67177,1275.781,100.0,0.00018460098,6.9428635,,99.0
[-0.726 -0.387  0.014 -0.369 -0.637],11.252126,42.70642,39365.06948471069,8.745982,-20.434461900425482,-10.887274,100,492.08,34.308548,-33.084957,-11.699282,0.7820246,1.1844717,30700,-10.42014,-11.375481,,6.4922066,307,0.8704905,13729683,13.168652,92.62108,100.0,0.0014978321,5.440135,,99.0
[-0.727 -0.386  0.004 -0.371 -0.637],282.8804,231.9102,39535.1999130249,135.53262,-16.555553012811306,-9.483447,100,493.81,975.2061,-55.24354,-10.141318,0.77933854,1.7793697,30800,-7.913693,-8.966072,,8.464502,308,0.8512482,13779064,44.115505,3804.5635,100.0,9.045941e-06,11.313337,,99.0
[-0.725 -0.375 -0.004 -0.376 -0.64 ],2.6611311,88.36047,39693.6717710495,3.1582637,-33.66647215981326,-13.991926,100,456.93,8.423495,-48.08673,-15.329737,0.77686834,0.82825416,30900,-12.628552,-14.107067,,10.752386,309,0.8777778,13824757,9.849215,16.1889,100.0,0.028228562,13.846937,,99.0
[-0.724 -0.38   0.002 -0.374 -0.642],524.6934,144.46799,39864.36496567726,187.44232,-13.311206556717284,-10.012904,100,491.96,1456.3947,-33.718376,-10.541853,0.7781534,1.1880444,31000,-8.716535,-9.535925,,8.208992,310,0.71338874,13873953,22.296202,6988.5664,100.0,3.1440384e-05,18.77737,,99.0
[-0.724 -0.367  0.015 -0.372 -0.641],1206.649,666.0983,40014.43375706673,419.27264,-37.97969726712139,-14.13477,100,436.14,3565.0444,-50.379284,-15.643976,0.77031225,2.410446,31100,-9.449885,-12.54315,,10.188839,311,0.6014071,13917567,77.541695,21061.803,100.0,5.0439772e-05,5.1413155,,99.0
[-0.715 -0.371  0.02  -0.356 -0.649],1277.4773,4543.5317,40184.18951153755,457.94537,-26.286907643404362,-12.818935,100,480.69,3965.2278,-49.645916,-13.863503,0.7606927,73.648895,31200,-3.5004725,-5.3676853,,8.812803,312,4.1884093,13965636,3104.7412,20787.025,100.0,1.1244581e-05,2.0310855,,99.0
[-0.675 -0.38   0.017 -0.356 -0.658],12.602042,52.77182,40356.107954502106,9.82172,-25.872687942184353,-12.710519,100,484.45,39.93761,-30.580677,-13.7386265,0.7593294,1.2270039,31300,-11.7200985,-12.963398,,6.7384987,313,0.7313133,14014081,27.20456,140.85728,100.0,0.0013668586,8.240607,,99.0
[-0.681 -0.369  0.014 -0.338 -0.66 ],659.98224,92.5923,40529.367540836334,242.27426,-21.958332861698608,-13.165714,100,496.22,1827.0012,-40.458385,-14.038277,0.7600929,6.62712,31400,-10.177987,-11.710973,,9.373672,314,1.4058456,14063703,187.94347,14780.072,100.0,4.3141572e-05,15.580244,,99.0
[-0.68  -0.363  0.006 -0.348 -0.659],4.6423483,63.74438,40701.711240530014,4.896375,-19.614643570064715,-12.852978,100,496.38,15.765315,-37.729115,-13.632407,0.76075274,1.7718685,31500,-12.3765545,-13.245192,,7.903995,315,0.95579827,14113341,60.787067,28.420284,100.0,0.002178139,12.293638,,99.0
[-0.679 -0.364 -0.002 -0.346 -0.658],0.54390883,67.797226,40867.65594172478,1.5770658,-19.710116020959077,-11.672154,100,482.79,2.5121472,-54.021744,-12.4553795,0.7609395,0.61272913,31600,-11.367122,-12.182151,,8.770423,316,0.94604045,14161620,6.5634904,2.9187222,100.0,0.064360045,11.402479,,99.0
[-0.679 -0.368 -0.003 -0.342 -0.658],50.355816,74.93711,41038.397010326385,34.942993,-15.614758579866004,-11.33418,100,500.0,190.51892,-27.925419,-11.954666,0.76020205,2.9643707,31700,-9.974354,-10.808113,,6.614271,317,1.1051719,14211620,66.841866,400.06393,1.0,5.9538546e-05,4.823595,1.000003,
[-0.679 -0.36   0.001 -0.351 -0.659],140.579,93.23835,41203.98269033432,69.97399,-20.410064878445993,-12.194549,100,480.26,485.29822,-51.97297,-13.005587,0.7605813,2.2951336,31800,-10.684541,-11.822378,,8.83304,318,0.92306376,14259646,57.25415,2330.5566,100.0,0.00021339556,6.7510643,,99.0
[-0.679 -0.356  0.011 -0.36  -0.658],17.921375,69.336945,41352.00481367111,11.19941,-38.41611637536505,-14.37634,100,426.72,53.59694,-48.16277,-15.902888,0.76268476,1.4512038,31900,-11.954241,-13.840515,,10.721516,319,0.7746272,14302318,54.00873,187.1306,100.0,0.000417361,8.129457,,99.0
[-0.688 -0.352  0.008 -0.346 -0.656],1.8260344,55.072517,41518.22718477249,2.9001725,-25.86363122568428,-13.229401,100,477.32,6.8279552,-47.28126,-14.257149,0.76338995,0.82354337,32000,-12.820949,-13.950293,,8.509586,320,0.80750704,14350050,12.818812,8.862615,100.0,0.011505265,10.145502,,99.0
[-0.687 -0.354  0.008 -0.339 -0.656],3231.2295,125.87315,41687.796150922775,912.9782,-23.384666689555456,-12.474483,100,490.12,8487.168,-35.047947,-13.403724,0.74236244,1.6884263,32100,-9.13253,-11.090851,,7.4817166,321,0.665871,14399062,29.430187,85637.836,100.0,2.41506e-06,9.093013,,99.0
[-0.686 -0.364  0.015 -0.362 -0.677],94109.664,15124.062,41843.12888932228,19772.664,-38.48269456608541,-13.013877,100,443.62,291241.6,-54.21547,-14.54307,0.73490494,16.200262,32200,1.1772923,-6.2867174,,11.791443,322,1.1580849,14443424,1006.3526,3198048.0,100.0,4.9242278e-08,10.547193,,99.0
[-0.678 -0.362 -0.001 -0.348 -0.684],809.9269,153.962,42014.26063466072,369.09628,-17.38770906319866,-11.429568,100,491.56,3049.931,-38.913094,-12.120506,0.74898255,1.5970253,32300,-8.947641,-10.234446,,8.113268,323,0.84054226,14492580,30.433386,8432.297,100.0,3.1212705e-05,6.2260766,,99.0
[-0.664 -0.343 -0.01  -0.343 -0.67 ],2.5263357,93.07735,42174.59296941757,3.273318,-28.422638143549662,-12.129871,100,454.14,8.53113,-65.99442,-13.259305,0.74880975,1.548438,32400,-10.893393,-12.154623,,11.931355,324,1.0249909,14537994,26.628065,13.19475,100.0,0.023046415,17.135561,,99.0
[-0.665 -0.347 -0.011 -0.337 -0.67 ],0.16061604,78.21213,42344.65518307686,0.9735,-17.34057171971589,-10.070612,100,486.75,1.0,-37.136345,-10.759676,0.74880975,,32500,-10.070611,-10.759676,,8.799432,325,1.0,14586669,1.0,1.0,100.0,1.0,10.077732,,99.0
[-0.665 -0.347 -0.011 -0.337 -0.67 ],0.19553931,73.121346,42509.798481464386,0.96018,-20.896053256544242,-12.409612,100,480.09,1.0,-33.177933,-13.239962,0.74880975,1.532803e-05,32600,-12.409609,-13.23996,,8.508215,326,1.0000005,14634678,1.0000567,1.0,100.0,0.9999453,10.40142,,99.0
[-0.665 -0.347 -0.011 -0.337 -0.67 ],11.053695,43.713642,42684.59070968628,8.81798,-14.531682234508,-9.761415,100,496.99,35.146652,-33.61248,-10.338862,0.7483646,2.5391264,32700,-9.072631,-9.745332,,6.245705,327,1.0563917,14684377,82.854034,77.61934,100.0,0.0004729721,6.036319,,99.0
[-0.662 -0.349 -0.02  -0.337 -0.671],156925.39,8398.754,42850.9937851429,30835.715,-20.460001892663882,-11.242362,100,479.97,427254.62,-41.518265,-12.055385,0.7472416,5.379231,32800,-0.603966,-5.259721,,8.357359,328,0.9930042,14732374,190.18355,3511186.5,100.0,1.1835912e-06,10.820122,,99.0
[-0.658 -0.355 -0.007 -0.326 -0.672],1161.3854,132.7379,43027.573981285095,495.47375,-16.134201971607258,-11.759529,100,500.0,4253.2793,-39.63355,-12.400659,0.749309,9.883254,32900,-9.225026,-10.450199,,7.775948,329,1.4562783,14782374,438.64676,17122.26,1.0,1.343052e-06,3.374938,1.0000087,
[-0.648 -0.352 -0.004 -0.342 -0.67 ],3.0704873,87.15251,43194.628547906876,3.9269671,-17.886250184023982,-11.522246,100,478.77,11.175288,-66.32128,-12.232994,0.7467937,1.1341602,33000,-10.850245,-11.644768,,9.712063,330,0.94912297,14830251,16.664232,17.392204,100.0,0.0072382297,11.661768,,99.0
