ESSClassic,VarRet,VarDiscRet,MinVanillaIw,EpsThisIter,MaxVanillaIw,AvgNormIw,J,AvgDiscRet,IterType,Delta,AvgVanillaIw,VarJ,VanillaAvgRet,AvgEpLen,ESSRenyi,Bound,VarNormIw,eRenyi2,MaxNormIw,MinNormIw,VarVanillaIw,AvgRet,BatchSize
200.000000102,1338.78697987,1338.78697987,1.0,100,1.0,0.005,-64.2229,-64.7973429534,2,1.0,1.0,36.3438,-64.7973429534,94.51,500.0,-64.2229,2.1793e-19,1.0,0.005,0.005,,-64.7973429534,500
299.999969474,2574.17469406,2574.17469406,1.0,100,1.0,0.00333333,-65.2018,-67.1593990304,2,1.0,1.0,41.617,-67.1593990304,96.53,500.0,-65.2018,5.43914e-20,1.0,0.00333333,0.00333333,,-67.1593990304,500
400.0,77.3483554059,77.3483554059,1.0,100,1.0,0.0025,-64.2239,-61.2904482602,2,1.0,1.0,36.3455,-61.2904482602,90.37,500.0,-64.2239,5.4346e-20,1.0,0.0025,0.0025,,-61.2904482602,500
500.000006643,45.0683783584,45.0683783584,1.0,100,1.0,0.002,-63.0226,-58.2174536158,1,1.0,1.0,32.7336,-58.2174536158,85.34,500.0,-63.0226,5.43187e-20,1.0,0.002,0.002,,-58.2174536158,500
100.0,3803.42479289,3803.42479289,1.0,100,1.0,0.01,-70.3613,-70.3613440956,2,1.0,1.0,61.3628,-70.3613440956,100.06,500.0,-70.3613,3.50449e-18,1.0,0.01,0.01,,-70.3613440956,500
200.000000102,1328.09675773,1328.09675773,1.0,100,1.0,0.005,-67.1522,-63.9430887815,2,1.0,1.0,50.5015,-63.9430887815,93.16,500.0,-67.1522,2.1793e-19,1.0,0.005,0.005,,-63.9430887815,500
299.999969474,4990.58448128,4990.58448128,1.0,100,1.0,0.00333333,-69.6764,-74.7246940504,2,1.0,1.0,57.9647,-74.7246940504,105.75,500.0,-69.6764,5.43914e-20,1.0,0.00333333,0.00333333,,-74.7246940504,500
400.0,2561.27397845,2561.27397845,1.0,100,1.0,0.0025,-69.298,-68.1629101601,2,1.0,1.0,56.1629,-68.1629101601,97.94,500.0,-69.298,5.4346e-20,1.0,0.0025,0.0025,,-68.1629101601,500
500.000006643,3782.4708532,3782.4708532,1.0,100,1.0,0.002,-69.7005,-71.3105426905,1,1.0,1.0,57.2101,-71.3105426905,101.18,500.0,-69.7005,5.43187e-20,1.0,0.002,0.002,,-71.3105426905,500
100.0,1334.75116471,1334.75116471,1.0,100,1.0,0.01,-62.5546,-62.5545549263,2,1.0,1.0,36.3511,-62.5545549263,90.18,500.0,-62.5546,3.50449e-18,1.0,0.01,0.01,,-62.5545549263,500
200.000000102,3829.04187172,3829.04187172,1.0,100,1.0,0.005,-66.1866,-69.8186418997,2,1.0,1.0,50.688,-69.8186418997,99.21,500.0,-66.1866,2.1793e-19,1.0,0.005,0.005,,-69.8186418997,500
299.999969474,1334.59204904,1334.59204904,1.0,100,1.0,0.00333333,-65.5726,-64.344723268,2,1.0,1.0,46.4114,-64.344723268,93.88,500.0,-65.5726,5.43914e-20,1.0,0.00333333,0.00333333,,-64.344723268,500
400.0,70.9079150196,70.9079150196,1.0,100,1.0,0.0025,-63.9706,-59.1646561749,2,1.0,1.0,40.5063,-59.1646561749,87.05,500.0,-63.9706,5.4346e-20,1.0,0.0025,0.0025,,-59.1646561749,500
500.000006643,3767.37347993,3767.37347993,1.0,100,1.0,0.002,-65.5598,-71.9164227533,1,1.0,1.0,45.4824,-71.9164227533,102.49,500.0,-65.5598,5.43187e-20,1.0,0.002,0.002,,-71.9164227533,500
100.0,2559.47705054,2559.47705054,1.0,100,1.0,0.01,-67.4198,-67.4197587143,2,1.0,1.0,50.3377,-67.4197587143,96.86,500.0,-67.4198,3.50449e-18,1.0,0.01,0.01,,-67.4197587143,500
200.000000102,3782.05586504,3782.05586504,1.0,100,1.0,0.005,-69.2764,-71.1330034815,2,1.0,1.0,56.0581,-71.1330034815,101.33,500.0,-69.2764,2.1793e-19,1.0,0.005,0.005,,-71.1330034815,500
299.999969474,1322.69270968,1322.69270968,1.0,100,1.0,0.00333333,-67.4879,-63.9109167908,2,1.0,1.0,50.3775,-63.9109167908,92.65,500.0,-67.4879,5.43914e-20,1.0,0.00333333,0.00333333,,-63.9109167908,500
400.0,1332.9672739,1332.9672739,1.0,100,1.0,0.0025,-66.4976,-63.5268653069,2,1.0,1.0,47.2892,-63.5268653069,92.27,500.0,-66.4976,5.4346e-20,1.0,0.0025,0.0025,,-63.5268653069,500
500.000006643,46.2427216428,46.2427216428,1.0,100,1.0,0.002,-65.248,-60.2492402722,1,1.0,1.0,42.4784,-60.2492402722,88.95,500.0,-65.248,5.43187e-20,1.0,0.002,0.002,,-60.2492402722,500
100.0,1338.79043394,1338.79043394,1.0,100,1.0,0.01,-63.5409,-63.5409458262,2,1.0,1.0,36.4061,-63.5409458262,92.67,500.0,-63.5409,3.50449e-18,1.0,0.01,0.01,,-63.5409458262,500
200.000000102,1348.84160135,1348.84160135,1.0,100,1.0,0.005,-62.7301,-61.9192148514,2,1.0,1.0,36.4834,-61.9192148514,89.93,500.0,-62.7301,2.1793e-19,1.0,0.005,0.005,,-61.9192148514,500
299.999969474,1322.12797402,1322.12797402,1.0,100,1.0,0.00333333,-62.7439,-62.7715602893,2,1.0,1.0,36.3821,-62.7715602893,91.35,500.0,-62.7439,5.43914e-20,1.0,0.00333333,0.00333333,,-62.7715602893,500
400.0,71.2041942573,71.2041942573,1.0,100,1.0,0.0025,-62.2533,-60.7816521539,2,1.0,1.0,31.7976,-60.7816521539,90.1,500.0,-62.2533,5.4346e-20,1.0,0.0025,0.0025,,-60.7816521539,500
500.000006643,1327.18986543,1327.18986543,1.0,100,1.0,0.002,-62.7923,-64.9483234231,1,1.0,1.0,32.7539,-64.9483234231,94.74,500.0,-62.7923,5.43187e-20,1.0,0.002,0.002,,-64.9483234231,500
100.0,1324.48084944,1324.48084944,1.0,100,1.0,0.01,-63.9525,-63.9525025137,2,1.0,1.0,36.211,-63.9525025137,93.35,500.0,-63.9525,3.50449e-18,1.0,0.01,0.01,,-63.9525025137,500
200.000000102,4985.33021725,4985.33021725,1.0,100,1.0,0.005,-69.1017,-74.250975773,2,1.0,1.0,56.1237,-74.250975773,104.77,500.0,-69.1017,2.1793e-19,1.0,0.005,0.005,,-74.250975773,500
299.999969474,5018.74540907,5018.74540907,1.0,100,1.0,0.00333333,-70.6658,-73.7939206584,2,1.0,1.0,61.3269,-73.7939206584,104.46,500.0,-70.6658,5.43914e-20,1.0,0.00333333,0.00333333,,-73.7939206584,500
400.0,1327.2855028,1327.2855028,1.0,100,1.0,0.0025,-68.6705,-62.6847186868,2,1.0,1.0,56.2245,-62.6847186868,90.72,500.0,-68.6705,5.4346e-20,1.0,0.0025,0.0025,,-62.6847186868,500
500.000006643,3832.17605193,3832.17605193,1.0,100,1.0,0.002,-68.7603,-69.119201874,1,1.0,1.0,57.339,-69.119201874,97.67,500.0,-68.7603,5.43187e-20,1.0,0.002,0.002,,-69.119201874,500
100.0,2579.25906986,2579.25906986,1.0,100,1.0,0.01,-67.4191,-67.4191275343,2,1.0,1.0,50.5318,-67.4191275343,96.96,500.0,-67.4191,3.50449e-18,1.0,0.01,0.01,,-67.4191275343,500
200.000000102,2566.52523023,2566.52523023,1.0,100,1.0,0.005,-67.7245,-68.0299096729,2,1.0,1.0,50.4704,-68.0299096729,97.56,500.0,-67.7245,2.1793e-19,1.0,0.005,0.005,,-68.0299096729,500
299.999969474,3792.58389663,3792.58389663,1.0,100,1.0,0.00333333,-68.8001,-70.9512292424,2,1.0,1.0,54.3327,-70.9512292424,100.83,500.0,-68.8001,5.43914e-20,1.0,0.00333333,0.00333333,,-70.9512292424,500
400.0,78.9367133385,78.9367133385,1.0,100,1.0,0.0025,-66.5938,-59.9750769717,2,1.0,1.0,47.4148,-59.9750769717,88.12,500.0,-66.5938,5.4346e-20,1.0,0.0025,0.0025,,-59.9750769717,500
500.000006643,2560.36561717,2560.36561717,1.0,100,1.0,0.002,-66.9516,-68.3827497312,1,1.0,1.0,48.0208,-68.3827497312,98.41,500.0,-66.9516,5.43187e-20,1.0,0.002,0.002,,-68.3827497312,500
100.0,2564.10991193,2564.10991193,1.0,100,1.0,0.01,-68.4411,-68.4411406028,2,1.0,1.0,50.3832,-68.4411406028,98.49,500.0,-68.4411,3.50449e-18,1.0,0.01,0.01,,-68.4411406028,500
200.000000102,60.5052863791,60.5052863791,1.0,100,1.0,0.005,-64.4178,-60.3945182998,2,1.0,1.0,36.2681,-60.3945182998,88.72,500.0,-64.4178,2.1793e-19,1.0,0.005,0.005,,-60.3945182998,500
299.999969474,48.9786243393,48.9786243393,1.0,100,1.0,0.00333333,-62.9101,-59.8946761779,2,1.0,1.0,29.9604,-59.8946761779,88.3,500.0,-62.9101,5.43914e-20,1.0,0.00333333,0.00333333,,-59.8946761779,500
400.0,1328.20820793,1328.20820793,1.0,100,1.0,0.0025,-63.0342,-63.4064216752,2,1.0,1.0,31.6543,-63.4064216752,91.87,500.0,-63.0342,5.4346e-20,1.0,0.0025,0.0025,,-63.4064216752,500
500.000006643,58.2759906309,58.2759906309,1.0,100,1.0,0.002,-62.8458,-62.0922018556,1,1.0,1.0,28.518,-62.0922018556,91.9,500.0,-62.8458,5.43187e-20,1.0,0.002,0.002,,-62.0922018556,500
100.0,3795.17487484,3795.17487484,1.0,100,1.0,0.01,-70.8453,-70.8452651407,2,1.0,1.0,61.2962,-70.8452651407,100.66,500.0,-70.8453,3.50449e-18,1.0,0.01,0.01,,-70.8452651407,500
200.000000102,1326.01555089,1326.01555089,1.0,100,1.0,0.005,-67.2275,-63.6096672696,2,1.0,1.0,50.4785,-63.6096672696,92.65,500.0,-67.2275,2.1793e-19,1.0,0.005,0.005,,-63.6096672696,500
299.999969474,3800.79276711,3800.79276711,1.0,100,1.0,0.00333333,-68.4726,-70.962810872,2,1.0,1.0,54.3698,-70.962810872,101.11,500.0,-68.4726,5.43914e-20,1.0,0.00333333,0.00333333,,-70.962810872,500
400.0,1323.45239945,1323.45239945,1.0,100,1.0,0.0025,-67.5393,-64.7395367464,2,1.0,1.0,50.4701,-64.7395367464,94.18,500.0,-67.5393,5.4346e-20,1.0,0.0025,0.0025,,-64.7395367464,500
500.000006643,48.0152480094,48.0152480094,1.0,100,1.0,0.002,-65.9676,-59.6806554851,1,1.0,1.0,45.356,-59.6806554851,88.02,500.0,-65.9676,5.43187e-20,1.0,0.002,0.002,,-59.6806554851,500
100.0,3779.537438,3779.537438,1.0,100,1.0,0.01,-71.6903,-71.6902651007,2,1.0,1.0,61.1698,-71.6902651007,102.1,500.0,-71.6903,3.50449e-18,1.0,0.01,0.01,,-71.6902651007,500
200.000000102,5017.75823126,5017.75823126,1.0,100,1.0,0.005,-72.4374,-73.1844885617,2,1.0,1.0,65.9941,-73.1844885617,102.72,500.0,-72.4374,2.1793e-19,1.0,0.005,0.005,,-73.1844885617,500
299.999969474,3806.43391698,3806.43391698,1.0,100,1.0,0.00333333,-71.8743,-70.7481411022,2,1.0,1.0,64.4999,-70.7481411022,100.9,500.0,-71.8743,5.43914e-20,1.0,0.00333333,0.00333333,,-70.7481411022,500
400.0,1314.64193995,1314.64193995,1.0,100,1.0,0.0025,-69.8596,-63.8153913715,2,1.0,1.0,58.8025,-63.8153913715,92.66,500.0,-69.8596,5.4346e-20,1.0,0.0025,0.0025,,-63.8153913715,500
500.000006643,2580.06304539,2580.06304539,1.0,100,1.0,0.002,-69.4734,-67.9289344162,1,1.0,1.0,57.2506,-67.9289344162,97.47,500.0,-69.4734,5.43187e-20,1.0,0.002,0.002,,-67.9289344162,500
100.0,2588.96403979,2588.96403979,1.0,100,1.0,0.01,-66.4826,-66.4825838584,2,1.0,1.0,50.6268,-66.4825838584,94.77,500.0,-66.4826,3.50449e-18,1.0,0.01,0.01,,-66.4825838584,500
200.000000102,3786.90812113,3786.90812113,1.0,100,1.0,0.005,-68.8624,-71.2423171528,2,1.0,1.0,56.2292,-71.2423171528,101.42,500.0,-68.8624,2.1793e-19,1.0,0.005,0.005,,-71.2423171528,500
299.999969474,1313.114949,1313.114949,1.0,100,1.0,0.00333333,-67.4455,-64.6116249248,2,1.0,1.0,50.4496,-64.6116249248,94.09,500.0,-67.4455,5.43914e-20,1.0,0.00333333,0.00333333,,-64.6116249248,500
400.0,3815.30104474,3815.30104474,1.0,100,1.0,0.0025,-68.1131,-70.1160178013,2,1.0,1.0,53.4274,-70.1160178013,99.89,500.0,-68.1131,5.4346e-20,1.0,0.0025,0.0025,,-70.1160178013,500
500.000006643,7313.06519372,7313.06519372,1.0,100,1.0,0.002,-70.8541,-81.8181505251,1,1.0,1.0,61.3322,-81.8181505251,113.64,500.0,-70.8541,5.43187e-20,1.0,0.002,0.002,,-81.8181505251,500
100.0,2575.83099946,2575.83099946,1.0,100,1.0,0.01,-66.7813,-66.7813022111,2,1.0,1.0,50.4982,-66.7813022111,95.9,500.0,-66.7813,3.50449e-18,1.0,0.01,0.01,,-66.7813022111,500
200.000000102,1329.48326183,1329.48326183,1.0,100,1.0,0.005,-65.6628,-64.5442158654,2,1.0,1.0,43.9816,-64.5442158654,93.97,500.0,-65.6628,2.1793e-19,1.0,0.005,0.005,,-64.5442158654,500
299.999969474,1324.680026,1324.680026,1.0,100,1.0,0.00333333,-65.0152,-63.719931109,2,1.0,1.0,41.5641,-63.719931109,92.37,500.0,-65.0152,5.43914e-20,1.0,0.00333333,0.00333333,,-63.719931109,500
400.0,45.6874558343,45.6874558343,1.0,100,1.0,0.0025,-63.8807,-60.4774458493,2,1.0,1.0,36.2056,-60.4774458493,88.72,500.0,-63.8807,5.4346e-20,1.0,0.0025,0.0025,,-60.4774458493,500
500.000006643,69.7777764366,69.7777764366,1.0,100,1.0,0.002,-63.1158,-60.0562740436,1,1.0,1.0,32.6318,-60.0562740436,88.57,500.0,-63.1158,5.43187e-20,1.0,0.002,0.002,,-60.0562740436,500
100.0,2587.38522412,2587.38522412,1.0,100,1.0,0.01,-66.1494,-66.1494193265,2,1.0,1.0,50.6114,-66.1494193265,94.79,500.0,-66.1494,3.50449e-18,1.0,0.01,0.01,,-66.1494193265,500
200.000000102,6106.86211173,6106.86211173,1.0,100,1.0,0.005,-72.5739,-78.9983648799,2,1.0,1.0,65.9161,-78.9983648799,110.88,500.0,-72.5739,2.1793e-19,1.0,0.005,0.005,,-78.9983648799,500
299.999969474,1325.7948421,1325.7948421,1.0,100,1.0,0.00333333,-69.6129,-63.6907877113,2,1.0,1.0,57.8936,-63.6907877113,92.74,500.0,-69.6129,5.43914e-20,1.0,0.00333333,0.00333333,,-63.6907877113,500
400.0,2587.38614486,2587.38614486,1.0,100,1.0,0.0025,-69.1908,-67.9247406842,2,1.0,1.0,56.1664,-67.9247406842,97.75,500.0,-69.1908,5.4346e-20,1.0,0.0025,0.0025,,-67.9247406842,500
500.000006643,4975.00201253,4975.00201253,1.0,100,1.0,0.002,-70.4228,-75.3504745139,1,1.0,1.0,59.2862,-75.3504745139,106.62,500.0,-70.4228,5.43187e-20,1.0,0.002,0.002,,-75.3504745139,500
100.0,5018.06421314,5018.06421314,1.0,100,1.0,0.01,-74.635,-74.6350278766,2,1.0,1.0,70.4832,-74.6350278766,105.22,500.0,-74.635,3.50449e-18,1.0,0.01,0.01,,-74.6350278766,500
200.000000102,2581.89268174,2581.89268174,1.0,100,1.0,0.005,-70.5658,-66.496678364,2,1.0,1.0,61.4698,-66.496678364,95.45,500.0,-70.5658,2.1793e-19,1.0,0.005,0.005,,-66.496678364,500
299.999969474,1313.14476284,1313.14476284,1.0,100,1.0,0.00333333,-68.4363,-64.1773287886,2,1.0,1.0,54.419,-64.1773287886,93.52,500.0,-68.4363,5.43914e-20,1.0,0.00333333,0.00333333,,-64.1773287886,500
400.0,2583.86228087,2583.86228087,1.0,100,1.0,0.0025,-68.1356,-67.2335139488,2,1.0,1.0,53.4869,-67.2335139488,96.54,500.0,-68.1356,5.4346e-20,1.0,0.0025,0.0025,,-67.2335139488,500
500.000006643,2579.82279026,2579.82279026,1.0,100,1.0,0.002,-68.1611,-68.2627691412,1,1.0,1.0,52.9102,-68.2627691412,98.54,500.0,-68.1611,5.43187e-20,1.0,0.002,0.002,,-68.2627691412,500
100.0,1330.35023192,1330.35023192,1.0,100,1.0,0.01,-62.773,-62.7729544546,2,1.0,1.0,36.2911,-62.7729544546,91.09,500.0,-62.773,3.50449e-18,1.0,0.01,0.01,,-62.7729544546,500
200.000000102,2584.18449468,2584.18449468,1.0,100,1.0,0.005,-65.0872,-67.4015511619,2,1.0,1.0,44.08,-67.4015511619,96.75,500.0,-65.0872,2.1793e-19,1.0,0.005,0.005,,-67.4015511619,500
299.999969474,3788.8791636,3788.8791636,1.0,100,1.0,0.00333333,-67.1781,-71.3599296215,2,1.0,1.0,50.5415,-71.3599296215,101.98,500.0,-67.1781,5.43914e-20,1.0,0.00333333,0.00333333,,-71.3599296215,500
400.0,2573.26843001,2573.26843001,1.0,100,1.0,0.0025,-67.3276,-67.7760885505,2,1.0,1.0,50.5251,-67.7760885505,97.28,500.0,-67.3276,5.4346e-20,1.0,0.0025,0.0025,,-67.7760885505,500
500.000006643,3772.29017353,3772.29017353,1.0,100,1.0,0.002,-68.3588,-72.4835053074,1,1.0,1.0,52.8526,-72.4835053074,103.31,500.0,-68.3588,5.43187e-20,1.0,0.002,0.002,,-72.4835053074,500
100.0,3787.70708913,3787.70708913,1.0,100,1.0,0.01,-71.1811,-71.1810846543,2,1.0,1.0,61.2359,-71.1810846543,101.31,500.0,-71.1811,3.50449e-18,1.0,0.01,0.01,,-71.1810846543,500
200.000000102,4975.04358703,4975.04358703,1.0,100,1.0,0.005,-73.141,-75.1010008076,2,1.0,1.0,65.8893,-75.1010008076,105.92,500.0,-73.141,2.1793e-19,1.0,0.005,0.005,,-75.1010008076,500
299.999969474,2569.42994558,2569.42994558,1.0,100,1.0,0.00333333,-71.4591,-68.0950806518,2,1.0,1.0,61.2196,-68.0950806518,97.82,500.0,-71.4591,5.43914e-20,1.0,0.00333333,0.00333333,,-68.0950806518,500
400.0,2577.83131798,2577.83131798,1.0,100,1.0,0.0025,-70.1631,-66.2752616647,2,1.0,1.0,58.7702,-66.2752616647,95.15,500.0,-70.1631,5.4346e-20,1.0,0.0025,0.0025,,-66.2752616647,500
500.000006643,1331.75760342,1331.75760342,1.0,100,1.0,0.002,-68.7485,-63.0902325101,1,1.0,1.0,55.0894,-63.0902325101,91.68,500.0,-68.7485,5.43187e-20,1.0,0.002,0.002,,-63.0902325101,500
100.0,50.422466943,50.422466943,1.0,100,1.0,0.01,-60.7332,-60.7331941278,2,1.0,1.0,7.06528,-60.7331941278,89.04,500.0,-60.7332,3.50449e-18,1.0,0.01,0.01,,-60.7331941278,500
200.000000102,3746.66280672,3746.66280672,1.0,100,1.0,0.005,-66.6769,-72.6207027359,2,1.0,1.0,43.7594,-72.6207027359,103.82,500.0,-66.6769,2.1793e-19,1.0,0.005,0.005,,-72.6207027359,500
299.999969474,2544.35991312,2544.35991312,1.0,100,1.0,0.00333333,-67.8637,-70.2372149435,2,1.0,1.0,46.0331,-70.2372149435,101.87,500.0,-67.8637,5.43914e-20,1.0,0.00333333,0.00333333,,-70.2372149435,500
400.0,54.5538855193,54.5538855193,1.0,100,1.0,0.0025,-66.174,-61.1050788487,2,1.0,1.0,40.1416,-61.1050788487,90.12,500.0,-66.174,5.4346e-20,1.0,0.0025,0.0025,,-61.1050788487,500
500.000006643,5020.31297226,5020.31297226,1.0,100,1.0,0.002,-67.7651,-74.1293741883,1,1.0,1.0,47.8877,-74.1293741883,104.38,500.0,-67.7651,5.43187e-20,1.0,0.002,0.002,,-74.1293741883,500
100.0,1336.18049991,1336.18049991,1.0,100,1.0,0.01,-64.6689,-64.6689132118,2,1.0,1.0,36.3706,-64.6689132118,93.94,500.0,-64.6689,3.50449e-18,1.0,0.01,0.01,,-64.6689132118,500
200.000000102,2587.21867145,2587.21867145,1.0,100,1.0,0.005,-65.3263,-65.9836373554,2,1.0,1.0,44.074,-65.9836373554,94.78,500.0,-65.3263,2.1793e-19,1.0,0.005,0.005,,-65.9836373554,500
299.999969474,2585.52434301,2585.52434301,1.0,100,1.0,0.00333333,-65.8679,-66.9510681218,2,1.0,1.0,46.3554,-66.9510681218,96.22,500.0,-65.8679,5.43914e-20,1.0,0.00333333,0.00333333,,-66.9510681218,500
400.0,2571.4667781,2571.4667781,1.0,100,1.0,0.0025,-66.5186,-68.4709769896,2,1.0,1.0,47.427,-68.4709769896,98.55,500.0,-66.5186,5.4346e-20,1.0,0.0025,0.0025,,-68.4709769896,500
500.000006643,3776.66376659,3776.66376659,1.0,100,1.0,0.002,-67.5624,-71.7374194433,1,1.0,1.0,50.5133,-71.7374194433,101.83,500.0,-67.5624,5.43187e-20,1.0,0.002,0.002,,-71.7374194433,500
100.0,1328.66766957,1328.66766957,1.0,100,1.0,0.01,-64.5698,-64.5698448765,2,1.0,1.0,36.2682,-64.5698448765,93.64,500.0,-64.5698,3.50449e-18,1.0,0.01,0.01,,-64.5698448765,500
200.000000102,3790.61349448,3790.61349448,1.0,100,1.0,0.005,-68.0793,-71.5886882925,2,1.0,1.0,50.4615,-71.5886882925,101.91,500.0,-68.0793,2.1793e-19,1.0,0.005,0.005,,-71.5886882925,500
299.999969474,2570.04779454,2570.04779454,1.0,100,1.0,0.00333333,-68.0104,-67.8726157397,2,1.0,1.0,50.4549,-67.8726157397,97.88,500.0,-68.0104,5.43914e-20,1.0,0.00333333,0.00333333,,-67.8726157397,500
400.0,1329.83205784,1329.83205784,1.0,100,1.0,0.0025,-66.7071,-62.7974031776,2,1.0,1.0,47.3656,-62.7974031776,91.13,500.0,-66.7071,5.4346e-20,1.0,0.0025,0.0025,,-62.7974031776,500
500.000006643,1322.38764324,1322.38764324,1.0,100,1.0,0.002,-66.1478,-63.9105634902,1,1.0,1.0,45.3639,-63.9105634902,92.91,500.0,-66.1478,5.43187e-20,1.0,0.002,0.002,,-63.9105634902,500
100.0,1339.23648115,1339.23648115,1.0,100,1.0,0.01,-64.618,-64.6179912367,2,1.0,1.0,36.4121,-64.6179912367,94.43,500.0,-64.618,3.50449e-18,1.0,0.01,0.01,,-64.6179912367,500
200.000000102,1323.41828993,1323.41828993,1.0,100,1.0,0.005,-64.6399,-64.661789943,2,1.0,1.0,36.3045,-64.661789943,94.28,500.0,-64.6399,2.1793e-19,1.0,0.005,0.005,,-64.661789943,500
299.999969474,69.2709647155,69.2709647155,1.0,100,1.0,0.00333333,-62.8969,-59.4108564772,2,1.0,1.0,30.1266,-59.4108564772,87.1,500.0,-62.8969,5.43914e-20,1.0,0.00333333,0.00333333,,-59.4108564772,500
400.0,49.4229011215,49.4229011215,1.0,100,1.0,0.0025,-62.0472,-59.4980983964,2,1.0,1.0,26.3649,-59.4980983964,87.45,500.0,-62.0472,5.4346e-20,1.0,0.0025,0.0025,,-59.4980983964,500
500.000006643,58.6089286601,58.6089286601,1.0,100,1.0,0.002,-61.5662,-59.6424968177,1,1.0,1.0,23.8457,-59.6424968177,87.5,500.0,-61.5662,5.43187e-20,1.0,0.002,0.002,,-59.6424968177,500
100.0,3828.10134611,3828.10134611,1.0,100,1.0,0.01,-69.5807,-69.5806717907,2,1.0,1.0,61.5615,-69.5806717907,99.0,500.0,-69.5807,3.50449e-18,1.0,0.01,0.01,,-69.5806717907,500
200.000000102,4996.1563181,4996.1563181,1.0,100,1.0,0.005,-71.9595,-74.3383809309,2,1.0,1.0,66.1337,-74.3383809309,104.92,500.0,-71.9595,2.1793e-19,1.0,0.005,0.005,,-74.3383809309,500
299.999969474,1336.90892156,1336.90892156,1.0,100,1.0,0.00333333,-69.1312,-63.474640625,2,1.0,1.0,58.0772,-63.474640625,92.2,500.0,-69.1312,5.43914e-20,1.0,0.00333333,0.00333333,,-63.474640625,500
400.0,2578.366711,2578.366711,1.0,100,1.0,0.0025,-68.5115,-66.6524603194,2,1.0,1.0,56.294,-66.6524603194,95.65,500.0,-68.5115,5.4346e-20,1.0,0.0025,0.0025,,-66.6524603194,500
500.000006643,3802.07276854,3802.07276854,1.0,100,1.0,0.002,-68.9497,-70.7023136789,1,1.0,1.0,57.348,-70.7023136789,100.58,500.0,-68.9497,5.43187e-20,1.0,0.002,0.002,,-70.7023136789,500
100.0,2589.39125927,2589.39125927,1.0,100,1.0,0.01,-66.7462,-66.7461992347,2,1.0,1.0,50.631,-66.7461992347,95.76,500.0,-66.7462,3.50449e-18,1.0,0.01,0.01,,-66.7461992347,500
200.000000102,54.8674840766,54.8674840766,1.0,100,1.0,0.005,-64.0506,-61.3549280676,2,1.0,1.0,36.2791,-61.3549280676,89.78,500.0,-64.0506,2.1793e-19,1.0,0.005,0.005,,-61.3549280676,500
299.999969474,1305.32287272,1305.32287272,1.0,100,1.0,0.00333333,-64.4865,-65.3585206841,2,1.0,1.0,36.1744,-65.3585206841,95.29,500.0,-64.4865,5.43914e-20,1.0,0.00333333,0.00333333,,-65.3585206841,500
400.0,2585.27883023,2585.27883023,1.0,100,1.0,0.0025,-65.0514,-66.7460717349,2,1.0,1.0,40.2772,-66.7460717349,95.72,500.0,-65.0514,5.4346e-20,1.0,0.0025,0.0025,,-66.7460717349,500
500.000006643,1315.84610402,1315.84610402,1.0,100,1.0,0.002,-64.8107,-63.8475797077,1,1.0,1.0,39.4788,-63.8475797077,92.97,500.0,-64.8107,5.43187e-20,1.0,0.002,0.002,,-63.8475797077,500
100.0,2582.9372956,2582.9372956,1.0,100,1.0,0.01,-67.0967,-67.0966962256,2,1.0,1.0,50.5679,-67.0966962256,97.02,500.0,-67.0967,3.50449e-18,1.0,0.01,0.01,,-67.0966962256,500
200.000000102,1338.38630369,1338.38630369,1.0,100,1.0,0.005,-65.3474,-63.5981847137,2,1.0,1.0,44.0921,-63.5981847137,91.98,500.0,-65.3474,2.1793e-19,1.0,0.005,0.005,,-63.5981847137,500
299.999969474,2574.23859089,2574.23859089,1.0,100,1.0,0.00333333,-66.0564,-67.4742794141,2,1.0,1.0,46.3312,-67.4742794141,96.77,500.0,-66.0564,5.43914e-20,1.0,0.00333333,0.00333333,,-67.4742794141,500
400.0,1325.1575942,1325.1575942,1.0,100,1.0,0.0025,-65.5287,-63.9455774021,2,1.0,1.0,44.0312,-63.9455774021,93.27,500.0,-65.5287,5.4346e-20,1.0,0.0025,0.0025,,-63.9455774021,500
500.000006643,3796.07329683,3796.07329683,1.0,100,1.0,0.002,-66.5743,-70.7569930176,1,1.0,1.0,48.0312,-70.7569930176,100.57,500.0,-66.5743,5.43187e-20,1.0,0.002,0.002,,-70.7569930176,500
100.0,64.4633557991,64.4633557991,1.0,100,1.0,0.01,-60.7776,-60.7776158389,2,1.0,1.0,7.98866,-60.7776158389,89.78,500.0,-60.7776,3.50449e-18,1.0,0.01,0.01,,-60.7776158389,500
200.000000102,2575.46494578,2575.46494578,1.0,100,1.0,0.005,-64.0475,-67.3173332699,2,1.0,1.0,36.2968,-67.3173332699,96.65,500.0,-64.0475,2.1793e-19,1.0,0.005,0.005,,-67.3173332699,500
299.999969474,2556.97676305,2556.97676305,1.0,100,1.0,0.00333333,-65.8354,-69.4113637456,2,1.0,1.0,41.5752,-69.4113637456,100.23,500.0,-65.8354,5.43914e-20,1.0,0.00333333,0.00333333,,-69.4113637456,500
400.0,1320.85410713,1320.85410713,1.0,100,1.0,0.0025,-65.5126,-64.5441593179,2,1.0,1.0,40.2939,-64.5441593179,94.3,500.0,-65.5126,5.4346e-20,1.0,0.0025,0.0025,,-64.5441593179,500
