AvgEpLen,EpsThisIter,VarDiscRet,eRenyi2,Delta,MinVanillaIw,AvgDiscRet,AvgRet,MaxNormIw,VanillaAvgRet,Bound,AvgNormIw,AvgVanillaIw,MaxVanillaIw,J,IterType,MinNormIw,VarNormIw,VarVanillaIw,ESSClassic,ESSRenyi,VarRet,VarJ,BatchSize
54.34,100,1109.996094,1.0,0.5,1.0,10.2365675886,10.2365675886,0.0025,10.2365675886,3.78522,0.0025,1.0,1.0,7.82157,2,0.0025,5.4346e-20,,400.0,500.0,1109.996094,23.582,500
106.12,100,12829.4120728,1.07956,0.5,0.298661,39.0178164309,39.0178164309,0.0833123,39.0178164309,291.528,0.002,2929.81,122045.0,305.738,1,2.03877e-07,0.000162908,3.49593e+08,12.0060608095,463.150767175,12829.4120728,0.479556,500
89.6,100,2257.27290665,1.0,0.5,1.0,-10.5532236693,-10.5532236693,0.01,-10.5532236693,-24.5112,0.01,1.0,1.0,-10.5532,2,0.01,3.50449e-18,,100.0,500.0,2257.27290665,47.2726,500
44.52,100,489.062497164,1.0,0.5,1.0,-12.3449100363,-12.3449100363,0.005,-12.3449100363,-21.3189,0.005,1.0,1.0,-11.4491,2,0.005,2.1793e-19,,200.000000102,500.0,489.062497164,36.8814,500
47.34,100,784.288077102,1.0,0.5,1.0,-4.938534684,-4.938534684,0.00333333,-4.938534684,-17.3375,0.00333333,1.0,1.0,-9.27889,2,0.00333333,5.43914e-20,,299.999969474,500.0,784.288077102,34.2791,500
38.72,100,303.0913528,1.0,0.5,1.0,9.44957713534,9.44957713534,0.0025,9.44957713534,-11.5758,0.0025,1.0,1.0,-4.59677,2,0.0025,5.4346e-20,,400.0,500.0,303.0913528,31.9699,500
42.02,100,338.960284021,1.08745,0.5,0.0300013,3.9843776983,3.9843776983,0.0833049,3.9843776983,40.3936,0.002,2211.11,92098.0,46.9031,1,2.71369e-08,0.000162879,1.99078e+08,12.0082070681,459.790537508,338.960284021,0.092253,500
29.14,100,69.529686025,1.0,0.5,1.0,-5.5417615588,-5.5417615588,0.01,-5.5417615588,-7.69656,0.01,1.0,1.0,-5.54176,2,0.01,3.50449e-18,,100.0,500.0,69.529686025,8.29665,500
65.84,100,790.608155846,1.0,0.5,1.0,0.598159940964,0.598159940964,0.005,0.598159940964,-6.04447,0.005,1.0,1.0,-2.4718,2,0.005,2.1793e-19,,200.000000102,500.0,790.608155846,20.8613,500
73.36,100,1554.64584416,1.0,0.5,1.0,26.3709224564,26.3709224564,0.00333333,26.3709224564,-0.450625,0.00333333,1.0,1.0,7.14244,2,0.00333333,5.43914e-20,,299.999969474,500.0,1554.64584416,31.4329,500
52.1,100,2092.45952028,1.0,0.5,1.0,-13.7006472982,-13.7006472982,0.0025,-13.7006472982,-4.64412,0.0025,1.0,1.0,1.93167,2,0.0025,5.4346e-20,,400.0,500.0,2092.45952028,36.611,500
59.92,100,1039.75860143,1.08521,0.5,0.143507,-5.75596077621,-5.75596077621,0.0999765,-5.75596077621,125.359,0.002,3053.04,152616.0,131.486,1,9.40095e-08,0.000196298,4.57427e+08,10.0047092529,460.740736998,1039.75860143,0.213443,500
37.96,100,234.726515271,1.0,0.5,1.0,2.19077239685,2.19077239685,0.01,2.19077239685,-0.457564,0.01,1.0,1.0,2.19077,2,0.01,3.50449e-18,,100.0,500.0,234.726515271,15.244,500
105.76,100,1657.08378482,1.0,0.5,1.0,9.0161600081,9.0161600081,0.005,9.0161600081,-1.07425,0.005,1.0,1.0,5.60347,2,0.005,2.1793e-19,,200.000000102,500.0,1657.08378482,30.7911,500
52.48,100,514.777462033,1.0,0.5,1.0,6.40673924337,6.40673924337,0.00333333,6.40673924337,0.418892,0.00333333,1.0,1.0,5.87122,2,0.00333333,5.43914e-20,,299.999969474,500.0,514.777462033,28.321,500
96.04,100,245.395746487,1.0,0.5,1.0,1.82202854319,1.82202854319,0.0025,1.82202854319,0.137067,0.0025,1.0,1.0,4.85892,2,0.0025,5.4346e-20,,400.0,500.0,245.395746487,25.7948,500
35.28,100,883.927738365,1.08354,0.5,0.241383,13.6836165058,13.6836165058,0.0999545,13.6836165058,91.6207,0.002,1643.5,82137.6,96.0959,1,2.93742e-07,0.000196211,1.32496e+08,10.0091057324,461.449989939,883.927738365,0.268076,500
47.54,100,3519.75714654,1.0,0.5,1.0,-35.1316314624,-35.1316314624,0.01,-35.1316314624,-53.0687,0.01,1.0,1.0,-35.1316,2,0.01,3.50449e-18,,100.0,500.0,3519.75714654,59.0302,500
39.54,100,1063.36592225,1.0,0.5,1.0,-6.52478740042,-6.52478740042,0.005,-6.52478740042,-33.5116,0.005,1.0,1.0,-20.8282,2,0.005,2.1793e-19,,200.000000102,500.0,1063.36592225,49.7316,500
45.74,100,743.748746313,1.0,0.5,1.0,-0.779072713843,-0.779072713843,0.00333333,-0.779072713843,-24.5011,0.00333333,1.0,1.0,-14.1452,2,0.00333333,5.43914e-20,,299.999969474,500.0,743.748746313,44.5375,500
46.34,100,446.923617055,1.0,0.5,1.0,-2.20101110942,-2.20101110942,0.0025,-2.20101110942,-20.1277,0.0025,1.0,1.0,-11.1591,2,0.0025,5.4346e-20,,400.0,500.0,446.923617055,40.3119,500
36.06,100,449.678087958,1.06929,0.5,0.0347865,-4.31566648756,-4.31566648756,0.0832987,-4.31566648756,48.403,0.002,2082.05,86716.2,56.6979,1,3.34155e-08,0.000162854,1.76491e+08,12.0099733019,467.600916271,449.678087958,0.153235,500
39.08,100,169.009827945,1.0,0.5,1.0,-7.12269864677,-7.12269864677,0.01,-7.12269864677,-9.71161,0.01,1.0,1.0,-7.1227,2,0.01,3.50449e-18,,100.0,500.0,169.009827945,12.9352,500
98.32,100,600.80273845,1.0,0.5,1.0,7.3659531441,7.3659531441,0.005,7.3659531441,-3.36546,0.005,1.0,1.0,0.121627,2,0.005,2.1793e-19,,200.000000102,500.0,600.80273845,20.8216,500
48.76,100,352.565778635,1.0,0.5,1.0,-0.458478856478,-0.458478856478,0.00333333,-0.458478856478,-2.91893,0.00333333,1.0,1.0,-0.0717415,2,0.00333333,5.43914e-20,,299.999969474,500.0,352.565778635,20.1357,500
63.56,100,2205.6570342,1.0,0.5,1.0,-22.462601024,-22.462601024,0.0025,-22.462601024,-10.5044,0.0025,1.0,1.0,-5.66946,2,0.0025,5.4346e-20,,400.0,500.0,2205.6570342,30.7244,500
50.26,100,168.723710996,1.08169,0.5,0.0872457,-9.17779259956,-9.17779259956,0.0833193,-9.17779259956,58.9852,0.002,5051.9,210460.0,63.4828,1,3.45398e-08,0.000162937,1.0396e+09,12.0040357734,462.239867029,168.723710996,0.0669504,500
44.84,100,283.278941172,1.0,0.5,1.0,10.9083829078,10.9083829078,0.01,10.9083829078,6.54615,0.01,1.0,1.0,10.9084,2,0.01,3.50449e-18,,100.0,500.0,283.278941172,16.7465,500
47.94,100,1710.89954261,1.0,0.5,1.0,-16.2556235578,-16.2556235578,0.005,-16.2556235578,-10.0675,0.005,1.0,1.0,-2.67362,2,0.005,2.1793e-19,,200.000000102,500.0,1710.89954261,34.2285,500
49.44,100,479.043605755,1.0,0.5,1.0,-1.66998721143,-1.66998721143,0.00333333,-1.66998721143,-8.37617,0.00333333,1.0,1.0,-2.33908,2,0.00333333,5.43914e-20,,299.999969474,500.0,479.043605755,30.6491,500
98.36,100,2081.86580946,1.0,0.5,1.0,2.11607373119,2.11607373119,0.0025,2.11607373119,-6.54582,0.0025,1.0,1.0,-1.22529,2,0.0025,5.4346e-20,,400.0,500.0,2081.86580946,34.9787,500
59.72,100,1218.51763987,1.07923,0.5,0.131033,-8.58909502917,-8.58909502917,0.083308,-8.58909502917,57.2056,0.002,2781.39,115856.0,62.1494,1,9.42212e-08,0.000162891,3.15038e+08,12.007288328,463.293090287,1218.51763987,0.108736,500
59.92,100,536.299323051,1.0,0.5,1.0,-6.08361231519,-6.08361231519,0.01,-6.08361231519,-10.653,0.01,1.0,1.0,-6.08361,2,0.01,3.50449e-18,,100.0,500.0,536.299323051,23.0421,500
55.36,100,496.115948095,1.0,0.5,1.0,2.53627558474,2.53627558474,0.005,2.53627558474,-5.00469,0.005,1.0,1.0,-1.77367,2,0.005,2.1793e-19,,200.000000102,500.0,496.115948095,23.0135,500
45.94,100,333.4893523,1.0,0.5,1.0,-4.82459075174,-4.82459075174,0.00333333,-4.82459075174,-5.42876,0.00333333,1.0,1.0,-2.79064,2,0.00333333,5.43914e-20,,299.999969474,500.0,333.4893523,21.5685,500
39.5,100,251.427862991,1.0,0.5,1.0,-4.54112957623,-4.54112957623,0.0025,-4.54112957623,-5.51294,0.0025,1.0,1.0,-3.22826,2,0.0025,5.4346e-20,,400.0,500.0,251.427862991,20.2905,500
46.04,100,3789.81289099,1.07646,0.5,0.36472,10.0813233499,10.0813233499,0.0833071,10.0813233499,154.738,0.002,2232.61,92996.3,162.27,1,3.2672e-07,0.000162887,2.02981e+08,12.0075605167,464.48502986,3789.81289099,0.339292,500
34.7,100,146.548029831,1.0,0.5,1.0,5.55830712843,5.55830712843,0.01,5.55830712843,3.12948,0.01,1.0,1.0,5.55831,2,0.01,3.50449e-18,,100.0,500.0,146.548029831,12.045,500
86.82,100,3184.970974,1.0,0.5,1.0,16.4516420637,16.4516420637,0.005,16.4516420637,2.68091,0.005,1.0,1.0,11.005,2,0.005,2.1793e-19,,200.000000102,500.0,3184.970974,40.9728,500
56.44,100,1318.0142172,1.0,0.5,1.0,-5.82827134887,-5.82827134887,0.00333333,-5.82827134887,-1.40268,0.00333333,1.0,1.0,5.39389,2,0.00333333,5.43914e-20,,299.999969474,500.0,1318.0142172,40.2131,500
49.48,100,1014.70399656,1.0,0.5,1.0,-4.36902626871,-4.36902626871,0.0025,-4.36902626871,-2.93284,0.0025,1.0,1.0,2.95316,2,0.0025,5.4346e-20,,400.0,500.0,1014.70399656,38.4945,500
45.64,100,5984.33383068,1.09717,0.5,0.079436,-14.7010492017,-14.7010492017,0.0833183,-14.7010492017,86.6644,0.002,4186.34,174399.0,97.9904,1,3.79501e-08,0.000162932,7.13866e+08,12.0043426446,455.717498229,5984.33383068,0.107017,500
34.46,100,1197.88041967,1.0,0.5,1.0,-2.39834709354,-2.39834709354,0.01,-2.39834709354,-11.5118,0.01,1.0,1.0,-2.39835,2,0.01,3.50449e-18,,100.0,500.0,1197.88041967,34.4369,500
32.32,100,113.064945908,1.0,0.5,1.0,-4.37698564691,-4.37698564691,0.005,-4.37698564691,-9.83184,0.005,1.0,1.0,-3.38767,2,0.005,2.1793e-19,,200.000000102,500.0,113.064945908,25.4931,500
63.88,100,1360.78974866,1.0,0.5,1.0,-5.45456492769,-5.45456492769,0.00333333,-5.45456492769,-10.089,0.00333333,1.0,1.0,-4.07663,2,0.00333333,5.43914e-20,,299.999969474,500.0,1360.78974866,29.7199,500
47.48,100,552.142702778,1.0,0.5,1.0,-6.22636086988,-6.22636086988,0.0025,-6.22636086988,-9.82093,0.0025,1.0,1.0,-4.61406,2,0.0025,5.4346e-20,,400.0,500.0,552.142702778,28.2839,500
37.18,100,2711.04655112,1.08218,0.5,0.32035,10.4667030152,10.4667030152,0.0999679,10.4667030152,134.436,0.002,2265.42,113235.0,140.997,1,2.82817e-07,0.000196264,2.51814e+08,10.0064284941,462.028809385,2711.04655112,0.333525,500
64.26,100,1997.5783037,1.0,0.5,1.0,14.7451769659,14.7451769659,0.01,14.7451769659,2.46869,0.01,1.0,1.0,14.7452,2,0.01,3.50449e-18,,100.0,500.0,1997.5783037,44.4702,500
44.44,100,392.034510453,1.0,0.5,1.0,4.53123717859,4.53123717859,0.005,4.53123717859,0.957421,0.005,1.0,1.0,9.63821,2,0.005,2.1793e-19,,200.000000102,500.0,392.034510453,34.7698,500
105.48,100,8604.74767239,1.0,0.5,1.0,32.101104466,32.101104466,0.00333333,32.101104466,3.10349,0.00333333,1.0,1.0,17.1258,2,0.00333333,5.43914e-20,,299.999969474,500.0,8604.74767239,61.2997,500
41.74,100,630.172545807,1.0,0.5,1.0,13.1555080069,13.1555080069,0.0025,13.1555080069,3.98954,0.0025,1.0,1.0,16.1333,2,0.0025,5.4346e-20,,400.0,500.0,630.172545807,54.5634,500
41.22,100,462.474854685,1.0781,0.5,0.357818,0.0765691696288,0.0765691696288,0.0833134,0.0765691696288,231.541,0.002,3078.5,128240.0,242.819,1,2.32463e-07,0.000162913,3.85987e+08,12.0057341771,463.780833551,462.474854685,0.359389,500
106.14,100,1815.65326778,1.0,0.5,1.0,9.87766976304,9.87766976304,0.01,9.87766976304,-1.11758,0.01,1.0,1.0,9.87767,2,0.01,3.50449e-18,,100.0,500.0,1815.65326778,42.3969,500
40.78,100,1500.46280061,1.0,0.5,1.0,-10.4802524492,-10.4802524492,0.005,-10.4802524492,-8.07611,0.005,1.0,1.0,-0.301292,2,0.005,2.1793e-19,,200.000000102,500.0,1500.46280061,41.7743,500
52.04,100,1830.23412132,1.0,0.5,1.0,-18.9725555515,-18.9725555515,0.00333333,-18.9725555515,-12.8829,0.00333333,1.0,1.0,-6.52505,2,0.00333333,5.43914e-20,,299.999969474,500.0,1830.23412132,42.9516,500
45.0,100,3525.23385264,1.0,0.5,1.0,4.20585742438,4.20585742438,0.0025,4.20585742438,-10.854,0.0025,1.0,1.0,-3.84232,2,0.0025,5.4346e-20,,400.0,500.0,3525.23385264,47.7254,500
45.36,100,477.094779873,1.0903,0.5,0.187319,11.0233553494,11.0233553494,0.0833222,11.0233553494,133.667,0.002,5487.37,228610.0,140.216,1,6.82729e-08,0.000162948,1.22664e+09,12.0032147228,458.589945778,477.094779873,0.115161,500
35.92,100,274.535741164,1.0,0.5,1.0,-1.54393720851,-1.54393720851,0.01,-1.54393720851,-5.59741,0.01,1.0,1.0,-1.54394,2,0.01,3.50449e-18,,100.0,500.0,274.535741164,16.4861,500
40.44,100,210.936605723,1.0,0.5,1.0,13.2960321235,13.2960321235,0.005,13.2960321235,3.00981,0.005,1.0,1.0,5.87605,2,0.005,2.1793e-19,,200.000000102,500.0,210.936605723,17.1862,500
94.58,100,231.903522124,1.0,0.5,1.0,-6.98791777831,-6.98791777831,0.00333333,-6.98791777831,-0.752214,0.00333333,1.0,1.0,1.58806,2,0.00333333,5.43914e-20,,299.999969474,500.0,231.903522124,17.6128,500
38.04,100,328.538950091,1.0,0.5,1.0,-0.570161917705,-0.570161917705,0.0025,-0.570161917705,-0.978232,0.0025,1.0,1.0,1.0485,2,0.0025,5.4346e-20,,400.0,500.0,328.538950091,17.7439,500
47.04,100,2009.9107716,1.07909,0.5,0.169772,-20.904140854,-20.904140854,0.099941,-20.904140854,34.9507,0.002,1184.02,59165.9,40.5108,1,2.86772e-07,0.000196156,6.87477e+07,10.0118177882,463.352869558,2009.9107716,0.171235,500
33.28,100,343.07843302,1.0,0.5,1.0,8.50389019861,8.50389019861,0.01,8.50389019861,4.28944,0.01,1.0,1.0,8.50389,2,0.01,3.50449e-18,,100.0,500.0,343.07843302,18.4295,500
45.8,100,1400.35221758,1.0,0.5,1.0,1.62239890099,1.62239890099,0.005,1.62239890099,-1.65911,0.005,1.0,1.0,5.06314,2,0.005,2.1793e-19,,200.000000102,500.0,1400.35221758,29.5776,500
54.44,100,4114.3229854,1.0,0.5,1.0,34.5616959566,34.5616959566,0.00333333,34.5616959566,2.61631,0.00333333,1.0,1.0,14.896,2,0.00333333,5.43914e-20,,299.999969474,500.0,4114.3229854,46.1987,500
41.94,100,327.521283614,1.0,0.5,1.0,3.14244906305,3.14244906305,0.0025,3.14244906305,1.32308,0.0025,1.0,1.0,11.9576,2,0.0025,5.4346e-20,,400.0,500.0,327.521283614,41.3244,500
67.84,100,1194.46764972,1.07387,0.5,0.314638,12.0837682384,12.0837682384,0.099967,12.0837682384,202.768,0.002,2254.91,112708.0,212.625,1,2.7907e-07,0.000196261,2.49477e+08,10.006596625,465.606299461,1194.46764972,0.46688,500
101.42,100,3490.24306446,1.0,0.5,1.0,36.2964163772,36.2964163772,0.01,36.2964163772,20.46,0.01,1.0,1.0,36.2964,2,0.01,3.50449e-18,,100.0,500.0,3490.24306446,58.7821,500
43.54,100,635.919817549,1.0,0.5,1.0,4.58897044875,4.58897044875,0.005,4.58897044875,9.24466,0.005,1.0,1.0,20.4427,2,0.005,2.1793e-19,,200.000000102,500.0,635.919817549,47.8935,500
39.9,100,592.758182747,1.0,0.5,1.0,14.3079078535,14.3079078535,0.00333333,14.3079078535,9.25461,0.00333333,1.0,1.0,18.3978,2,0.00333333,5.43914e-20,,299.999969474,500.0,592.758182747,41.6313,500
43.34,100,839.680284327,1.0,0.5,1.0,-13.0083164731,-13.0083164731,0.0025,-13.0083164731,2.62804,0.0025,1.0,1.0,10.5462,2,0.0025,5.4346e-20,,400.0,500.0,839.680284327,41.1417,500
43.38,100,1208.89966193,1.09357,0.5,0.23724,4.41644343145,4.41644343145,0.0999812,4.41644343145,150.932,0.002,4011.92,200558.0,158.338,1,1.18267e-07,0.000196317,7.89957e+08,10.0037693814,457.2197993,1208.89966193,0.186594,500
43.58,100,1039.56659395,1.0,0.5,1.0,-8.06701343169,-8.06701343169,0.01,-8.06701343169,-15.6945,0.01,1.0,1.0,-8.06701,2,0.01,3.50449e-18,,100.0,500.0,1039.56659395,32.0807,500
86.96,100,172.877787466,1.0,0.5,1.0,12.9562118061,12.9562118061,0.005,12.9562118061,-2.94886,0.005,1.0,1.0,2.4446,2,0.005,2.1793e-19,,200.000000102,500.0,172.877787466,26.6581,500
28.68,100,99.18614899,1.0,0.5,1.0,-1.57307390766,-1.57307390766,0.00333333,-1.57307390766,-3.29837,0.00333333,1.0,1.0,1.10538,2,0.00333333,5.43914e-20,,299.999969474,500.0,99.18614899,22.5851,500
45.26,100,565.130764477,1.0,0.5,1.0,7.90136633609,7.90136633609,0.0025,7.90136633609,-1.00938,0.0025,1.0,1.0,2.80437,2,0.0025,5.4346e-20,,400.0,500.0,565.130764477,23.0455,500
97.08,100,190.839479899,1.09246,0.5,0.0752896,-1.08658907402,-1.08658907402,0.0833174,-1.08658907402,40.4208,0.002,4003.13,166765.0,43.9861,1,3.76154e-08,0.000162929,6.52736e+08,12.0045864378,457.683045491,190.839479899,0.0438425,500
51.38,100,2113.5583468,1.0,0.5,1.0,5.12047814439,5.12047814439,0.01,5.12047814439,-4.40294,0.01,1.0,1.0,5.12048,2,0.01,3.50449e-18,,100.0,500.0,2113.5583468,45.743,500
41.52,100,1477.00536485,1.0,0.5,1.0,4.72644585348,4.72644585348,0.005,4.72644585348,-1.81061,0.005,1.0,1.0,4.92346,2,0.005,2.1793e-19,,200.000000102,500.0,1477.00536485,42.1588,500
59.44,100,895.818953882,1.0,0.5,1.0,7.30297686687,7.30297686687,0.00333333,7.30297686687,0.218285,0.00333333,1.0,1.0,5.71663,2,0.00333333,5.43914e-20,,299.999969474,500.0,895.818953882,38.494,500
42.8,100,753.858474226,1.0,0.5,1.0,10.7162032126,10.7162032126,0.0025,10.7162032126,2.20482,0.0025,1.0,1.0,6.96653,2,0.0025,5.4346e-20,,400.0,500.0,753.858474226,36.0917,500
51.74,100,772.021565657,1.11105,0.5,0.0743781,9.72416788275,9.72416788275,0.0833252,9.72416788275,90.738,0.002,8492.39,353815.0,95.2272,1,1.75164e-08,0.00016296,2.9382e+09,12.0023397059,450.026244263,772.021565657,0.045542,500
41.48,100,170.890930117,1.0,0.5,1.0,2.6006543972,2.6006543972,0.01,2.6006543972,0.0363495,0.01,1.0,1.0,2.60065,2,0.01,3.50449e-18,,100.0,500.0,170.890930117,13.007,500
63.48,100,10212.376994,1.0,0.5,1.0,52.3626251727,52.3626251727,0.005,52.3626251727,5.90452,0.005,1.0,1.0,27.4816,2,0.005,2.1793e-19,,200.000000102,500.0,10212.376994,75.8866,500
55.3,100,1374.62756646,1.0,0.5,1.0,9.86286389724,9.86286389724,0.00333333,9.86286389724,3.99107,0.00333333,1.0,1.0,21.6087,2,0.00333333,5.43914e-20,,299.999969474,500.0,1374.62756646,66.0439,500
56.38,100,486.710631378,1.0,0.5,1.0,2.77794823773,2.77794823773,0.0025,2.77794823773,1.64369,0.0025,1.0,1.0,16.901,2,0.0025,5.4346e-20,,400.0,500.0,486.710631378,58.8073,500
49.26,100,158.339952757,1.07332,0.5,0.489963,18.6798146855,18.6798146855,0.0833101,18.6798146855,290.926,0.002,2621.37,109193.0,305.064,1,3.73822e-07,0.000162899,2.79844e+08,12.0067056625,465.842575281,158.339952757,0.538191,500
38.92,100,465.356021855,1.0,0.5,1.0,8.42401700368,8.42401700368,0.01,8.42401700368,4.41956,0.01,1.0,1.0,8.42402,2,0.01,3.50449e-18,,100.0,500.0,465.356021855,21.464,500
35.94,100,376.279543447,1.0,0.5,1.0,-0.102704706385,-0.102704706385,0.005,-0.102704706385,1.32908,0.005,1.0,1.0,4.16066,2,0.005,2.1793e-19,,200.000000102,500.0,376.279543447,20.8515,500
44.04,100,470.012290936,1.0,0.5,1.0,-1.03612553841,-1.03612553841,0.00333333,-1.03612553841,-0.587407,0.00333333,1.0,1.0,2.4284,2,0.00333333,5.43914e-20,,299.999969474,500.0,470.012290936,21.2359,500
35.54,100,249.733840695,1.0,0.5,1.0,4.76321741597,4.76321741597,0.0025,4.76321741597,0.400339,0.0025,1.0,1.0,3.0121,2,0.0025,5.4346e-20,,400.0,500.0,249.733840695,20.0263,500
48.56,100,1020.258759,1.09042,0.5,0.078358,-17.9394145551,-17.9394145551,0.0999816,-17.9394145551,48.5333,0.002,4744.71,237192.0,52.227,1,3.30296e-08,0.000196319,1.1049e+09,10.0036895676,458.537755398,1020.258759,0.0590365,500
46.92,100,859.560088002,1.0,0.5,1.0,0.111724866067,0.111724866067,0.01,0.111724866067,-5.09155,0.01,1.0,1.0,0.111725,2,0.01,3.50449e-18,,100.0,500.0,859.560088002,29.1713,500
98.46,100,1668.28198081,1.0,0.5,1.0,-6.07317900754,-6.07317900754,0.005,-6.07317900754,-9.02663,0.005,1.0,1.0,-2.98073,2,0.005,2.1793e-19,,200.000000102,500.0,1668.28198081,35.5084,500
61.58,100,1447.19065378,1.0,0.5,1.0,26.7481902469,26.7481902469,0.00333333,26.7481902469,0.021512,0.00333333,1.0,1.0,6.92891,2,0.00333333,5.43914e-20,,299.999969474,500.0,1447.19065378,38.9171,500
87.46,100,1466.83074142,1.0,0.5,1.0,-4.24638362096,-4.24638362096,0.0025,-4.24638362096,-1.8469,0.0025,1.0,1.0,4.13509,2,0.0025,5.4346e-20,,400.0,500.0,1466.83074142,39.0174,500
84.3,100,2362.44772675,1.06735,0.5,0.535691,-16.0663751653,-16.0663751653,0.0999764,-16.0663751653,112.868,0.002,3215.81,160753.0,119.611,1,3.33161e-07,0.000196298,5.07501e+08,10.0047261907,468.45103718,2362.44772675,0.202646,500
44.92,100,790.88012556,1.0,0.5,1.0,1.61556939122,1.61556939122,0.01,1.61556939122,-5.07497,0.01,1.0,1.0,1.61557,2,0.01,3.50449e-18,,100.0,500.0,790.88012556,27.9816,500
38.72,100,974.953959959,1.0,0.5,1.0,1.72874134064,1.72874134064,0.005,1.72874134064,-3.05877,0.005,1.0,1.0,1.67216,2,0.005,2.1793e-19,,200.000000102,500.0,974.953959959,29.565,500
49.82,100,1089.57133793,1.0,0.5,1.0,-15.7668592824,-15.7668592824,0.00333333,-15.7668592824,-8.65944,0.00333333,1.0,1.0,-4.14085,2,0.00333333,5.43914e-20,,299.999969474,500.0,1089.57133793,31.7784,500
55.14,100,916.3903801,1.0,0.5,1.0,11.1980301386,11.1980301386,0.0025,11.1980301386,-4.21935,0.0025,1.0,1.0,-0.306129,2,0.0025,5.4346e-20,,400.0,500.0,916.3903801,32.0675,500
25.92,100,148.111136897,1.09846,0.5,0.0699826,2.36105750489,2.36105750489,0.0999848,2.36105750489,71.4387,0.002,4974.43,248684.0,75.1071,1,2.81369e-08,0.000196332,1.21456e+09,10.0030366585,455.180850191,148.111136897,0.068958,500
42.36,100,443.120751928,1.0,0.5,1.0,7.74788685074,7.74788685074,0.01,7.74788685074,3.46507,0.01,1.0,1.0,7.74789,2,0.01,3.50449e-18,,100.0,500.0,443.120751928,20.9449,500
52.94,100,2612.00932925,1.0,0.5,1.0,-1.76430993392,-1.76430993392,0.005,-1.76430993392,-6.59894,0.005,1.0,1.0,2.99179,2,0.005,2.1793e-19,,200.000000102,500.0,2612.00932925,39.1779,500
45.5,100,1082.34659442,1.0,0.5,1.0,1.39340899176,1.39340899176,0.00333333,1.39340899176,-5.37181,0.00333333,1.0,1.0,2.45899,2,0.00333333,5.43914e-20,,299.999969474,500.0,1082.34659442,37.162,500
66.54,100,1695.76872777,1.0,0.5,1.0,-0.733927109791,-0.733927109791,0.0025,-0.733927109791,-5.12091,0.0025,1.0,1.0,1.66076,2,0.0025,5.4346e-20,,400.0,500.0,1695.76872777,38.1756,500
37.1,100,560.261654049,1.09316,0.5,0.129431,-5.96882696822,-5.96882696822,0.0833286,-5.96882696822,70.3105,0.002,15024.0,625965.0,76.6525,1,1.72299e-08,0.000162974,9.19665e+09,12.0013548777,457.388175661,560.261654049,0.0250253,500
30.26,100,349.638013932,1.0,0.5,1.0,3.22370049889,3.22370049889,0.01,3.22370049889,-0.634589,0.01,1.0,1.0,3.2237,2,0.01,3.50449e-18,,100.0,500.0,349.638013932,18.6049,500
30.02,100,186.070706489,1.0,0.5,1.0,5.02017357884,5.02017357884,0.005,5.02017357884,1.39371,0.005,1.0,1.0,4.12194,2,0.005,2.1793e-19,,200.000000102,500.0,186.070706489,16.309,500
62.54,100,1402.83862404,1.0,0.5,1.0,4.2573402184,4.2573402184,0.00333333,4.2573402184,-1.21752,0.00333333,1.0,1.0,4.16707,2,0.00333333,5.43914e-20,,299.999969474,500.0,1402.83862404,25.3034,500
35.72,100,263.592789724,1.0,0.5,1.0,-2.57686418057,-2.57686418057,0.0025,-2.57686418057,-2.18211,0.0025,1.0,1.0,2.48109,2,0.0025,5.4346e-20,,400.0,500.0,263.592789724,23.5364,500
40.14,100,880.705133249,1.10376,0.5,0.0168352,-2.90524382585,-2.90524382585,0.099986,-2.90524382585,55.6162,0.002,6109.45,305430.0,59.9981,1,5.51121e-09,0.000196337,1.83208e+09,10.0028083369,452.995754634,880.705133249,0.0496073,500
32.4,100,468.117936046,1.0,0.5,1.0,9.81082628196,9.81082628196,0.01,9.81082628196,5.43513,0.01,1.0,1.0,9.81083,2,0.01,3.50449e-18,,100.0,500.0,468.117936046,21.5276,500
35.56,100,257.943732989,1.0,0.5,1.0,1.74213861214,1.74213861214,0.005,1.74213861214,2.6824,0.005,1.0,1.0,5.77648,2,0.005,2.1793e-19,,200.000000102,500.0,257.943732989,19.3824,500
43.2,100,56.4873847709,1.0,0.5,1.0,-2.96837742237,-2.96837742237,0.00333333,-2.96837742237,0.335219,0.00333333,1.0,1.0,2.86153,2,0.00333333,5.43914e-20,,299.999969474,500.0,56.4873847709,16.9141,500
46.1,100,815.934412339,1.0,0.5,1.0,-4.28561551427,-4.28561551427,0.0025,-4.28561551427,-1.34955,0.0025,1.0,1.0,1.07474,2,0.0025,5.4346e-20,,400.0,500.0,815.934412339,20.6418,500
48.7,100,200.479455282,1.07684,0.5,0.195477,-5.02604982022,-5.02604982022,0.0833129,-5.02604982022,45.2295,0.002,3168.62,131994.0,47.4796,1,1.23383e-07,0.000162911,4.08914e+08,12.0058843557,464.319767153,200.479455282,0.0680781,500
36.94,100,353.50283853,1.0,0.5,1.0,6.37992577581,6.37992577581,0.01,6.37992577581,1.82887,0.01,1.0,1.0,6.37993,2,0.01,3.50449e-18,,100.0,500.0,353.50283853,18.7074,500
45.42,100,694.621501478,1.0,0.5,1.0,1.68651018018,1.68651018018,0.005,1.68651018018,0.0841751,0.005,1.0,1.0,4.03322,2,0.005,2.1793e-19,,200.000000102,500.0,694.621501478,22.8982,500
