Delta,AvgDiscRet,AvgVanillaIw,AvgEpLen,AvgRet,ESSClassic,MaxVanillaIw,VanillaAvgRet,MinVanillaIw,AvgNormIw,VarVanillaIw,BatchSize,Bound,VarDiscRet,VarNormIw,EpsThisIter,J,IterType,eRenyi2,MaxNormIw,VarRet,ESSRenyi,MinNormIw,VarJ
1.0,-76.4157004825,1.0,466.36,-76.4157004825,100.0,1.0,-76.4157004825,1.0,0.01,,500,-76.4157,1178.75605492,3.50449e-18,100,-76.4157,2,1.0,0.01,1178.75605492,500.0,0.01,34.1609
1.0,-74.5890732765,1.0,476.5,-74.5890732765,200.000000102,1.0,-74.5890732765,1.0,0.005,,500,-75.5024,1277.36716542,2.1793e-19,100,-75.5024,2,1.0,0.005,1277.36716542,500.0,0.005,34.88
1.0,-75.3247326111,1.0,463.07,-75.3247326111,299.999969474,1.0,-75.3247326111,1.0,0.00333333,,500,-75.4432,1066.49441199,5.43914e-20,100,-75.4432,2,1.0,0.00333333,1066.49441199,500.0,0.00333333,34.1032
1.0,-74.2845106889,1.0,460.2,-74.2845106889,400.0,1.0,-74.2845106889,1.0,0.0025,,500,-75.1535,1325.20826763,5.4346e-20,100,-75.1535,2,1.0,0.0025,1325.20826763,500.0,0.0025,34.6484
1.0,-70.7895940158,1.0,464.91,-70.7895940158,500.000006643,1.0,-70.7895940158,1.0,0.002,,500,-74.2807,1284.6997219,5.43187e-20,100,-74.2807,1,1.0,0.002,1284.6997219,500.0,0.002,34.8974
1.0,-76.1839107145,1.0,468.99,-76.1839107145,100.0,1.0,-76.1839107145,1.0,0.01,,500,-76.1839,1152.9046286,3.50449e-18,100,-76.1839,2,1.0,0.01,1152.9046286,500.0,0.01,33.7842
1.0,-76.4236463669,1.0,467.08,-76.4236463669,200.000000102,1.0,-76.4236463669,1.0,0.005,,500,-76.3038,1316.4602826,2.1793e-19,100,-76.3038,2,1.0,0.005,1316.4602826,500.0,0.005,34.9621
1.0,-73.381631615,1.0,464.2,-73.381631615,299.999969474,1.0,-73.381631615,1.0,0.00333333,,500,-75.3297,1269.74821616,5.43914e-20,100,-75.3297,2,1.0,0.00333333,1269.74821616,500.0,0.00333333,35.1542
1.0,-77.0228521985,1.0,470.13,-77.0228521985,400.0,1.0,-77.0228521985,1.0,0.0025,,500,-75.753,1243.68122424,5.4346e-20,100,-75.753,2,1.0,0.0025,1243.68122424,500.0,0.0025,35.1455
1.0,-75.5188604426,1.0,468.86,-75.5188604426,500.000006643,1.0,-75.5188604426,1.0,0.002,,500,-75.7062,1197.26091625,5.43187e-20,100,-75.7062,1,1.0,0.002,1197.26091625,500.0,0.002,35.0033
1.0,-71.9698985504,1.0,471.87,-71.9698985504,100.0,1.0,-71.9698985504,1.0,0.01,,500,-71.9699,1359.06188727,3.50449e-18,100,-71.9699,2,1.0,0.01,1359.06188727,500.0,0.01,36.6807
1.0,-74.707642806,1.0,471.57,-74.707642806,200.000000102,1.0,-74.707642806,1.0,0.005,,500,-73.3388,1131.74826116,2.1793e-19,100,-73.3388,2,1.0,0.005,1131.74826116,500.0,0.005,35.1401
1.0,-75.2053377625,1.0,482.4,-75.2053377625,299.999969474,1.0,-75.2053377625,1.0,0.00333333,,500,-73.961,1364.82810116,5.43914e-20,100,-73.961,2,1.0,0.00333333,1364.82810116,500.0,0.00333333,35.6985
1.0,-85.2178522029,1.0,462.04,-85.2178522029,400.0,1.0,-85.2178522029,1.0,0.0025,,500,-76.7752,1308.33259246,5.4346e-20,100,-76.7752,2,1.0,0.0025,1308.33259246,500.0,0.0025,36.1021
1.0,-75.6068228956,1.0,454.65,-75.6068228956,499.999969872,1.00014,-75.6068228956,0.999863,0.002,4.95652e-10,500,-76.5415,1363.23433762,1.98315e-15,100,-76.5415,1,1.00001,0.00200029,1363.23433762,499.996185332,0.00199973,36.2329
1.0,-79.8675998815,1.0,456.03,-79.8675998815,100.0,1.0,-79.8675998815,1.0,0.01,,500,-79.8676,1228.31018624,3.50449e-18,100,-79.8676,2,1.0,0.01,1228.31018624,500.0,0.01,34.8716
1.0,-76.611313226,1.0,459.08,-76.611313226,200.000000102,1.0,-76.611313226,1.0,0.005,,500,-78.2395,1622.43686546,2.1793e-19,100,-78.2395,2,1.0,0.005,1622.43686546,500.0,0.005,37.6001
1.0,-78.2095994916,1.0,467.67,-78.2095994916,299.999969474,1.0,-78.2095994916,1.0,0.00333333,,500,-78.2295,1653.25185396,5.43914e-20,100,-78.2295,2,1.0,0.00333333,1653.25185396,500.0,0.00333333,38.5757
1.0,-77.468713152,1.0,464.51,-77.468713152,400.0,1.0,-77.468713152,1.0,0.0025,,500,-78.0393,1416.36949339,5.4346e-20,100,-78.0393,2,1.0,0.0025,1416.36949339,500.0,0.0025,38.2979
1.0,-82.9631442244,1.0,446.05,-82.9631442244,499.999506605,1.00004,-82.9631442244,0.999979,0.002,4.71493e-11,500,-79.024,1285.26113873,1.88778e-16,100,-79.024,1,1.0,0.00200008,1285.26113873,500.0,0.00199996,37.8384
1.0,-67.3133004457,1.0,468.3,-67.3133004457,100.0,1.0,-67.3133004457,1.0,0.01,,500,-67.3133,1039.49683194,3.50449e-18,100,-67.3133,2,1.0,0.01,1039.49683194,500.0,0.01,32.0796
1.0,-81.6167767777,1.0,452.34,-81.6167767777,200.000000102,1.0,-81.6167767777,1.0,0.005,,500,-74.465,1937.64332951,2.1793e-19,100,-74.465,2,1.0,0.005,1937.64332951,500.0,0.005,39.0491
1.0,-70.7056984481,1.0,455.7,-70.7056984481,299.999969474,1.0,-70.7056984481,1.0,0.00333333,,500,-73.2119,1342.38632395,5.43914e-20,100,-73.2119,2,1.0,0.00333333,1342.38632395,500.0,0.00333333,38.245
1.0,-71.2059731481,1.0,493.8,-71.2059731481,400.0,1.0,-71.2059731481,1.0,0.0025,,500,-72.7104,934.138735136,5.4346e-20,100,-72.7104,2,1.0,0.0025,934.138735136,500.0,0.0025,36.455
1.0,-74.295645094,1.0,468.38,-74.295645094,499.999860308,1.00007,-74.295645094,0.999952,0.002,1.20414e-10,500,-73.0274,1125.51157828,4.81615e-16,100,-73.0274,1,1.0,0.00200014,1125.51157828,500.0,0.0019999,35.8668
1.0,-66.4090950349,1.0,478.35,-66.4090950349,100.0,1.0,-66.4090950349,1.0,0.01,,500,-66.4091,1181.01482956,3.50449e-18,100,-66.4091,2,1.0,0.01,1181.01482956,500.0,0.01,34.1936
1.0,-77.664020842,1.0,458.78,-77.664020842,200.000000102,1.0,-77.664020842,1.0,0.005,,500,-72.0366,1258.93910118,2.1793e-19,100,-72.0366,2,1.0,0.005,1258.93910118,500.0,0.005,35.2058
1.0,-79.5058962104,1.0,465.49,-79.5058962104,299.999969474,1.0,-79.5058962104,1.0,0.00333333,,500,-74.5263,1182.17776124,5.43914e-20,100,-74.5263,2,1.0,0.00333333,1182.17776124,500.0,0.00333333,35.0544
1.0,-72.9221894731,1.0,466.29,-72.9221894731,400.0,1.0,-72.9221894731,1.0,0.0025,,500,-74.1253,1227.47541183,5.4346e-20,100,-74.1253,2,1.0,0.0025,1227.47541183,500.0,0.0025,35.0128
1.0,-76.559593059,1.0,462.12,-76.559593059,500.000006643,1.0,-76.559593059,1.0,0.002,,500,-74.6122,1026.6755302,5.43187e-20,100,-74.6122,1,1.0,0.002,1026.6755302,500.0,0.002,34.423
1.0,-82.1284247716,1.0,460.48,-82.1284247716,100.0,1.0,-82.1284247716,1.0,0.01,,500,-82.1284,1284.62832627,3.50449e-18,100,-82.1284,2,1.0,0.01,1284.62832627,500.0,0.01,35.6621
1.0,-77.0132226374,1.0,459.24,-77.0132226374,200.000000102,1.0,-77.0132226374,1.0,0.005,,500,-79.5708,1333.31497598,2.1793e-19,100,-79.5708,2,1.0,0.005,1333.31497598,500.0,0.005,36.0891
1.0,-74.5645746784,1.0,457.36,-74.5645746784,299.999969474,1.0,-74.5645746784,1.0,0.00333333,,500,-77.9021,1518.82543067,5.43914e-20,100,-77.9021,2,1.0,0.00333333,1518.82543067,500.0,0.00333333,37.0819
1.0,-74.3669237427,1.0,455.07,-74.3669237427,400.0,1.0,-74.3669237427,1.0,0.0025,,500,-77.0183,1126.5190127,5.4346e-20,100,-77.0183,2,1.0,0.0025,1126.5190127,500.0,0.0025,36.2278
1.0,-78.9735026714,1.0,460.84,-78.9735026714,500.000006643,1.0,-78.9735026714,1.0,0.002,,500,-77.4093,1516.56632319,5.43187e-20,100,-77.4093,1,1.0,0.002,1516.56632319,500.0,0.002,36.754
1.0,-73.8453166587,1.0,467.3,-73.8453166587,100.0,1.0,-73.8453166587,1.0,0.01,,500,-73.8453,1488.85094691,3.50449e-18,100,-73.8453,2,1.0,0.01,1488.85094691,500.0,0.01,38.3922
1.0,-73.2778267723,1.0,465.57,-73.2778267723,200.000000102,1.0,-73.2778267723,1.0,0.005,,500,-73.5616,1051.52299036,2.1793e-19,100,-73.5616,2,1.0,0.005,1051.52299036,500.0,0.005,35.4622
1.0,-75.9817323887,1.0,453.32,-75.9817323887,299.999969474,1.0,-75.9817323887,1.0,0.00333333,,500,-74.3683,1263.18811941,5.43914e-20,100,-74.3683,2,1.0,0.00333333,1263.18811941,500.0,0.00333333,35.4476
1.0,-80.3322928474,1.0,464.97,-80.3322928474,400.0,1.0,-80.3322928474,1.0,0.0025,,500,-75.8593,1377.03268611,5.4346e-20,100,-75.8593,2,1.0,0.0025,1377.03268611,500.0,0.0025,35.9149
1.0,-77.0342974596,1.0,464.74,-77.0342974596,500.000006643,1.0,-77.0342974596,1.0,0.002,,500,-76.0943,1384.49816501,5.43187e-20,100,-76.0943,1,1.0,0.002,1384.49816501,500.0,0.002,36.1422
1.0,-65.6775421244,1.0,481.55,-65.6775421244,100.0,1.0,-65.6775421244,1.0,0.01,,500,-65.6775,1140.57775141,3.50449e-18,100,-65.6775,2,1.0,0.01,1140.57775141,500.0,0.01,33.6032
1.0,-74.8486491587,1.0,468.67,-74.8486491587,200.000000102,1.0,-74.8486491587,1.0,0.005,,500,-70.2631,1570.48674529,2.1793e-19,100,-70.2631,2,1.0,0.005,1570.48674529,500.0,0.005,36.9189
1.0,-72.1965123926,1.0,464.26,-72.1965123926,299.999969474,1.0,-72.1965123926,1.0,0.00333333,,500,-70.9076,1513.9739621,5.43914e-20,100,-70.9076,2,1.0,0.00333333,1513.9739621,500.0,0.00333333,37.5381
1.0,-70.3041133726,1.0,478.1,-70.3041133726,400.0,1.0,-70.3041133726,1.0,0.0025,,500,-70.7567,919.94116634,5.4346e-20,100,-70.7567,2,1.0,0.0025,919.94116634,500.0,0.0025,35.8411
1.0,-77.8571133828,1.0,473.2,-77.8571133828,499.999958114,1.00003,-77.8571133828,0.999989,0.002,1.3239e-11,500,-72.1768,1578.98275407,5.30602e-17,100,-72.1768,1,1.0,0.00200005,1578.98275407,500.0,0.00199998,36.7202
1.0,-73.2487601412,1.0,473.78,-73.2487601412,100.0,1.0,-73.2487601412,1.0,0.01,,500,-73.2488,950.375150834,3.50449e-18,100,-73.2488,2,1.0,0.01,950.375150834,500.0,0.01,30.6736
1.0,-73.8487923929,1.0,482.38,-73.8487923929,200.000000102,1.0,-73.8487923929,1.0,0.005,,500,-73.5488,1042.27814489,2.1793e-19,100,-73.5488,2,1.0,0.005,1042.27814489,500.0,0.005,31.4079
1.0,-68.8196226004,1.0,484.79,-68.8196226004,299.999969474,1.0,-68.8196226004,1.0,0.00333333,,500,-71.9724,845.750182986,5.43914e-20,100,-71.9724,2,1.0,0.00333333,845.750182986,500.0,0.00333333,30.6872
1.0,-72.2665352248,1.0,476.71,-72.2665352248,400.0,1.0,-72.2665352248,1.0,0.0025,,500,-72.0459,1026.35937223,5.4346e-20,100,-72.0459,2,1.0,0.0025,1026.35937223,500.0,0.0025,30.989
1.0,-73.1552263475,1.0,471.83,-73.1552263475,500.000006643,1.0,-73.1552263475,1.0,0.002,,500,-72.2678,1028.08577789,5.43187e-20,100,-72.2678,1,1.0,0.002,1028.08577789,500.0,0.002,31.1771
1.0,-74.2000530677,1.0,471.39,-74.2000530677,100.0,1.0,-74.2000530677,1.0,0.01,,500,-74.2001,1063.60928163,3.50449e-18,100,-74.2001,2,1.0,0.01,1063.60928163,500.0,0.01,32.4495
1.0,-72.0290978439,1.0,474.28,-72.0290978439,200.000000102,1.0,-72.0290978439,1.0,0.005,,500,-73.1146,1376.05947385,2.1793e-19,100,-73.1146,2,1.0,0.005,1376.05947385,500.0,0.005,34.768
1.0,-75.9040071487,1.0,467.72,-75.9040071487,299.999969474,1.0,-75.9040071487,1.0,0.00333333,,500,-74.0444,1380.06770815,5.43914e-20,100,-74.0444,2,1.0,0.00333333,1380.06770815,500.0,0.00333333,35.5391
1.0,-72.5532530699,1.0,470.05,-72.5532530699,400.0,1.0,-72.5532530699,1.0,0.0025,,500,-73.6716,1176.94344663,5.4346e-20,100,-73.6716,2,1.0,0.0025,1176.94344663,500.0,0.0025,35.1992
1.0,-75.171399448,1.0,472.08,-75.171399448,500.000006643,1.0,-75.171399448,1.0,0.002,,500,-73.9716,1055.10195728,5.43187e-20,100,-73.9716,1,1.0,0.002,1055.10195728,500.0,0.002,34.6476
1.0,-78.9702261147,1.0,456.03,-78.9702261147,100.0,1.0,-78.9702261147,1.0,0.01,,500,-78.9702,1061.39409535,3.50449e-18,100,-78.9702,2,1.0,0.01,1061.39409535,500.0,0.01,32.4157
1.0,-72.81435687,1.0,450.89,-72.81435687,200.000000102,1.0,-72.81435687,1.0,0.005,,500,-75.8923,1545.16124673,2.1793e-19,100,-75.8923,2,1.0,0.005,1545.16124673,500.0,0.005,36.0516
1.0,-75.4846144186,1.0,461.44,-75.4846144186,299.999969474,1.0,-75.4846144186,1.0,0.00333333,,500,-75.7564,1179.49736618,5.43914e-20,100,-75.7564,2,1.0,0.00333333,1179.49736618,500.0,0.00333333,35.4366
1.0,-75.4027236262,1.0,481.97,-75.4027236262,400.0,1.0,-75.4027236262,1.0,0.0025,,500,-75.668,1333.43122326,5.4346e-20,100,-75.668,2,1.0,0.0025,1333.43122326,500.0,0.0025,35.6632
1.0,-73.6310633263,1.0,475.49,-73.6310633263,500.000006643,1.0,-73.6310633263,1.0,0.002,,500,-75.2606,1486.02065621,5.43187e-20,100,-75.2606,1,1.0,0.002,1486.02065621,500.0,0.002,36.2268
1.0,-77.5749659218,1.0,463.25,-77.5749659218,100.0,1.0,-77.5749659218,1.0,0.01,,500,-77.575,1242.75084239,3.50449e-18,100,-77.575,2,1.0,0.01,1242.75084239,500.0,0.01,35.076
1.0,-77.9882416728,1.0,433.49,-77.9882416728,200.000000102,1.0,-77.9882416728,1.0,0.005,,500,-77.7816,1843.1976663,2.1793e-19,100,-77.7816,2,1.0,0.005,1843.1976663,500.0,0.005,39.0844
1.0,-71.0865372808,1.0,484.36,-71.0865372808,299.999969474,1.0,-71.0865372808,1.0,0.00333333,,500,-75.5499,1077.44803049,5.43914e-20,100,-75.5499,2,1.0,0.00333333,1077.44803049,500.0,0.00333333,37.2009
1.0,-77.2435367615,1.0,470.91,-77.2435367615,400.0,1.0,-77.2435367615,1.0,0.0025,,500,-75.9733,1609.56864468,5.4346e-20,100,-75.9733,2,1.0,0.0025,1609.56864468,500.0,0.0025,37.9057
1.0,-76.9819562573,1.0,471.86,-76.9819562573,500.000006643,1.0,-76.9819562573,1.0,0.002,,500,-76.175,1067.59084701,5.43187e-20,100,-76.175,1,1.0,0.002,1067.59084701,500.0,0.002,36.892
1.0,-74.7257303182,1.0,479.46,-74.7257303182,100.0,1.0,-74.7257303182,1.0,0.01,,500,-74.7257,1334.8720883,3.50449e-18,100,-74.7257,2,1.0,0.01,1334.8720883,500.0,0.01,36.3528
1.0,-76.0436708492,1.0,470.09,-76.0436708492,200.000000102,1.0,-76.0436708492,1.0,0.005,,500,-75.3847,1394.6887251,2.1793e-19,100,-75.3847,2,1.0,0.005,1394.6887251,500.0,0.005,36.7637
1.0,-77.9325848016,1.0,454.53,-77.9325848016,299.999969474,1.0,-77.9325848016,1.0,0.00333333,,500,-76.234,1249.97805237,5.43914e-20,100,-76.234,2,1.0,0.00333333,1249.97805237,500.0,0.00333333,36.2627
1.0,-75.4488184704,1.0,477.12,-75.4488184704,400.0,1.0,-75.4488184704,1.0,0.0025,,500,-76.0377,1081.1597036,5.4346e-20,100,-76.0377,2,1.0,0.0025,1081.1597036,500.0,0.0025,35.411
1.0,-74.0319222065,1.0,465.9,-74.0319222065,500.000006643,1.0,-74.0319222065,1.0,0.002,,500,-75.6365,1488.2825532,5.43187e-20,100,-75.6365,1,1.0,0.002,1488.2825532,500.0,0.002,36.0343
1.0,-80.0619951529,1.0,448.41,-80.0619951529,100.0,1.0,-80.0619951529,1.0,0.01,,500,-80.062,1358.48307266,3.50449e-18,100,-80.062,2,1.0,0.01,1358.48307266,500.0,0.01,36.6729
1.0,-77.933159151,1.0,465.1,-77.933159151,200.000000102,1.0,-77.933159151,1.0,0.005,,500,-78.9976,1520.7116711,2.1793e-19,100,-78.9976,2,1.0,0.005,1520.7116711,500.0,0.005,37.7668
1.0,-77.052511692,1.0,475.96,-77.052511692,299.999969474,1.0,-77.052511692,1.0,0.00333333,,500,-78.3492,1269.88878903,5.43914e-20,100,-78.3492,2,1.0,0.00333333,1269.88878903,500.0,0.00333333,37.0242
1.0,-74.9471473677,1.0,461.48,-74.9471473677,400.0,1.0,-74.9471473677,1.0,0.0025,,500,-77.4987,1421.33593961,5.4346e-20,100,-77.4987,2,1.0,0.0025,1421.33593961,500.0,0.0025,37.1759
1.0,-73.0720095841,1.0,459.09,-73.0720095841,499.999969872,1.00001,-73.0720095841,0.999991,0.002,3.94521e-12,500,-76.6134,1723.49949046,1.59154e-17,100,-76.6134,1,1.00001,0.00200002,1723.49949046,499.996185332,0.00199998,38.0792
1.0,-73.4275809654,1.0,478.07,-73.4275809654,100.0,1.0,-73.4275809654,1.0,0.01,,500,-73.4276,1573.91024064,3.50449e-18,100,-73.4276,2,1.0,0.01,1573.91024064,500.0,0.01,39.4737
1.0,-80.5758681641,1.0,446.58,-80.5758681641,200.000000102,1.0,-80.5758681641,1.0,0.005,,500,-77.0017,1381.96098355,2.1793e-19,100,-77.0017,2,1.0,0.005,1381.96098355,500.0,0.005,38.4178
1.0,-70.3523761957,1.0,483.45,-70.3523761957,299.999969474,1.0,-70.3523761957,1.0,0.00333333,,500,-74.7853,1120.29481255,5.43914e-20,100,-74.7853,2,1.0,0.00333333,1120.29481255,500.0,0.00333333,36.9253
1.0,-77.6819151719,1.0,462.89,-77.6819151719,400.0,1.0,-77.6819151719,1.0,0.0025,,500,-75.5094,1186.68510329,5.4346e-20,100,-75.5094,2,1.0,0.0025,1186.68510329,500.0,0.0025,36.3027
1.0,-76.2666176913,1.0,475.39,-76.2666176913,500.000006643,1.0,-76.2666176913,1.0,0.002,,500,-75.6609,1153.89960235,5.43187e-20,100,-75.6609,1,1.0,0.002,1153.89960235,500.0,0.002,35.8172
1.0,-72.852503829,1.0,475.53,-72.852503829,100.0,1.0,-72.852503829,1.0,0.01,,500,-72.8525,1048.91011579,3.50449e-18,100,-72.8525,2,1.0,0.01,1048.91011579,500.0,0.01,32.2245
1.0,-73.177081409,1.0,479.41,-73.177081409,200.000000102,1.0,-73.177081409,1.0,0.005,,500,-73.0148,896.682219412,2.1793e-19,100,-73.0148,2,1.0,0.005,896.682219412,500.0,0.005,31.0338
1.0,-71.0776506813,1.0,470.12,-71.0776506813,299.999969474,1.0,-71.0776506813,1.0,0.00333333,,500,-72.3691,1389.52924899,5.43914e-20,100,-72.3691,2,1.0,0.00333333,1389.52924899,500.0,0.00333333,33.188
1.0,-76.5685393332,1.0,474.89,-76.5685393332,400.0,1.0,-76.5685393332,1.0,0.0025,,500,-73.4189,1672.80080486,5.4346e-20,100,-73.4189,2,1.0,0.0025,1672.80080486,500.0,0.0025,35.262
1.0,-74.6191911863,1.0,477.04,-74.6191911863,500.000239026,1.00001,-74.6191911863,0.999984,0.002,1.5044e-11,500,-73.659,1062.02524422,6.01955e-17,100,-73.659,1,1.0,0.00200003,1062.02524422,500.0,0.00199997,34.7165
1.0,-73.9736396297,1.0,474.13,-73.9736396297,100.0,1.0,-73.9736396297,1.0,0.01,,500,-73.9736,1751.62480054,3.50449e-18,100,-73.9736,2,1.0,0.01,1751.62480054,500.0,0.01,41.6426
1.0,-82.7573797404,1.0,460.35,-82.7573797404,200.000000102,1.0,-82.7573797404,1.0,0.005,,500,-78.3655,1429.86861862,2.1793e-19,100,-78.3655,2,1.0,0.005,1429.86861862,500.0,0.005,39.9265
1.0,-70.4396440148,1.0,475.39,-70.4396440148,299.999969474,1.0,-70.4396440148,1.0,0.00333333,,500,-75.7236,1107.04492712,5.43914e-20,100,-75.7236,2,1.0,0.00333333,1107.04492712,500.0,0.00333333,37.9742
1.0,-76.3672217466,1.0,458.23,-76.3672217466,400.0,1.0,-76.3672217466,1.0,0.0025,,500,-75.8845,1173.81630418,5.4346e-20,100,-75.8845,2,1.0,0.0025,1173.81630418,500.0,0.0025,37.0422
1.0,-78.7098190925,1.0,472.46,-78.7098190925,499.99968896,1.00002,-78.7098190925,0.999967,0.002,1.5121e-11,500,-76.4495,1159.28752253,6.04667e-17,100,-76.4495,1,1.00001,0.00200004,1159.28752253,499.996185332,0.00199993,36.4488
1.0,-72.4345844475,1.0,474.46,-72.4345844475,100.0,1.0,-72.4345844475,1.0,0.01,,500,-72.4346,1008.83154677,3.50449e-18,100,-72.4346,2,1.0,0.01,1008.83154677,500.0,0.01,31.6029
1.0,-76.1871942771,1.0,460.52,-76.1871942771,200.000000102,1.0,-76.1871942771,1.0,0.005,,500,-74.3109,1432.4280856,2.1793e-19,100,-74.3109,2,1.0,0.005,1432.4280856,500.0,0.005,34.813
1.0,-73.4444779742,1.0,467.87,-73.4444779742,299.999969474,1.0,-73.4444779742,1.0,0.00333333,,500,-74.0221,1463.59822903,5.43914e-20,100,-74.0221,2,1.0,0.00333333,1463.59822903,500.0,0.00333333,35.9321
1.0,-74.1274073314,1.0,462.57,-74.1274073314,400.0,1.0,-74.1274073314,1.0,0.0025,,500,-74.0484,1328.08378343,5.4346e-20,100,-74.0484,2,1.0,0.0025,1328.08378343,500.0,0.0025,36.0144
1.0,-76.9786325767,1.0,469.04,-76.9786325767,500.000006643,1.0,-76.9786325767,1.0,0.002,,500,-74.6345,1146.75309828,5.43187e-20,100,-74.6345,1,1.0,0.002,1146.75309828,500.0,0.002,35.5818
1.0,-79.2689932983,1.0,464.42,-79.2689932983,100.0,1.0,-79.2689932983,1.0,0.01,,500,-79.269,1349.72886778,3.50449e-18,100,-79.269,2,1.0,0.01,1349.72886778,500.0,0.01,36.5545
1.0,-83.4653505704,1.0,470.0,-83.4653505704,200.000000102,1.0,-83.4653505704,1.0,0.005,,500,-81.3672,1198.74847852,2.1793e-19,100,-81.3672,2,1.0,0.005,1198.74847852,500.0,0.005,35.5795
1.0,-76.3532181642,1.0,471.86,-76.3532181642,299.999969474,1.0,-76.3532181642,1.0,0.00333333,,500,-79.6959,1380.78936354,5.43914e-20,100,-79.6959,2,1.0,0.00333333,1380.78936354,500.0,0.00333333,36.1273
1.0,-76.8142671296,1.0,474.63,-76.8142671296,400.0,1.0,-76.8142671296,1.0,0.0025,,500,-78.9755,1383.76866935,5.4346e-20,100,-78.9755,2,1.0,0.0025,1383.76866935,500.0,0.0025,36.372
1.0,-71.6722267024,1.0,469.65,-71.6722267024,500.000006643,1.0,-71.6722267024,1.0,0.002,,500,-77.5148,1021.48569481,5.43187e-20,100,-77.5148,1,1.0,0.002,1021.48569481,500.0,0.002,35.6248
1.0,-73.1691521027,1.0,478.85,-73.1691521027,100.0,1.0,-73.1691521027,1.0,0.01,,500,-73.1692,1367.72821528,3.50449e-18,100,-73.1692,2,1.0,0.01,1367.72821528,500.0,0.01,36.7974
1.0,-73.2761031673,1.0,479.8,-73.2761031673,200.000000102,1.0,-73.2761031673,1.0,0.005,,500,-73.2226,1064.45884265,2.1793e-19,100,-73.2226,2,1.0,0.005,1064.45884265,500.0,0.005,34.6978
1.0,-75.6107434802,1.0,479.52,-75.6107434802,299.999969474,1.0,-75.6107434802,1.0,0.00333333,,500,-74.0187,1204.51014171,5.43914e-20,100,-74.0187,2,1.0,0.00333333,1204.51014171,500.0,0.00333333,34.6609
1.0,-78.7394132679,1.0,466.95,-78.7394132679,400.0,1.0,-78.7394132679,1.0,0.0025,,500,-75.1989,1656.08047419,5.4346e-20,100,-75.1989,2,1.0,0.0025,1656.08047419,500.0,0.0025,36.2642
1.0,-74.9109004785,1.0,459.45,-74.9109004785,500.000006643,1.0,-74.9109004785,1.0,0.002,,500,-75.1413,1532.55364003,5.43187e-20,100,-75.1413,1,1.0,0.002,1532.55364003,500.0,0.002,36.8176
1.0,-71.6367791979,1.0,479.16,-71.6367791979,100.0,1.0,-71.6367791979,1.0,0.01,,500,-71.6368,1192.59920009,3.50449e-18,100,-71.6368,2,1.0,0.01,1192.59920009,500.0,0.01,34.3609
1.0,-67.9466266252,1.0,481.53,-67.9466266252,200.000000102,1.0,-67.9466266252,1.0,0.005,,500,-69.7917,769.952252796,2.1793e-19,100,-69.7917,2,1.0,0.005,769.952252796,500.0,0.005,31.2229
1.0,-76.8596720569,1.0,449.73,-76.8596720569,299.999969474,1.0,-76.8596720569,1.0,0.00333333,,500,-72.1477,1197.6967685,5.43914e-20,100,-72.1477,2,1.0,0.00333333,1197.6967685,500.0,0.00333333,32.5
1.0,-72.0705531088,1.0,479.52,-72.0705531088,400.0,1.0,-72.0705531088,1.0,0.0025,,500,-72.1284,1263.93845242,5.4346e-20,100,-72.1284,2,1.0,0.0025,1263.93845242,500.0,0.0025,33.2418
1.0,-71.3809742766,1.0,465.93,-71.3809742766,499.999860308,1.00001,-71.3809742766,0.999991,0.002,3.54221e-12,500,-71.9789,1666.34845007,1.41599e-17,100,-71.9789,1,1.0,0.00200002,1666.34845007,500.0,0.00199998,34.8431
1.0,-73.5223973842,1.0,475.62,-73.5223973842,100.0,1.0,-73.5223973842,1.0,0.01,,500,-73.5224,1157.43246735,3.50449e-18,100,-73.5224,2,1.0,0.01,1157.43246735,500.0,0.01,33.8505
1.0,-77.281330948,1.0,463.81,-77.281330948,200.000000102,1.0,-77.281330948,1.0,0.005,,500,-75.4019,920.739067837,2.1793e-19,100,-75.4019,2,1.0,0.005,920.739067837,500.0,0.005,32.1283
1.0,-76.4384556211,1.0,463.04,-76.4384556211,299.999969474,1.0,-76.4384556211,1.0,0.00333333,,500,-75.7474,1191.0210065,5.43914e-20,100,-75.7474,2,1.0,0.00333333,1191.0210065,500.0,0.00333333,32.8851
1.0,-80.0203361248,1.0,466.91,-80.0203361248,400.0,1.0,-80.0203361248,1.0,0.0025,,500,-76.8156,1628.65031349,5.4346e-20,100,-76.8156,2,1.0,0.0025,1628.65031349,500.0,0.0025,34.8939
1.0,-70.1676894102,1.0,466.71,-70.1676894102,500.000006643,1.0,-70.1676894102,1.0,0.002,,500,-75.4861,1347.9345251,5.43187e-20,100,-75.4861,1,1.0,0.002,1347.9345251,500.0,0.002,35.3275
1.0,-71.6714880761,1.0,481.65,-71.6714880761,100.0,1.0,-71.6714880761,1.0,0.01,,500,-71.6715,1300.77328736,3.50449e-18,100,-71.6715,2,1.0,0.01,1300.77328736,500.0,0.01,35.8855
1.0,-74.243765308,1.0,469.94,-74.243765308,200.000000102,1.0,-74.243765308,1.0,0.005,,500,-72.9576,1481.18038452,2.1793e-19,100,-72.9576,2,1.0,0.005,1481.18038452,500.0,0.005,37.1311
1.0,-80.2040816361,1.0,455.91,-80.2040816361,299.999969474,1.0,-80.2040816361,1.0,0.00333333,,500,-75.3731,1471.20427835,5.43914e-20,100,-75.3731,2,1.0,0.00333333,1471.20427835,500.0,0.00333333,37.6339
