LearnableVariance,Iteration,OptimizationReturnMax,InitialReturnStd,MinIW,ESSClassic,ESSRenyi,J_sample_variance,MeanEntropy,MaxIWNorm,VarianceInit,InitialReturnMax,Bound,ReturnStepMaxmin,TimestepsSoFar,MeanIWNorm,ReturnMeanIW,MeanIW,OptimizationReturnMin,ReturnStepMax,InitialReturnMean,EmpiricalD2,MinIWNorm,InitialReturnMin,EpLenMean,StdIWNorm,MaxIW,TimeElapsed,EpRewMean,OptimizationReturnMean,EpThisIter,StdIW,EpisodesSoFar,InitialBound,Weights
,179,900.53894,152.13863,0.38585585,91.757126,93.3321,141624.61,0.4189424,0.028137121,-1.0,1206.3765,136.02002,9.359866,748078,0.010463673,510.63797,1.0463672,,9.359866,484.5998,1.0714427,0.0038585584,305.8375,52.2,0.0031361931,2.8137121,1028.3444423675537,484.5998292175113,178.76233,100,0.31361935,17900,122.68692,[ 0.32   0.086 -0.1    0.033 -0.017 -0.025  0.112 -0.703  0.     0.  0.   ]
,180,762.67773,143.91982,0.43515804,90.746704,91.701935,117613.25,0.4189424,0.029131047,-1.0,1001.7064,212.62842,9.359919,753393,0.010476241,526.4425,1.0476241,,9.359919,493.12875,1.0904895,0.0043515805,239.02867,53.15,0.0033453282,2.9131048,1034.6019442081451,493.1287705315268,254.1001,100,0.33453283,18000,192.61685,[ 0.319  0.082 -0.105  0.031 -0.017 -0.028  0.103 -0.719  0.     0.  0.   ]
,181,637.7549,158.14865,0.19270718,70.54894,74.659775,317929.0,0.4189424,0.07047039,-1.0,934.6201,310.97208,9.359882,759090,0.011605855,635.4708,1.1605855,,9.359882,528.7058,1.3394094,0.0019270717,296.8652,56.97,0.0074986364,7.0470395,1040.451016664505,528.7058324714442,231.84062,100,0.74986374,18100,248.3198,[ 0.31   0.088 -0.106  0.025 -0.021 -0.023  0.097 -0.721  0.     0.  0.   ]
,182,739.72437,163.81992,0.2915767,72.57635,75.35505,308205.56,0.4189424,0.043558493,-1.0,1064.3671,272.45462,9.359874,764711,0.011560898,640.29254,1.1560899,,9.359874,521.0937,1.327051,0.002915767,324.64267,56.21,0.0071065165,4.3558493,1047.7300834655762,521.093689194299,196.45102,100,0.7106516,18200,201.7836,[ 0.292  0.098 -0.11   0.017 -0.03  -0.021  0.087 -0.719  0.     0.  0.   ]
,183,683.43835,146.33762,0.09730707,40.513813,63.727722,402526.72,0.4189424,0.13640617,-1.0,988.70233,273.09357,9.359955,770048,0.01212508,644.64813,1.2125081,,9.359955,495.31143,1.5691758,0.0009730707,305.26395,53.37,0.014692344,13.640617,1053.9248669147491,495.3114546810309,190.04752,100,1.4692343,18300,198.70074,[ 0.296  0.099 -0.109  0.017 -0.03  -0.021  0.08  -0.7    0.     0.  0.   ]
,184,573.2459,140.3159,0.2111723,84.854355,83.41177,146824.56,0.4189424,0.023957541,-1.0,870.1795,253.59756,9.359903,775272,0.011156104,539.4332,1.1156104,,9.359903,484.7263,1.1988715,0.002111723,296.9336,52.24,0.0047132354,2.395754,1060.3586039543152,484.72630908757753,187.79274,100,0.47132355,18400,223.67245,[ 0.297  0.103 -0.11   0.013 -0.031 -0.001  0.082 -0.707  0.     0.  0.   ]
,185,683.8847,144.39561,0.5281605,93.172,94.67024,139076.94,0.4189424,0.02812665,-1.0,997.48126,216.89038,9.359976,780652,0.010411893,524.4429,1.0411894,,9.359976,498.92303,1.0562981,0.005281605,313.59656,53.8,0.0028186033,2.812665,1067.209626674652,498.92303550130134,185.32646,100,0.28186032,18500,199.67865,[ 3.091e-01  1.039e-01 -1.102e-01  3.833e-04 -3.820e-02 -4.049e-04  8.035e-02 -7.195e-01  0.000e+00  0.000e+00  0.000e+00]
,186,644.8358,134.37708,0.1800737,68.024574,80.109566,208742.61,0.4189424,0.06503003,-1.0,941.4783,229.93915,9.359924,785955,0.010627011,545.5045,1.0627012,,9.359924,491.88535,1.2482904,0.0018007369,296.64246,53.03,0.007285956,6.5030036,1073.6534757614136,491.8853246791746,195.24287,100,0.72859555,18600,209.44186,[ 3.243e-01  9.893e-02 -1.103e-01 -2.488e-04 -4.051e-02 -3.060e-03  7.181e-02 -7.276e-01  0.000e+00  0.000e+00  0.000e+00]
,187,612.15137,159.83128,0.24899548,80.767265,84.0054,184669.45,0.4189424,0.038041823,-1.0,918.67883,269.59515,9.359928,791571,0.01053388,570.2937,1.0533881,,9.359928,521.0391,1.1903996,0.0024899547,306.52744,56.16,0.005140331,3.8041823,1080.3093574047089,521.0391058659476,214.51166,100,0.5140331,18700,245.43542,[ 0.334  0.115 -0.112  0.002 -0.035 -0.011  0.077 -0.74   0.     0.  0.   ]
,188,718.16113,142.85129,0.31274426,80.126236,80.722565,172141.19,0.4189424,0.033089604,-1.0,995.70667,236.41165,9.359901,796954,0.011262353,568.8837,1.1262354,,9.359901,499.3778,1.238811,0.0031274424,277.54553,53.83,0.005608953,3.3089607,1086.1429002285004,499.377820392012,221.83229,100,0.5608953,18800,200.66583,[ 0.318  0.118 -0.115  0.003 -0.029 -0.007  0.068 -0.742  0.     0.  0.   ]
,189,629.0845,144.0091,0.27222815,88.49382,88.77831,169899.38,0.4189424,0.030332034,-1.0,942.0923,253.33545,9.35998,802385,0.0107931765,553.294,1.0793178,,9.35998,503.70563,1.1264012,0.0027222815,313.00778,54.31,0.0038918736,3.0332036,1093.099949836731,503.705605401955,190.69781,100,0.3891874,18900,221.07791,[ 0.328  0.108 -0.112  0.005 -0.028 -0.016  0.062 -0.724  0.     0.  0.   ]
,190,675.2166,148.9744,0.43724442,93.43933,94.296364,135074.16,0.4189424,0.020808905,-1.0,981.4709,235.22266,9.35994,807874,0.01060857,538.438,1.060857,,9.35994,509.37936,1.0604863,0.004372444,306.25427,54.89,0.0028110351,2.0808907,1099.243494272232,509.37941235011624,203.12512,100,0.28110352,19000,214.93814,[ 0.328  0.103 -0.114  0.006 -0.024 -0.022  0.049 -0.741  0.     0.  0.   ]
,191,754.84534,151.3133,0.6775359,97.35624,97.300964,137935.02,0.4189424,0.017124312,-1.0,1078.5178,233.50046,9.36,813781,0.010199245,561.51263,1.0199246,,9.36,547.6013,1.027739,0.0067753587,323.67245,59.07,0.0016807225,1.7124312,1106.2079243659973,547.6013051522046,223.92886,100,0.16807224,19100,224.04593,[ 0.313  0.115 -0.117  0.006 -0.026 -0.013  0.054 -0.729  0.     0.  0.   ]
,192,860.16956,184.86932,0.4220392,89.422485,89.73059,147794.81,0.4189424,0.021682195,-1.0,1138.4299,219.39664,9.359976,819572,0.010717762,579.9398,1.0717763,,9.359976,536.9241,1.1144471,0.004220392,278.26035,57.91,0.0036861466,2.1682196,1112.8191599845886,536.9241050428806,258.66376,100,0.36861467,19200,195.39517,[ 0.317  0.117 -0.118  0.007 -0.024 -0.02   0.047 -0.729  0.     0.  0.   ]
,193,959.90137,176.4411,0.46197417,93.10365,93.8216,177746.98,0.4189424,0.025050739,-1.0,1266.1147,179.00937,9.359992,825415,0.010250482,571.15094,1.0250481,,9.359992,542.16846,1.0658526,0.004619742,306.21335,58.43,0.002789786,2.505074,1119.415512561798,542.1684300519473,235.9551,100,0.27897865,19300,162.33398,[ 0.317  0.12  -0.119  0.013 -0.015 -0.021  0.046 -0.722  0.     0.  0.   ]
,194,598.56976,157.89275,0.010277661,27.048113,47.88679,1610633.5,0.4189424,0.21333115,-1.0,932.3387,350.10886,9.3599,831178,0.013026194,754.3003,1.3026195,,9.3599,534.714,2.0882585,0.000102776605,333.76892,57.63,0.021392789,21.333115,1126.6645047664642,534.7139686775776,200.94508,100,2.139279,19400,255.01233,[ 0.313  0.122 -0.122  0.012 -0.015 -0.024  0.042 -0.732  0.     0.  0.   ]
,195,525.48975,144.27516,0.093643844,6.7990355,37.34494,7286980.0,0.4189424,0.60550886,-1.0,857.8765,572.39526,9.359952,836976,0.016105322,993.5388,1.6105324,,9.359952,538.07635,2.677739,0.00093643845,332.38678,57.98,0.05962879,60.550888,1134.1318473815918,538.0763144778688,205.68953,100,5.962879,19500,280.7134,[ 2.947e-01  1.258e-01 -1.260e-01 -6.366e-04 -2.795e-02 -1.789e-02  3.852e-02 -7.592e-01  0.000e+00  0.000e+00  0.000e+00]
,196,842.4844,174.46313,0.011654599,3.3374543,9.1435175,45660544.0,0.4189424,1.4263963,-1.0,1157.6013,989.7927,9.359967,842898,0.032871753,2138.2732,3.2871757,,9.359967,549.7327,10.93671,0.00011654598,315.11694,59.22,0.17690673,142.63963,1142.0297939777374,549.7327799679734,234.61581,100,17.690672,19600,202.45242,[ 0.334  0.118 -0.12   0.008 -0.019 -0.032  0.047 -0.754  0.     0.  0.   ]
,197,579.56714,145.7571,0.18740049,41.13176,72.597244,585424.06,0.4189424,0.13693172,-1.0,892.7661,277.907,9.359783,848282,0.011526952,592.24646,1.1526952,,9.359783,499.56696,1.3774627,0.0018740048,313.199,53.84,0.013790066,13.693172,1148.852257013321,499.56693999525686,186.3679,100,1.3790067,19700,231.73715,[ 0.378  0.113 -0.114 -0.005 -0.03  -0.037  0.076 -0.747  0.     0.  0.   ]
,198,557.80725,129.50601,0.039144106,36.368793,60.807102,488236.3,0.4189424,0.13928992,-1.0,854.523,279.13123,9.35993,853430,0.01182987,607.8828,1.182987,,9.35993,477.64703,1.6445447,0.00039144105,296.7158,51.48,0.015647704,13.928991,1155.4807472229004,477.64703067969623,180.93127,100,1.5647703,19800,221.29016,[ 0.411  0.101 -0.11  -0.008 -0.032 -0.056  0.076 -0.746  0.     0.  0.   ]
,199,651.25555,145.79944,0.63470113,96.71912,97.08511,114503.42,0.4189424,0.016310306,-1.0,937.55615,227.37964,9.359936,858812,0.010110991,512.83765,1.0110992,,9.359936,499.2175,1.030024,0.0063470113,286.3006,53.82,0.00186223,1.6310307,1162.0969853401184,499.2175125469397,212.9169,100,0.186223,19900,217.95071,[ 0.38   0.125 -0.113 -0.001 -0.022 -0.042  0.068 -0.738  0.     0.  0.   ]
,200,648.5117,152.12796,0.09298043,10.063609,46.916634,4576792.0,0.4189424,0.42001033,-1.0,964.23413,412.56223,9.359999,864431,0.013741618,834.8809,1.3741618,,9.359999,521.30273,2.1314402,0.0009298043,315.72238,56.19,0.04107984,42.001034,1169.3941535949707,521.3027573022697,205.58038,100,4.107984,20000,232.0325,[ 0.369  0.14  -0.115 -0.001 -0.022 -0.039  0.073 -0.733  0.     0.  0.   ]
,201,604.5045,146.84476,0.039253514,51.390114,60.574154,426624.3,0.4189424,0.075913556,-1.0,916.75366,316.95837,9.359727,869783,0.012795303,670.3288,1.2795303,,9.359727,496.5253,1.6508691,0.00039253512,312.24915,53.52,0.012444372,7.591356,1176.1417772769928,496.52527246423614,184.27611,100,1.2444375,20100,221.49918,[ 0.352  0.144 -0.117  0.001 -0.019 -0.053  0.07  -0.731  0.     0.  0.   ]
,202,534.6816,133.89543,0.44045228,92.166824,93.2134,126147.25,0.4189424,0.02401387,-1.0,832.0607,243.3122,9.359878,874975,0.010307675,501.85776,1.0307677,,9.359878,481.42398,1.0728071,0.0044045225,297.37915,51.92,0.003004988,2.401387,1182.88046002388,481.4239949579699,184.04485,100,0.3004988,20200,231.8058,[ 0.34   0.147 -0.119  0.006 -0.015 -0.062  0.074 -0.741  0.     0.  0.   ]
,203,680.5226,166.16786,0.6197237,93.29142,94.3149,129476.65,0.4189424,0.02030838,-1.0,968.03906,219.99304,9.359974,880366,0.01019913,519.02936,1.0199131,,9.359974,499.93677,1.0602778,0.0061972365,287.51645,53.91,0.0027349999,2.030838,1189.6028554439545,499.9367834826593,212.42033,100,0.27350003,20300,209.52509,[ 0.338  0.151 -0.12   0.008 -0.015 -0.069  0.059 -0.739  0.     0.  0.   ]
,204,640.0692,131.00572,0.36299595,84.90578,88.86639,155575.95,0.4189424,0.04000344,-1.0,945.5183,226.08658,9.359888,885611,0.010689792,526.98676,1.0689794,,9.359888,486.561,1.1252849,0.0036299594,305.4491,52.45,0.0045071915,4.0003443,1195.863358259201,486.5610291021879,181.11191,100,0.45071918,20400,202.90552,[ 0.34   0.149 -0.121  0.009 -0.013 -0.071  0.049 -0.74   0.     0.  0.   ]
,205,693.6822,137.97545,0.07120248,55.396217,77.877594,363843.2,0.4189424,0.10128321,-1.0,996.69165,216.32816,9.359898,890825,0.011062746,555.15344,1.1062745,,9.359898,483.68106,1.2840663,0.0007120248,303.00946,52.14,0.009926785,10.128321,1202.7329988479614,483.6811064348048,180.67165,100,0.9926784,20500,184.67365,[ 0.353  0.144 -0.122  0.015 -0.008 -0.071  0.047 -0.752  0.     0.  0.   ]
,206,565.3996,150.50223,0.23775855,54.813343,59.987286,435388.88,0.4189424,0.065514974,-1.0,880.9374,337.97723,9.359947,896320,0.01235109,679.199,1.2351091,,9.359947,509.96014,1.66702,0.0023775855,315.53778,54.95,0.011214176,6.551498,1209.20450258255,509.96020460686225,194.42242,100,1.1214176,20600,245.67902,[ 0.367  0.151 -0.12   0.012 -0.012 -0.062  0.066 -0.755  0.     0.  0.   ]
,207,619.9598,153.64,0.7936523,98.85575,98.519226,120371.734,0.4189424,0.013182343,-1.0,923.3544,257.95523,9.359814,902043,0.0101394765,537.0355,1.0139476,,9.359814,530.73706,1.0150303,0.007936522,303.3946,57.23,0.0010908777,1.3182343,1216.7522644996643,530.7370549038275,227.34247,100,0.10908777,20700,253.73071,[ 0.343  0.159 -0.126  0.012 -0.01  -0.05   0.049 -0.754  0.     0.  0.   ]
,208,838.92773,162.43542,0.40293634,84.66423,87.20391,172931.73,0.4189424,0.039881803,-1.0,1153.3252,224.80179,9.359905,907799,0.0110523105,595.31616,1.105231,,9.359905,533.94836,1.1467376,0.0040293634,314.3975,57.56,0.0047038766,3.9881804,1223.4106831550598,533.9483896737598,219.5509,100,0.47038764,20800,187.95084,[ 0.344  0.163 -0.129  0.011 -0.011 -0.051  0.051 -0.755  0.     0.  0.   ]
,209,661.7986,141.7042,0.73197114,97.866875,97.681526,105257.49,0.4189424,0.016234543,-1.0,937.4975,244.61292,9.359967,913399,0.0101174405,529.1803,1.0117439,,9.359967,519.4939,1.023735,0.007319711,275.6989,56.0,0.001493687,1.6234543,1230.7494547367096,519.4938817470381,243.79497,100,0.14936872,20900,238.24466,[ 0.346  0.168 -0.128  0.016 -0.006 -0.045  0.052 -0.75   0.     0.  0.   ]
,210,641.15283,159.50856,0.33086038,91.97545,91.2445,139915.08,0.4189424,0.019220708,-1.0,936.8673,280.00595,9.359951,919251,0.010579322,574.24207,1.0579324,,9.359951,542.6585,1.0959564,0.0033086038,295.71448,58.52,0.0031248755,1.9220709,1237.5732395648956,542.658472035911,246.94398,100,0.31248754,21000,261.59827,[ 0.354  0.174 -0.129  0.016 -0.008 -0.045  0.058 -0.748  0.     0.  0.   ]
,211,577.1888,143.46727,0.07963644,76.29837,80.28221,208770.4,0.4189424,0.051000837,-1.0,900.8752,286.48505,9.359973,924749,0.0111247115,588.1162,1.1124711,,9.359973,509.98895,1.245606,0.0007963644,323.6864,54.98,0.0062004053,5.100084,1244.4159610271454,509.98894528449654,186.30254,100,0.6200406,21100,239.72635,[ 0.347  0.185 -0.129  0.015 -0.01  -0.049  0.06  -0.741  0.     0.  0.   ]
,212,607.8855,151.73943,0.2767301,84.63469,83.27953,212553.36,0.4189424,0.03511399,-1.0,932.7163,283.46088,9.359939,930240,0.011210288,590.0817,1.1210288,,9.359939,509.5102,1.2007753,0.002767301,324.83084,54.91,0.004776538,3.5113993,1251.3304688930511,509.5101758496904,184.67934,100,0.47765377,21200,229.69528,[ 0.34   0.189 -0.13   0.018 -0.005 -0.061  0.055 -0.743  0.     0.  0.   ]
,213,549.6749,133.02365,0.41074336,83.54317,88.276306,149987.89,0.4189424,0.041523207,-1.0,856.31335,259.80942,9.359877,935626,0.010430975,533.2304,1.0430975,,9.359877,499.54456,1.1328068,0.0041074334,306.63843,53.86,0.0046295905,4.152321,1257.9166405200958,499.54459195034707,192.90617,100,0.46295905,21300,242.65057,[ 3.353e-01  1.888e-01 -1.338e-01  2.162e-02  5.703e-04 -6.366e-02  4.352e-02 -7.645e-01  0.000e+00  0.000e+00  0.000e+00]
,214,822.55164,151.75266,0.29413274,86.45835,86.1746,166102.0,0.4189424,0.03407681,-1.0,1100.7566,208.43253,9.359768,940963,0.011148878,564.1645,1.1148878,,9.359768,495.07333,1.1604347,0.0029413274,278.20496,53.37,0.004412283,3.407681,1264.5634307861328,495.0732938217297,216.86832,100,0.4412283,21400,164.84631,[ 0.34   0.196 -0.135  0.016 -0.005 -0.059  0.055 -0.771  0.     0.  0.   ]
,215,523.9977,122.95006,0.36842954,70.20836,86.17699,225683.1,0.4189424,0.07626613,-1.0,836.94763,277.96024,9.359818,946305,0.010937448,548.4332,1.0937449,,9.359818,495.65076,1.1604027,0.0036842953,312.94995,53.42,0.007124738,7.626613,1271.1905403137207,495.6507473464399,182.70078,100,0.7124738,21500,244.56645,[ 0.345  0.192 -0.136  0.019 -0.003 -0.066  0.048 -0.791  0.     0.  0.   ]
,216,613.1719,156.59572,0.02897995,36.509315,57.589153,518993.5,0.4189424,0.15390712,-1.0,938.19507,319.92242,9.359931,951948,0.012342285,690.8115,1.2342285,,9.359931,523.67065,1.7364382,0.0002897995,325.0232,56.43,0.016276037,15.390712,1278.6765377521515,523.6706410188195,198.64745,100,1.6276039,21600,242.21216,[ 0.323  0.197 -0.139  0.021 -0.004 -0.068  0.029 -0.8    0.     0.  0.   ]
,217,944.547,176.55853,0.06531348,20.672058,50.506405,2116938.8,0.4189424,0.20034973,-1.0,1258.9668,298.31763,9.359919,957792,0.013584722,829.76746,1.3584721,,9.359919,541.88696,1.9799469,0.0006531348,314.4198,58.44,0.026611663,20.034973,1285.589514017105,541.8869959944707,227.46721,100,2.6611662,21700,164.19702,[ 0.302  0.198 -0.145  0.021 -0.005 -0.063  0.002 -0.814  0.     0.  0.   ]
,218,708.0419,154.13055,0.4097405,88.14675,89.81924,148490.52,0.4189424,0.022876026,-1.0,1014.59766,249.10431,9.3597975,963576,0.01053696,570.27094,1.0536962,,9.3597975,536.58057,1.1133473,0.004097405,306.5558,57.84,0.003863945,2.2876027,1293.8985588550568,536.580551597869,230.02477,100,0.38639453,21800,232.20123,[ 0.312  0.205 -0.142  0.007 -0.019 -0.057  0.017 -0.807  0.     0.  0.   ]
,219,807.04944,148.25323,0.7098893,97.63027,97.62502,116726.99,0.4189424,0.015645409,-1.0,1104.0106,189.95807,9.359898,969145,0.010204625,525.1657,1.0204625,,9.359898,516.618,1.0243275,0.0070988927,296.96115,55.69,0.0015898392,1.5645409,1301.8460178375244,516.6179836921945,219.65683,100,0.15898395,21900,185.41483,[ 0.312  0.213 -0.142  0.006 -0.018 -0.05   0.027 -0.815  0.     0.  0.   ]
,220,718.04504,144.70639,0.44422758,88.92138,90.0298,174398.1,0.4189424,0.024058187,-1.0,1060.2413,204.74182,9.359972,974573,0.0105675645,539.96405,1.0567564,,9.359972,503.7041,1.1107433,0.0044422755,342.1963,54.28,0.0037300496,2.4058187,1309.3314995765686,503.7040948148771,161.50781,100,0.37300494,22000,185.63171,[ 0.314  0.213 -0.143  0.004 -0.02  -0.048  0.033 -0.816  0.     0.  0.   ]
,221,812.8025,168.51309,0.4361076,95.622536,95.81828,126408.48,0.4189424,0.016625142,-1.0,1099.8654,236.6948,9.359974,980537,0.010363808,573.7776,1.0363809,,9.359974,553.6036,1.0436422,0.004361076,287.06287,59.64,0.0022174348,1.6625142,1317.9079835414886,553.6035369802822,266.54065,100,0.22174351,22100,223.64398,[ 0.312  0.212 -0.145  0.004 -0.021 -0.044  0.031 -0.834  0.     0.  0.   ]
,222,619.95245,156.69765,0.13829686,88.43983,86.95355,161905.0,0.4189424,0.02657092,-1.0,907.35864,290.01636,9.359951,986247,0.010726618,581.93146,1.0726616,,9.359951,529.79663,1.1500393,0.0013829685,287.4062,57.1,0.003878116,2.657092,1325.5187573432922,529.7966324690113,242.39044,100,0.3878116,22200,257.58905,[ 0.314  0.221 -0.145  0.004 -0.018 -0.043  0.037 -0.823  0.     0.  0.   ]
,223,885.1281,163.58372,0.46386576,96.32974,94.94777,144666.98,0.4189424,0.016470525,-1.0,1188.0176,191.2544,9.36,991941,0.0103269555,557.01904,1.0326955,,9.36,527.9522,1.0532106,0.0046386574,302.88947,56.94,0.0020157679,1.6470525,1333.7144765853882,527.9521803652395,225.06271,100,0.20157678,22300,171.5469,[ 0.301  0.225 -0.15   0.003 -0.022 -0.037  0.03  -0.838  0.     0.  0.   ]
,224,694.85333,153.9956,0.084578164,20.495197,34.823242,2835143.0,0.4189424,0.20605952,-1.0,961.85785,429.43344,9.359782,998019,0.014237268,918.42065,1.4237268,,9.359782,563.45245,2.8716455,0.00084578164,267.00452,60.78,0.028041245,20.605951,1342.1399548053741,563.4524735735204,296.44794,100,2.8041244,22400,274.8951,[ 2.895e-01  2.292e-01 -1.530e-01  1.843e-04 -2.711e-02 -3.451e-02  2.665e-02 -8.399e-01  0.000e+00  0.000e+00  0.000e+00]
,225,697.01227,154.9302,0.35760492,89.405685,90.92049,153657.38,0.4189424,0.025490575,-1.0,1021.0908,249.61523,9.35993,1003884,0.0103982175,570.87384,1.0398217,,9.35993,543.849,1.0998621,0.003576049,324.07855,58.65,0.0035794203,2.5490575,1350.9105551242828,543.8490481143715,219.7705,100,0.35794201,22500,237.52176,[ 0.298  0.232 -0.151  0.016 -0.012 -0.042  0.018 -0.808  0.     0.  0.   ]
,226,798.6577,182.15146,0.16434467,51.648636,68.949646,483278.88,0.4189424,0.099305615,-1.0,1123.4778,298.3944,9.359999,1009963,0.012207288,704.29504,1.2207289,,9.359999,563.758,1.4503337,0.0016434466,324.82007,60.79,0.011811204,9.930562,1359.1664397716522,563.7579997927662,238.93791,100,1.1811205,22600,226.71469,[ 0.3    0.237 -0.152  0.012 -0.018 -0.037  0.016 -0.814  0.     0.  0.   ]
,227,621.663,155.03284,0.14759511,83.33599,85.32627,181469.67,0.4189424,0.038837098,-1.0,909.32263,296.0518,9.359989,1015720,0.010791422,591.3752,1.0791421,,9.359989,533.842,1.171972,0.001475951,287.6596,57.57,0.004825607,3.8837097,1368.2891566753387,533.8419760159122,246.18236,100,0.48256075,22700,261.0452,[ 0.323  0.229 -0.149  0.006 -0.027 -0.042  0.02  -0.808  0.     0.  0.   ]
,228,754.46893,155.47119,0.4784377,94.36842,93.459076,136768.67,0.4189424,0.019447105,-1.0,1051.1763,248.55716,9.359817,1021540,0.010494744,574.7587,1.0494746,,9.359817,539.5386,1.069987,0.004784377,296.70734,58.2,0.0025637362,1.9447105,1376.9887931346893,539.5385759453252,242.83125,100,0.25637364,22800,224.1857,[ 0.32   0.226 -0.151  0.007 -0.026 -0.054  0.004 -0.805  0.     0.  0.   ]
,229,662.2928,152.76141,0.52482986,92.135056,91.877686,142256.64,0.4189424,0.02125759,-1.0,967.89246,265.70258,9.359938,1027335,0.010601756,568.6333,1.0601758,,9.359938,537.27075,1.0884036,0.0052482984,305.59967,57.95,0.003097516,2.1257591,1385.818602323532,537.2707769443286,231.6711,100,0.30975163,22900,246.90298,[ 0.316  0.234 -0.152  0.005 -0.029 -0.045  0.009 -0.802  0.     0.  0.   ]
,230,631.0039,139.81682,0.19835281,91.22024,91.679794,126513.484,0.4189424,0.022672882,-1.0,907.4187,263.67917,9.3596115,1032958,0.010361136,547.9892,1.0361136,,9.3596115,521.7589,1.0907528,0.001983528,276.4148,56.23,0.0032144238,2.2672882,1393.9184403419495,521.7589061484316,245.3441,100,0.32144237,23000,249.53333,[ 0.316  0.235 -0.152  0.005 -0.029 -0.051  0.014 -0.795  0.     0.  0.   ]
,231,1044.1824,170.42592,0.28779912,89.61516,93.72183,160074.61,0.4189424,0.025023974,-1.0,1376.7721,153.97382,9.35993,1038924,0.0106154345,580.6151,1.0615435,,9.35993,553.2444,1.0669873,0.0028779912,332.58978,59.66,0.0036136585,2.5023975,1402.4571437835693,553.244353195186,220.65457,100,0.36136585,23100,140.2127,[ 0.316  0.238 -0.153  0.007 -0.026 -0.04   0.021 -0.802  0.     0.  0.   ]
