VarRet,MaxNormIw,VarNormIw,ESSClassic,Bound,AvgRet,MaxVanillaIw,MinNormIw,AvgDiscRet,EpsThisIter,eRenyi2,ESSRenyi,VarDiscRet,AvgVanillaIw,IterType,MinVanillaIw,VarVanillaIw,Delta,AvgNormIw,AvgEpLen,VarJ,VanillaAvgRet,BatchSize,J
2583.05915683,0.0025,5.4346e-20,400.0,-63.5098,-66.0023389065,1.0,0.0025,-66.0023389065,100,1.0,500.0,2583.05915683,1.0,2,1.0,,1.0,0.0025,94.88,40.3918,-66.0023389065,500,-63.5098
1334.45025799,0.002,5.43187e-20,500.000006643,-63.5028,-63.4747127174,1.0,0.002,-63.4747127174,100,1.0,500.0,1334.45025799,1.0,1,1.0,,1.0,0.002,92.18,39.6159,-63.4747127174,500,-63.5028
1316.35475373,0.01,3.50449e-18,100.0,-62.73,-62.7299703085,1.0,0.01,-62.7299703085,100,1.0,500.0,1316.35475373,1.0,2,1.0,,1.0,0.01,91.16,36.0997,-62.7299703085,500,-62.73
47.2717314734,0.005,2.1793e-19,200.000000102,-60.8759,-59.0217377762,1.0,0.005,-59.0217377762,100,1.0,500.0,47.2717314734,1.0,2,1.0,,1.0,0.005,86.69,26.0467,-59.0217377762,500,-60.8759
1322.21111342,0.00333333,5.43914e-20,299.999969474,-61.1874,-61.8105201617,1.0,0.00333333,-61.8105201617,100,1.0,500.0,1322.21111342,1.0,2,1.0,,1.0,0.00333333,89.55,29.813,-61.8105201617,500,-61.1874
2572.39210494,0.0025,5.4346e-20,400.0,-62.4328,-66.1688370152,1.0,0.0025,-66.1688370152,100,1.0,500.0,2572.39210494,1.0,2,1.0,,1.0,0.0025,95.13,36.1653,-66.1688370152,500,-62.4328
1335.38728928,0.002,5.43187e-20,500.000006643,-62.4185,-62.3612751675,1.0,0.002,-62.3612751675,100,1.0,500.0,1335.38728928,1.0,1,1.0,,1.0,0.002,90.28,36.2043,-62.3612751675,500,-62.4185
49.6370476684,0.01,3.50449e-18,100.0,-59.1042,-59.1042086171,1.0,0.01,-59.1042086171,100,1.0,500.0,49.6370476684,1.0,2,1.0,,1.0,0.01,86.79,7.01004,-59.1042086171,500,-59.1042
33.5877161287,0.005,2.1793e-19,200.000000102,-59.4738,-59.8434438108,1.0,0.005,-59.8434438108,100,1.0,500.0,33.5877161287,1.0,2,1.0,,1.0,0.005,88.3,6.42906,-59.8434438108,500,-59.4738
31.9854456255,0.00333333,5.43914e-20,299.999969474,-59.3814,-59.1964977723,1.0,0.00333333,-59.1964977723,100,1.0,500.0,31.9854456255,1.0,2,1.0,,1.0,0.00333333,87.19,6.17475,-59.1964977723,500,-59.3814
35.3743674564,0.0025,5.4346e-20,400.0,-59.5491,-60.0520743051,1.0,0.0025,-60.0520743051,100,1.0,500.0,35.3743674564,1.0,2,1.0,,1.0,0.0025,88.33,6.11843,-60.0520743051,500,-59.5491
39.4670200125,0.002,5.43187e-20,500.000006643,-59.5039,-59.3234947637,1.0,0.002,-59.3234947637,100,1.0,500.0,39.4670200125,1.0,1,1.0,,1.0,0.002,87.29,6.14579,-59.3234947637,500,-59.5039
2557.0202773,0.01,3.50449e-18,100.0,-66.9687,-66.9687357904,1.0,0.01,-66.9687357904,100,1.0,500.0,2557.0202773,1.0,2,1.0,,1.0,0.01,96.2,50.3135,-66.9687357904,500,-66.9687
52.5519407785,0.005,2.1793e-19,200.000000102,-63.4135,-59.8581960829,1.0,0.005,-59.8581960829,100,1.0,500.0,52.5519407785,1.0,2,1.0,,1.0,0.005,88.1,36.1162,-59.8581960829,500,-63.4135
60.8762198312,0.00333333,5.43914e-20,299.999969474,-61.9385,-58.9886321181,1.0,0.00333333,-58.9886321181,100,1.0,500.0,60.8762198312,1.0,2,1.0,,1.0,0.00333333,86.7,29.9003,-58.9886321181,500,-61.9385
1316.19238114,0.0025,5.4346e-20,400.0,-61.9442,-61.9612899411,1.0,0.0025,-61.9612899411,100,1.0,500.0,1316.19238114,1.0,2,1.0,,1.0,0.0025,89.97,31.5639,-61.9612899411,500,-61.9442
1327.46043884,0.002,5.43187e-20,500.000006643,-62.0749,-62.5978178754,1.0,0.002,-62.5978178754,100,1.0,500.0,1327.46043884,1.0,1,1.0,,1.0,0.002,91.31,32.5565,-62.5978178754,500,-62.0749
48.5475129391,0.01,3.50449e-18,100.0,-59.4722,-59.4721600826,1.0,0.01,-59.4721600826,100,1.0,500.0,48.5475129391,1.0,2,1.0,,1.0,0.01,87.61,6.93268,-59.4721600826,500,-59.4722
51.7678793359,0.005,2.1793e-19,200.000000102,-59.6106,-59.7491305968,1.0,0.005,-59.7491305968,100,1.0,500.0,51.7678793359,1.0,2,1.0,,1.0,0.005,88.24,7.04807,-59.7491305968,500,-59.6106
1315.33255281,0.00333333,5.43914e-20,299.999969474,-60.7415,-63.0032642026,1.0,0.00333333,-63.0032642026,100,1.0,500.0,1315.33255281,1.0,2,1.0,,1.0,0.00333333,91.55,21.6734,-63.0032642026,500,-60.7415
1339.54602279,0.0025,5.4346e-20,400.0,-61.385,-63.3153344023,1.0,0.0025,-63.3153344023,100,1.0,500.0,1339.54602279,1.0,2,1.0,,1.0,0.0025,92.28,26.174,-63.3153344023,500,-61.385
63.9882329321,0.002,5.43187e-20,500.000006643,-61.1804,-60.3621798393,1.0,0.002,-60.3621798393,100,1.0,500.0,63.9882329321,1.0,1,1.0,,1.0,0.002,89.14,23.6834,-60.3621798393,500,-61.1804
37.0548017132,0.01,3.50449e-18,100.0,-58.9522,-58.9521701254,1.0,0.01,-58.9521701254,100,1.0,500.0,37.0548017132,1.0,2,1.0,,1.0,0.01,86.41,6.05675,-58.9521701254,500,-58.9522
1320.37521191,0.005,2.1793e-19,200.000000102,-60.5322,-62.1121366622,1.0,0.005,-62.1121366622,100,1.0,500.0,1320.37521191,1.0,2,1.0,,1.0,0.005,89.88,25.9697,-62.1121366622,500,-60.5322
41.0320890678,0.00333333,5.43914e-20,299.999969474,-59.9572,-58.8072128601,1.0,0.00333333,-58.8072128601,100,1.0,500.0,41.0320890678,1.0,2,1.0,,1.0,0.00333333,86.24,21.5364,-58.8072128601,500,-59.9572
1320.26010395,0.0025,5.4346e-20,400.0,-60.5617,-62.3753602518,1.0,0.0025,-62.3753602518,100,1.0,500.0,1320.26010395,1.0,2,1.0,,1.0,0.0025,90.49,25.9947,-62.3753602518,500,-60.5617
44.4258951841,0.002,5.43187e-20,500.000006643,-60.41,-59.8028701113,1.0,0.002,-59.8028701113,100,1.0,500.0,44.4258951841,1.0,1,1.0,,1.0,0.002,88.24,23.4407,-59.8028701113,500,-60.41
1322.02498094,0.01,3.50449e-18,100.0,-64.4528,-64.4527887645,1.0,0.01,-64.4527887645,100,1.0,500.0,1322.02498094,1.0,2,1.0,,1.0,0.01,93.77,36.1774,-64.4527887645,500,-64.4528
43.1328442892,0.005,2.1793e-19,200.000000102,-61.7633,-59.0737875798,1.0,0.005,-59.0737875798,100,1.0,500.0,43.1328442892,1.0,2,1.0,,1.0,0.005,86.84,26.134,-59.0737875798,500,-61.7633
49.2029191313,0.00333333,5.43914e-20,299.999969474,-60.8605,-59.0548950894,1.0,0.00333333,-59.0548950894,100,1.0,500.0,49.2029191313,1.0,2,1.0,,1.0,0.00333333,86.57,21.753,-59.0548950894,500,-60.8605
44.1755376135,0.0025,5.4346e-20,400.0,-60.6469,-60.0059218484,1.0,0.0025,-60.0059218484,100,1.0,500.0,44.1755376135,1.0,2,1.0,,1.0,0.0025,88.68,19.1302,-60.0059218484,500,-60.6469
49.1608542531,0.002,5.43187e-20,500.000006643,-60.3823,-59.3242623658,1.0,0.002,-59.3242623658,100,1.0,500.0,49.1608542531,1.0,1,1.0,,1.0,0.002,87.02,17.4007,-59.3242623658,500,-60.3823
1338.74005693,0.01,3.50449e-18,100.0,-61.9243,-61.9243180524,1.0,0.01,-61.9243180524,100,1.0,500.0,1338.74005693,1.0,2,1.0,,1.0,0.01,89.47,36.4054,-61.9243180524,500,-61.9243
1330.32901725,0.005,2.1793e-19,200.000000102,-62.1294,-62.3345468058,1.0,0.005,-62.3345468058,100,1.0,500.0,1330.32901725,1.0,2,1.0,,1.0,0.005,90.11,36.3487,-62.3345468058,500,-62.1294
56.8077699358,0.00333333,5.43914e-20,299.999969474,-61.4169,-59.9919444433,1.0,0.00333333,-59.9919444433,100,1.0,500.0,56.8077699358,1.0,2,1.0,,1.0,0.00333333,88.17,30.0097,-59.9919444433,500,-61.4169
2583.45215616,0.0025,5.4346e-20,400.0,-62.3286,-65.063574442,1.0,0.0025,-65.063574442,100,1.0,500.0,2583.45215616,1.0,2,1.0,,1.0,0.0025,93.04,36.2951,-65.063574442,500,-62.3286
1329.18854083,0.002,5.43187e-20,500.000006643,-62.3016,-62.1934919032,1.0,0.002,-62.1934919032,100,1.0,500.0,1329.18854083,1.0,1,1.0,,1.0,0.002,89.96,36.2912,-62.1934919032,500,-62.3016
59.4933697869,0.01,3.50449e-18,100.0,-60.3598,-60.3598399721,1.0,0.01,-60.3598399721,100,1.0,500.0,59.4933697869,1.0,2,1.0,,1.0,0.01,89.09,7.67453,-60.3598399721,500,-60.3598
1321.70274501,0.005,2.1793e-19,200.000000102,-61.0222,-61.6845405412,1.0,0.005,-61.6845405412,100,1.0,500.0,1321.70274501,1.0,2,1.0,,1.0,0.005,89.53,26.1559,-61.6845405412,500,-61.0222
1333.07024667,0.00333333,5.43914e-20,299.999969474,-61.5954,-62.7418097557,1.0,0.00333333,-62.7418097557,100,1.0,500.0,1333.07024667,1.0,2,1.0,,1.0,0.00333333,90.96,29.9442,-62.7418097557,500,-61.5954
2577.34656017,0.0025,5.4346e-20,400.0,-62.9309,-66.9374995309,1.0,0.0025,-66.9374995309,100,1.0,500.0,2577.34656017,1.0,2,1.0,,1.0,0.0025,96.17,36.2731,-66.9374995309,500,-62.9309
51.2330736179,0.002,5.43187e-20,500.000006643,-62.2417,-59.4849388418,1.0,0.002,-59.4849388418,100,1.0,500.0,51.2330736179,1.0,1,1.0,,1.0,0.002,87.81,32.6287,-59.4849388418,500,-62.2417
3809.67834185,0.01,3.50449e-18,100.0,-69.8242,-69.8241468707,1.0,0.01,-69.8241468707,100,1.0,500.0,3809.67834185,1.0,2,1.0,,1.0,0.01,99.32,61.4132,-69.8241468707,500,-69.8242
2593.12468974,0.005,2.1793e-19,200.000000102,-68.3067,-66.7891746436,1.0,0.005,-66.7891746436,100,1.0,500.0,2593.12468974,1.0,2,1.0,,1.0,0.005,96.05,56.3178,-66.7891746436,500,-68.3067
41.7141195132,0.00333333,5.43914e-20,299.999969474,-65.1732,-58.9061829548,1.0,0.00333333,-58.9061829548,100,1.0,500.0,41.7141195132,1.0,2,1.0,,1.0,0.00333333,86.63,46.345,-58.9061829548,500,-65.1732
44.5972220016,0.0025,5.4346e-20,400.0,-63.7477,-59.4711609811,1.0,0.0025,-59.4711609811,100,1.0,500.0,44.5972220016,1.0,2,1.0,,1.0,0.0025,88.13,40.3489,-59.4711609811,500,-63.7477
47.4687441574,0.002,5.43187e-20,500.000006643,-62.9837,-59.9278157906,1.0,0.002,-59.9278157906,100,1.0,500.0,47.4687441574,1.0,1,1.0,,1.0,0.002,87.96,36.2513,-59.9278157906,500,-62.9837
1323.30305596,0.01,3.50449e-18,100.0,-63.5233,-63.5232627644,1.0,0.01,-63.5232627644,100,1.0,500.0,1323.30305596,1.0,2,1.0,,1.0,0.01,92.39,36.1949,-63.5232627644,500,-63.5233
2576.56619933,0.005,2.1793e-19,200.000000102,-65.508,-67.4927504332,1.0,0.005,-67.4927504332,100,1.0,500.0,2576.56619933,1.0,2,1.0,,1.0,0.005,97.6,43.9815,-67.4927504332,500,-65.508
45.9760188482,0.00333333,5.43914e-20,299.999969474,-63.2372,-58.6956166306,1.0,0.00333333,-58.6956166306,100,1.0,500.0,45.9760188482,1.0,2,1.0,,1.0,0.00333333,86.3,36.2639,-58.6956166306,500,-63.2372
51.48552668,0.0025,5.4346e-20,400.0,-62.174,-58.984436571,1.0,0.0025,-58.984436571,100,1.0,500.0,51.48552668,1.0,2,1.0,,1.0,0.0025,86.9,31.6613,-58.984436571,500,-62.174
52.7361737049,0.002,5.43187e-20,500.000006643,-61.734,-59.9737716679,1.0,0.002,-59.9737716679,100,1.0,500.0,52.7361737049,1.0,1,1.0,,1.0,0.002,88.69,28.516,-59.9737716679,500,-61.734
2592.93647988,0.01,3.50449e-18,100.0,-66.5409,-66.5409112673,1.0,0.01,-66.5409112673,100,1.0,500.0,2592.93647988,1.0,2,1.0,,1.0,0.01,95.38,50.6656,-66.5409112673,500,-66.5409
51.2489791544,0.005,2.1793e-19,200.000000102,-62.9505,-59.3600856824,1.0,0.005,-59.3600856824,100,1.0,500.0,51.2489791544,1.0,2,1.0,,1.0,0.005,87.28,36.3561,-59.3600856824,500,-62.9505
40.1026083726,0.00333333,5.43914e-20,299.999969474,-61.6992,-59.1967204204,1.0,0.00333333,-59.1967204204,100,1.0,500.0,40.1026083726,1.0,2,1.0,,1.0,0.00333333,86.93,29.959,-59.1967204204,500,-61.6992
33.9897894385,0.0025,5.4346e-20,400.0,-61.1478,-59.4934478346,1.0,0.0025,-59.4934478346,100,1.0,500.0,33.9897894385,1.0,2,1.0,,1.0,0.0025,87.36,26.1243,-59.4934478346,500,-61.1478
47.338331497,0.002,5.43187e-20,500.000006643,-61.1543,-61.1801170555,1.0,0.002,-61.1801170555,100,1.0,500.0,47.338331497,1.0,1,1.0,,1.0,0.002,90.11,23.566,-61.1801170555,500,-61.1543
1332.08141278,0.01,3.50449e-18,100.0,-64.4433,-64.4433249031,1.0,0.01,-64.4433249031,100,1.0,500.0,1332.08141278,1.0,2,1.0,,1.0,0.01,93.79,36.3147,-64.4433249031,500,-64.4433
1320.85271108,0.005,2.1793e-19,200.000000102,-63.1757,-61.908068371,1.0,0.005,-61.908068371,100,1.0,500.0,1320.85271108,1.0,2,1.0,,1.0,0.005,90.31,36.2603,-61.908068371,500,-63.1757
46.4491404741,0.00333333,5.43914e-20,299.999969474,-62.318,-60.6024668309,1.0,0.00333333,-60.6024668309,100,1.0,500.0,46.4491404741,1.0,2,1.0,,1.0,0.00333333,89.38,29.8888,-60.6024668309,500,-62.318
41.211794421,0.0025,5.4346e-20,400.0,-61.3683,-58.5193365625,1.0,0.0025,-58.5193365625,100,1.0,500.0,41.211794421,1.0,2,1.0,,1.0,0.0025,86.34,26.1325,-58.5193365625,500,-61.3683
60.2914313197,0.002,5.43187e-20,500.000006643,-60.8229,-58.6411481921,1.0,0.002,-58.6411481921,100,1.0,500.0,60.2914313197,1.0,1,1.0,,1.0,0.002,86.35,23.6528,-58.6411481921,500,-60.8229
1319.14391024,0.01,3.50449e-18,100.0,-63.8715,-63.8715493885,1.0,0.01,-63.8715493885,100,1.0,500.0,1319.14391024,1.0,2,1.0,,1.0,0.01,92.82,36.138,-63.8715493885,500,-63.8715
1325.67501469,0.005,2.1793e-19,200.000000102,-62.9705,-62.0695099783,1.0,0.005,-62.0695099783,100,1.0,500.0,1325.67501469,1.0,2,1.0,,1.0,0.005,90.3,36.1939,-62.0695099783,500,-62.9705
1329.02045927,0.00333333,5.43914e-20,299.999969474,-63.3233,-64.0287497486,1.0,0.00333333,-64.0287497486,100,1.0,500.0,1329.02045927,1.0,2,1.0,,1.0,0.00333333,93.28,36.2237,-64.0287497486,500,-63.3233
2576.6562753,0.0025,5.4346e-20,400.0,-63.9046,-65.6486803421,1.0,0.0025,-65.6486803421,100,1.0,500.0,2576.6562753,1.0,2,1.0,,1.0,0.0025,93.76,40.2847,-65.6486803421,500,-63.9046
2577.53485485,0.002,5.43187e-20,500.000006643,-64.4107,-66.4352445188,1.0,0.002,-66.4352445188,100,1.0,500.0,2577.53485485,1.0,1,1.0,,1.0,0.002,95.54,42.5401,-66.4352445188,500,-64.4107
1317.72409851,0.01,3.50449e-18,100.0,-63.2256,-63.2256326994,1.0,0.01,-63.2256326994,100,1.0,500.0,1317.72409851,1.0,2,1.0,,1.0,0.01,92.19,36.1185,-63.2256326994,500,-63.2256
2586.34722082,0.005,2.1793e-19,200.000000102,-64.7682,-66.3107006194,1.0,0.005,-66.3107006194,100,1.0,500.0,2586.34722082,1.0,2,1.0,,1.0,0.005,95.41,43.9874,-66.3107006194,500,-64.7682
34.4636752466,0.00333333,5.43914e-20,299.999969474,-62.8949,-59.1484559156,1.0,0.00333333,-59.1484559156,100,1.0,500.0,34.4636752466,1.0,2,1.0,,1.0,0.00333333,86.89,36.1707,-59.1484559156,500,-62.8949
45.2025694965,0.0025,5.4346e-20,400.0,-62.1221,-59.8035832819,1.0,0.0025,-59.8035832819,100,1.0,500.0,45.2025694965,1.0,2,1.0,,1.0,0.0025,87.83,31.5313,-59.8035832819,500,-62.1221
41.1648974469,0.002,5.43187e-20,500.000006643,-61.5149,-59.086250183,1.0,0.002,-59.086250183,100,1.0,500.0,41.1648974469,1.0,1,1.0,,1.0,0.002,86.57,28.3725,-59.086250183,500,-61.5149
61.3298249291,0.01,3.50449e-18,100.0,-59.4264,-59.4263962749,1.0,0.01,-59.4263962749,100,1.0,500.0,61.3298249291,1.0,2,1.0,,1.0,0.01,87.24,7.79208,-59.4263962749,500,-59.4264
47.5565592768,0.005,2.1793e-19,200.000000102,-59.3276,-59.2287266664,1.0,0.005,-59.2287266664,100,1.0,500.0,47.5565592768,1.0,2,1.0,,1.0,0.005,87.18,7.34224,-59.2287266664,500,-59.3276
1323.95822446,0.00333333,5.43914e-20,299.999969474,-60.5951,-63.1303049967,1.0,0.00333333,-63.1303049967,100,1.0,500.0,1323.95822446,1.0,2,1.0,,1.0,0.00333333,91.47,21.8188,-63.1303049967,500,-60.5951
2583.0663743,0.0025,5.4346e-20,400.0,-61.93,-65.9344211183,1.0,0.0025,-65.9344211183,100,1.0,500.0,2583.0663743,1.0,2,1.0,,1.0,0.0025,94.58,31.6496,-65.9344211183,500,-61.93
3778.5027715,0.002,5.43187e-20,500.000006643,-63.6877,-70.7187831633,1.0,0.002,-70.7187831633,100,1.0,500.0,3778.5027715,1.0,1,1.0,,1.0,0.002,100.82,39.5204,-70.7187831633,500,-63.6877
2584.33978525,0.01,3.50449e-18,100.0,-66.0238,-66.0238258351,1.0,0.01,-66.0238258351,100,1.0,500.0,2584.33978525,1.0,2,1.0,,1.0,0.01,94.49,50.5816,-66.0238258351,500,-66.0238
1328.96938293,0.005,2.1793e-19,200.000000102,-63.8521,-61.6803435825,1.0,0.005,-61.6803435825,100,1.0,500.0,1328.96938293,1.0,2,1.0,,1.0,0.005,89.37,44.0659,-61.6803435825,500,-63.8521
49.7976472954,0.00333333,5.43914e-20,299.999969474,-62.4702,-59.7063149965,1.0,0.00333333,-59.7063149965,100,1.0,500.0,49.7976472954,1.0,2,1.0,,1.0,0.00333333,87.92,36.26,-59.7063149965,500,-62.4702
56.6077544388,0.0025,5.4346e-20,400.0,-61.5157,-58.6521809165,1.0,0.0025,-58.6521809165,100,1.0,500.0,56.6077544388,1.0,2,1.0,,1.0,0.0025,86.43,31.6676,-58.6521809165,500,-61.5157
47.2252784818,0.002,5.43187e-20,500.000006643,-61.2605,-60.2400725353,1.0,0.002,-60.2400725353,100,1.0,500.0,47.2252784818,1.0,1,1.0,,1.0,0.002,88.65,28.4935,-60.2400725353,500,-61.2605
1325.01472285,0.01,3.50449e-18,100.0,-63.5355,-63.5354977988,1.0,0.01,-63.5354977988,100,1.0,500.0,1325.01472285,1.0,2,1.0,,1.0,0.01,92.3,36.2183,-63.5354977988,500,-63.5355
1329.46622,0.005,2.1793e-19,200.000000102,-63.114,-62.6924270579,1.0,0.005,-62.6924270579,100,1.0,500.0,1329.46622,1.0,2,1.0,,1.0,0.005,91.47,36.2511,-62.6924270579,500,-63.114
51.3781463356,0.00333333,5.43914e-20,299.999969474,-61.7514,-59.0263755701,1.0,0.00333333,-59.0263755701,100,1.0,500.0,51.3781463356,1.0,2,1.0,,1.0,0.00333333,87.22,29.946,-59.0263755701,500,-61.7514
2573.11208154,0.0025,5.4346e-20,400.0,-62.9064,-66.3713300849,1.0,0.0025,-66.3713300849,100,1.0,500.0,2573.11208154,1.0,2,1.0,,1.0,0.0025,95.36,36.2411,-66.3713300849,500,-62.9064
1334.32390747,0.002,5.43187e-20,500.000006643,-62.7877,-62.3127790448,1.0,0.002,-62.3127790448,100,1.0,500.0,1334.32390747,1.0,1,1.0,,1.0,0.002,91.13,36.2628,-62.3127790448,500,-62.7877
1314.88664475,0.01,3.50449e-18,100.0,-62.9861,-62.9861154498,1.0,0.01,-62.9861154498,100,1.0,500.0,1314.88664475,1.0,2,1.0,,1.0,0.01,91.9,36.0796,-62.9861154498,500,-62.9861
2562.85468892,0.005,2.1793e-19,200.000000102,-65.2356,-67.485021874,1.0,0.005,-67.485021874,100,1.0,500.0,2562.85468892,1.0,2,1.0,,1.0,0.005,97.21,43.8696,-67.485021874,500,-65.2356
3788.32389184,0.00333333,5.43914e-20,299.999969474,-66.9629,-70.4175425139,1.0,0.00333333,-70.4175425139,100,1.0,500.0,3788.32389184,1.0,2,1.0,,1.0,0.00333333,100.33,50.3899,-70.4175425139,500,-66.9629
52.5103838312,0.0025,5.4346e-20,400.0,-65.2284,-60.0247747976,1.0,0.0025,-60.0247747976,100,1.0,500.0,52.5103838312,1.0,2,1.0,,1.0,0.0025,88.68,43.8905,-60.0247747976,500,-65.2284
34.4300489526,0.002,5.43187e-20,500.000006643,-63.7286,-57.7292947489,1.0,0.002,-57.7292947489,100,1.0,500.0,34.4300489526,1.0,1,1.0,,1.0,0.002,84.23,39.4578,-57.7292947489,500,-63.7286
3805.51154599,0.01,3.50449e-18,100.0,-69.822,-69.8220085548,1.0,0.01,-69.8220085548,100,1.0,500.0,3805.51154599,1.0,2,1.0,,1.0,0.01,99.16,61.3796,-69.8220085548,500,-69.822
1337.30318075,0.005,2.1793e-19,200.000000102,-66.2681,-62.7140890369,1.0,0.005,-62.7140890369,100,1.0,500.0,1337.30318075,1.0,2,1.0,,1.0,0.005,91.19,50.5799,-62.7140890369,500,-66.2681
53.2662438016,0.00333333,5.43914e-20,299.999969474,-64.2444,-60.1972371162,1.0,0.00333333,-60.1972371162,100,1.0,500.0,53.2662438016,1.0,2,1.0,,1.0,0.00333333,88.99,41.6091,-60.1972371162,500,-64.2444
1336.37066687,0.0025,5.4346e-20,400.0,-63.7573,-62.2957610871,1.0,0.0025,-62.2957610871,100,1.0,500.0,1336.37066687,1.0,2,1.0,,1.0,0.0025,90.1,40.3727,-62.2957610871,500,-63.7573
1338.99490822,0.002,5.43187e-20,500.000006643,-63.5001,-62.4713518202,1.0,0.002,-62.4713518202,100,1.0,500.0,1338.99490822,1.0,1,1.0,,1.0,0.002,90.62,39.615,-62.4713518202,500,-63.5001
42.1623144591,0.01,3.50449e-18,100.0,-58.6605,-58.6604652004,1.0,0.01,-58.6604652004,100,1.0,500.0,42.1623144591,1.0,2,1.0,,1.0,0.01,86.46,6.4607,-58.6604652004,500,-58.6605
2570.33236539,0.005,2.1793e-19,200.000000102,-62.8649,-67.0692684607,1.0,0.005,-67.0692684607,100,1.0,500.0,2570.33236539,1.0,2,1.0,,1.0,0.005,96.33,36.2058,-67.0692684607,500,-62.8649
37.2575541828,0.00333333,5.43914e-20,299.999969474,-61.1989,-57.8670649628,1.0,0.00333333,-57.8670649628,100,1.0,500.0,37.2575541828,1.0,2,1.0,,1.0,0.00333333,84.68,29.8622,-57.8670649628,500,-61.1989
51.478539073,0.0025,5.4346e-20,400.0,-60.9765,-60.3090581653,1.0,0.0025,-60.3090581653,100,1.0,500.0,51.478539073,1.0,2,1.0,,1.0,0.0025,89.14,26.1095,-60.3090581653,500,-60.9765
53.7821103133,0.002,5.43187e-20,500.000006643,-60.593,-59.0590184279,1.0,0.002,-59.0590184279,100,1.0,500.0,53.7821103133,1.0,1,1.0,,1.0,0.002,86.63,23.5924,-59.0590184279,500,-60.593
1320.26715333,0.01,3.50449e-18,100.0,-63.1593,-63.1592945623,1.0,0.01,-63.1592945623,100,1.0,500.0,1320.26715333,1.0,2,1.0,,1.0,0.01,91.6,36.1533,-63.1592945623,500,-63.1593
1327.8943961,0.005,2.1793e-19,200.000000102,-62.9808,-62.8023967238,1.0,0.005,-62.8023967238,100,1.0,500.0,1327.8943961,1.0,2,1.0,,1.0,0.005,91.53,36.206,-62.8023967238,500,-62.9808
41.9237134478,0.00333333,5.43914e-20,299.999969474,-61.6493,-58.9861691533,1.0,0.00333333,-58.9861691533,100,1.0,500.0,41.9237134478,1.0,2,1.0,,1.0,0.00333333,86.76,29.8546,-58.9861691533,500,-61.6493
1313.5232093,0.0025,5.4346e-20,400.0,-61.8869,-62.5996275632,1.0,0.0025,-62.5996275632,100,1.0,500.0,1313.5232093,1.0,2,1.0,,1.0,0.0025,90.44,31.5236,-62.5996275632,500,-61.8869
34.1063277607,0.002,5.43187e-20,500.000006643,-61.5609,-60.2572166209,1.0,0.002,-60.2572166209,100,1.0,500.0,34.1063277607,1.0,1,1.0,,1.0,0.002,88.78,28.3226,-60.2572166209,500,-61.5609
3828.38006008,0.01,3.50449e-18,100.0,-69.1217,-69.1216478871,1.0,0.01,-69.1216478871,100,1.0,500.0,3828.38006008,1.0,2,1.0,,1.0,0.01,98.0,61.5638,-69.1216478871,500,-69.1217
3812.38568393,0.005,2.1793e-19,200.000000102,-69.531,-69.9404196523,1.0,0.005,-69.9404196523,100,1.0,500.0,3812.38568393,1.0,2,1.0,,1.0,0.005,99.82,61.5008,-69.9404196523,500,-69.531
1318.29834385,0.00333333,5.43914e-20,299.999969474,-67.7945,-64.3214377566,1.0,0.00333333,-64.3214377566,100,1.0,500.0,1318.29834385,1.0,2,1.0,,1.0,0.00333333,93.17,54.4301,-64.3214377566,500,-67.7945
45.9144416812,0.0025,5.4346e-20,400.0,-65.4498,-58.4156068501,1.0,0.0025,-58.4156068501,100,1.0,500.0,45.9144416812,1.0,2,1.0,,1.0,0.0025,85.83,47.4324,-58.4156068501,500,-65.4498
41.4968499448,0.002,5.43187e-20,500.000006643,-64.1719,-59.0601727726,1.0,0.002,-59.0601727726,100,1.0,500.0,41.4968499448,1.0,1,1.0,,1.0,0.002,86.92,42.5983,-59.0601727726,500,-64.1719
1325.87467482,0.01,3.50449e-18,100.0,-63.9419,-63.9419276457,1.0,0.01,-63.9419276457,100,1.0,500.0,1325.87467482,1.0,2,1.0,,1.0,0.01,93.13,36.23,-63.9419276457,500,-63.9419
34.8766359905,0.005,2.1793e-19,200.000000102,-61.8932,-59.8444222297,1.0,0.005,-59.8444222297,100,1.0,500.0,34.8766359905,1.0,2,1.0,,1.0,0.005,87.99,26.034,-59.8444222297,500,-61.8932
53.5182521689,0.00333333,5.43914e-20,299.999969474,-61.1198,-59.5730270228,1.0,0.00333333,-59.5730270228,100,1.0,500.0,53.5182521689,1.0,2,1.0,,1.0,0.00333333,87.62,21.6957,-59.5730270228,500,-61.1198
2595.95093387,0.0025,5.4346e-20,400.0,-62.332,-65.9685737479,1.0,0.0025,-65.9685737479,100,1.0,500.0,2595.95093387,1.0,2,1.0,,1.0,0.0025,94.85,31.6217,-65.9685737479,500,-62.332
1332.24004787,0.002,5.43187e-20,500.000006643,-62.6366,-63.855000391,1.0,0.002,-63.855000391,100,1.0,500.0,1332.24004787,1.0,1,1.0,,1.0,0.002,93.16,32.6206,-63.855000391,500,-62.6366
1314.03048132,0.01,3.50449e-18,100.0,-63.3232,-63.3232413259,1.0,0.01,-63.3232413259,100,1.0,500.0,1314.03048132,1.0,2,1.0,,1.0,0.01,92.34,36.0679,-63.3232413259,500,-63.3232
