AvgEpLen,AvgNormIw,VanillaAvgRet,MaxVanillaIw,Delta,VarVanillaIw,BatchSize,EpsThisIter,Bound,AvgDiscRet,VarJ,ESSClassic,VarDiscRet,VarRet,IterType,ESSRenyi,AvgRet,eRenyi2,MinNormIw,J,MinVanillaIw,VarNormIw,AvgVanillaIw,MaxNormIw
87.29,0.002,-59.3285004218,1.0,1.0,,500,100,-64.6661,-59.3285004218,42.522,500.000006643,43.7483901909,43.7483901909,1,500.0,-59.3285004218,1.0,0.002,-64.6661,1.0,5.43187e-20,1.0,0.002
100.26,0.01,-70.5977124894,1.0,1.0,,500,100,-70.5977,-70.5977124894,61.2478,100.0,3789.17937803,3789.17937803,2,500.0,-70.5977124894,1.0,0.01,-70.5977,1.0,3.50449e-18,1.0,0.01
95.5,0.005,-66.5576045156,1.0,1.0,,500,100,-68.5777,-66.5576045156,56.1499,200.000000102,2571.90397828,2571.90397828,2,500.0,-66.5576045156,1.0,0.005,-68.5777,1.0,2.1793e-19,1.0,0.005
98.48,0.00333333,-69.7642654766,1.0,1.0,,500,100,-68.9732,-69.7642654766,57.9679,299.999969474,3812.37842938,3812.37842938,2,500.0,-69.7642654766,1.0,0.00333333,-68.9732,1.0,5.43914e-20,1.0,0.00333333
99.77,0.0025,-70.2861049435,1.0,1.0,,500,100,-69.3014,-70.2861049435,58.8132,400.0,3791.76536463,3791.76536463,2,500.0,-70.2861049435,1.0,0.0025,-69.3014,1.0,5.4346e-20,1.0,0.0025
90.66,0.002,-62.4941090493,1.0,1.0,,500,100,-67.94,-62.4941090493,55.1161,500.000006643,1329.19567514,1329.19567514,1,500.0,-62.4941090493,1.0,0.002,-67.94,1.0,5.43187e-20,1.0,0.002
99.44,0.01,-70.2732732934,1.0,1.0,,500,100,-70.2733,-70.2732732934,61.3542,100.0,3802.36261009,3802.36261009,2,500.0,-70.2732732934,1.0,0.01,-70.2733,1.0,3.50449e-18,1.0,0.01
96.65,0.005,-67.1286533372,1.0,1.0,,500,100,-68.701,-67.1286533372,56.1879,200.000000102,2570.57915573,2570.57915573,2,500.0,-67.1286533372,1.0,0.005,-68.701,1.0,2.1793e-19,1.0,0.005
108.07,0.00333333,-77.4729451738,1.0,1.0,,500,100,-71.625,-77.4729451738,64.4741,299.999969474,6166.9358261,6166.9358261,2,500.0,-77.4729451738,1.0,0.00333333,-71.625,1.0,5.43914e-20,1.0,0.00333333
92.72,0.0025,-63.7859721354,1.0,1.0,,500,100,-69.6652,-63.7859721354,58.7883,400.0,1320.63723799,1320.63723799,2,500.0,-63.7859721354,1.0,0.0025,-69.6652,1.0,5.4346e-20,1.0,0.0025
95.03,0.002,-66.3362163995,1.0,1.0,,500,100,-68.9994,-66.3362163995,57.2356,500.000006643,2572.19271958,2572.19271958,1,500.0,-66.3362163995,1.0,0.002,-68.9994,1.0,5.43187e-20,1.0,0.002
90.46,0.01,-62.2598941451,1.0,1.0,,500,100,-62.2599,-62.2598941451,36.4734,100.0,1343.74663821,1343.74663821,2,500.0,-62.2598941451,1.0,0.01,-62.2599,1.0,3.50449e-18,1.0,0.01
92.45,0.005,-63.6594717598,1.0,1.0,,500,100,-62.9597,-63.6594717598,36.2882,200.000000102,1315.53794663,1315.53794663,2,500.0,-63.6594717598,1.0,0.005,-62.9597,1.0,2.1793e-19,1.0,0.005
94.87,0.00333333,-66.0800419971,1.0,1.0,,500,100,-63.9998,-66.0800419971,41.623,299.999969474,2583.08983583,2583.08983583,2,500.0,-66.0800419971,1.0,0.00333333,-63.9998,1.0,5.43914e-20,1.0,0.00333333
93.22,0.0025,-63.9160126364,1.0,1.0,,500,100,-63.9789,-63.9160126364,40.3088,400.0,1314.91998255,1314.91998255,2,500.0,-63.9160126364,1.0,0.0025,-63.9789,1.0,5.4346e-20,1.0,0.0025
87.53,0.002,-59.4299501355,1.0,1.0,,500,100,-63.0691,-59.4299501355,36.2142,500.000006643,42.0067503737,42.0067503737,1,500.0,-59.4299501355,1.0,0.002,-63.0691,1.0,5.43187e-20,1.0,0.002
92.72,0.01,-63.8929767923,1.0,1.0,,500,100,-63.893,-63.8929767923,36.3152,100.0,1332.11608048,1332.11608048,2,500.0,-63.8929767923,1.0,0.01,-63.893,1.0,3.50449e-18,1.0,0.01
87.68,0.005,-59.8565447049,1.0,1.0,,500,100,-61.8748,-59.8565447049,26.3083,200.000000102,57.888762446,57.888762446,2,500.0,-59.8565447049,1.0,0.005,-61.8748,1.0,2.1793e-19,1.0,0.005
92.6,0.00333333,-63.5925672147,1.0,1.0,,500,100,-62.4474,-63.5925672147,29.9912,299.999969474,1325.45080808,1325.45080808,2,500.0,-63.5925672147,1.0,0.00333333,-62.4474,1.0,5.43914e-20,1.0,0.00333333
99.3,0.0025,-69.9452687408,1.0,1.0,,500,100,-64.3218,-69.9452687408,40.3628,400.0,3814.17572443,3814.17572443,2,500.0,-69.9452687408,1.0,0.0025,-64.3218,1.0,5.4346e-20,1.0,0.0025
86.21,0.002,-59.0086101575,1.0,1.0,,500,100,-63.2592,-59.0086101575,36.2879,500.000006643,45.2982240294,45.2982240294,1,500.0,-59.0086101575,1.0,0.002,-63.2592,1.0,5.43187e-20,1.0,0.002
89.59,0.01,-60.8447662148,1.0,1.0,,500,100,-60.8448,-60.8447662148,6.88465,100.0,47.8771609569,47.8771609569,2,500.0,-60.8447662148,1.0,0.01,-60.8448,1.0,3.50449e-18,1.0,0.01
99.09,0.005,-69.8119586597,1.0,1.0,,500,100,-65.3284,-69.8119586597,43.9555,200.000000102,3814.71293595,3814.71293595,2,500.0,-69.8119586597,1.0,0.005,-65.3284,1.0,2.1793e-19,1.0,0.005
107.76,0.00333333,-77.5875345929,1.0,1.0,,500,100,-69.4147,-77.5875345929,57.9443,299.999969474,6169.9465499,6169.9465499,2,500.0,-77.5875345929,1.0,0.00333333,-69.4147,1.0,5.43914e-20,1.0,0.00333333
91.8,0.0025,-63.3151932962,1.0,1.0,,500,100,-67.8899,-63.3151932962,53.4344,400.0,1333.74803134,1333.74803134,2,500.0,-63.3151932962,1.0,0.0025,-67.8899,1.0,5.4346e-20,1.0,0.0025
102.52,0.002,-71.9365161206,1.0,1.0,,500,100,-68.6992,-71.9365161206,55.0818,500.000006643,3773.7390978,3773.7390978,1,500.0,-71.9365161206,1.0,0.002,-68.6992,1.0,5.43187e-20,1.0,0.002
92.9,0.01,-63.8294556001,1.0,1.0,,500,100,-63.8295,-63.8294556001,36.1053,100.0,1316.75946118,1316.75946118,2,500.0,-63.8294556001,1.0,0.01,-63.8295,1.0,3.50449e-18,1.0,0.01
99.73,0.005,-70.0619005549,1.0,1.0,,500,100,-66.9457,-70.0619005549,50.5286,200.000000102,3821.48007603,3821.48007603,2,500.0,-70.0619005549,1.0,0.005,-66.9457,1.0,2.1793e-19,1.0,0.005
95.43,0.00333333,-66.5707776111,1.0,1.0,,500,100,-66.8207,-66.5707776111,50.5088,299.999969474,2572.76864165,2572.76864165,2,500.0,-66.5707776111,1.0,0.00333333,-66.8207,1.0,5.43914e-20,1.0,0.00333333
95.38,0.0025,-66.4512615593,1.0,1.0,,500,100,-66.7283,-66.4512615593,50.5456,400.0,2591.83809732,2591.83809732,2,500.0,-66.4512615593,1.0,0.0025,-66.7283,1.0,5.4346e-20,1.0,0.0025
88.28,0.002,-60.1057073329,1.0,1.0,,500,100,-65.4038,-60.1057073329,45.3976,500.000006643,50.6779051712,50.6779051712,1,500.0,-60.1057073329,1.0,0.002,-65.4038,1.0,5.43187e-20,1.0,0.002
93.82,0.01,-65.4590439232,1.0,1.0,,500,100,-65.459,-65.4590439232,50.5423,100.0,2580.32809041,2580.32809041,2,500.0,-65.4590439232,1.0,0.01,-65.459,1.0,3.50449e-18,1.0,0.01
87.97,0.005,-59.9556328993,1.0,1.0,,500,100,-62.7073,-59.9556328993,36.0827,200.000000102,34.5937631373,34.5937631373,2,500.0,-59.9556328993,1.0,0.005,-62.7073,1.0,2.1793e-19,1.0,0.005
98.41,0.00333333,-69.4881817754,1.0,1.0,,500,100,-64.9676,-69.4881817754,46.2475,299.999969474,3820.13504905,3820.13504905,2,500.0,-69.4881817754,1.0,0.00333333,-64.9676,1.0,5.43914e-20,1.0,0.00333333
91.87,0.0025,-63.1789880769,1.0,1.0,,500,100,-64.5205,-63.1789880769,43.9767,400.0,1330.21308165,1330.21308165,2,500.0,-63.1789880769,1.0,0.0025,-64.5205,1.0,5.4346e-20,1.0,0.0025
97.06,0.002,-67.3964399488,1.0,1.0,,500,100,-65.0957,-67.3964399488,45.3367,500.000006643,2560.25298627,2560.25298627,1,500.0,-67.3964399488,1.0,0.002,-65.0957,1.0,5.43187e-20,1.0,0.002
104.49,0.01,-74.2052366629,1.0,1.0,,500,100,-74.2052,-74.2052366629,70.2659,100.0,4987.17349551,4987.17349551,2,500.0,-74.2052366629,1.0,0.01,-74.2052,1.0,3.50449e-18,1.0,0.01
94.63,0.005,-66.1916493814,1.0,1.0,,500,100,-70.1984,-66.1916493814,61.3624,200.000000102,2587.16203554,2587.16203554,2,500.0,-66.1916493814,1.0,0.005,-70.1984,1.0,2.1793e-19,1.0,0.005
94.91,0.00333333,-65.9751948933,1.0,1.0,,500,100,-68.7907,-65.9751948933,58.0002,299.999969474,2575.21481047,2575.21481047,2,500.0,-65.9751948933,1.0,0.00333333,-68.7907,1.0,5.43914e-20,1.0,0.00333333
97.03,0.0025,-67.5797390614,1.0,1.0,,500,100,-68.4879,-67.5797390614,56.1924,400.0,2562.82588827,2562.82588827,2,500.0,-67.5797390614,1.0,0.0025,-68.4879,1.0,5.4346e-20,1.0,0.0025
97.66,0.002,-68.9155975989,1.0,1.0,,500,100,-68.5735,-68.9155975989,57.2996,500.000006643,3823.93892228,3823.93892228,1,500.0,-68.9155975989,1.0,0.002,-68.5735,1.0,5.43187e-20,1.0,0.002
85.57,0.01,-58.36915282,1.0,1.0,,500,100,-58.3692,-58.36915282,6.63733,100.0,44.4991624859,44.4991624859,2,500.0,-58.36915282,1.0,0.01,-58.3692,1.0,3.50449e-18,1.0,0.01
89.24,0.005,-60.7752919452,1.0,1.0,,500,100,-59.5722,-60.7752919452,7.10975,200.000000102,54.694976599,54.694976599,2,500.0,-60.7752919452,1.0,0.005,-59.5722,1.0,2.1793e-19,1.0,0.005
95.69,0.00333333,-66.5845188518,1.0,1.0,,500,100,-61.9097,-66.5845188518,29.9152,299.999969474,2576.63851822,2576.63851822,2,500.0,-66.5845188518,1.0,0.00333333,-61.9097,1.0,5.43914e-20,1.0,0.00333333
93.84,0.0025,-64.3606833856,1.0,1.0,,500,100,-62.5224,-64.3606833856,31.5834,400.0,1313.9397347,1313.9397347,2,500.0,-64.3606833856,1.0,0.0025,-62.5224,1.0,5.4346e-20,1.0,0.0025
93.38,0.002,-64.2518986468,1.0,1.0,,500,100,-62.8683,-64.2518986468,32.5251,500.000006643,1310.07462765,1310.07462765,1,500.0,-64.2518986468,1.0,0.002,-62.8683,1.0,5.43187e-20,1.0,0.002
99.03,0.01,-69.579445582,1.0,1.0,,500,100,-69.5794,-69.579445582,61.41,100.0,3809.28058825,3809.28058825,2,500.0,-69.579445582,1.0,0.01,-69.5794,1.0,3.50449e-18,1.0,0.01
90.1,0.005,-60.996282728,1.0,1.0,,500,100,-65.2879,-60.996282728,43.9473,200.000000102,55.2651538141,55.2651538141,2,500.0,-60.996282728,1.0,0.005,-65.2879,1.0,2.1793e-19,1.0,0.005
97.04,0.00333333,-67.5660094656,1.0,1.0,,500,100,-66.0472,-67.5660094656,46.2306,299.999969474,2571.32461155,2571.32461155,2,500.0,-67.5660094656,1.0,0.00333333,-66.0472,1.0,5.43914e-20,1.0,0.00333333
89.08,0.0025,-60.2423567197,1.0,1.0,,500,100,-64.596,-60.2423567197,40.2636,400.0,48.0174641215,48.0174641215,2,500.0,-60.2423567197,1.0,0.0025,-64.596,1.0,5.4346e-20,1.0,0.0025
86.36,0.002,-58.8459969512,1.0,1.0,,500,100,-63.446,-58.8459969512,36.2233,500.000006643,50.0679959616,50.0679959616,1,500.0,-58.8459969512,1.0,0.002,-63.446,1.0,5.43187e-20,1.0,0.002
87.62,0.01,-59.7627576272,1.0,1.0,,500,100,-59.7628,-59.7627576272,6.40597,100.0,41.4509268411,41.4509268411,2,500.0,-59.7627576272,1.0,0.01,-59.7628,1.0,3.50449e-18,1.0,0.01
91.37,0.005,-63.0394568452,1.0,1.0,,500,100,-61.4011,-63.0394568452,26.0656,200.000000102,1325.68085725,1325.68085725,2,500.0,-63.0394568452,1.0,0.005,-61.4011,1.0,2.1793e-19,1.0,0.005
95.9,0.00333333,-66.6915991084,1.0,1.0,,500,100,-63.1646,-66.6915991084,36.2681,299.999969474,2594.59029773,2594.59029773,2,500.0,-66.6915991084,1.0,0.00333333,-63.1646,1.0,5.43914e-20,1.0,0.00333333
90.46,0.0025,-62.3810827401,1.0,1.0,,500,100,-62.9687,-62.3810827401,36.2396,400.0,1319.83819794,1319.83819794,2,500.0,-62.3810827401,1.0,0.0025,-62.9687,1.0,5.4346e-20,1.0,0.0025
96.87,0.002,-67.3963093548,1.0,1.0,,500,100,-63.8542,-67.3963093548,39.4954,500.000006643,2556.07614895,2556.07614895,1,500.0,-67.3963093548,1.0,0.002,-63.8542,1.0,5.43187e-20,1.0,0.002
90.94,0.01,-62.8062765722,1.0,1.0,,500,100,-62.8063,-62.8062765722,36.2816,100.0,1329.64905295,1329.64905295,2,500.0,-62.8062765722,1.0,0.01,-62.8063,1.0,3.50449e-18,1.0,0.01
90.37,0.005,-62.593924761,1.0,1.0,,500,100,-62.7001,-62.593924761,36.3433,200.000000102,1338.67814564,1338.67814564,2,500.0,-62.593924761,1.0,0.005,-62.7001,1.0,2.1793e-19,1.0,0.005
97.21,0.00333333,-67.2302874647,1.0,1.0,,500,100,-64.2102,-67.2302874647,41.6372,299.999969474,2571.34574655,2571.34574655,2,500.0,-67.2302874647,1.0,0.00333333,-64.2102,1.0,5.43914e-20,1.0,0.00333333
92.36,0.0025,-63.6055352247,1.0,1.0,,500,100,-64.059,-63.6055352247,40.3412,400.0,1321.59858938,1321.59858938,2,500.0,-63.6055352247,1.0,0.0025,-64.059,1.0,5.4346e-20,1.0,0.0025
99.15,0.002,-69.7401104191,1.0,1.0,,500,100,-65.1952,-69.7401104191,45.4292,500.000006643,3821.80477759,3821.80477759,1,500.0,-69.7401104191,1.0,0.002,-65.1952,1.0,5.43187e-20,1.0,0.002
90.77,0.01,-62.8313569038,1.0,1.0,,500,100,-62.8314,-62.8313569038,36.2919,100.0,1330.40867516,1330.40867516,2,500.0,-62.8313569038,1.0,0.01,-62.8314,1.0,3.50449e-18,1.0,0.01
94.15,0.005,-65.8229365735,1.0,1.0,,500,100,-64.3271,-65.8229365735,44.0668,200.000000102,2588.07361333,2588.07361333,2,500.0,-65.8229365735,1.0,0.005,-64.3271,1.0,2.1793e-19,1.0,0.005
89.35,0.00333333,-61.7227416317,1.0,1.0,,500,100,-63.459,-61.7227416317,41.6823,299.999969474,1337.33309735,1337.33309735,2,500.0,-61.7227416317,1.0,0.00333333,-63.459,1.0,5.43914e-20,1.0,0.00333333
98.17,0.0025,-68.4136541489,1.0,1.0,,500,100,-64.6977,-68.4136541489,44.0757,400.0,2565.65861314,2565.65861314,2,500.0,-68.4136541489,1.0,0.0025,-64.6977,1.0,5.4346e-20,1.0,0.0025
95.96,0.002,-67.0141416362,1.0,1.0,,500,100,-65.161,-67.0141416362,45.4162,500.000006643,2563.84445087,2563.84445087,1,500.0,-67.0141416362,1.0,0.002,-65.161,1.0,5.43187e-20,1.0,0.002
88.41,0.01,-60.1179040971,1.0,1.0,,500,100,-60.1179,-60.1179040971,8.01256,100.0,64.8496819934,64.8496819934,2,500.0,-60.1179040971,1.0,0.01,-60.1179,1.0,3.50449e-18,1.0,0.01
106.02,0.005,-76.2474809194,1.0,1.0,,500,100,-68.1827,-76.2474809194,56.3938,200.000000102,6228.52994178,6228.52994178,2,500.0,-76.2474809194,1.0,0.005,-68.1827,1.0,2.1793e-19,1.0,0.005
95.83,0.00333333,-66.8142706551,1.0,1.0,,500,100,-67.7265,-66.8142706551,54.5458,299.999969474,2589.86819356,2589.86819356,2,500.0,-66.8142706551,1.0,0.00333333,-67.7265,1.0,5.43914e-20,1.0,0.00333333
88.68,0.0025,-60.1801619738,1.0,1.0,,500,100,-65.84,-60.1801619738,47.5057,400.0,59.3005233861,59.3005233861,2,500.0,-60.1801619738,1.0,0.0025,-65.84,1.0,5.4346e-20,1.0,0.0025
87.08,0.002,-59.3317312048,1.0,1.0,,500,100,-64.5383,-59.3317312048,42.6795,500.000006643,47.1116408302,47.1116408302,1,500.0,-59.3317312048,1.0,0.002,-64.5383,1.0,5.43187e-20,1.0,0.002
98.22,0.01,-69.2219788112,1.0,1.0,,500,100,-69.222,-69.2219788112,61.6127,100.0,3834.4720547,3834.4720547,2,500.0,-69.2219788112,1.0,0.01,-69.222,1.0,3.50449e-18,1.0,0.01
93.39,0.005,-64.0471629377,1.0,1.0,,500,100,-66.6346,-64.0471629377,50.5314,200.000000102,1310.43057356,1310.43057356,2,500.0,-64.0471629377,1.0,0.005,-66.6346,1.0,2.1793e-19,1.0,0.005
87.48,0.00333333,-59.5271491267,1.0,1.0,,500,100,-64.2654,-59.5271491267,41.5793,299.999969474,46.4475805324,46.4475805324,2,500.0,-59.5271491267,1.0,0.00333333,-64.2654,1.0,5.43914e-20,1.0,0.00333333
91.25,0.0025,-63.1561047953,1.0,1.0,,500,100,-63.9881,-63.1561047953,40.3277,400.0,1331.19228851,1331.19228851,2,500.0,-63.1561047953,1.0,0.0025,-63.9881,1.0,5.4346e-20,1.0,0.0025
93.0,0.002,-64.3251866324,1.0,1.0,,500,100,-64.0555,-64.3251866324,39.5574,500.000006643,1331.86783138,1331.86783138,1,500.0,-64.3251866324,1.0,0.002,-64.0555,1.0,5.43187e-20,1.0,0.002
87.78,0.01,-59.6420446125,1.0,1.0,,500,100,-59.642,-59.6420446125,6.67736,100.0,45.0374617672,45.0374617672,2,500.0,-59.6420446125,1.0,0.01,-59.642,1.0,3.50449e-18,1.0,0.01
93.78,0.005,-64.1798813432,1.0,1.0,,500,100,-61.911,-64.1798813432,26.1119,200.000000102,1321.99995462,1321.99995462,2,500.0,-64.1798813432,1.0,0.005,-61.911,1.0,2.1793e-19,1.0,0.005
86.86,0.00333333,-59.1028785697,1.0,1.0,,500,100,-60.9749,-59.1028785697,21.7757,299.999969474,54.170144928,54.170144928,2,500.0,-59.1028785697,1.0,0.00333333,-60.9749,1.0,5.43914e-20,1.0,0.00333333
87.52,0.0025,-59.8117847337,1.0,1.0,,500,100,-60.6841,-59.8117847337,19.2081,400.0,52.7680617309,52.7680617309,2,500.0,-59.8117847337,1.0,0.0025,-60.6841,1.0,5.4346e-20,1.0,0.0025
92.51,0.002,-63.8588296016,1.0,1.0,,500,100,-61.3191,-63.8588296016,23.625,500.000006643,1320.04381121,1320.04381121,1,500.0,-63.8588296016,1.0,0.002,-61.3191,1.0,5.43187e-20,1.0,0.002
85.93,0.01,-58.5969628938,1.0,1.0,,500,100,-58.597,-58.5969628938,6.63244,100.0,44.433620761,44.433620761,2,500.0,-58.5969628938,1.0,0.01,-58.597,1.0,3.50449e-18,1.0,0.01
90.8,0.005,-62.7815485051,1.0,1.0,,500,100,-60.6893,-62.7815485051,26.0912,200.000000102,1321.97230145,1321.97230145,2,500.0,-62.7815485051,1.0,0.005,-60.6893,1.0,2.1793e-19,1.0,0.005
95.26,0.00333333,-66.4814943241,1.0,1.0,,500,100,-62.62,-66.4814943241,36.2788,299.999969474,2590.48959943,2590.48959943,2,500.0,-66.4814943241,1.0,0.00333333,-62.62,1.0,5.43914e-20,1.0,0.00333333
99.94,0.0025,-70.3661334583,1.0,1.0,,500,100,-64.5565,-70.3661334583,44.022,400.0,3796.26614055,3796.26614055,2,500.0,-70.3661334583,1.0,0.0025,-64.5565,1.0,5.4346e-20,1.0,0.0025
91.09,0.002,-62.781774323,1.0,1.0,,500,100,-64.2016,-62.781774323,42.6033,500.000006643,1334.26977102,1334.26977102,1,500.0,-62.781774323,1.0,0.002,-64.2016,1.0,5.43187e-20,1.0,0.002
104.75,0.01,-74.2903577705,1.0,1.0,,500,100,-74.2904,-74.2903577705,70.4051,100.0,5006.94955358,5006.94955358,2,500.0,-74.2903577705,1.0,0.01,-74.2904,1.0,3.50449e-18,1.0,0.01
86.87,0.005,-59.2936432873,1.0,1.0,,500,100,-66.792,-59.2936432873,50.5467,200.000000102,41.0205252164,41.0205252164,2,500.0,-59.2936432873,1.0,0.005,-66.792,1.0,2.1793e-19,1.0,0.005
98.53,0.00333333,-69.6087904622,1.0,1.0,,500,100,-67.7309,-69.6087904622,54.4575,299.999969474,3819.81550178,3819.81550178,2,500.0,-69.6087904622,1.0,0.00333333,-67.7309,1.0,5.43914e-20,1.0,0.00333333
108.43,0.0025,-77.6495496677,1.0,1.0,,500,100,-70.2106,-77.6495496677,61.4011,400.0,6171.45036514,6171.45036514,2,500.0,-77.6495496677,1.0,0.0025,-70.2106,1.0,5.4346e-20,1.0,0.0025
88.63,0.002,-59.9694978756,1.0,1.0,,500,100,-68.1624,-59.9694978756,55.1578,500.000006643,48.1230668073,48.1230668073,1,500.0,-59.9694978756,1.0,0.002,-68.1624,1.0,5.43187e-20,1.0,0.002
89.4,0.01,-61.9151251341,1.0,1.0,,500,100,-61.9151,-61.9151251341,36.3607,100.0,1335.4554815,1335.4554815,2,500.0,-61.9151251341,1.0,0.01,-61.9151,1.0,3.50449e-18,1.0,0.01
87.66,0.005,-59.5764592016,1.0,1.0,,500,100,-60.7458,-59.5764592016,26.1722,200.000000102,45.5863197866,45.5863197866,2,500.0,-59.5764592016,1.0,0.005,-60.7458,1.0,2.1793e-19,1.0,0.005
101.61,0.00333333,-71.2880341825,1.0,1.0,,500,100,-64.2599,-71.2880341825,41.6502,299.999969474,3798.12839681,3798.12839681,2,500.0,-71.2880341825,1.0,0.00333333,-64.2599,1.0,5.43914e-20,1.0,0.00333333
86.71,0.0025,-58.8606249519,1.0,1.0,,500,100,-62.9101,-58.8606249519,36.2973,400.0,44.3415007661,44.3415007661,2,500.0,-58.8606249519,1.0,0.0025,-62.9101,1.0,5.4346e-20,1.0,0.0025
85.47,0.002,-58.5958607884,1.0,1.0,,500,100,-62.0472,-58.5958607884,32.6346,500.000006643,40.640160887,40.640160887,1,500.0,-58.5958607884,1.0,0.002,-62.0472,1.0,5.43187e-20,1.0,0.002
92.25,0.01,-63.5048614816,1.0,1.0,,500,100,-63.5049,-63.5048614816,36.0944,100.0,1315.9642552,1315.9642552,2,500.0,-63.5048614816,1.0,0.01,-63.5049,1.0,3.50449e-18,1.0,0.01
95.01,0.005,-66.3897075012,1.0,1.0,,500,100,-64.9473,-66.3897075012,43.8845,200.000000102,2570.43267323,2570.43267323,2,500.0,-66.3897075012,1.0,0.005,-64.9473,1.0,2.1793e-19,1.0,0.005
92.0,0.00333333,-63.0906905125,1.0,1.0,,500,100,-64.3284,-63.0906905125,41.465,299.999969474,1317.20663288,1317.20663288,2,500.0,-63.0906905125,1.0,0.00333333,-64.3284,1.0,5.43914e-20,1.0,0.00333333
87.2,0.0025,-59.0901793303,1.0,1.0,,500,100,-63.0189,-59.0901793303,36.1741,400.0,56.2141089147,56.2141089147,2,500.0,-59.0901793303,1.0,0.0025,-63.0189,1.0,5.4346e-20,1.0,0.0025
100.21,0.002,-70.3802285935,1.0,1.0,,500,100,-64.4911,-70.3802285935,42.5104,500.000006643,3796.04286329,3796.04286329,1,500.0,-70.3802285935,1.0,0.002,-64.4911,1.0,5.43187e-20,1.0,0.002
90.2,0.01,-62.3251141983,1.0,1.0,,500,100,-62.3251,-62.3251141983,36.2824,100.0,1329.70631045,1329.70631045,2,500.0,-62.3251141983,1.0,0.01,-62.3251,1.0,3.50449e-18,1.0,0.01
93.67,0.005,-64.3022395027,1.0,1.0,,500,100,-63.3137,-64.3022395027,36.2044,200.000000102,1316.31487838,1316.31487838,2,500.0,-64.3022395027,1.0,0.005,-63.3137,1.0,2.1793e-19,1.0,0.005
99.55,0.00333333,-70.112587885,1.0,1.0,,500,100,-65.58,-70.112587885,46.2843,299.999969474,3812.50298089,3812.50298089,2,500.0,-70.112587885,1.0,0.00333333,-65.58,1.0,5.43914e-20,1.0,0.00333333
86.06,0.0025,-58.418502515,1.0,1.0,,500,100,-63.7896,-58.418502515,40.3497,400.0,47.7016653398,47.7016653398,2,500.0,-58.418502515,1.0,0.0025,-63.7896,1.0,5.4346e-20,1.0,0.0025
87.08,0.002,-59.1785696128,1.0,1.0,,500,100,-62.8674,-59.1785696128,36.2872,500.000006643,54.9555588769,54.9555588769,1,500.0,-59.1785696128,1.0,0.002,-62.8674,1.0,5.43187e-20,1.0,0.002
95.07,0.01,-66.2097933419,1.0,1.0,,500,100,-66.2098,-66.2097933419,50.5186,100.0,2577.90824837,2577.90824837,2,500.0,-66.2097933419,1.0,0.01,-66.2098,1.0,3.50449e-18,1.0,0.01
92.82,0.005,-63.7833866252,1.0,1.0,,500,100,-64.9966,-63.7833866252,44.0205,200.000000102,1333.88102865,1333.88102865,2,500.0,-63.7833866252,1.0,0.005,-64.9966,1.0,2.1793e-19,1.0,0.005
91.46,0.00333333,-63.1839047651,1.0,1.0,,500,100,-64.3924,-63.1839047651,41.5543,299.999969474,1315.626501,1315.626501,2,500.0,-63.1839047651,1.0,0.00333333,-64.3924,1.0,5.43914e-20,1.0,0.00333333
96.24,0.0025,-67.0011854267,1.0,1.0,,500,100,-65.0446,-67.0011854267,43.9799,400.0,2577.30323089,2577.30323089,2,500.0,-67.0011854267,1.0,0.0025,-65.0446,1.0,5.4346e-20,1.0,0.0025
90.89,0.002,-62.7340547206,1.0,1.0,,500,100,-64.5825,-62.7340547206,42.5586,500.000006643,1328.26121108,1328.26121108,1,500.0,-62.7340547206,1.0,0.002,-64.5825,1.0,5.43187e-20,1.0,0.002
91.28,0.01,-62.7624122502,1.0,1.0,,500,100,-62.7624,-62.7624122502,36.3731,100.0,1336.36532458,1336.36532458,2,500.0,-62.7624122502,1.0,0.01,-62.7624,1.0,3.50449e-18,1.0,0.01
97.03,0.005,-67.4770391713,1.0,1.0,,500,100,-65.1197,-67.4770391713,44.0286,200.000000102,2568.60158399,2568.60158399,2,500.0,-67.4770391713,1.0,0.005,-65.1197,1.0,2.1793e-19,1.0,0.005
86.97,0.00333333,-59.4152789143,1.0,1.0,,500,100,-63.2182,-59.4152789143,36.3036,299.999969474,55.679592995,55.679592995,2,500.0,-59.4152789143,1.0,0.00333333,-63.2182,1.0,5.43914e-20,1.0,0.00333333
86.18,0.0025,-58.6746683778,1.0,1.0,,500,100,-62.0823,-58.6746683778,31.7066,400.0,52.4367685967,52.4367685967,2,500.0,-58.6746683778,1.0,0.0025,-62.0823,1.0,5.4346e-20,1.0,0.0025
87.39,0.002,-59.459863207,1.0,1.0,,500,100,-61.5579,-59.459863207,28.558,500.000006643,51.5616377099,51.5616377099,1,500.0,-59.459863207,1.0,0.002,-61.5579,1.0,5.43187e-20,1.0,0.002
90.93,0.01,-63.0649186349,1.0,1.0,,500,100,-63.0649,-63.0649186349,36.1012,100.0,1316.46253339,1316.46253339,2,500.0,-63.0649186349,1.0,0.01,-63.0649,1.0,3.50449e-18,1.0,0.01
86.7,0.005,-58.877740666,1.0,1.0,,500,100,-60.9713,-58.877740666,26.2257,200.000000102,64.1487555256,64.1487555256,2,500.0,-58.877740666,1.0,0.005,-60.9713,1.0,2.1793e-19,1.0,0.005
