AvgNormIw,AvgDiscRet,AvgEpLen,AvgVanillaIw,J,ESSRenyi,VarRet,VarNormIw,AvgRet,IterType,MaxNormIw,MaxVanillaIw,BatchSize,MinNormIw,ESSClassic,VanillaAvgRet,VarDiscRet,MinVanillaIw,EpsThisIter,eRenyi2,VarVanillaIw,Delta,VarJ,Bound
0.01,-68.4622917315,98.73,1.0,-68.4623,500.0,2555.57866757,3.50449e-18,-68.4622917315,2,0.01,1.0,500,0.01,100.0,-68.4622917315,2555.57866757,1.0,100,1.0,,1.0,50.2993,-68.4623
0.005,-64.6984525053,94.47,1.0,-66.5804,500.0,1310.33860839,2.1793e-19,-64.6984525053,2,0.005,1.0,500,0.005,200.000000102,-64.6984525053,1310.33860839,1.0,100,1.0,,1.0,43.7855,-66.5804
0.00333333,-62.6127102895,92.49,1.0,-65.2578,500.0,69.3740860163,5.43914e-20,-62.6127102895,2,0.00333333,1.0,500,0.00333333,299.999969474,-62.6127102895,69.3740860163,1.0,100,1.0,,1.0,36.1179,-65.2578
0.0025,-61.5536638051,90.84,1.0,-64.3318,500.0,60.0822945866,5.4346e-20,-61.5536638051,2,0.0025,1.0,500,0.0025,400.0,-61.5536638051,60.0822945866,1.0,100,1.0,,1.0,31.5567,-64.3318
0.002,-65.0906463119,95.15,1.0,-64.4836,500.0,1309.27719469,5.43187e-20,-65.0906463119,1,0.002,1.0,500,0.002,500.000006643,-65.0906463119,1309.27719469,1.0,100,1.0,,1.0,32.496,-64.4836
0.01,-67.860801772,97.69,1.0,-67.8608,500.0,2567.59291879,3.50449e-18,-67.860801772,2,0.01,1.0,500,0.01,100.0,-67.860801772,2567.59291879,1.0,100,1.0,,1.0,50.4174,-67.8608
0.005,-76.3400271474,108.04,1.0,-72.1004,500.0,4938.34381356,2.1793e-19,-76.3400271474,2,0.005,1.0,500,0.005,200.000000102,-76.3400271474,4938.34381356,1.0,100,1.0,,1.0,61.1017,-72.1004
0.00333333,-66.8028092669,98.21,1.0,-70.3345,500.0,1304.35636543,5.43914e-20,-66.8028092669,2,0.00333333,1.0,500,0.00333333,299.999969474,-66.8028092669,1304.35636543,1.0,100,1.0,,1.0,54.089,-70.3345
0.0025,-61.7159593871,91.23,1.0,-68.1799,500.0,51.0081116035,5.4346e-20,-61.7159593871,2,0.0025,1.0,500,0.0025,400.0,-61.7159593871,51.0081116035,1.0,100,1.0,,1.0,47.125,-68.1799
0.002,-62.0189503688,91.28,1.0,-66.9477,500.0,52.0509680306,5.43187e-20,-62.0189503688,1,0.002,1.0,500,0.002,500.000006643,-62.0189503688,52.0509680306,1.0,100,1.0,,1.0,42.3437,-66.9477
0.01,-61.8658825451,91.53,1.0,-61.8659,500.0,67.5409410655,3.50449e-18,-61.8658825451,2,0.01,1.0,500,0.01,100.0,-61.8658825451,67.5409410655,1.0,100,1.0,,1.0,8.17713,-61.8659
0.005,-65.7620839779,95.9,1.0,-63.814,500.0,1324.37944176,2.1793e-19,-65.7620839779,2,0.005,1.0,500,0.005,200.000000102,-65.7620839779,1324.37944176,1.0,100,1.0,,1.0,26.321,-63.814
0.00333333,-64.2519081244,93.62,1.0,-63.96,500.0,1337.34277967,5.43914e-20,-64.2519081244,2,0.00333333,1.0,500,0.00333333,299.999969474,-64.2519081244,1337.34277967,1.0,100,1.0,,1.0,30.0538,-63.96
0.0025,-60.7312131256,89.33,1.0,-63.1528,500.0,57.10383584,5.4346e-20,-60.7312131256,2,0.0025,1.0,500,0.0025,400.0,-60.7312131256,57.10383584,1.0,100,1.0,,1.0,26.3346,-63.1528
0.002,-68.9408438998,99.59,1.0,-64.3104,500.0,2576.47519668,5.43187e-20,-68.9408438998,1,0.002,1.0,500,0.002,500.000006643,-68.9408438998,2576.47519668,1.0,100,1.0,,1.0,32.7156,-64.3104
0.01,-61.6721554132,91.85,1.0,-61.6722,500.0,56.9498328335,3.50449e-18,-61.6721554132,2,0.01,1.0,500,0.01,100.0,-61.6721554132,56.9498328335,1.0,100,1.0,,1.0,7.50868,-61.6722
0.005,-61.0260672808,89.7,1.0,-61.3491,500.0,55.0913304588,2.1793e-19,-61.0260672808,2,0.005,1.0,500,0.005,200.000000102,-61.0260672808,55.0913304588,1.0,100,1.0,,1.0,7.45418,-61.3491
0.00333333,-60.6918814237,89.64,1.0,-61.13,500.0,50.3059079443,5.43914e-20,-60.6918814237,2,0.00333333,1.0,500,0.00333333,299.999969474,-60.6918814237,50.3059079443,1.0,100,1.0,,1.0,7.33076,-61.13
0.0025,-64.6296327747,94.26,1.0,-62.0049,500.0,1333.08614599,5.4346e-20,-64.6296327747,2,0.0025,1.0,500,0.0025,400.0,-64.6296327747,1333.08614599,1.0,100,1.0,,1.0,19.3013,-62.0049
0.002,-65.2150602408,95.34,1.0,-62.647,500.0,1318.98525509,5.43187e-20,-65.2150602408,1,0.002,1.0,500,0.002,500.000006643,-65.2150602408,1318.98525509,1.0,100,1.0,,1.0,23.6821,-62.647
0.01,-64.2067182606,93.18,1.0,-64.2067,500.0,1321.56442792,3.50449e-18,-64.2067182606,2,0.01,1.0,500,0.01,100.0,-64.2067182606,1321.56442792,1.0,100,1.0,,1.0,36.1711,-64.2067
0.005,-68.3919964169,99.01,1.0,-66.2994,500.0,2562.63865706,2.1793e-19,-68.3919964169,2,0.005,1.0,500,0.005,200.000000102,-68.3919964169,2562.63865706,1.0,100,1.0,,1.0,43.8983,-66.2994
0.00333333,-61.1431862684,90.07,1.0,-64.5806,500.0,49.453310388,5.43914e-20,-61.1431862684,2,0.00333333,1.0,500,0.00333333,299.999969474,-61.1431862684,49.453310388,1.0,100,1.0,,1.0,36.1515,-64.5806
0.0025,-65.1841297582,94.56,1.0,-64.7315,500.0,1314.81121532,5.4346e-20,-65.1841297582,2,0.0025,1.0,500,0.0025,400.0,-65.1841297582,1314.81121532,1.0,100,1.0,,1.0,36.1343,-64.7315
0.002,-62.1725316536,91.91,1.0,-64.2197,500.0,69.9850638373,5.43187e-20,-62.1725316536,1,0.002,1.0,500,0.002,500.000006643,-62.1725316536,69.9850638373,1.0,100,1.0,,1.0,32.5492,-64.2197
0.01,-61.591665335,90.96,1.0,-61.5917,500.0,55.2301179993,3.50449e-18,-61.591665335,2,0.01,1.0,500,0.01,100.0,-61.591665335,55.2301179993,1.0,100,1.0,,1.0,7.39444,-61.5917
0.005,-65.682863598,95.87,1.0,-63.6373,500.0,1324.81109533,2.1793e-19,-65.682863598,2,0.005,1.0,500,0.005,200.000000102,-65.682863598,1324.81109533,1.0,100,1.0,,1.0,26.2165,-63.6373
0.00333333,-66.1929029672,96.75,1.0,-64.4892,500.0,1305.03725151,5.43914e-20,-66.1929029672,2,0.00333333,1.0,500,0.00333333,299.999969474,-66.1929029672,1305.03725151,1.0,100,1.0,,1.0,29.8382,-64.4892
0.0025,-70.0583909073,101.33,1.0,-65.8815,500.0,2550.91321328,5.4346e-20,-70.0583909073,2,0.0025,1.0,500,0.0025,400.0,-70.0583909073,2550.91321328,1.0,100,1.0,,1.0,36.1235,-65.8815
0.002,-61.7263703689,91.43,1.0,-65.0504,500.0,55.6186831266,5.43187e-20,-61.7263703689,1,0.002,1.0,500,0.002,500.000006643,-61.7263703689,55.6186831266,1.0,100,1.0,,1.0,32.5223,-65.0504
0.01,-62.786684293,93.33,1.0,-62.7867,500.0,58.7024829129,3.50449e-18,-62.786684293,2,0.01,1.0,500,0.01,100.0,-62.786684293,58.7024829129,1.0,100,1.0,,1.0,7.62335,-62.7867
0.005,-65.0003889568,94.52,1.0,-63.8935,500.0,1322.61245127,2.1793e-19,-65.0003889568,2,0.005,1.0,500,0.005,200.000000102,-65.0003889568,1322.61245127,1.0,100,1.0,,1.0,26.172,-63.8935
0.00333333,-60.5989667617,89.88,1.0,-62.7953,500.0,61.1772977659,5.43914e-20,-60.5989667617,2,0.00333333,1.0,500,0.00333333,299.999969474,-60.5989667617,61.1772977659,1.0,100,1.0,,1.0,21.8918,-62.7953
0.0025,-64.3391085109,94.06,1.0,-63.1813,500.0,1325.2166788,5.4346e-20,-64.3391085109,2,0.0025,1.0,500,0.0025,400.0,-64.3391085109,1325.2166788,1.0,100,1.0,,1.0,26.2274,-63.1813
0.002,-61.9398435159,91.4,1.0,-62.933,500.0,66.4135770071,5.43187e-20,-61.9398435159,1,0.002,1.0,500,0.002,500.000006643,-61.9398435159,66.4135770071,1.0,100,1.0,,1.0,23.7423,-62.933
0.01,-62.9688842638,91.72,1.0,-62.9689,500.0,1339.58914541,3.50449e-18,-62.9688842638,2,0.01,1.0,500,0.01,100.0,-62.9688842638,1339.58914541,1.0,100,1.0,,1.0,36.4169,-62.9689
0.005,-61.7173288184,91.34,1.0,-62.3431,500.0,68.8432776707,2.1793e-19,-61.7173288184,2,0.005,1.0,500,0.005,200.000000102,-61.7173288184,68.8432776707,1.0,100,1.0,,1.0,26.4115,-62.3431
0.00333333,-63.2141994448,93.67,1.0,-62.6335,500.0,68.8194988744,5.43914e-20,-63.2141994448,2,0.00333333,1.0,500,0.00333333,299.999969474,-63.2141994448,68.8194988744,1.0,100,1.0,,1.0,22.089,-62.6335
0.0025,-66.8434369309,98.1,1.0,-63.686,500.0,1310.07701793,5.4346e-20,-66.8434369309,2,0.0025,1.0,500,0.0025,400.0,-66.8434369309,1310.07701793,1.0,100,1.0,,1.0,26.3346,-63.686
0.002,-73.4455473833,105.46,1.0,-65.6379,500.0,3740.32730337,5.43187e-20,-73.4455473833,1,0.002,1.0,500,0.002,500.000006643,-73.4455473833,3740.32730337,1.0,100,1.0,,1.0,36.2027,-65.6379
0.01,-68.4737690146,98.41,1.0,-68.4738,500.0,2556.12212971,3.50449e-18,-68.4737690146,2,0.01,1.0,500,0.01,100.0,-68.4737690146,2556.12212971,1.0,100,1.0,,1.0,50.3047,-68.4738
0.005,-64.0534812553,93.27,1.0,-66.2636,500.0,1314.8230417,2.1793e-19,-64.0534812553,2,0.005,1.0,500,0.005,200.000000102,-64.0534812553,1314.8230417,1.0,100,1.0,,1.0,43.8292,-66.2636
0.00333333,-60.7427372344,89.14,1.0,-64.4233,500.0,71.1417340936,5.43914e-20,-60.7427372344,2,0.00333333,1.0,500,0.00333333,299.999969474,-60.7427372344,71.1417340936,1.0,100,1.0,,1.0,36.2066,-64.4233
0.0025,-60.9453136733,89.96,1.0,-63.5538,500.0,71.1944860179,5.4346e-20,-60.9453136733,2,0.0025,1.0,500,0.0025,400.0,-60.9453136733,71.1944860179,1.0,100,1.0,,1.0,31.6714,-63.5538
0.002,-66.0722570196,96.67,1.0,-64.0575,500.0,1313.99602454,5.43187e-20,-66.0722570196,1,0.002,1.0,500,0.002,500.000006643,-66.0722570196,1313.99602454,1.0,100,1.0,,1.0,32.6136,-64.0575
0.01,-71.3946064475,101.88,1.0,-71.3946,500.0,3795.02977359,3.50449e-18,-71.3946064475,2,0.01,1.0,500,0.01,100.0,-71.3946064475,3795.02977359,1.0,100,1.0,,1.0,61.295,-71.3946
0.005,-68.6210704108,99.01,1.0,-70.0078,500.0,2555.34412068,2.1793e-19,-68.6210704108,2,0.005,1.0,500,0.005,200.000000102,-68.6210704108,2555.34412068,1.0,100,1.0,,1.0,56.0835,-70.0078
0.00333333,-65.7006680252,96.07,1.0,-68.5721,500.0,1314.30410394,5.43914e-20,-65.7006680252,2,0.00333333,1.0,500,0.00333333,299.999969474,-65.7006680252,1314.30410394,1.0,100,1.0,,1.0,50.3463,-68.5721
0.0025,-65.7393113188,95.89,1.0,-67.8639,500.0,1314.73318193,5.4346e-20,-65.7393113188,2,0.0025,1.0,500,0.0025,400.0,-65.7393113188,1314.73318193,1.0,100,1.0,,1.0,47.2013,-67.8639
0.002,-65.7535120541,95.69,1.0,-67.4418,500.0,1294.85324202,5.43187e-20,-65.7535120541,1,0.002,1.0,500,0.002,500.000006643,-65.7535120541,1294.85324202,1.0,100,1.0,,1.0,45.1604,-67.4418
0.01,-62.1013745564,91.81,1.0,-62.1014,500.0,77.1911633885,3.50449e-18,-62.1013745564,2,0.01,1.0,500,0.01,100.0,-62.1013745564,77.1911633885,1.0,100,1.0,,1.0,8.74181,-62.1014
0.005,-62.2716328968,92.04,1.0,-62.1865,500.0,74.3846981544,2.1793e-19,-62.2716328968,2,0.005,1.0,500,0.005,200.000000102,-62.2716328968,74.3846981544,1.0,100,1.0,,1.0,8.66241,-62.1865
0.00333333,-63.4601272681,92.25,1.0,-62.611,500.0,1323.84053697,5.43914e-20,-63.4601272681,2,0.00333333,1.0,500,0.00333333,299.999969474,-63.4601272681,1323.84053697,1.0,100,1.0,,1.0,22.0738,-62.611
0.0025,-65.2187188062,94.92,1.0,-63.263,500.0,1317.21718119,5.4346e-20,-65.2187188062,2,0.0025,1.0,500,0.0025,400.0,-65.2187188062,1317.21718119,1.0,100,1.0,,1.0,26.3197,-63.263
0.002,-68.2245731527,98.72,1.0,-64.2553,500.0,2575.85863664,5.43187e-20,-68.2245731527,1,0.002,1.0,500,0.002,500.000006643,-68.2245731527,2575.85863664,1.0,100,1.0,,1.0,32.6824,-64.2553
0.01,-60.9563343301,90.17,1.0,-60.9563,500.0,55.2876827919,3.50449e-18,-60.9563343301,2,0.01,1.0,500,0.01,100.0,-60.9563343301,55.2876827919,1.0,100,1.0,,1.0,7.3983,-60.9563
0.005,-69.57628783,100.8,1.0,-65.2663,500.0,2556.18193988,2.1793e-19,-69.57628783,2,0.005,1.0,500,0.005,200.000000102,-69.57628783,2556.18193988,1.0,100,1.0,,1.0,36.2112,-65.2663
0.00333333,-71.9974638626,102.35,1.0,-67.51,500.0,3773.60991399,5.43914e-20,-71.9974638626,2,0.00333333,1.0,500,0.00333333,299.999969474,-71.9974638626,3773.60991399,1.0,100,1.0,,1.0,46.1468,-67.51
0.0025,-62.0658209568,91.86,1.0,-66.149,500.0,66.316909758,5.4346e-20,-62.0658209568,2,0.0025,1.0,500,0.0025,400.0,-62.0658209568,66.316909758,1.0,100,1.0,,1.0,40.2383,-66.149
0.002,-69.1824765621,99.74,1.0,-66.7557,500.0,2550.42378262,5.43187e-20,-69.1824765621,1,0.002,1.0,500,0.002,500.000006643,-69.1824765621,2550.42378262,1.0,100,1.0,,1.0,42.447,-66.7557
0.01,-64.6963492991,94.86,1.0,-64.6964,500.0,1317.33621186,3.50449e-18,-64.6963492991,2,0.01,1.0,500,0.01,100.0,-64.6963492991,1317.33621186,1.0,100,1.0,,1.0,36.1132,-64.6964
0.005,-69.5313990045,100.39,1.0,-67.1139,500.0,2539.11028403,2.1793e-19,-69.5313990045,2,0.005,1.0,500,0.005,200.000000102,-69.5313990045,2539.11028403,1.0,100,1.0,,1.0,43.7583,-67.1139
0.00333333,-60.0609284154,88.68,1.0,-64.7629,500.0,56.1159011012,5.43914e-20,-60.0609284154,2,0.00333333,1.0,500,0.00333333,299.999969474,-60.0609284154,56.1159011012,1.0,100,1.0,,1.0,36.1399,-64.7629
0.0025,-60.9690852731,89.87,1.0,-63.8144,500.0,76.609402554,5.4346e-20,-60.9690852731,2,0.0025,1.0,500,0.0025,400.0,-60.9690852731,76.609402554,1.0,100,1.0,,1.0,31.6422,-63.8144
0.002,-71.1227437863,101.6,1.0,-65.2761,500.0,3804.86663716,5.43187e-20,-71.1227437863,1,0.002,1.0,500,0.002,500.000006643,-71.1227437863,3804.86663716,1.0,100,1.0,,1.0,39.5335,-65.2761
0.01,-65.5587193707,95.6,1.0,-65.5587,500.0,1331.57208095,3.50449e-18,-65.5587193707,2,0.01,1.0,500,0.01,100.0,-65.5587193707,1331.57208095,1.0,100,1.0,,1.0,36.3078,-65.5587
0.005,-61.1701636483,90.59,1.0,-63.3644,500.0,57.3729240727,2.1793e-19,-61.1701636483,2,0.005,1.0,500,0.005,200.000000102,-61.1701636483,57.3729240727,1.0,100,1.0,,1.0,26.3124,-63.3644
0.00333333,-65.4131934601,95.48,1.0,-64.0474,500.0,1319.83623707,5.43914e-20,-65.4131934601,2,0.00333333,1.0,500,0.00333333,299.999969474,-65.4131934601,1319.83623707,1.0,100,1.0,,1.0,29.9673,-64.0474
0.0025,-60.7168233643,89.56,1.0,-63.2147,500.0,55.7134795685,5.4346e-20,-60.7168233643,2,0.0025,1.0,500,0.0025,400.0,-60.7168233643,55.7134795685,1.0,100,1.0,,1.0,26.2564,-63.2147
0.002,-65.9996818443,96.2,1.0,-63.7717,500.0,1322.84928245,5.43187e-20,-65.9996818443,1,0.002,1.0,500,0.002,500.000006643,-65.9996818443,1322.84928245,1.0,100,1.0,,1.0,28.5427,-63.7717
0.01,-65.1255804615,95.33,1.0,-65.1256,500.0,1335.55989854,3.50449e-18,-65.1255804615,2,0.01,1.0,500,0.01,100.0,-65.1255804615,1335.55989854,1.0,100,1.0,,1.0,36.3621,-65.1256
0.005,-62.4339139682,91.98,1.0,-63.7797,500.0,64.2981420731,2.1793e-19,-62.4339139682,2,0.005,1.0,500,0.005,200.000000102,-62.4339139682,64.2981420731,1.0,100,1.0,,1.0,26.3579,-63.7797
0.00333333,-62.1449945143,92.08,1.0,-63.2348,500.0,56.5747009452,5.43914e-20,-62.1449945143,2,0.00333333,1.0,500,0.00333333,299.999969474,-62.1449945143,56.5747009452,1.0,100,1.0,,1.0,21.9642,-63.2348
0.0025,-72.3859414063,103.38,1.0,-65.5226,500.0,3785.14349594,5.4346e-20,-72.3859414063,2,0.0025,1.0,500,0.0025,400.0,-72.3859414063,3785.14349594,1.0,100,1.0,,1.0,36.2539,-65.5226
0.002,-60.6223756859,89.24,1.0,-64.5426,500.0,55.0921928023,5.43187e-20,-60.6223756859,1,0.002,1.0,500,0.002,500.000006643,-60.6223756859,55.0921928023,1.0,100,1.0,,1.0,32.6531,-64.5426
0.01,-64.5664197478,93.82,1.0,-64.5664,500.0,1327.98832223,3.50449e-18,-64.5664197478,2,0.01,1.0,500,0.01,100.0,-64.5664197478,1327.98832223,1.0,100,1.0,,1.0,36.2589,-64.5664
0.005,-68.4307842004,98.73,1.0,-66.4986,500.0,2560.78350554,2.1793e-19,-68.4307842004,2,0.005,1.0,500,0.005,200.000000102,-68.4307842004,2560.78350554,1.0,100,1.0,,1.0,43.9167,-66.4986
0.00333333,-65.0724409163,94.84,1.0,-66.0232,500.0,1316.00504842,5.43914e-20,-65.0724409163,2,0.00333333,1.0,500,0.00333333,299.999969474,-65.0724409163,1316.00504842,1.0,100,1.0,,1.0,41.4791,-66.0232
0.0025,-66.0174623942,96.5,1.0,-66.0218,500.0,1314.48656601,5.4346e-20,-66.0174623942,2,0.0025,1.0,500,0.0025,400.0,-66.0174623942,1314.48656601,1.0,100,1.0,,1.0,40.1961,-66.0218
0.002,-62.2556556353,92.37,1.0,-65.2686,500.0,67.8536606875,5.43187e-20,-62.2556556353,1,0.002,1.0,500,0.002,500.000006643,-62.2556556353,67.8536606875,1.0,100,1.0,,1.0,36.1702,-65.2686
0.01,-65.5017362678,95.58,1.0,-65.5017,500.0,1317.26099117,3.50449e-18,-65.5017362678,2,0.01,1.0,500,0.01,100.0,-65.5017362678,1317.26099117,1.0,100,1.0,,1.0,36.1122,-65.5017
0.005,-64.5289984746,94.04,1.0,-65.0154,500.0,1328.96051845,2.1793e-19,-64.5289984746,2,0.005,1.0,500,0.005,200.000000102,-64.5289984746,1328.96051845,1.0,100,1.0,,1.0,36.1955,-65.0154
0.00333333,-65.3133745342,95.64,1.0,-65.1147,500.0,1315.84268872,5.43914e-20,-65.3133745342,2,0.00333333,1.0,500,0.00333333,299.999969474,-65.3133745342,1315.84268872,1.0,100,1.0,,1.0,36.1616,-65.1147
0.0025,-63.0344859995,93.13,1.0,-64.5947,500.0,62.6642908227,5.4346e-20,-63.0344859995,2,0.0025,1.0,500,0.0025,400.0,-63.0344859995,62.6642908227,1.0,100,1.0,,1.0,31.5763,-64.5947
0.002,-64.599755874,94.36,1.0,-64.5957,500.0,1334.41983791,5.43187e-20,-64.599755874,1,0.002,1.0,500,0.002,500.000006643,-64.599755874,1334.41983791,1.0,100,1.0,,1.0,32.5863,-64.5957
0.01,-69.6055856979,100.83,1.0,-69.6056,500.0,2560.67704387,3.50449e-18,-69.6055856979,2,0.01,1.0,500,0.01,100.0,-69.6055856979,2560.67704387,1.0,100,1.0,,1.0,50.3495,-69.6056
0.005,-61.6554245831,91.74,1.0,-65.6305,500.0,60.1970292348,2.1793e-19,-61.6554245831,2,0.005,1.0,500,0.005,200.000000102,-61.6554245831,60.1970292348,1.0,100,1.0,,1.0,36.2372,-65.6305
0.00333333,-68.2324513826,98.59,1.0,-66.4978,500.0,2568.13665126,5.43914e-20,-68.2324513826,2,0.00333333,1.0,500,0.00333333,299.999969474,-68.2324513826,2568.13665126,1.0,100,1.0,,1.0,41.526,-66.4978
0.0025,-62.1489794691,91.88,1.0,-65.4106,500.0,74.6779643459,5.4346e-20,-62.1489794691,2,0.0025,1.0,500,0.0025,400.0,-62.1489794691,74.6779643459,1.0,100,1.0,,1.0,36.2676,-65.4106
0.002,-64.4898041207,93.96,1.0,-65.2265,500.0,1317.11673305,5.43187e-20,-64.4898041207,1,0.002,1.0,500,0.002,500.000006643,-64.4898041207,1317.11673305,1.0,100,1.0,,1.0,36.238,-65.2265
0.01,-62.063738234,91.85,1.0,-62.0637,500.0,73.149750233,3.50449e-18,-62.063738234,2,0.01,1.0,500,0.01,100.0,-62.063738234,73.149750233,1.0,100,1.0,,1.0,8.50989,-62.0637
0.005,-61.1385267103,90.35,1.0,-61.6011,500.0,51.7921603626,2.1793e-19,-61.1385267103,2,0.005,1.0,500,0.005,200.000000102,-61.1385267103,51.7921603626,1.0,100,1.0,,1.0,7.87783,-61.6011
0.00333333,-71.0022287397,101.13,1.0,-64.7348,500.0,3793.15314121,5.43914e-20,-71.0022287397,2,0.00333333,1.0,500,0.00333333,299.999969474,-71.0022287397,3793.15314121,1.0,100,1.0,,1.0,36.232,-64.7348
0.0025,-65.9404429194,96.52,1.0,-65.0362,500.0,1324.70362213,5.4346e-20,-65.9404429194,2,0.0025,1.0,500,0.0025,400.0,-65.9404429194,1324.70362213,1.0,100,1.0,,1.0,36.2312,-65.0362
0.002,-60.9661844236,89.77,1.0,-64.2222,500.0,68.6133628881,5.43187e-20,-60.9661844236,1,0.002,1.0,500,0.002,500.000006643,-60.9661844236,68.6133628881,1.0,100,1.0,,1.0,32.6558,-64.2222
0.01,-62.8152136295,93.06,1.0,-62.8152,500.0,85.5068366552,3.50449e-18,-62.8152136295,2,0.01,1.0,500,0.01,100.0,-62.8152136295,85.5068366552,1.0,100,1.0,,1.0,9.20064,-62.8152
0.005,-64.9713664463,95.08,1.0,-63.8933,500.0,1318.66459181,2.1793e-19,-64.9713664463,2,0.005,1.0,500,0.005,200.000000102,-64.9713664463,1318.66459181,1.0,100,1.0,,1.0,26.3861,-63.8933
0.00333333,-61.8064906086,91.23,1.0,-63.1977,500.0,62.6185787879,5.43914e-20,-61.8064906086,2,0.00333333,1.0,500,0.00333333,299.999969474,-61.8064906086,62.6185787879,1.0,100,1.0,,1.0,22.0405,-63.1977
0.0025,-62.3039838012,92.2,1.0,-62.9743,500.0,54.1569170311,5.4346e-20,-62.3039838012,2,0.0025,1.0,500,0.0025,400.0,-62.3039838012,54.1569170311,1.0,100,1.0,,1.0,19.4394,-62.9743
0.002,-68.0009760757,98.31,1.0,-63.9796,500.0,2575.07595047,5.43187e-20,-68.0009760757,1,0.002,1.0,500,0.002,500.000006643,-68.0009760757,2575.07595047,1.0,100,1.0,,1.0,28.5696,-63.9796
0.01,-62.1108827683,91.85,1.0,-62.1109,500.0,58.6138039538,3.50449e-18,-62.1108827683,2,0.01,1.0,500,0.01,100.0,-62.1108827683,58.6138039538,1.0,100,1.0,,1.0,7.61759,-62.1109
0.005,-63.2116178003,93.53,1.0,-62.6612,500.0,69.4343311823,2.1793e-19,-63.2116178003,2,0.005,1.0,500,0.005,200.000000102,-63.2116178003,69.4343311823,1.0,100,1.0,,1.0,7.9804,-62.6612
0.00333333,-65.4507423775,95.72,1.0,-63.5911,500.0,1331.46713977,5.43914e-20,-65.4507423775,2,0.00333333,1.0,500,0.00333333,299.999969474,-65.4507423775,1331.46713977,1.0,100,1.0,,1.0,21.9903,-63.5911
0.0025,-61.30021631,90.49,1.0,-63.0184,500.0,56.3649414684,5.4346e-20,-61.30021631,2,0.0025,1.0,500,0.0025,400.0,-61.30021631,56.3649414684,1.0,100,1.0,,1.0,19.4323,-63.0184
0.002,-69.3106184421,100.49,1.0,-64.2768,500.0,2547.06594685,5.43187e-20,-69.3106184421,1,0.002,1.0,500,0.002,500.000006643,-69.3106184421,2547.06594685,1.0,100,1.0,,1.0,28.5087,-64.2768
0.01,-62.6915276691,92.64,1.0,-62.6915,500.0,55.7596590528,3.50449e-18,-62.6915276691,2,0.01,1.0,500,0.01,100.0,-62.6915276691,55.7596590528,1.0,100,1.0,,1.0,7.42981,-62.6915
0.005,-59.5215408331,87.34,1.0,-61.1065,500.0,53.1632287655,2.1793e-19,-59.5215408331,2,0.005,1.0,500,0.005,200.000000102,-59.5215408331,53.1632287655,1.0,100,1.0,,1.0,7.51193,-61.1065
0.00333333,-70.4518438402,101.88,1.0,-64.2216,500.0,2534.63254557,5.43914e-20,-70.4518438402,2,0.00333333,1.0,500,0.00333333,299.999969474,-70.4518438402,2534.63254557,1.0,100,1.0,,1.0,29.8907,-64.2216
0.0025,-73.0545107725,104.31,1.0,-66.4299,500.0,3753.66504371,5.4346e-20,-73.0545107725,2,0.0025,1.0,500,0.0025,400.0,-73.0545107725,3753.66504371,1.0,100,1.0,,1.0,40.1715,-66.4299
0.002,-76.5127427277,108.68,1.0,-68.4464,500.0,4934.37750857,5.43187e-20,-76.5127427277,1,0.002,1.0,500,0.002,500.000006643,-76.5127427277,4934.37750857,1.0,100,1.0,,1.0,47.7941,-68.4464
0.01,-65.5335339995,95.32,1.0,-65.5335,500.0,1322.78375194,3.50449e-18,-65.5335339995,2,0.01,1.0,500,0.01,100.0,-65.5335339995,1322.78375194,1.0,100,1.0,,1.0,36.1878,-65.5335
0.005,-64.9774770859,94.74,1.0,-65.2555,500.0,1322.80304345,2.1793e-19,-64.9774770859,2,0.005,1.0,500,0.005,200.000000102,-64.9774770859,1322.80304345,1.0,100,1.0,,1.0,36.189,-65.2555
0.00333333,-65.3514297424,95.07,1.0,-65.2875,500.0,1312.43653721,5.43914e-20,-65.3514297424,2,0.00333333,1.0,500,0.00333333,299.999969474,-65.3514297424,1312.43653721,1.0,100,1.0,,1.0,36.1414,-65.2875
0.0025,-61.9239090702,91.94,1.0,-64.4466,500.0,74.4167735792,5.4346e-20,-61.9239090702,2,0.0025,1.0,500,0.0025,400.0,-61.9239090702,74.4167735792,1.0,100,1.0,,1.0,31.6258,-64.4466
0.002,-65.9369265366,96.4,1.0,-64.7447,500.0,1318.93838167,5.43187e-20,-65.9369265366,1,0.002,1.0,500,0.002,500.000006643,-65.9369265366,1318.93838167,1.0,100,1.0,,1.0,32.5831,-64.7447
0.01,-61.4636202738,90.61,1.0,-61.4636,500.0,66.3702742998,3.50449e-18,-61.4636202738,2,0.01,1.0,500,0.01,100.0,-61.4636202738,66.3702742998,1.0,100,1.0,,1.0,8.10596,-61.4636
0.005,-60.7579439658,89.65,1.0,-61.1108,500.0,65.1879364894,2.1793e-19,-60.7579439658,2,0.005,1.0,500,0.005,200.000000102,-60.7579439658,65.1879364894,1.0,100,1.0,,1.0,8.07749,-61.1108
0.00333333,-65.4055289745,95.18,1.0,-62.5424,500.0,1310.06923831,5.43914e-20,-65.4055289745,2,0.00333333,1.0,500,0.00333333,299.999969474,-65.4055289745,1310.06923831,1.0,100,1.0,,1.0,21.9071,-62.5424
