AvgVanillaIw,AvgDiscRet,VarJ,VarDiscRet,Bound,ESSClassic,AvgEpLen,ESSRenyi,MinNormIw,IterType,BatchSize,eRenyi2,AvgNormIw,J,VanillaAvgRet,MinVanillaIw,Delta,MaxVanillaIw,EpsThisIter,AvgRet,VarVanillaIw,MaxNormIw,VarRet,VarNormIw
1.0,-58.0884551373,7.02518,48.6150732197,-58.3331,400.0,84.57,500.0,0.0025,2,500,1.0,0.0025,-58.3331,-58.0884551373,1.0,1.0,1.0,100,-58.0884551373,,0.0025,48.6150732197,5.4346e-20
1.0,-59.4475231566,7.33335,71.1959901939,-58.556,500.000006643,86.78,500.0,0.002,1,500,1.0,0.002,-58.556,-59.4475231566,1.0,1.0,1.0,100,-59.4475231566,,0.002,71.1959901939,5.43187e-20
1.0,-59.4789393432,7.35807,54.6880781918,-59.4789,100.0,86.66,500.0,0.01,2,500,1.0,0.01,-59.4789,-59.4789393432,1.0,1.0,1.0,100,-59.4789393432,,0.01,54.6880781918,3.50449e-18
1.0,-62.3201012573,26.2818,1336.65782662,-60.8995,200.000000102,89.51,500.0,0.005,2,500,1.0,0.005,-60.8995,-62.3201012573,1.0,1.0,1.0,100,-62.3201012573,,0.005,1336.65782662,2.1793e-19
1.0,-59.3964101747,21.8302,47.1726804818,-60.3985,299.999969474,86.99,500.0,0.00333333,2,500,1.0,0.00333333,-60.3985,-59.3964101747,1.0,1.0,1.0,100,-59.3964101747,,0.00333333,47.1726804818,5.43914e-20
1.0,-61.6334276344,26.2728,1343.64703424,-60.7072,400.0,89.0,500.0,0.0025,2,500,1.0,0.0025,-60.7072,-61.6334276344,1.0,1.0,1.0,100,-61.6334276344,,0.0025,1343.64703424,5.4346e-20
1.0,-61.6798673044,28.596,1340.26027748,-60.9018,500.000006643,88.79,500.0,0.002,1,500,1.0,0.002,-60.9018,-61.6798673044,1.0,1.0,1.0,100,-61.6798673044,,0.002,1340.26027748,5.43187e-20
1.0,-61.222257576,36.4767,1343.98896309,-61.2223,100.0,87.92,500.0,0.01,2,500,1.0,0.01,-61.2223,-61.222257576,1.0,1.0,1.0,100,-61.222257576,,0.01,1343.98896309,3.50449e-18
1.0,-64.7530209294,44.2378,2603.20904158,-62.9876,200.000000102,91.95,500.0,0.005,2,500,1.0,0.005,-62.9876,-64.7530209294,1.0,1.0,1.0,100,-64.7530209294,,0.005,2603.20904158,2.1793e-19
1.0,-61.0366897184,41.8024,1339.2091444,-62.3373,299.999969474,87.3,500.0,0.00333333,2,500,1.0,0.00333333,-62.3373,-61.0366897184,1.0,1.0,1.0,100,-61.0366897184,,0.00333333,1339.2091444,5.43914e-20
1.0,-57.7618159582,36.422,48.7239911999,-61.1934,400.0,83.97,500.0,0.0025,2,500,1.0,0.0025,-61.1934,-57.7618159582,1.0,1.0,1.0,100,-57.7618159582,,0.0025,48.7239911999,5.4346e-20
1.0,-58.5141749904,32.7575,53.8046459638,-60.6576,500.000006643,85.54,500.0,0.002,1,500,1.0,0.002,-60.6576,-58.5141749904,1.0,1.0,1.0,100,-58.5141749904,,0.002,53.8046459638,5.43187e-20
1.0,-58.4933761318,7.666,59.3611806604,-58.4934,100.0,85.21,500.0,0.01,2,500,1.0,0.01,-58.4934,-58.4933761318,1.0,1.0,1.0,100,-58.4933761318,,0.01,59.3611806604,3.50449e-18
1.0,-63.4854136463,26.3962,1335.64770482,-60.9894,200.000000102,92.02,500.0,0.005,2,500,1.0,0.005,-60.9894,-63.4854136463,1.0,1.0,1.0,100,-63.4854136463,,0.005,1335.64770482,2.1793e-19
1.0,-61.2412281707,30.1104,1339.73749436,-61.0733,299.999969474,87.94,500.0,0.00333333,2,500,1.0,0.00333333,-61.0733,-61.2412281707,1.0,1.0,1.0,100,-61.2412281707,,0.00333333,1339.73749436,5.43914e-20
1.0,-57.4195542428,26.4141,61.5225273263,-60.1599,400.0,83.64,500.0,0.0025,2,500,1.0,0.0025,-60.1599,-57.4195542428,1.0,1.0,1.0,100,-57.4195542428,,0.0025,61.5225273263,5.4346e-20
1.0,-58.8852580209,23.8994,64.4370087547,-59.905,500.000006643,85.57,500.0,0.002,1,500,1.0,0.002,-59.905,-58.8852580209,1.0,1.0,1.0,100,-58.8852580209,,0.002,64.4370087547,5.43187e-20
1.0,-61.5478010319,36.6338,1355.59221104,-61.5478,100.0,88.36,500.0,0.01,2,500,1.0,0.01,-61.5478,-61.5478010319,1.0,1.0,1.0,100,-61.5478010319,,0.01,1355.59221104,3.50449e-18
1.0,-62.4513063839,36.5049,1336.13837898,-61.9995,200.000000102,90.13,500.0,0.005,2,500,1.0,0.005,-61.9995,-62.4513063839,1.0,1.0,1.0,100,-62.4513063839,,0.005,1336.13837898,2.1793e-19
1.0,-57.8064571448,30.1686,54.029934067,-60.6019,299.999969474,83.87,500.0,0.00333333,2,500,1.0,0.00333333,-60.6019,-57.8064571448,1.0,1.0,1.0,100,-57.8064571448,,0.00333333,54.029934067,5.43914e-20
1.0,-58.5968712676,26.3712,48.8009797296,-60.1006,400.0,85.6,500.0,0.0025,2,500,1.0,0.0025,-60.1006,-58.5968712676,1.0,1.0,1.0,100,-58.5968712676,,0.0025,48.8009797296,5.4346e-20
1.0,-61.2501414602,28.6885,1345.78885511,-60.3305,500.000006643,88.2,500.0,0.002,1,500,1.0,0.002,-60.3305,-61.2501414602,1.0,1.0,1.0,100,-61.2501414602,,0.002,1345.78885511,5.43187e-20
1.0,-56.797316498,7.29516,53.7569515468,-56.7973,100.0,82.29,500.0,0.01,2,500,1.0,0.01,-56.7973,-56.797316498,1.0,1.0,1.0,100,-56.797316498,,0.01,53.7569515468,3.50449e-18
1.0,-64.9166687618,36.5027,2604.76066821,-60.857,200.000000102,92.25,500.0,0.005,2,500,1.0,0.005,-60.857,-64.9166687618,1.0,1.0,1.0,100,-64.9166687618,,0.005,2604.76066821,2.1793e-19
1.0,-61.8075519764,36.5419,1353.98355237,-61.1738,299.999969474,89.07,500.0,0.00333333,2,500,1.0,0.00333333,-61.1738,-61.8075519764,1.0,1.0,1.0,100,-61.8075519764,,0.00333333,1353.98355237,5.43914e-20
1.0,-58.0180413213,31.8591,47.0749521786,-60.3849,400.0,84.37,500.0,0.0025,2,500,1.0,0.0025,-60.3849,-58.0180413213,1.0,1.0,1.0,100,-58.0180413213,,0.0025,47.0749521786,5.4346e-20
1.0,-64.8233090897,36.5231,2620.0915614,-61.2726,500.000006643,91.9,500.0,0.002,1,500,1.0,0.002,-61.2726,-64.8233090897,1.0,1.0,1.0,100,-64.8233090897,,0.002,2620.0915614,5.43187e-20
1.0,-57.0265897663,7.38497,55.0886151969,-57.0266,100.0,82.79,500.0,0.01,2,500,1.0,0.01,-57.0266,-57.0265897663,1.0,1.0,1.0,100,-57.0265897663,,0.01,55.0886151969,3.50449e-18
1.0,-59.1923713012,7.88544,68.158968914,-58.1095,200.000000102,86.29,500.0,0.005,2,500,1.0,0.005,-58.1095,-59.1923713012,1.0,1.0,1.0,100,-59.1923713012,,0.005,68.158968914,2.1793e-19
1.0,-57.8018024617,7.49688,44.6323127158,-58.0069,299.999969474,84.15,500.0,0.00333333,2,500,1.0,0.00333333,-58.0069,-57.8018024617,1.0,1.0,1.0,100,-57.8018024617,,0.00333333,44.6323127158,5.43914e-20
1.0,-64.2681459829,26.4014,2616.27997793,-59.5722,400.0,91.43,500.0,0.0025,2,500,1.0,0.0025,-59.5722,-64.2681459829,1.0,1.0,1.0,100,-64.2681459829,,0.0025,2616.27997793,5.4346e-20
1.0,-62.6594685173,28.7205,1341.99803956,-60.1897,500.000006643,90.64,500.0,0.002,1,500,1.0,0.002,-60.1897,-62.6594685173,1.0,1.0,1.0,100,-62.6594685173,,0.002,1341.99803956,5.43187e-20
1.0,-68.5796873373,61.6989,3845.200374,-68.5797,100.0,96.97,500.0,0.01,2,500,1.0,0.01,-68.5797,-68.5796873373,1.0,1.0,1.0,100,-68.5796873373,,0.01,3845.200374,3.50449e-18
1.0,-57.6422984859,44.2972,58.5147518692,-63.111,200.000000102,83.54,500.0,0.005,2,500,1.0,0.005,-63.111,-57.6422984859,1.0,1.0,1.0,100,-57.6422984859,,0.005,58.5147518692,2.1793e-19
1.0,-59.5390086147,36.4959,63.4921675502,-61.9203,299.999969474,86.92,500.0,0.00333333,2,500,1.0,0.00333333,-61.9203,-59.5390086147,1.0,1.0,1.0,100,-59.5390086147,,0.00333333,63.4921675502,5.43914e-20
1.0,-62.9928952533,36.4731,1337.81302549,-62.1885,400.0,91.14,500.0,0.0025,2,500,1.0,0.0025,-62.1885,-62.9928952533,1.0,1.0,1.0,100,-62.9928952533,,0.0025,1337.81302549,5.4346e-20
1.0,-62.1724004154,36.449,1334.82832641,-62.1853,500.000006643,89.75,500.0,0.002,1,500,1.0,0.002,-62.1853,-62.1724004154,1.0,1.0,1.0,100,-62.1724004154,,0.002,1334.82832641,5.43187e-20
1.0,-62.3361597668,36.4004,1338.37241537,-62.3362,100.0,90.19,500.0,0.01,2,500,1.0,0.01,-62.3362,-62.3361597668,1.0,1.0,1.0,100,-62.3361597668,,0.01,1338.37241537,3.50449e-18
1.0,-65.7590871765,44.2024,2602.8832687,-64.0476,200.000000102,93.61,500.0,0.005,2,500,1.0,0.005,-64.0476,-65.7590871765,1.0,1.0,1.0,100,-65.7590871765,,0.005,2602.8832687,2.1793e-19
1.0,-63.0588180505,41.7687,1338.92094625,-63.718,299.999969474,91.3,500.0,0.00333333,2,500,1.0,0.00333333,-63.718,-63.0588180505,1.0,1.0,1.0,100,-63.0588180505,,0.00333333,1338.92094625,5.43914e-20
1.0,-58.8662394227,36.4416,61.0226782055,-62.5051,400.0,86.01,500.0,0.0025,2,500,1.0,0.0025,-62.5051,-58.8662394227,1.0,1.0,1.0,100,-58.8662394227,,0.0025,61.0226782055,5.4346e-20
1.0,-57.4504468183,32.8176,53.1187888813,-61.4942,500.000006643,83.69,500.0,0.002,1,500,1.0,0.002,-61.4942,-57.4504468183,1.0,1.0,1.0,100,-57.4504468183,,0.002,53.1187888813,5.43187e-20
1.0,-65.2069664192,50.892,2616.15760043,-65.207,100.0,92.78,500.0,0.01,2,500,1.0,0.01,-65.207,-65.2069664192,1.0,1.0,1.0,100,-65.2069664192,,0.01,2616.15760043,3.50449e-18
1.0,-61.1933029011,44.4626,1369.49589191,-63.2001,200.000000102,87.99,500.0,0.005,2,500,1.0,0.005,-63.2001,-61.1933029011,1.0,1.0,1.0,100,-61.1933029011,,0.005,1369.49589191,2.1793e-19
1.0,-58.1185287862,36.6482,58.791097173,-61.5063,299.999969474,84.65,500.0,0.00333333,2,500,1.0,0.00333333,-61.5063,-58.1185287862,1.0,1.0,1.0,100,-58.1185287862,,0.00333333,58.791097173,5.43914e-20
1.0,-62.2094600771,36.596,1340.83430575,-61.6821,400.0,89.86,500.0,0.0025,2,500,1.0,0.0025,-61.6821,-62.2094600771,1.0,1.0,1.0,100,-62.2094600771,,0.0025,1340.83430575,5.4346e-20
1.0,-58.8513118802,32.9093,52.1672444288,-61.1159,500.000006643,85.72,500.0,0.002,1,500,1.0,0.002,-61.1159,-58.8513118802,1.0,1.0,1.0,100,-58.8513118802,,0.002,52.1672444288,5.43187e-20
1.0,-58.8907424034,8.01468,64.8839577862,-58.8907,100.0,86.1,500.0,0.01,2,500,1.0,0.01,-58.8907,-58.8907424034,1.0,1.0,1.0,100,-58.8907424034,,0.01,64.8839577862,3.50449e-18
1.0,-57.1414528057,7.42882,45.0603129271,-58.0161,200.000000102,83.21,500.0,0.005,2,500,1.0,0.005,-58.0161,-57.1414528057,1.0,1.0,1.0,100,-57.1414528057,,0.005,45.0603129271,2.1793e-19
1.0,-59.2114201906,7.52819,59.2865251207,-58.4145,299.999969474,86.42,500.0,0.00333333,2,500,1.0,0.00333333,-58.4145,-59.2114201906,1.0,1.0,1.0,100,-59.2114201906,,0.00333333,59.2865251207,5.43914e-20
1.0,-59.1331029467,7.83801,76.0900340643,-58.5942,400.0,86.52,500.0,0.0025,2,500,1.0,0.0025,-58.5942,-59.1331029467,1.0,1.0,1.0,100,-59.1331029467,,0.0025,76.0900340643,5.4346e-20
1.0,-60.6330062826,17.7767,1344.43335508,-59.0019,500.000006643,86.97,500.0,0.002,1,500,1.0,0.002,-59.0019,-60.6330062826,1.0,1.0,1.0,100,-60.6330062826,,0.002,1344.43335508,5.43187e-20
1.0,-62.2383779123,36.4077,1338.91269295,-62.2384,100.0,90.08,500.0,0.01,2,500,1.0,0.01,-62.2384,-62.2383779123,1.0,1.0,1.0,100,-62.2383779123,,0.01,1338.91269295,3.50449e-18
1.0,-59.1555761632,26.3239,56.1781306286,-60.697,200.000000102,86.67,500.0,0.005,2,500,1.0,0.005,-60.697,-59.1555761632,1.0,1.0,1.0,100,-59.1555761632,,0.005,56.1781306286,2.1793e-19
1.0,-62.0329767536,30.1652,1356.30009203,-61.1423,299.999969474,89.3,500.0,0.00333333,2,500,1.0,0.00333333,-61.1423,-62.0329767536,1.0,1.0,1.0,100,-62.0329767536,,0.00333333,1356.30009203,5.43914e-20
1.0,-58.575818754,26.3895,51.3725184566,-60.5007,400.0,85.11,500.0,0.0025,2,500,1.0,0.0025,-60.5007,-58.575818754,1.0,1.0,1.0,100,-58.575818754,,0.0025,51.3725184566,5.4346e-20
1.0,-58.1641218556,23.8337,50.7424654513,-60.0334,500.000006643,85.12,500.0,0.002,1,500,1.0,0.002,-60.0334,-58.1641218556,1.0,1.0,1.0,100,-58.1641218556,,0.002,50.7424654513,5.43187e-20
1.0,-68.6653526598,61.6966,3844.91547143,-68.6653,100.0,96.53,500.0,0.01,2,500,1.0,0.01,-68.6653,-68.6653526598,1.0,1.0,1.0,100,-68.6653526598,,0.01,3844.91547143,3.50449e-18
1.0,-58.4745307605,44.2022,49.7670074231,-63.5699,200.000000102,85.09,500.0,0.005,2,500,1.0,0.005,-63.5699,-58.4745307605,1.0,1.0,1.0,100,-58.4745307605,,0.005,49.7670074231,2.1793e-19
1.0,-57.9916789587,36.4183,50.9836646785,-61.7105,299.999969474,84.6,500.0,0.00333333,2,500,1.0,0.00333333,-61.7105,-57.9916789587,1.0,1.0,1.0,100,-57.9916789587,,0.00333333,50.9836646785,5.43914e-20
1.0,-62.0427789757,36.4285,1342.61630427,-61.7936,400.0,89.37,500.0,0.0025,2,500,1.0,0.0025,-61.7936,-62.0427789757,1.0,1.0,1.0,100,-62.0427789757,,0.0025,1342.61630427,5.4346e-20
1.0,-57.8363465132,32.7733,50.2557631254,-61.0021,500.000006643,84.03,500.0,0.002,1,500,1.0,0.002,-61.0021,-57.8363465132,1.0,1.0,1.0,100,-57.8363465132,,0.002,50.2557631254,5.43187e-20
1.0,-65.4414671621,50.7465,2601.22408148,-65.4415,100.0,93.1,500.0,0.01,2,500,1.0,0.01,-65.4415,-65.4414671621,1.0,1.0,1.0,100,-65.4414671621,,0.01,2601.22408148,3.50449e-18
1.0,-58.6003481616,36.478,63.3145498952,-62.0209,200.000000102,85.37,500.0,0.005,2,500,1.0,0.005,-62.0209,-58.6003481616,1.0,1.0,1.0,100,-58.6003481616,,0.005,63.3145498952,2.1793e-19
1.0,-61.642877152,36.5222,1353.76998193,-61.8949,299.999969474,88.7,500.0,0.00333333,2,500,1.0,0.00333333,-61.8949,-61.642877152,1.0,1.0,1.0,100,-61.642877152,,0.00333333,1353.76998193,5.43914e-20
1.0,-61.0521370018,36.5488,1354.66150947,-61.6842,400.0,87.72,500.0,0.0025,2,500,1.0,0.0025,-61.6842,-61.0521370018,1.0,1.0,1.0,100,-61.0521370018,,0.0025,1354.66150947,5.4346e-20
1.0,-61.371695208,36.5305,1342.47049102,-61.6217,500.000006643,88.53,500.0,0.002,1,500,1.0,0.002,-61.6217,-61.371695208,1.0,1.0,1.0,100,-61.371695208,,0.002,1342.47049102,5.43187e-20
1.0,-59.3325773033,7.04594,50.146706102,-59.3326,100.0,86.6,500.0,0.01,2,500,1.0,0.01,-59.3326,-59.3325773033,1.0,1.0,1.0,100,-59.3325773033,,0.01,50.146706102,3.50449e-18
1.0,-65.2675421844,36.3737,2604.89063904,-62.3001,200.000000102,92.76,500.0,0.005,2,500,1.0,0.005,-62.3001,-65.2675421844,1.0,1.0,1.0,100,-65.2675421844,,0.005,2604.89063904,2.1793e-19
1.0,-57.7764996256,30.0868,56.4693878232,-60.7922,299.999969474,84.05,500.0,0.00333333,2,500,1.0,0.00333333,-60.7922,-57.7764996256,1.0,1.0,1.0,100,-57.7764996256,,0.00333333,56.4693878232,5.43914e-20
1.0,-58.8111816096,26.3644,62.3551862189,-60.2969,400.0,85.52,500.0,0.0025,2,500,1.0,0.0025,-60.2969,-58.8111816096,1.0,1.0,1.0,100,-58.8111816096,,0.0025,62.3551862189,5.4346e-20
1.0,-57.4408955798,23.8244,51.6709131639,-59.7257,500.000006643,83.41,500.0,0.002,1,500,1.0,0.002,-59.7257,-57.4408955798,1.0,1.0,1.0,100,-57.4408955798,,0.002,51.6709131639,5.43187e-20
1.0,-67.5766022052,61.8539,3864.55434738,-67.5766,100.0,95.16,500.0,0.01,2,500,1.0,0.01,-67.5766,-67.5766022052,1.0,1.0,1.0,100,-67.5766022052,,0.01,3864.55434738,3.50449e-18
1.0,-66.7095961806,56.5131,2587.04506957,-67.1431,200.000000102,95.25,500.0,0.005,2,500,1.0,0.005,-67.1431,-66.7095961806,1.0,1.0,1.0,100,-66.7095961806,,0.005,2587.04506957,2.1793e-19
1.0,-61.8346167947,50.7601,1336.89417626,-65.3736,299.999969474,88.97,500.0,0.00333333,2,500,1.0,0.00333333,-65.3736,-61.8346167947,1.0,1.0,1.0,100,-61.8346167947,,0.00333333,1336.89417626,5.43914e-20
1.0,-65.3727986874,50.7676,2605.69803548,-65.3734,400.0,93.06,500.0,0.0025,2,500,1.0,0.0025,-65.3734,-65.3727986874,1.0,1.0,1.0,100,-65.3727986874,,0.0025,2605.69803548,5.4346e-20
1.0,-58.3665004487,45.5749,37.0415021226,-63.972,500.000006643,85.15,500.0,0.002,1,500,1.0,0.002,-63.972,-58.3665004487,1.0,1.0,1.0,100,-58.3665004487,,0.002,37.0415021226,5.43187e-20
1.0,-57.9547091982,7.1761,52.016508567,-57.9547,100.0,84.4,500.0,0.01,2,500,1.0,0.01,-57.9547,-57.9547091982,1.0,1.0,1.0,100,-57.9547091982,,0.01,52.016508567,3.50449e-18
1.0,-62.1996914305,26.347,1341.23148454,-60.0772,200.000000102,89.34,500.0,0.005,2,500,1.0,0.005,-60.0772,-62.1996914305,1.0,1.0,1.0,100,-62.1996914305,,0.005,1341.23148454,2.1793e-19
1.0,-61.4157595386,30.1367,1348.6194706,-60.5234,299.999969474,88.15,500.0,0.00333333,2,500,1.0,0.00333333,-60.5234,-61.4157595386,1.0,1.0,1.0,100,-61.4157595386,,0.00333333,1348.6194706,5.43914e-20
1.0,-57.6891808844,26.3429,45.5618258594,-59.8148,400.0,83.87,500.0,0.0025,2,500,1.0,0.0025,-59.8148,-57.6891808844,1.0,1.0,1.0,100,-57.6891808844,,0.0025,45.5618258594,5.4346e-20
1.0,-61.6855114977,28.7067,1355.35321114,-60.189,500.000006643,88.85,500.0,0.002,1,500,1.0,0.002,-60.189,-61.6855114977,1.0,1.0,1.0,100,-61.6855114977,,0.002,1355.35321114,5.43187e-20
1.0,-58.1244823638,7.0975,50.8833561236,-58.1245,100.0,84.5,500.0,0.01,2,500,1.0,0.01,-58.1245,-58.1244823638,1.0,1.0,1.0,100,-58.1244823638,,0.01,50.8833561236,3.50449e-18
1.0,-58.527666827,7.38382,59.1776535331,-58.3261,200.000000102,85.37,500.0,0.005,2,500,1.0,0.005,-58.3261,-58.527666827,1.0,1.0,1.0,100,-58.527666827,,0.005,59.1776535331,2.1793e-19
1.0,-58.5569735333,7.76412,72.4925406586,-58.403,299.999969474,85.0,500.0,0.00333333,2,500,1.0,0.00333333,-58.403,-58.5569735333,1.0,1.0,1.0,100,-58.5569735333,,0.00333333,72.4925406586,5.43914e-20
1.0,-57.9296681245,7.70896,57.2722117729,-58.2847,400.0,84.13,500.0,0.0025,2,500,1.0,0.0025,-58.2847,-57.9296681245,1.0,1.0,1.0,100,-57.9296681245,,0.0025,57.2722117729,5.4346e-20
1.0,-57.9517519435,7.78896,66.2003957892,-58.2181,500.000006643,83.99,500.0,0.002,1,500,1.0,0.002,-58.2181,-57.9517519435,1.0,1.0,1.0,100,-57.9517519435,,0.002,66.2003957892,5.43187e-20
1.0,-57.8704163648,6.56449,43.5278423266,-57.8704,100.0,84.07,500.0,0.01,2,500,1.0,0.01,-57.8704,-57.8704163648,1.0,1.0,1.0,100,-57.8704163648,,0.01,43.5278423266,3.50449e-18
1.0,-59.617812822,7.01312,54.2913284476,-58.7441,200.000000102,87.21,500.0,0.005,2,500,1.0,0.005,-58.7441,-59.617812822,1.0,1.0,1.0,100,-59.617812822,,0.005,54.2913284476,2.1793e-19
1.0,-61.9999714486,21.9306,1350.93309069,-59.8294,299.999969474,89.36,500.0,0.00333333,2,500,1.0,0.00333333,-59.8294,-61.9999714486,1.0,1.0,1.0,100,-61.9999714486,,0.00333333,1350.93309069,5.43914e-20
1.0,-56.9649235326,19.3456,48.487208112,-59.1133,400.0,82.93,500.0,0.0025,2,500,1.0,0.0025,-59.1133,-56.9649235326,1.0,1.0,1.0,100,-56.9649235326,,0.0025,48.487208112,5.4346e-20
1.0,-61.6640776381,23.7863,1340.12421602,-59.6234,500.000006643,88.53,500.0,0.002,1,500,1.0,0.002,-59.6234,-61.6640776381,1.0,1.0,1.0,100,-61.6640776381,,0.002,1340.12421602,5.43187e-20
1.0,-62.274186586,36.4019,1338.48029989,-62.2742,100.0,89.72,500.0,0.01,2,500,1.0,0.01,-62.2742,-62.274186586,1.0,1.0,1.0,100,-62.274186586,,0.01,1338.48029989,3.50449e-18
1.0,-58.2257885942,26.3546,56.399491318,-60.25,200.000000102,84.82,500.0,0.005,2,500,1.0,0.005,-60.25,-58.2257885942,1.0,1.0,1.0,100,-58.2257885942,,0.005,56.399491318,2.1793e-19
1.0,-59.4738275991,21.9831,60.8537398064,-59.9913,299.999969474,86.79,500.0,0.00333333,2,500,1.0,0.00333333,-59.9913,-59.4738275991,1.0,1.0,1.0,100,-59.4738275991,,0.00333333,60.8537398064,5.43914e-20
1.0,-58.6268052341,19.4221,58.2921323151,-59.6502,400.0,85.21,500.0,0.0025,2,500,1.0,0.0025,-59.6502,-58.6268052341,1.0,1.0,1.0,100,-58.6268052341,,0.0025,58.2921323151,5.4346e-20
1.0,-58.2491807836,17.6861,54.0757436189,-59.37,500.000006643,85.04,500.0,0.002,1,500,1.0,0.002,-59.37,-58.2491807836,1.0,1.0,1.0,100,-58.2491807836,,0.002,54.0757436189,5.43187e-20
1.0,-58.3420680921,7.02178,49.803394121,-58.3421,100.0,85.2,500.0,0.01,2,500,1.0,0.01,-58.3421,-58.3420680921,1.0,1.0,1.0,100,-58.3420680921,,0.01,49.803394121,3.50449e-18
1.0,-57.2704928066,6.87763,45.1757529927,-57.8063,200.000000102,83.55,500.0,0.005,2,500,1.0,0.005,-57.8063,-57.2704928066,1.0,1.0,1.0,100,-57.2704928066,,0.005,45.1757529927,2.1793e-19
1.0,-62.5575717382,21.9936,1355.05254732,-59.39,299.999969474,90.0,500.0,0.00333333,2,500,1.0,0.00333333,-59.39,-62.5575717382,1.0,1.0,1.0,100,-62.5575717382,,0.00333333,1355.05254732,5.43914e-20
1.0,-60.8053777209,26.4326,1355.62623629,-59.7439,400.0,86.88,500.0,0.0025,2,500,1.0,0.0025,-59.7439,-60.8053777209,1.0,1.0,1.0,100,-60.8053777209,,0.0025,1355.62623629,5.4346e-20
1.0,-61.6681223628,28.7302,1342.8590966,-60.1287,500.000006643,88.62,500.0,0.002,1,500,1.0,0.002,-60.1287,-61.6681223628,1.0,1.0,1.0,100,-61.6681223628,,0.002,1342.8590966,5.43187e-20
1.0,-61.3076841976,36.5291,1347.85029028,-61.3077,100.0,88.19,500.0,0.01,2,500,1.0,0.01,-61.3077,-61.3076841976,1.0,1.0,1.0,100,-61.3076841976,,0.01,1347.85029028,3.50449e-18
1.0,-58.5511172965,26.4277,59.2635978589,-59.9294,200.000000102,85.3,500.0,0.005,2,500,1.0,0.005,-59.9294,-58.5511172965,1.0,1.0,1.0,100,-58.5511172965,,0.005,59.2635978589,2.1793e-19
1.0,-61.7642611849,30.1451,1340.49151762,-60.541,299.999969474,89.36,500.0,0.00333333,2,500,1.0,0.00333333,-60.541,-61.7642611849,1.0,1.0,1.0,100,-61.7642611849,,0.00333333,1340.49151762,5.43914e-20
1.0,-64.9314606954,36.5245,2621.74826558,-61.6386,400.0,92.6,500.0,0.0025,2,500,1.0,0.0025,-61.6386,-64.9314606954,1.0,1.0,1.0,100,-64.9314606954,,0.0025,2621.74826558,5.4346e-20
1.0,-61.7065801808,36.5118,1342.81046903,-61.6522,500.000006643,88.78,500.0,0.002,1,500,1.0,0.002,-61.6522,-61.7065801808,1.0,1.0,1.0,100,-61.7065801808,,0.002,1342.81046903,5.43187e-20
1.0,-58.4239373514,7.47828,56.4896285848,-58.4239,100.0,85.48,500.0,0.01,2,500,1.0,0.01,-58.4239,-58.4239373514,1.0,1.0,1.0,100,-58.4239373514,,0.01,56.4896285848,3.50449e-18
1.0,-60.1064572035,7.87764,67.4487277072,-59.2652,200.000000102,88.33,500.0,0.005,2,500,1.0,0.005,-59.2652,-60.1064572035,1.0,1.0,1.0,100,-60.1064572035,,0.005,67.4487277072,2.1793e-19
1.0,-61.870052848,22.0972,1349.71919717,-60.1335,299.999969474,89.25,500.0,0.00333333,2,500,1.0,0.00333333,-60.1335,-61.870052848,1.0,1.0,1.0,100,-61.870052848,,0.00333333,1349.71919717,5.43914e-20
1.0,-60.6327929243,26.4084,1337.95051767,-60.2583,400.0,87.23,500.0,0.0025,2,500,1.0,0.0025,-60.2583,-60.6327929243,1.0,1.0,1.0,100,-60.6327929243,,0.0025,1337.95051767,5.4346e-20
1.0,-59.3042302765,23.8973,65.7124091163,-60.0675,500.000006643,86.78,500.0,0.002,1,500,1.0,0.002,-60.0675,-59.3042302765,1.0,1.0,1.0,100,-59.3042302765,,0.002,65.7124091163,5.43187e-20
1.0,-58.7744952919,7.28234,53.5681919488,-58.7745,100.0,85.52,500.0,0.01,2,500,1.0,0.01,-58.7745,-58.7744952919,1.0,1.0,1.0,100,-58.7744952919,,0.01,53.5681919488,3.50449e-18
1.0,-65.7743638994,36.4635,2607.71694549,-62.2744,200.000000102,93.59,500.0,0.005,2,500,1.0,0.005,-62.2744,-65.7743638994,1.0,1.0,1.0,100,-65.7743638994,,0.005,2607.71694549,2.1793e-19
1.0,-62.2754113932,36.4489,1339.78783685,-62.2748,299.999969474,89.32,500.0,0.00333333,2,500,1.0,0.00333333,-62.2748,-62.2754113932,1.0,1.0,1.0,100,-62.2754113932,,0.00333333,1339.78783685,5.43914e-20
1.0,-61.3165092599,36.4305,1335.8277925,-62.0352,400.0,88.14,500.0,0.0025,2,500,1.0,0.0025,-62.0352,-61.3165092599,1.0,1.0,1.0,100,-61.3165092599,,0.0025,1335.8277925,5.4346e-20
1.0,-61.9873454459,36.452,1348.49070784,-62.0256,500.000006643,89.43,500.0,0.002,1,500,1.0,0.002,-62.0256,-61.9873454459,1.0,1.0,1.0,100,-61.9873454459,,0.002,1348.49070784,5.43187e-20
1.0,-59.1752693771,7.75472,60.7431193878,-59.1753,100.0,86.52,500.0,0.01,2,500,1.0,0.01,-59.1753,-59.1752693771,1.0,1.0,1.0,100,-59.1752693771,,0.01,60.7431193878,3.50449e-18
