Inner Iteration,EpLenMean,ReturnStepMax,EpRewMean,ReturnStepMaxmin,InitialReturnStd,StdWReturnMean,InitialBound,EmpiricalD2Arithmetic,MinIW,OptimizationReturnMean,Iteration,ESSRenyiArithmetic,Epsilon,InitialReturnMin,ReturnMeanIW,WReturnMean,ESSRenyiHarmonic,MaxIW,EpThisIter,EmpiricalD2Harmonic,MeanIW,EpisodesSoFar,TimestepsSoFar,LearnableVariance,InitialReturnMean,StdIW,MeanD2-0,Penalization,TimeElapsed,Bound,VarianceInitializer,MinTargetPdf,OptimizationReturnMin,InitialReturnMax,DivergenceHarmonic,MeanEntropy,MinBehavPdf,OptimizationReturnMax
1,375.04,10.0,3743.437683868727,10.0,1488.9198,,-18270912.0,1.0,0.05081553,3453.6548,85,50.0,1.0,289.7829,612269200000.0,16230208.0,50.0,584762.56,50,1.0,32985.137,42050,9270204,,3743.4375,110547.61,1.0,True,5812.051459789276,-1.5575608e+18,-1.0,-240.12239,,4999.293,5.8256792e+23,0.4189424,-240.12239,4709.5103
2,428.22,10.0,4277.737371178176,10.0,1279.5692,,-inf,295340500.0,5.4833324e-16,3888.1184,85,1.6929611e-07,1.0,389.61932,558375.8,558375.8,1.6929611e-07,46.979908,50,295340500.0,1.2279484,42100,9291615,,4277.7373,6.8322916,295340500.0,True,5825.3361921310425,-inf,-1.0,-248.26123,,4999.4707,inf,0.4189424,-242.4532,4609.8516
3,414.32,10.0,4139.054244503918,10.0,1486.3993,,-inf,461101470.0,1.963107e-18,4119.0874,85,1.08436005e-07,1.0,19.967098,61320412.0,61320412.0,1.08436005e-07,1071.4259,50,461101470.0,21.531462,42150,9312331,,4139.054,149.98521,461101470.0,True,5839.316371202469,-inf,-1.0,-245.86992,,4999.429,inf,0.4189424,-244.22034,4979.462
4,439.6,10.0,4392.369577759025,10.0,1309.9939,,-inf,14420959000.0,7.260785e-20,4042.6743,85,3.4671757e-09,1.0,349.69525,1119630.4,1119630.4,3.4671757e-09,51.67041,50,14420959000.0,1.101707,42200,9334311,,4392.3696,7.230435,14420959000.0,True,5855.388958692551,-inf,-1.0,-258.38916,,4999.4404,inf,0.4189424,-237.7418,4649.745
5,430.9,10.0,4304.689899061336,10.0,1345.4917,,-inf,8455619000.0,3.680622e-22,4294.706,85,5.9132277e-09,1.0,9.9839,295212740.0,295212740.0,5.9132277e-09,1970.9543,50,8455619000.0,39.52761,42250,9355856,,4304.69,275.91827,8455619000.0,True,5868.419397830963,-inf,-1.0,-260.3651,,4999.6,inf,0.4189424,-250.39133,4989.616
6,431.14,10.0,4307.142026778242,10.0,1336.529,,-inf,4131603200.0,3.4209035e-14,4087.3406,85,1.21018395e-08,1.0,219.80148,26705800.0,26705800.0,1.210184e-08,130.45682,50,4131603000.0,3.7081995,42300,9377413,,4307.142,19.176811,4131603200.0,True,5881.935785531998,-inf,-1.0,-248.42241,,4999.4517,inf,0.4189424,-234.52934,4779.6504
7,427.3,10.0,4268.991248244638,10.0,1394.4338,,-inf,1557864400.0,1.9051492e-18,4259.006,85,3.209522e-08,1.0,9.985471,6314669.0,6314669.0,3.209522e-08,11.928284,50,1557864400.0,0.32858104,42350,9398778,,4268.9917,1.6818049,1557864400.0,True,5894.266885042191,-inf,-1.0,-262.1321,,4999.3896,inf,0.4189424,-250.13557,4989.4043
8,417.2,10.0,4166.81104198072,10.0,1313.8519,,-inf,518648370000.0,2.2574008e-20,3917.0344,85,9.640443e-11,1.0,249.7769,3893017900.0,3893017900.0,9.640443e-11,7527.363,50,518648370000.0,232.70355,42400,9419638,,4166.811,1166.5533,518648370000.0,True,5908.191978216171,-inf,-1.0,-250.48013,,4999.534,inf,0.4189424,-232.03348,4749.7573
9,388.86,10.0,3883.1644887460175,10.0,1559.059,,-inf,56980718000.0,4.274261e-20,3613.327,85,8.774898e-10,1.0,269.8376,1424356.1,1424356.1,8.774898e-10,2.7647984,50,56980718000.0,0.16492245,42450,9439081,,3883.1643,0.5384322,56980718000.0,True,5922.534949541092,-inf,-1.0,-258.0517,,4999.4043,inf,0.4189424,-246.6185,4729.567
10,407.54,10.0,4070.1461559991894,10.0,1566.8943,,-inf,8096207000.0,5.5057836e-15,4060.1626,85,6.1757315e-09,1.0,9.983265,171849650.0,171849650.0,6.1757315e-09,343.7571,50,8096207000.0,6.936055,42500,9459458,,4070.146,48.11801,8096207000.0,True,5934.671168804169,-inf,-1.0,-258.40582,,4999.3784,inf,0.4189424,-246.60674,4989.395
1,434.82,10.0,4344.337039515737,10.0,1366.8949,,-22782464.0,1.0,0.018782625,4044.6172,86,50.0,1.0,299.7202,50846444000000.0,20741666.0,50.0,99586230.0,50,1.0,2039463.4,42550,9481199,,4344.3374,13935954.0,1.0,True,5948.8173224925995,-6.293488e+22,-1.0,-241.88776,,4999.4014,9.5104705e+32,0.4189424,-241.88776,4699.681
2,451.14,10.0,4508.559920848494,10.0,1259.6327,,-inf,579519200.0,1.5861171e-14,4208.7954,86,8.627841e-08,1.0,299.7641,2344404.8,2344404.8,8.627841e-08,4.9913197,50,579519200.0,0.19598155,42600,9503756,,4508.56,0.8095227,579519200.0,True,5964.6032083034515,-inf,-1.0,-261.53638,,4999.286,inf,0.4189424,-245.64893,4699.522
3,421.64,10.0,4212.44433965805,10.0,1396.5359,,-inf,674168800.0,2.2142984e-18,4212.4443,86,7.41654e-08,1.0,,2671662.5,2671662.5,7.41654e-08,2.7638705,50,674168800.0,0.16906412,42650,9524838,,4212.4443,0.5444349,674168800.0,True,5979.678128957748,-inf,-1.0,-265.51974,,4999.589,inf,0.4189424,-255.99068,4999.589
4,425.28,10.0,4248.633749050075,10.0,1396.8619,,-inf,73106010.0,3.237452e-13,4248.634,86,6.839383e-07,1.0,,173535230.0,173535230.0,6.839383e-07,1199.9584,50,73106010.0,24.22453,42700,9546102,,4248.634,167.96352,73106010.0,True,5995.324314117432,-inf,-1.0,-266.19928,,4999.494,inf,0.4189424,-253.90196,4999.494
5,437.68,10.0,4373.503591865695,10.0,1291.8333,,-inf,52932292.0,2.2797793e-13,3344.2854,86,9.4460296e-07,1.0,1029.218,1686740.2,1686740.2,9.4460296e-07,27.591,50,52932292.0,0.598058,42750,9567986,,4373.5034,3.860785,52932292.0,True,6009.56661438942,-inf,-1.0,-252.13164,,4999.5312,inf,0.4189424,-246.24112,3970.3132
6,435.16,10.0,4347.85313603296,10.0,1317.2003,,-inf,42063890.0,1.39607e-13,4327.892,86,1.1886681e-06,1.0,19.960766,101013816.0,101013816.0,1.1886681e-06,193.9812,50,42063890.0,4.0905685,42800,9589744,,4347.853,27.149805,42063890.0,True,6022.837024927139,-inf,-1.0,-240.8949,,4999.5337,inf,0.4189424,-233.54202,4979.5728
7,427.84,10.0,4275.062069766992,10.0,1486.9506,,-inf,14215894.0,1.2014692e-13,3985.287,86,3.51719e-06,1.0,289.77472,509571.3,509571.3,3.51719e-06,0.88530225,50,14215894.0,0.031632453,42850,9611136,,4275.062,0.12972023,14215894.0,True,6035.897261381149,-inf,-1.0,-239.44334,,4999.389,inf,0.4189424,-233.66602,4709.6143
8,427.96,10.0,4275.366825168076,10.0,1415.9312,,-inf,218001620.0,1.7722093e-16,3995.515,86,2.293561e-07,1.0,279.85196,203739.86,203739.86,2.293561e-07,3.4536822,50,218001620.0,0.08615162,42900,9632534,,4275.3667,0.4855647,218001620.0,True,6049.764933824539,-inf,-1.0,-252.36943,,4999.2627,inf,0.4189424,-243.75134,4719.4106
9,420.74,10.0,4203.678740745694,10.0,1493.3561,,-inf,6854448000.0,4.188068e-15,3913.8887,86,7.2945334e-09,1.0,289.78976,21933160.0,21933160.0,7.2945334e-09,24.919165,50,6854448000.0,1.0587642,42950,9653571,,4203.678,4.210567,6854448000.0,True,6063.8647582530975,-inf,-1.0,-238.50438,,4999.3486,inf,0.4189424,-235.25264,4709.559
10,394.72,10.0,3942.6812363751974,10.0,1692.9347,,-inf,6663842000.0,2.2755845e-19,3632.91,86,7.503179e-09,1.0,309.77106,65251040000.0,65251040000.0,7.503179e-09,130557.82,50,6663842000.0,2611.7234,43000,9673307,,3942.6812,18278.014,6663842000.0,True,6077.800358057022,-inf,-1.0,-243.09164,,4999.3887,inf,0.4189424,-232.1809,4689.6177
1,414.56,10.0,4141.751084809065,10.0,1529.3505,,-21533882.0,1.0,0.4245005,4141.751,87,50.0,1.0,,176431920.0,19493014.0,50.0,73.48778,50,1.0,9.2858305,43050,9694035,,4141.751,14.096219,1.0,True,6092.517298221588,-132040950000.0,-1.0,-241.41298,,4999.491,4174879500.0,0.4189424,-241.41298,4999.491
2,443.7,10.0,4432.016952437803,10.0,1081.1615,,-3.480439e+24,168777.7,3.0854094e-11,4422.037,87,0.00029624766,1.0,9.979904,25416540.0,25416540.0,0.00029624766,19.986483,50,168777.7,1.0543946,43100,9716220,,4432.017,3.26727,168777.7,True,6106.916456699371,-3.480439e+24,-1.0,-252.20349,,4999.467,2.90847e+36,0.4189424,-248.6795,4989.487
3,464.88,10.0,4645.392576369059,10.0,828.1213,,-inf,171045.7,8.320474e-11,2896.5493,87,0.00029231954,1.0,1748.8433,179491140.0,179491140.0,0.00029231954,306.8937,50,171045.7,7.1847796,43150,9739464,,4645.3926,42.903595,171045.7,True,6124.983076334,-inf,-1.0,-254.70139,,4999.468,inf,0.4189424,-254.51805,3250.6245
4,452.34,10.0,4519.5867704402735,10.0,999.63477,,-1.01999686e+24,123159.04,1.1256452e-12,3809.9197,87,0.00040597914,1.0,709.66724,48681860.0,48681860.0,0.00040597917,36.152206,50,123159.03,3.1161213,43200,9762081,,4519.587,7.7181997,123159.04,True,6139.804244995117,-1.01999686e+24,-1.0,-245.9772,,4999.4854,2.4979729e+35,0.4189424,-245.3496,4289.8184
5,419.06,10.0,4186.245791852003,10.0,1511.4907,,-inf,13076271.0,3.2324346e-10,4186.246,87,3.82372e-06,1.0,,62764264.0,62764264.0,3.82372e-06,100.375404,50,13076271.0,4.0815163,43250,9783034,,4186.246,17.240993,13076271.0,True,6151.256762266159,-inf,-1.0,-265.3778,,4999.5254,inf,0.4189424,-259.56946,4999.5254
6,427.68,10.0,4272.534250662016,10.0,1335.195,,-inf,1809282.5,6.8313202e-12,4272.534,87,2.7635264e-05,1.0,,8679346.0,8679346.0,2.7635264e-05,6.0866103,50,1809282.5,0.4489355,43300,9804418,,4272.534,1.105045,1809282.5,True,6163.237458229065,-inf,-1.0,-237.69833,,4999.4707,inf,0.4189424,-238.07912,4999.4707
7,450.4,10.0,4501.0578365416095,10.0,1166.9471,,-4.0700954e+23,35800.61,1.7328075e-09,4461.129,87,0.0013966243,1.0,39.92861,25226126.0,25226126.0,0.0013966243,30.021582,50,35800.61,1.1151671,43350,9826938,,4501.0576,4.26546,35800.61,True,6175.710073232651,-4.0700954e+23,-1.0,-243.19916,,4999.4795,3.9774184e+34,0.4189424,-241.12495,4959.551
8,457.8,10.0,4574.553806461878,10.0,947.18365,,-4.7961557e+21,16433.225,2.5851474e-09,4274.7964,87,0.0030426164,1.0,299.75717,199925280.0,199925280.0,0.0030426164,195.58617,50,16433.225,8.372156,43400,9849828,,4574.5537,32.753304,16433.225,True,6190.419708013535,-4.7961557e+21,-1.0,-240.51968,,4999.528,5.5228313e+30,0.4189424,-238.79883,4699.7705
9,436.58,10.0,4361.290405170304,10.0,1277.7292,,-inf,3731205.0,5.919578e-11,4341.325,87,1.3400497e-05,1.0,19.965572,147038100.0,147038100.0,1.3400497e-05,199.7605,50,3731205.0,7.6119175,43450,9871657,,4361.2905,30.156748,3731205.0,True,6205.810303449631,-inf,-1.0,-240.48439,,4999.4873,inf,0.4189424,-241.46825,4979.522
10,444.36,10.0,4438.84106810129,10.0,876.7976,,-inf,478957.84,2.6440797e-10,2490.1624,87,0.00010439332,1.0,1948.6787,13444208.0,13444208.0,0.00010439333,7.6974845,50,478957.8,0.62751234,43500,9893875,,4438.841,1.7664281,478957.84,True,6220.278717756271,-inf,-1.0,-243.0484,,4999.5605,inf,0.4189424,-240.93788,3050.8818
1,447.1,10.0,4466.8680039552955,10.0,1069.4712,,-23137600.0,1.0,0.31216758,4027.228,88,50.0,1.0,439.64,366636830.0,21096678.0,50.0,257.4386,50,1.0,25.82122,43550,9916230,,4466.868,58.52448,1.0,True,6235.5183300971985,-42990580000.0,-1.0,-249.83379,,4999.556,436186980.0,0.4189424,-249.83379,4559.916
2,462.26,10.0,4619.749884344826,10.0,1048.5459,,-398422200000.0,6.4613967,0.01890627,4230.1045,88,7.738265,1.0,389.64493,215523550.0,296673250.0,7.7382646,755.9386,50,6.461397,15.659067,43600,9939343,,4619.75,105.75739,6.4613967,True,6252.488435506821,-324955700000.0,-1.0,-243.63329,,4999.507,25319471000.0,0.4189424,-242.66844,4609.862
3,443.0,10.0,4427.310726217118,10.0,1418.1106,,-141320540000.0,5.2875805,0.008567094,4387.378,88,9.4561205,1.0,39.932503,83072456.0,84422660.0,9.4561205,136.11263,50,5.2875805,3.3776917,43650,9961493,,4427.311,19.033691,5.2875805,True,6269.2442462444305,-125071460000.0,-1.0,-234.43059,,4999.408,3751079000.0,0.4189424,-233.48947,4959.4756
4,451.52,10.0,4512.315080948319,10.0,1244.1082,,-1642725100000.0,12.593182,0.007256833,4462.389,88,3.9704025,1.0,49.92528,14423506.0,14394801.0,3.9704025,3.8601577,50,12.593182,0.63235176,43700,9984069,,4512.315,0.8329735,12.593182,True,6283.602088928223,-1631835900000.0,-1.0,-233.8887,,4999.583,639295160000.0,0.4189424,-233.36186,4949.6577
5,425.9,10.0,4255.737759386909,10.0,1508.7847,,-699179660000.0,6.187832,0.0062274,4255.7373,88,8.080375,1.0,,11335816.0,10578063.0,8.080375,3.480132,50,6.187832,0.49915528,43750,10005364,,4255.7373,0.62601596,6.187832,True,6298.868926525116,-620852000000.0,-1.0,-244.25099,,4999.542,92540264000.0,0.4189424,-243.06802,4999.542
6,432.34,10.0,4319.493615290937,10.0,1303.0231,,-4627981400000.0,11.743536,0.020899251,4309.513,88,4.2576613,1.0,9.980415,117651460.0,119147140.0,4.2576613,211.8925,50,11.743536,4.861096,43800,10026981,,4319.4937,29.624142,11.743536,True,6313.245713710785,-4587577000000.0,-1.0,-236.93988,,4999.496,5052784000000.0,0.4189424,-235.74422,4989.5156
7,459.16,10.0,4588.646771636884,10.0,1056.5667,,-5505964000.0,4.2895207,10.07563,4188.983,88,11.656314,1.0,399.66388,5256140000000000.0,15847539.0,11.656314,8619991000.0,50,4.2895207,269123500.0,43850,10049939,,4588.647,1291976800.0,4.2895207,True,6330.836736917496,-2.5064212e+22,-1.0,-240.8657,,4999.51,1.5083062e+32,0.4189424,-241.14513,4599.8457
8,207.96,10.0,2069.4218761245656,10.0,853.71136,,-inf,1908364800.0,2.0632015e-14,1059.7661,88,2.6200441e-08,1.0,1009.6559,14706.47,14706.47,2.6200441e-08,0.06343521,50,1908364800.0,0.0013612044,43900,10060337,,2069.4219,0.00888221,1908364800.0,True,6339.610686540604,-inf,-1.0,-203.04353,,4999.185,inf,0.4189424,-200.22765,3989.5293
9,223.52,10.0,2225.058893756612,10.0,921.48785,,-inf,114822955000.0,5.2730914e-15,1345.519,88,4.35453e-10,1.0,879.5398,119255680.0,119255680.0,4.3545303e-10,238.05547,50,114822950000.0,4.790821,43950,10071513,,2225.0588,33.32413,114822955000.0,True,6346.797702550888,-inf,-1.0,-203.7414,,4999.0713,inf,0.4189424,-201.11992,4119.5312
10,196.92,10.0,1958.8456132749911,10.0,921.1077,,-inf,2487717600.0,9.403825e-13,1938.8794,88,2.0098744e-08,1.0,19.966164,33.87765,33.87765,2.0098744e-08,1.1951654,50,2487717600.0,0.023908684,44000,10081359,,1958.8456,0.16732238,2487717600.0,True,6354.57656121254,-inf,-1.0,-202.5308,,4699.319,inf,0.4189424,-194.76907,4679.3525
1,214.88,10.0,2138.6681659678957,10.0,872.05585,,-7375243.0,1.0,0.14011791,1158.9604,89,50.0,1.0,979.7077,367322600.0,5334382.5,50.0,609.0472,50,1.0,100.910515,44050,10092103,,2138.6682,157.28583,1.0,True,6361.205387592316,-2366427600000.0,-1.0,-209.01166,,4999.507,1344108400000.0,0.4189424,-209.01166,4019.799
2,332.62,10.0,3317.785104639064,10.0,1210.7474,,-inf,10036018.0,3.1427337e-13,2278.4802,89,4.9820555e-06,1.0,1039.3049,3756516.8,3756516.8,4.9820555e-06,16.664204,50,10036018.0,0.76146525,44100,10108734,,3317.785,2.7938256,10036018.0,True,6370.58575296402,-inf,-1.0,-248.84142,,4999.499,inf,0.4189424,-242.74042,3960.194
3,338.84,9.999999,3379.6071197671063,9.999999,1408.9061,,-inf,61176812.0,8.480607e-17,3369.6274,89,8.1730315e-07,1.0,9.979985,8098873.5,8098873.5,8.1730315e-07,133.01132,50,61176812.0,3.0633445,44150,10125676,,3379.6072,18.613964,61176812.0,True,6380.869730949402,-inf,-1.0,-221.80096,,4999.448,inf,0.4189424,-215.60388,4989.4683
4,334.58,10.0,3337.3945216088446,10.0,1320.7374,,-inf,33506900.0,5.74284e-18,3307.444,89,1.49223e-06,1.0,29.950367,43598970.0,43598970.0,1.49223e-06,190.42384,50,33506900.0,7.5420475,44200,10142405,,3337.3943,35.453075,33506900.0,True,6391.767869949341,-inf,-1.0,-273.52994,,4999.557,inf,0.4189424,-253.68065,4969.607
5,334.42,10.0,3335.4084547917732,10.0,1150.5225,,-inf,356253.84,1.3072821e-11,2435.8313,89,0.00014034937,1.0,899.5772,164569680.0,164569680.0,0.00014034937,1853.3777,50,356253.84,38.541553,44250,10159126,,3335.4084,259.44022,356253.84,True,6402.702854394913,-inf,-1.0,-250.82489,,4999.6094,inf,0.4189424,-246.05711,4100.032
6,321.54,10.0,3206.6405700305786,10.0,1364.1309,,-inf,2574623.0,3.5226078e-14,3206.6406,89,1.9420318e-05,1.0,,277011600.0,277011600.0,1.9420318e-05,1060.9489,50,2574623.0,59.124943,44300,10175203,,3206.6406,197.32584,2574623.0,True,6414.689178943634,-inf,-1.0,-223.09131,,4999.4053,inf,0.4189424,-221.25433,4999.4053
7,346.4,10.0,3455.7759122751863,10.0,1282.4143,,-inf,213266.28,2.682196e-10,3075.9958,89,0.00023444869,1.0,379.78003,91572370.0,91572370.0,0.00023444869,652.26666,50,213266.28,16.09983,44350,10192523,,3455.776,91.639145,213266.28,True,6426.596325874329,-inf,-1.0,-229.09525,,4999.4175,inf,0.4189424,-227.12506,4619.6377
8,305.76,10.0,3048.6523658014644,10.0,1225.9855,,-inf,1349416.8,1.097569e-15,3038.6711,89,3.7053047e-05,1.0,9.981118,38997136.0,38997136.0,3.7053047e-05,200.7444,50,1349416.8,5.946555,44400,10207811,,3048.6526,28.402946,1349416.8,True,6436.975989580154,-inf,-1.0,-222.39546,,4999.5195,inf,0.4189424,-221.5961,4989.5386
9,336.4,10.0,3355.8332638214038,10.0,1294.8674,,-inf,838117.2,9.414563e-12,2956.0928,89,5.965753e-05,1.0,399.74054,69780610.0,69780610.0,5.9657523e-05,896.9052,50,838117.25,19.171776,44450,10224631,,3355.833,125.46553,838117.2,True,6447.952919721603,-inf,-1.0,-249.89923,,4999.603,inf,0.4189424,-238.49174,4599.8623
10,335.6,10.0,3348.386944284632,10.0,1330.5231,,-inf,4131102.8,2.4789262e-15,2478.6265,89,1.2103305e-05,1.0,869.7604,53642188.0,53642188.0,1.2103305e-05,565.31726,50,4131103.0,15.778214,44500,10241411,,3348.3872,83.50802,4131102.8,True,6455.496945381165,-inf,-1.0,-251.75706,,4999.4175,inf,0.4189424,-249.39413,4129.657
1,326.94,10.0,3260.806916897674,10.0,1134.5176,,-13960890.0,1.0,0.0039076065,1731.0839,90,50.0,1.0,1529.7229,71672680000.0,11919992.0,50.0,118201.41,50,1.0,5557.323,44550,10257758,,3260.807,17502.283,1.0,True,6464.839560985565,-6.643362e+19,-1.0,-224.60435,,4999.5396,1.0596125e+27,0.4189424,-224.60435,3469.8167
2,477.26,10.0,4770.453809027117,10.0,752.0453,,-inf,4192855000.0,6.332008e-11,3830.7969,90,1.19250485e-08,1.0,939.6568,84812664.0,84812664.0,1.19250485e-08,168.42067,50,4192855000.0,3.3969648,44600,10281621,,4770.4536,23.574888,4192855000.0,True,6482.687561988831,-inf,-1.0,-248.68196,,4999.327,inf,0.4189424,-244.36775,4059.6704
3,473.04,10.0,4727.874868113757,10.0,798.27203,,-inf,669583.3,9.101981e-08,3168.86,90,7.4673306e-05,1.0,1559.0149,702473.25,702473.25,7.4673306e-05,0.4953835,50,669583.3,0.02861202,44650,10305273,,4727.875,0.089868955,669583.3,True,6497.382658004761,-inf,-1.0,-230.94563,,4999.573,inf,0.4189424,-228.66417,3440.5583
4,446.48,10.0,4461.912180642917,10.0,1312.7189,,-inf,171405000000.0,1.3878864e-07,4451.932,90,2.9170677e-10,1.0,9.980044,947018.25,947018.25,2.9170677e-10,0.9845607,50,171405000000.0,0.08245469,44700,10327597,,4461.912,0.20278561,171405000000.0,True,6514.091328620911,-inf,-1.0,-251.947,,4999.503,inf,0.4189424,-250.17967,4989.523
5,475.28,10.0,4750.262791774327,10.0,740.9938,,-inf,4519007700.0,8.1507494e-08,3301.2844,90,1.1064376e-08,1.0,1448.9785,455117980.0,455117980.0,1.1064376e-08,1329.4291,50,4519007700.0,28.070808,44750,10351361,,4750.263,186.17691,4519007700.0,True,6529.455993890762,-inf,-1.0,-262.7169,,4999.499,inf,0.4189424,-260.7328,3550.5205
6,416.0,10.0,4156.091658656181,10.0,1528.5747,,-inf,4155667.5,7.973583e-07,4116.159,90,1.2031762e-05,1.0,39.93251,9051598.0,9051598.0,1.2031761e-05,11.795433,50,4155667.8,0.4518734,44800,10372161,,4156.092,1.8635795,4155667.5,True,6543.351583957672,-inf,-1.0,-235.75934,,4999.5527,inf,0.4189424,-231.21927,4959.62
7,461.18,10.0,4608.671644492509,10.0,961.7437,,-inf,5030902000.0,1.1282095e-08,4258.9814,90,9.938576e-09,1.0,349.69028,154823180.0,154823180.0,9.938576e-09,305.548,50,5030902000.0,6.1982985,44850,10395220,,4608.672,42.765366,5030902000.0,True,6560.430637121201,-inf,-1.0,-258.52112,,4999.4087,inf,0.4189424,-249.3711,4649.7183
8,445.04,10.0,4447.853132482197,10.0,1423.0714,,-inf,23479952.0,2.0392907e-05,4427.8877,90,2.1294763e-06,1.0,19.965214,17955234.0,17955234.0,2.1294763e-06,43.181465,50,23479952.0,0.9404251,44900,10417472,,4447.853,6.037182,23479952.0,True,6573.388535737991,-inf,-1.0,-239.21364,,4999.468,inf,0.4189424,-235.44952,4979.5024
9,425.4,10.0,4250.972485612345,10.0,1554.6398,,-inf,1846666500.0,6.13318e-07,4250.9727,90,2.7075815e-08,1.0,,5021273.5,5021273.5,2.7075814e-08,5.943619,50,1846666600.0,0.24611284,44950,10438742,,4250.9727,0.86907053,1846666500.0,True,6589.61793088913,-inf,-1.0,-243.51587,,4999.5317,inf,0.4189424,-239.29596,4999.5317
10,445.7,10.0,4453.824952088742,10.0,1209.9839,,-inf,102740584.0,3.3683034e-07,4094.0503,90,4.866626e-07,1.0,359.7748,36327195000.0,36327195000.0,4.866626e-07,103497.45,50,102740584.0,2070.03,45000,10461027,,4453.825,14489.632,102740584.0,True,6604.019135475159,-inf,-1.0,-245.61655,,4999.4644,inf,0.4189424,-238.42957,4639.6895
1,451.22,10.0,4509.409691632233,10.0,1122.1818,,-23634908.0,1.0,0.15789016,3619.6035,91,50.0,1.0,889.8063,8595639000.0,21594066.0,50.0,14916.593,50,1.0,347.84097,45050,10483588,,4509.4097,2087.7065,1.0,True,6618.958620786667,-3.9515216e+21,-1.0,-237.18839,,4999.456,3.7491168e+30,0.4189424,-237.18839,4109.65
2,320.14,10.0,3192.383362850008,10.0,1240.9391,,-inf,21753912.0,1.522799e-10,3182.4026,91,2.2984373e-06,1.0,9.9807205,1754044500.0,1754044500.0,2.2984373e-06,3442.0735,50,21753912.0,70.24628,45100,10499595,,3192.3835,481.76544,21753912.0,True,6629.381310939789,-inf,-1.0,-247.22678,,4999.289,inf,0.4189424,-251.29869,4989.308
3,334.74,10.0,3339.786515718503,10.0,1370.3905,,-inf,13717211.0,1.1267976e-10,3329.8054,91,3.6450558e-06,1.0,9.98131,224984180.0,224984180.0,3.6450558e-06,114.29697,50,13717211.0,9.307864,45150,10516332,,3339.7861,25.758572,13717211.0,True,6640.796886920929,-inf,-1.0,-244.34155,,4999.5,inf,0.4189424,-241.2418,4989.5186
4,361.58,10.0,3607.1570234408905,10.0,1086.6315,,-inf,4253730.0,9.2479163e-10,3267.4407,91,1.175439e-05,1.0,339.71637,135186690.0,135186690.0,1.175439e-05,129.3298,50,4253730.0,5.633665,45200,10534411,,3607.1572,24.233713,4253730.0,True,6651.552755117416,-inf,-1.0,-225.46284,,4999.4326,inf,0.4189424,-224.5901,4659.7163
5,358.9,10.0,3580.389875829808,10.0,1155.1874,,-inf,14244913.0,1.1840584e-10,2350.8457,91,3.510025e-06,1.0,1229.5444,30305544.0,30305544.0,3.510025e-06,34.541977,50,14244913.0,1.2127384,45250,10552356,,3580.3896,5.3594575,14244913.0,True,6662.554632663727,-inf,-1.0,-246.08398,,4999.457,inf,0.4189424,-238.81718,3769.9126
6,363.48,10.0,3625.985485128092,10.0,1022.44525,,-inf,10100701.0,8.098294e-12,2126.3083,91,4.9501514e-06,1.0,1499.6771,11459536.0,11459536.0,4.9501514e-06,12.722417,50,10100701.0,0.46301854,45300,10570530,,3625.9856,1.9417408,10100701.0,True,6674.88441491127,-inf,-1.0,-233.4339,,4999.415,inf,0.4189424,-233.67278,3499.7378
7,309.28,10.0,3083.246815604257,10.0,1101.9042,,-inf,998577860.0,2.0414725e-10,2203.4714,91,5.0071208e-08,1.0,879.7754,1937393.6,1937393.6,5.0071208e-08,1.9081777,50,998577860.0,0.0777035,45350,10585994,,3083.2466,0.32712075,998577860.0,True,6686.738585233688,-inf,-1.0,-241.8358,,4999.501,inf,0.4189424,-242.15887,4119.7256
8,324.04,10.0,3231.1933342494567,10.0,1135.3584,,-inf,8064057.5,5.4879292e-11,2281.378,91,6.200353e-06,1.0,949.8153,3720995.8,3720995.8,6.200353e-06,5.7159224,50,8064057.0,0.1490758,45400,10602196,,3231.1934,0.8298406,8064057.5,True,6697.890339851379,-inf,-1.0,-240.95258,,4999.532,inf,0.4189424,-237.87099,4049.7168
9,326.02,10.0,3250.971824950578,10.0,1127.6243,,-inf,288596860.0,2.3181954e-09,1621.5394,91,1.7325206e-07,1.0,1629.4326,401032700.0,401032700.0,1.7325206e-07,731.5637,50,288596860.0,16.049679,45450,10618497,,3250.972,102.57322,288596860.0,True,6709.89799284935,-inf,-1.0,-242.3746,,4999.3545,inf,0.4189424,-233.64197,3369.9219
10,337.06,10.0,3361.8190173240596,10.0,1128.5452,,-inf,313497280.0,2.0290436e-09,2131.9858,91,1.5949102e-07,1.0,1229.8331,23274848.0,23274848.0,1.5949102e-07,32.6967,50,313497280.0,0.9313278,45500,10635350,,3361.819,4.731206,313497280.0,True,6720.360715866089,-inf,-1.0,-225.0001,,4999.619,inf,0.4189424,-224.3049,3769.7861
1,335.94,10.0,3351.107932963612,10.0,1345.2991,,-15080430.0,1.0,0.086334676,3051.3289,92,50.0,1.0,299.7793,28868729000.0,13039754.0,50.0,58511.258,50,1.0,3844.0952,45550,10652147,,3351.1082,10638.785,1.0,True,6731.441879987717,-5.2175686e+20,-1.0,-233.26987,,4999.267,6.5373566e+28,0.4189424,-233.26987,4699.488
