eRenyi2,VarRet,AvgVanillaIw,AvgRet,BatchSize,IterType,MaxVanillaIw,MinVanillaIw,VarDiscRet,ESSClassic,AvgDiscRet,MaxNormIw,AvgEpLen,J,EpsThisIter,VarNormIw,VarVanillaIw,Delta,Bound,VanillaAvgRet,MinNormIw,VarJ,AvgNormIw,ESSRenyi
1.0,1683.56270561,1.0,-443.283832905,500,2,1.0,1.0,1683.56270561,100.0,-443.283832905,0.01,500.0,-443.284,100,3.50449e-18,,0.9,-462.5,-443.283832905,0.01,40.8256,0.01,500.0
1.0,1755.36224356,1.0,-451.439749019,500,2,1.0,1.0,1755.36224356,200.000000102,-451.439749019,0.005,500.0,-447.362,100,2.1793e-19,,0.9,-461.128,-451.439749019,0.005,41.4596,0.005,500.0
1.0,1568.42297241,1.0,-454.070343695,500,2,1.0,1.0,1568.42297241,299.999969474,-454.070343695,0.00333333,500.0,-449.598,100,5.43914e-20,,0.9,-461.272,-454.070343695,0.00333333,40.9086,0.00333333,500.0
1.0,1568.54665559,1.0,-453.956980791,500,2,1.0,1.0,1568.54665559,400.0,-453.956980791,0.0025,500.0,-450.688,100,5.4346e-20,,0.9,-460.798,-453.956980791,0.0025,40.5822,0.0025,500.0
1.0,1333.92802274,1.0,-446.716951709,500,1,1.0,1.0,1333.92802274,500.000006643,-446.716951709,0.002,500.0,-449.894,100,5.43187e-20,,0.9,-458.936,-446.716951709,0.002,39.8016,0.002,500.0
1.0,1587.29656035,1.0,-456.432189382,500,2,1.0,1.0,1587.29656035,100.0,-456.432189382,0.01,500.0,-456.432,100,3.50449e-18,,0.9,-475.125,-456.432189382,0.01,39.6412,0.01,500.0
1.0,1805.190289,1.0,-452.316760211,500,2,1.0,1.0,1805.190289,200.000000102,-452.316760211,0.005,500.0,-454.374,100,2.1793e-19,,0.9,-467.932,-452.316760211,0.005,41.0307,0.005,500.0
1.0,1382.09742959,1.0,-450.522539544,500,2,1.0,1.0,1382.09742959,299.999969474,-450.522539544,0.00333333,500.0,-453.091,100,5.43914e-20,,0.9,-464.16,-450.522539544,0.00333333,39.771,0.00333333,500.0
1.0,1364.39593628,1.0,-446.636448147,500,2,1.0,1.0,1364.39593628,400.0,-446.636448147,0.0025,500.0,-451.477,100,5.4346e-20,,0.9,-461.063,-446.636448147,0.0025,39.1382,0.0025,500.0
1.0,1808.42631519,1.0,-459.770083163,500,1,1.0,1.0,1808.42631519,500.000006643,-459.770083163,0.002,500.0,-453.136,100,5.43187e-20,,0.9,-462.001,-459.770083163,0.002,39.9313,0.002,500.0
1.0,1259.24074808,1.0,-445.228366903,500,2,1.0,1.0,1259.24074808,100.0,-445.228366903,0.01,500.0,-445.228,100,3.50449e-18,,0.9,-463.1,-445.228366903,0.01,35.3079,0.01,500.0
1.0,1513.23550679,1.0,-454.516836337,500,2,1.0,1.0,1513.23550679,200.000000102,-454.516836337,0.005,500.0,-449.873,100,2.1793e-19,,0.9,-462.77,-454.516836337,0.005,37.3356,0.005,500.0
1.0,1791.81463451,1.0,-454.594019488,500,2,1.0,1.0,1791.81463451,299.999969474,-454.594019488,0.00333333,500.0,-451.446,100,5.43914e-20,,0.9,-462.49,-454.594019488,0.00333333,39.0583,0.00333333,500.0
1.0,1795.43660442,1.0,-446.656242086,500,2,1.0,1.0,1795.43660442,400.0,-446.656242086,0.0025,500.0,-450.249,100,5.4346e-20,,0.9,-459.955,-446.656242086,0.0025,39.9103,0.0025,500.0
1.0,1455.23762748,1.0,-456.831499487,500,1,1.0,1.0,1455.23762748,500.000006643,-456.831499487,0.002,500.0,-451.565,100,5.43187e-20,,0.9,-460.247,-456.831499487,0.002,39.6149,0.002,500.0
1.0,1070.87828316,1.0,-443.534326767,500,2,1.0,1.0,1070.87828316,100.0,-443.534326767,0.01,500.0,-443.534,100,3.50449e-18,,0.9,-461.893,-443.534326767,0.01,32.5602,0.01,500.0
1.0,1260.91976177,1.0,-446.064568045,500,2,1.0,1.0,1260.91976177,200.000000102,-446.064568045,0.005,500.0,-444.799,100,2.1793e-19,,0.9,-457.781,-446.064568045,0.005,33.9977,0.005,500.0
1.0,1903.67385595,1.0,-448.064974157,500,2,1.0,1.0,1903.67385595,299.999969474,-448.064974157,0.00333333,500.0,-445.888,100,5.43914e-20,,0.9,-457.828,-448.064974157,0.00333333,37.4318,0.00333333,500.0
1.0,2163.10273109,1.0,-451.169870733,500,2,1.0,1.0,2163.10273109,400.0,-451.169870733,0.0025,500.0,-447.208,100,5.4346e-20,,0.9,-457.549,-451.169870733,0.0025,39.8931,0.0025,500.0
1.0,1233.76617058,1.0,-446.593184264,500,1,1.0,1.0,1233.76617058,500.000006643,-446.593184264,0.002,500.0,-447.085,100,5.43187e-20,,0.9,-456.334,-446.593184264,0.002,38.9552,0.002,500.0
1.0,1088.89182926,1.0,-447.897650229,500,2,1.0,1.0,1088.89182926,100.0,-447.897650229,0.01,500.0,-447.898,100,3.50449e-18,,0.9,-465.93,-447.897650229,0.01,32.833,0.01,500.0
1.0,1847.97083657,1.0,-450.812161736,500,2,1.0,1.0,1847.97083657,200.000000102,-450.812161736,0.005,500.0,-449.355,100,2.1793e-19,,0.9,-463.9,-450.812161736,0.005,38.1559,0.005,500.0
1.0,2097.65490102,1.0,-454.376650699,500,2,1.0,1.0,2097.65490102,299.999969474,-454.376650699,0.00333333,500.0,-451.029,100,5.43914e-20,,0.9,-462.905,-454.376650699,0.00333333,40.8462,0.00333333,500.0
1.0,1464.7527857,1.0,-448.596771635,500,2,1.0,1.0,1464.7527857,400.0,-448.596771635,0.0025,500.0,-450.421,100,5.4346e-20,,0.9,-460.705,-448.596771635,0.0025,40.1864,0.0025,500.0
1.0,2334.78991657,1.0,-443.777529306,500,1,1.0,0.999995,2334.78991657,499.999945607,-443.777529306,0.00200001,500.0,-449.092,100,3.65413e-18,9.30142e-13,0.9,-458.682,-443.777529306,0.00199999,41.9679,0.002,500.0
1.0,1879.14244138,1.0,-447.62606543,500,2,1.0,1.0,1879.14244138,100.0,-447.62606543,0.01,500.0,-447.626,100,3.50449e-18,,0.9,-466.369,-447.62606543,0.01,43.1318,0.01,500.0
1.0,1369.86560626,1.0,-448.736960745,500,2,1.0,1.0,1369.86560626,200.000000102,-448.736960745,0.005,500.0,-448.182,100,2.1793e-19,,0.9,-461.773,-448.736960745,0.005,40.1069,0.005,500.0
1.0,1173.28645801,1.0,-446.146613393,500,2,1.0,1.0,1173.28645801,299.999969474,-446.146613393,0.00333333,500.0,-447.503,100,5.43914e-20,,0.9,-458.601,-446.146613393,0.00333333,38.2163,0.00333333,500.0
1.0,2186.06312863,1.0,-454.552056274,500,2,1.0,1.0,2186.06312863,400.0,-454.552056274,0.0025,500.0,-449.265,100,5.4346e-20,,0.9,-459.584,-454.552056274,0.0025,40.5676,0.0025,500.0
1.0,1814.56748483,1.0,-450.490344148,500,1,1.0,1.0,1814.56748483,500.000006643,-450.490344148,0.002,500.0,-449.51,100,5.43187e-20,,0.9,-458.74,-450.490344148,0.002,40.9403,0.002,500.0
1.0,1618.82207573,1.0,-448.890293729,500,2,1.0,1.0,1618.82207573,100.0,-448.890293729,0.01,500.0,-448.89,100,3.50449e-18,,0.9,-467.86,-448.890293729,0.01,40.0329,0.01,500.0
1.0,1598.4464912,1.0,-450.65176172,500,2,1.0,1.0,1598.4464912,200.000000102,-450.65176172,0.005,500.0,-449.771,100,2.1793e-19,,0.9,-463.437,-450.65176172,0.005,39.9165,0.005,500.0
1.0,1633.47164492,1.0,-453.298743794,500,2,1.0,1.0,1633.47164492,299.999969474,-453.298743794,0.00333333,500.0,-450.947,100,5.43914e-20,,0.9,-462.843,-453.298743794,0.00333333,40.0503,0.00333333,500.0
1.0,1737.57558058,1.0,-461.704155337,500,2,1.0,1.0,1737.57558058,400.0,-461.704155337,0.0025,500.0,-453.636,100,5.4346e-20,,0.9,-463.938,-461.704155337,0.0025,40.6788,0.0025,500.0
1.0,1202.05168513,1.0,-448.753250646,500,1,1.00001,0.99998,1202.05168513,500.000091942,-448.753250646,0.00200001,500.0,-452.66,100,1.67646e-17,4.16028e-12,0.9,-461.874,-448.753250646,0.00199996,39.5681,0.002,500.0
1.0,1826.27818538,1.0,-455.313402116,500,2,1.0,1.0,1826.27818538,100.0,-455.313402116,0.01,500.0,-455.313,100,3.50449e-18,,0.9,-475.903,-455.313402116,0.01,42.5208,0.01,500.0
1.0,1744.0900872,1.0,-458.030002411,500,2,1.0,1.0,1744.0900872,200.000000102,-458.030002411,0.005,500.0,-456.672,100,2.1793e-19,,0.9,-471.23,-458.030002411,0.005,42.0616,0.005,500.0
1.0,1758.6381317,1.0,-455.528563182,500,2,1.0,1.0,1758.6381317,299.999969474,-455.528563182,0.00333333,500.0,-456.291,100,5.43914e-20,,0.9,-468.178,-455.528563182,0.00333333,41.9535,0.00333333,500.0
1.0,1520.26749283,1.0,-452.44187845,500,2,1.0,1.0,1520.26749283,400.0,-452.44187845,0.0025,500.0,-455.328,100,5.4346e-20,,0.9,-465.623,-452.44187845,0.0025,41.2203,0.0025,500.0
1.0,1578.28817014,1.0,-445.414498244,500,1,1.0,1.0,1578.28817014,500.000006643,-445.414498244,0.002,500.0,-453.346,100,5.43187e-20,,0.9,-462.553,-445.414498244,0.002,41.0794,0.002,500.0
1.0,2037.34423302,1.0,-453.889218426,500,2,1.0,1.0,2037.34423302,100.0,-453.889218426,0.01,500.0,-453.889,100,3.50449e-18,,0.9,-472.837,-453.889218426,0.01,44.9107,0.01,500.0
1.0,1103.28699103,1.0,-446.935467133,500,2,1.0,1.0,1103.28699103,200.000000102,-446.935467133,0.005,500.0,-450.412,100,2.1793e-19,,0.9,-463.811,-446.935467133,0.005,39.5816,0.005,500.0
1.0,1661.78754599,1.0,-448.623723177,500,2,1.0,1.0,1661.78754599,299.999969474,-448.623723177,0.00333333,500.0,-449.816,100,5.43914e-20,,0.9,-460.766,-448.623723177,0.00333333,39.9195,0.00333333,500.0
1.0,1416.14134949,1.0,-443.947769784,500,2,1.0,1.0,1416.14134949,400.0,-443.947769784,0.0025,500.0,-448.349,100,5.4346e-20,,0.9,-457.832,-443.947769784,0.0025,39.3971,0.0025,500.0
1.0,1791.84463095,0.999997,-458.454657557,500,1,1.0023,0.996768,1791.84463095,499.999867565,-458.454657557,0.0020046,500.0,-450.366,100,1.96188e-12,4.90465e-07,0.9,-459.244,-458.454657557,0.00199354,40.1532,0.002,499.999940395
1.0,1597.16429285,1.0,-446.207891108,500,2,1.0,1.0,1597.16429285,100.0,-446.207891108,0.01,500.0,-446.208,100,3.50449e-18,,0.9,-464.311,-446.207891108,0.01,39.7642,0.01,500.0
1.0,1478.59421427,1.0,-457.300110489,500,2,1.0,1.0,1478.59421427,200.000000102,-457.300110489,0.005,500.0,-451.754,100,2.1793e-19,,0.9,-465.893,-457.300110489,0.005,39.4114,0.005,500.0
1.0,1397.43056686,1.0,-454.418831982,500,2,1.0,1.0,1397.43056686,299.999969474,-454.418831982,0.00333333,500.0,-452.642,100,5.43914e-20,,0.9,-464.187,-454.418831982,0.00333333,38.7071,0.00333333,500.0
1.0,1320.94069375,1.0,-447.35395006,500,2,1.0,1.0,1320.94069375,400.0,-447.35395006,0.0025,500.0,-451.32,100,5.4346e-20,,0.9,-461.318,-447.35395006,0.0025,38.1557,0.0025,500.0
1.0,1668.53778602,1.0,-454.17101235,500,1,1.00001,0.999993,1668.53778602,500.000006643,-454.17101235,0.00200001,500.0,-451.89,100,3.65739e-18,8.73498e-13,0.9,-460.832,-454.17101235,0.00199999,38.6827,0.002,500.0
1.0,1506.9039333,1.0,-451.112628876,500,2,1.0,1.0,1506.9039333,100.0,-451.112628876,0.01,500.0,-451.113,100,3.50449e-18,,0.9,-469.796,-451.112628876,0.01,38.6243,0.01,500.0
1.0,1522.27022289,1.0,-449.443220718,500,2,1.0,1.0,1522.27022289,200.000000102,-449.443220718,0.005,500.0,-450.278,100,2.1793e-19,,0.9,-463.575,-449.443220718,0.005,38.7316,0.005,500.0
1.0,1761.12272968,1.0,-451.876333796,500,2,1.0,1.0,1761.12272968,299.999969474,-451.876333796,0.00333333,500.0,-450.811,100,5.43914e-20,,0.9,-462.014,-451.876333796,0.00333333,39.7722,0.00333333,500.0
1.0,1633.03839183,1.0,-445.874834785,500,2,1.0,1.0,1633.03839183,400.0,-445.874834785,0.0025,500.0,-449.577,100,5.4346e-20,,0.9,-459.279,-445.874834785,0.0025,39.9389,0.0025,500.0
1.0,1489.70585883,1.0,-448.23531697,500,1,1.0,1.0,1489.70585883,500.000006643,-448.23531697,0.002,500.0,-449.308,100,5.43187e-20,,0.9,-457.986,-448.23531697,0.002,39.6402,0.002,500.0
1.0,1430.48894561,1.0,-454.676674518,500,2,1.0,1.0,1430.48894561,100.0,-454.676674518,0.01,500.0,-454.677,100,3.50449e-18,,0.9,-473.474,-454.676674518,0.01,37.6322,0.01,500.0
1.0,1480.098186,1.0,-444.659967881,500,2,1.0,1.0,1480.098186,200.000000102,-444.659967881,0.005,500.0,-449.668,100,2.1793e-19,,0.9,-462.96,-444.659967881,0.005,38.2861,0.005,500.0
1.0,1756.93296465,1.0,-450.056787833,500,2,1.0,1.0,1756.93296465,299.999969474,-450.056787833,0.00333333,500.0,-449.798,100,5.43914e-20,,0.9,-460.733,-450.056787833,0.00333333,39.4593,0.00333333,500.0
1.0,1863.92362827,1.0,-452.131637389,500,2,1.0,1.0,1863.92362827,400.0,-452.131637389,0.0025,500.0,-450.381,100,5.4346e-20,,0.9,-459.887,-452.131637389,0.0025,40.3748,0.0025,500.0
1.0,1512.54614763,1.0,-445.437016423,500,1,1.00001,0.999991,1512.54614763,499.999945607,-445.437016423,0.00200002,500.0,-449.392,100,1.7147e-17,4.30327e-12,0.9,-457.894,-445.437016423,0.00199998,40.0935,0.002,500.0
1.0,1645.5833163,1.0,-451.045030491,500,2,1.0,1.0,1645.5833163,100.0,-451.045030491,0.01,500.0,-451.045,100,3.50449e-18,,0.9,-470.363,-451.045030491,0.01,40.3624,0.01,500.0
1.0,1654.43936234,1.0,-444.612908709,500,2,1.0,1.0,1654.43936234,200.000000102,-444.612908709,0.005,500.0,-447.829,100,2.1793e-19,,0.9,-461.519,-444.612908709,0.005,40.5445,0.005,500.0
1.0,1417.44203436,1.0,-454.318563085,500,2,1.0,1.0,1417.44203436,299.999969474,-454.318563085,0.00333333,500.0,-449.992,100,5.43914e-20,,0.9,-461.17,-454.318563085,0.00333333,39.6613,0.00333333,500.0
1.0,1413.14768448,1.0,-447.429386031,500,2,1.0,1.0,1413.14768448,400.0,-447.429386031,0.0025,500.0,-449.351,100,5.4346e-20,,0.9,-459.549,-447.429386031,0.0025,39.1248,0.0025,500.0
1.0,1298.54183021,1.0,-452.776167535,500,1,1.00002,0.999973,1298.54183021,500.000286055,-452.776167535,0.00200004,500.0,-450.036,100,1.40393e-16,3.50885e-11,0.9,-459.157,-452.776167535,0.00199995,38.5174,0.002,500.0
1.0,1369.90422978,1.0,-442.742823206,500,2,1.0,1.0,1369.90422978,100.0,-442.742823206,0.01,500.0,-442.743,100,3.50449e-18,,0.9,-461.164,-442.742823206,0.01,36.8267,0.01,500.0
1.0,1882.38634914,1.0,-450.35379012,500,2,1.0,1.0,1882.38634914,200.000000102,-450.35379012,0.005,500.0,-446.548,100,2.1793e-19,,0.9,-460.845,-450.35379012,0.005,40.3034,0.005,500.0
1.0,1843.68659586,1.0,-451.64435148,500,2,1.0,1.0,1843.68659586,299.999969474,-451.64435148,0.00333333,500.0,-448.247,100,5.43914e-20,,0.9,-459.92,-451.64435148,0.00333333,41.1958,0.00333333,500.0
1.0,2332.58094999,1.0,-448.182727277,500,2,1.0,1.0,2332.58094999,400.0,-448.182727277,0.0025,500.0,-448.231,100,5.4346e-20,,0.9,-458.472,-448.182727277,0.0025,43.0132,0.0025,500.0
1.0,2150.98484868,1.0,-457.180192789,500,1,1.0,1.0,2150.98484868,500.000006643,-457.180192789,0.002,500.0,-450.021,100,5.43187e-20,,0.9,-459.181,-457.180192789,0.002,43.8043,0.002,500.0
