MinNormIw,Bound,AvgNormIw,AvgVanillaIw,VarVanillaIw,eRenyi2,Delta,ESSRenyi,J,MinVanillaIw,VanillaAvgRet,BatchSize,AvgEpLen,AvgDiscRet,MaxNormIw,IterType,VarNormIw,ESSClassic,VarRet,VarJ,AvgRet,EpsThisIter,MaxVanillaIw,VarDiscRet
0.0019969365,4948.1655,0.0019999999,1.0000174,2.1927683e-07,1.0000002,0.95,499.99988079073887,4999.4644,0.9984856,4999.47988372534,500,500.0,4999.47988372534,0.0020030267,1,8.770765e-13,499.9998300249884,0.2710462635299926,0.5193425,4999.47988372534,100,1.0015308,0.2710462635299926
0.01,4884.788,0.009999998,1.0,,1.0,0.95,500.0,4999.496,1.0,4999.496398450814,500,500.0,4999.496398450814,0.01,2,3.5044917e-18,100.0,0.24431633638183475,0.4918193,4999.496398450814,100,1.0,0.24431633638183475
0.005,4918.394,0.0049999994,1.0,,1.0,0.95,500.0,4999.505,1.0,4999.513452113545,500,500.0,4999.513452113545,0.005,2,2.179301e-19,200.00000010221265,0.2185130642568137,0.47873464,4999.513452113545,100,1.0,0.2185130642568137
0.0033333334,4933.2485,0.0033333336,1.0,,1.0,0.95,500.0,4999.475,1.0,4999.414716507062,500,500.0,4999.414716507062,0.0033333334,2,5.4391416e-20,299.999969473632,0.32256916516911477,0.51093453,4999.414716507062,100,1.0,0.32256916516911477
0.0025,4942.115,0.0024999997,1.0,,1.0,0.95,500.0,4999.469,1.0,4999.453079455326,500,500.0,4999.453079455326,0.0025,2,5.434597e-20,400.0,0.30367410950595813,0.5206126,4999.453079455326,100,1.0,0.30367410950595813
0.0019814952,4948.1934,0.0019999999,1.0002224,9.487197e-06,1.0000093,0.95,499.99535088093654,4999.4927,0.990968,4999.579107036778,500,500.0,4999.579107036778,0.0020143834,1,3.7931963e-11,499.99526800452435,0.23118578817833582,0.5137005,4999.579107036778,100,1.0074158,0.23118578817833582
0.01,4884.753,0.009999998,1.0,,1.0,0.95,500.0,4999.461,1.0,4999.4607207323,500,500.0,4999.4607207323,0.01,2,3.5044917e-18,100.0,0.2765605174018904,0.5232699,4999.4607207323,100,1.0,0.2765605174018904
0.005,4918.4,0.0049999994,1.0,,1.0,0.95,500.0,4999.5107,1.0,4999.561094566768,500,500.0,4999.561094566768,0.005,2,2.179301e-19,200.00000010221265,0.17781524603503207,0.4769178,4999.561094566768,100,1.0,0.17781524603503207
0.0033333334,4933.286,0.0033333336,1.0,,1.0,0.95,500.0,4999.5127,1.0,4999.51583590143,500,500.0,4999.51583590143,0.0033333334,2,5.4391416e-20,299.999969473632,0.20396279505898413,0.46791464,4999.51583590143,100,1.0,0.20396279505898413
0.0025,4942.151,0.0024999997,1.0,,1.0,0.95,500.0,4999.505,1.0,4999.48181667538,500,500.0,4999.48181667538,0.0025,2,5.434597e-20,400.0,0.25402526641263,0.47670844,4999.48181667538,100,1.0,0.25402526641263
0.002,4948.219,0.0020000003,1.0,,1.0,0.95,500.0,4999.518,1.0,4999.569476954561,500,500.0,4999.569476954561,0.002,1,5.431875e-20,500.00000664260017,0.19515287323994152,0.4702189,4999.569476954561,100,1.0,0.19515287323994152
0.01,4884.786,0.009999998,1.0,,1.0,0.95,500.0,4999.494,1.0,4999.493741420891,500,500.0,4999.493741420891,0.01,2,3.5044917e-18,100.0,0.1971878351440724,0.44183305,4999.493741420891,100,1.0,0.1971878351440724
0.005,4918.358,0.0049999994,1.0,,1.0,0.95,500.0,4999.4688,1.0,4999.4446357206,500,500.0,4999.4446357206,0.005,2,2.179301e-19,200.00000010221265,0.2091952507075561,0.4491898,4999.4446357206,100,1.0,0.2091952507075561
0.0033333334,4933.255,0.0033333336,1.0,,1.0,0.95,500.0,4999.4814,1.0,4999.506684221105,500,500.0,4999.506684221105,0.0033333334,2,5.4391416e-20,299.999969473632,0.2367027711179859,0.4614536,4999.506684221105,100,1.0,0.2367027711179859
0.0025,4942.1304,0.0024999997,1.0,,1.0,0.95,500.0,4999.4844,1.0,4999.4909228279785,500,500.0,4999.4909228279785,0.0025,2,5.434597e-20,400.0,0.2696259423788358,0.47587293,4999.4909228279785,100,1.0,0.2696259423788358
0.002,4948.1753,0.0020000003,1.0,,1.0,0.95,500.0,4999.474,1.0,4999.431918803267,500,500.0,4999.431918803267,0.002,1,5.431875e-20,500.00000664260017,0.2611250797847155,0.48301297,4999.431918803267,100,1.0,0.2611250797847155
0.01,4884.873,0.009999998,1.0,,1.0,0.95,500.0,4999.581,1.0,4999.5812239557,500,500.0,4999.5812239557,0.01,2,3.5044917e-18,100.0,0.1941247427337585,0.43835807,4999.5812239557,100,1.0,0.1941247427337585
0.005,4918.398,0.0049999994,1.0,,1.0,0.95,500.0,4999.509,1.0,4999.436667569592,500,500.0,4999.436667569592,0.005,2,2.179301e-19,200.00000010221265,0.3056053989755497,0.5025676,4999.436667569592,100,1.0,0.3056053989755497
0.0033333334,4933.2876,0.0033333336,1.0,,1.0,0.95,500.0,4999.514,1.0,4999.526377346165,500,500.0,4999.526377346165,0.0033333334,2,5.4391416e-20,299.999969473632,0.19826171889837121,0.48360363,4999.526377346165,100,1.0,0.19826171889837121
0.0025,4942.153,0.0024999997,1.0,,1.0,0.95,500.0,4999.507,1.0,4999.482368725062,500,500.0,4999.482368725062,0.0025,2,5.434597e-20,400.0,0.23834666579196845,0.48434556,4999.482368725062,100,1.0,0.23834666579196845
0.002,4948.2163,0.0020000003,1.0,,1.0,0.95,500.0,4999.515,1.0,4999.548435972726,500,500.0,4999.548435972726,0.002,1,5.431875e-20,500.00000664260017,0.23270441197316794,0.48376414,4999.548435972726,100,1.0,0.23270441197316794
0.01,4884.824,0.009999998,1.0,,1.0,0.95,500.0,4999.532,1.0,4999.532468026794,500,500.0,4999.532468026794,0.01,2,3.5044917e-18,100.0,0.3537397917890761,0.59177077,4999.532468026794,100,1.0,0.3537397917890761
0.005,4918.395,0.0049999994,1.0,,1.0,0.95,500.0,4999.506,1.0,4999.480361011695,500,500.0,4999.480361011695,0.005,2,2.179301e-19,200.00000010221265,0.2096963103913235,0.52875423,4999.480361011695,100,1.0,0.2096963103913235
0.0033333334,4933.2812,0.0033333336,1.0,,1.0,0.95,500.0,4999.508,1.0,4999.5088402741785,500,500.0,4999.5088402741785,0.0033333334,2,5.4391416e-20,299.999969473632,0.2185635991452058,0.5084457,4999.5088402741785,100,1.0,0.2185635991452058
0.0025,4942.1294,0.0024999997,1.0,,1.0,0.95,500.0,4999.4834,1.0,4999.413474091332,500,500.0,4999.413474091332,0.0025,2,5.434597e-20,400.0,0.24559174696410715,0.50628203,4999.413474091332,100,1.0,0.24559174696410715
0.002,4948.183,0.0020000003,1.0,,1.0,0.95,500.0,4999.482,1.0,4999.471857487731,500,500.0,4999.471857487731,0.002,1,5.431875e-20,500.00000664260017,0.31768478580278664,0.5176711,4999.471857487731,100,1.0,0.31768478580278664
0.01,4884.8267,0.009999998,1.0,,1.0,0.95,500.0,4999.5347,1.0,4999.534718439262,500,500.0,4999.534718439262,0.01,2,3.5044917e-18,100.0,0.27002634632253353,0.5170516,4999.534718439262,100,1.0,0.27002634632253353
0.005,4918.394,0.0049999994,1.0,,1.0,0.95,500.0,4999.505,1.0,4999.47521707098,500,500.0,4999.47521707098,0.005,2,2.179301e-19,200.00000010221265,0.21428660749708478,0.4905404,4999.47521707098,100,1.0,0.21428660749708478
0.0033333334,4933.2744,0.0033333336,1.0,,1.0,0.95,500.0,4999.501,1.0,4999.492344574108,500,500.0,4999.492344574108,0.0033333334,2,5.4391416e-20,299.999969473632,0.245790895448782,0.49149656,4999.492344574108,100,1.0,0.245790895448782
0.0025,4942.1553,0.0024999997,1.0,,1.0,0.95,500.0,4999.5093,1.0,4999.536125065996,500,500.0,4999.536125065996,0.0025,2,5.434597e-20,400.0,0.22680274725835564,0.487386,4999.536125065996,100,1.0,0.22680274725835564
0.002,4948.2036,0.0020000003,1.0,,1.0,0.95,500.0,4999.5024,1.0,4999.468994406489,500,500.0,4999.468994406489,0.002,1,5.431875e-20,500.00000664260017,0.1912687899114432,0.47767118,4999.468994406489,100,1.0,0.1912687899114432
0.01,4884.7935,0.009999998,1.0,,1.0,0.95,500.0,4999.5015,1.0,4999.501791909682,500,500.0,4999.501791909682,0.01,2,3.5044917e-18,100.0,0.2957849782186004,0.54113877,4999.501791909682,100,1.0,0.2957849782186004
0.005,4918.4106,0.0049999994,1.0,,1.0,0.95,500.0,4999.5215,1.0,4999.5423950288505,500,500.0,4999.5423950288505,0.005,2,2.179301e-19,200.00000010221265,0.2139692480746979,0.5027447,4999.5423950288505,100,1.0,0.2139692480746979
0.0033333334,4933.285,0.0033333336,1.0,,1.0,0.95,500.0,4999.5117,1.0,4999.48976238102,500,500.0,4999.48976238102,0.0033333334,2,5.4391416e-20,299.999969473632,0.2506185372038744,0.50143826,4999.48976238102,100,1.0,0.2506185372038744
0.0025,4942.1694,0.0024999997,1.0,,1.0,0.95,500.0,4999.5234,1.0,4999.559605555258,500,500.0,4999.559605555258,0.0025,2,5.434597e-20,400.0,0.226276130070179,0.4949952,4999.559605555258,100,1.0,0.226276130070179
0.002,4948.209,0.0020000003,1.0,,1.0,0.95,500.0,4999.508,1.0,4999.443031172303,500,500.0,4999.443031172303,0.002,1,5.431875e-20,500.00000664260017,0.25601408805939974,0.49773192,4999.443031172303,100,1.0,0.25601408805939974
0.01,4884.8003,0.009999998,1.0,,1.0,0.95,500.0,4999.5083,1.0,4999.50886826879,500,500.0,4999.50886826879,0.01,2,3.5044917e-18,100.0,0.2416993856972565,0.4891738,4999.50886826879,100,1.0,0.2416993856972565
0.005,4918.401,0.0049999994,1.0,,1.0,0.95,500.0,4999.5117,1.0,4999.5159162507325,500,500.0,4999.5159162507325,0.005,2,2.179301e-19,200.00000010221265,0.218104935316888,0.47708383,4999.5159162507325,100,1.0,0.218104935316888
0.0033333334,4933.2676,0.0033333336,1.0,,1.0,0.95,500.0,4999.494,1.0,4999.45726693646,500,500.0,4999.45726693646,0.0033333334,2,5.4391416e-20,299.999969473632,0.24601779670954962,0.48332578,4999.45726693646,100,1.0,0.24601779670954962
0.0025,4942.139,0.0024999997,1.0,,1.0,0.95,500.0,4999.493,1.0,4999.491876527626,500,500.0,4999.491876527626,0.0025,2,5.434597e-20,400.0,0.26276024299625117,0.49014142,4999.491876527626,100,1.0,0.26276024299625117
0.0019873008,4948.192,0.002,1.0000747,3.2136513e-06,1.0000032,0.95,499.9983906797709,4999.4907,0.9937246,4999.4760973714165,500,500.0,4999.4760973714165,0.0020078174,1,1.2852682e-11,499.99837099405335,0.25714621563787404,0.49275708,4999.4760973714165,100,1.0039837,0.25714621563787404
0.01,4884.8896,0.009999998,1.0,,1.0,0.95,500.0,4999.5977,1.0,4999.597716365661,500,500.0,4999.597716365661,0.01,2,3.5044917e-18,100.0,0.1790929830735967,0.4210907,4999.597716365661,100,1.0,0.1790929830735967
0.005,4918.428,0.0049999994,1.0,,1.0,0.95,500.0,4999.539,1.0,4999.481625475101,500,500.0,4999.481625475101,0.005,2,2.179301e-19,200.00000010221265,0.2894814486429247,0.48510453,4999.481625475101,100,1.0,0.2894814486429247
0.0033333334,4933.292,0.0033333336,1.0,,1.0,0.95,500.0,4999.5186,1.0,4999.474879354144,500,500.0,4999.474879354144,0.0033333334,2,5.4391416e-20,299.999969473632,0.28147352777781837,0.50070715,4999.474879354144,100,1.0,0.28147352777781837
0.0025,4942.147,0.0024999997,1.0,,1.0,0.95,500.0,4999.501,1.0,4999.450549461412,500,500.0,4999.450549461412,0.0025,2,5.434597e-20,400.0,0.20368254551633383,0.48918006,4999.450549461412,100,1.0,0.20368254551633383
0.002,4948.1904,0.0020000003,1.0,,1.0,0.95,500.0,4999.4893,1.0,4999.438478654879,500,500.0,4999.438478654879,0.002,1,5.431875e-20,500.00000664260017,0.3510795261627338,0.5114517,4999.438478654879,100,1.0,0.3510795261627338
0.01,4884.7793,0.009999998,1.0,,1.0,0.95,500.0,4999.4873,1.0,4999.48772644316,500,500.0,4999.48772644316,0.01,2,3.5044917e-18,100.0,0.19768535225345424,0.44237563,4999.48772644316,100,1.0,0.19768535225345424
0.005,4918.3965,0.0049999994,1.0,,1.0,0.95,500.0,4999.5073,1.0,4999.527665422436,500,500.0,4999.527665422436,0.005,2,2.179301e-19,200.00000010221265,0.1974049910303402,0.4426735,4999.527665422436,100,1.0,0.1974049910303402
0.0033333334,4933.2954,0.0033333336,1.0,,1.0,0.95,500.0,4999.522,1.0,4999.550294677044,500,500.0,4999.550294677044,0.0033333334,2,5.4391416e-20,299.999969473632,0.1877549364490018,0.43932375,4999.550294677044,100,1.0,0.1877549364490018
0.0025,4942.155,0.0024999997,1.0,,1.0,0.95,500.0,4999.509,1.0,4999.4707547279695,500,500.0,4999.4707547279695,0.0025,2,5.434597e-20,400.0,0.26156732995327925,0.45823735,4999.4707547279695,100,1.0,0.26156732995327925
0.0019872047,4948.215,0.002,1.0000211,1.5299332e-06,1.000001,0.95,499.99952316329654,4999.5137,0.9936232,4999.528096440995,500,500.0,4999.528096440995,0.002007682,1,6.119478e-12,499.9992271873327,0.2822218232144402,0.4729532,4999.528096440995,100,1.0038621,0.2822218232144402
0.01,4884.7827,0.009999998,1.0,,1.0,0.95,500.0,4999.4907,1.0,4999.49031260706,500,500.0,4999.49031260706,0.01,2,3.5044917e-18,100.0,0.267162742218883,0.5142765,4999.49031260706,100,1.0,0.267162742218883
0.005,4918.424,0.0049999994,1.0,,1.0,0.95,500.0,4999.5347,1.0,4999.579276440165,500,500.0,4999.579276440165,0.005,2,2.179301e-19,200.00000010221265,0.1961306558381722,0.48094678,4999.579276440165,100,1.0,0.1961306558381722
0.0033333334,4933.314,0.0033333336,1.0,,1.0,0.95,500.0,4999.5405,1.0,4999.55335418784,500,500.0,4999.55335418784,0.0033333334,2,5.4391416e-20,299.999969473632,0.16263015405912612,0.4560174,4999.55335418784,100,1.0,0.16263015405912612
0.0025,4942.178,0.0024999997,1.0,,1.0,0.95,500.0,4999.532,1.0,4999.506064553451,500,500.0,4999.506064553451,0.0025,2,5.434597e-20,400.0,0.19585078296804093,0.45239657,4999.506064553451,100,1.0,0.19585078296804093
0.002,4948.2407,0.0020000003,1.0,,1.0,0.95,500.0,4999.5396,1.0,4999.567071228898,500,500.0,4999.567071228898,0.002,1,5.431875e-20,500.00000664260017,0.16535787015592518,0.44346738,4999.567071228898,100,1.0,0.16535787015592518
0.01,4884.817,0.009999998,1.0,,1.0,0.95,500.0,4999.525,1.0,4999.524749397489,500,500.0,4999.524749397489,0.01,2,3.5044917e-18,100.0,0.21860227920871084,0.46521172,4999.524749397489,100,1.0,0.21860227920871084
0.005,4918.428,0.0049999994,1.0,,1.0,0.95,500.0,4999.539,1.0,4999.55448676138,500,500.0,4999.55448676138,0.005,2,2.179301e-19,200.00000010221265,0.1936389884937227,0.4519822,4999.55448676138,100,1.0,0.1936389884937227
0.0033333334,4933.3013,0.0033333336,1.0,,1.0,0.95,500.0,4999.528,1.0,4999.503332742782,500,500.0,4999.503332742782,0.0033333334,2,5.4391416e-20,299.999969473632,0.2388826842425158,0.4640259,4999.503332742782,100,1.0,0.2388826842425158
0.0025,4942.15,0.0024999997,1.0,,1.0,0.95,500.0,4999.504,1.0,4999.432659190399,500,500.0,4999.432659190399,0.0025,2,5.434597e-20,400.0,0.236126527103121,0.47076467,4999.432659190399,100,1.0,0.236126527103121
0.002,4948.209,0.0020000003,1.0,,1.0,0.95,500.0,4999.508,1.0,4999.521472400907,500,500.0,4999.521472400907,0.002,1,5.431875e-20,500.00000664260017,0.2162153265271416,0.46920645,4999.521472400907,100,1.0,0.2162153265271416
0.01,4884.69,0.009999998,1.0,,1.0,0.95,500.0,4999.398,1.0,4999.398443889685,500,500.0,4999.398443889685,0.01,2,3.5044917e-18,100.0,0.32318485781723505,0.56563073,4999.398443889685,100,1.0,0.32318485781723505
0.005,4918.3564,0.0049999994,1.0,,1.0,0.95,500.0,4999.4673,1.0,4999.536077235252,500,500.0,4999.536077235252,0.005,2,2.179301e-19,200.00000010221265,0.25359465878151155,0.53872883,4999.536077235252,100,1.0,0.25359465878151155
0.0033333334,4933.2656,0.0033333336,1.0,,1.0,0.95,500.0,4999.492,1.0,4999.541495803073,500,500.0,4999.541495803073,0.0033333334,2,5.4391416e-20,299.999969473632,0.21473632557264918,0.5153333,4999.541495803073,100,1.0,0.21473632557264918
0.0025,4942.1367,0.0024999997,1.0,,1.0,0.95,500.0,4999.4907,1.0,4999.487294065701,500,500.0,4999.487294065701,0.0025,2,5.434597e-20,400.0,0.2817130551006889,0.51855946,4999.487294065701,100,1.0,0.2817130551006889
0.0019916848,4948.1836,0.002,0.9999796,1.0908599e-06,1.000001,0.95,499.99952316329654,4999.4824,0.99582213,4999.443564791537,500,500.0,4999.443564791537,0.0020048588,1,4.3636214e-12,499.99941030887976,0.24081452446244245,0.5126982,4999.443564791537,100,1.002409,0.24081452446244245
0.01,4884.796,0.009999998,1.0,,1.0,0.95,500.0,4999.504,1.0,4999.50398557789,500,500.0,4999.50398557789,0.01,2,3.5044917e-18,100.0,0.2314637507589243,0.47869274,4999.50398557789,100,1.0,0.2314637507589243
0.005,4918.3657,0.0049999994,1.0,,1.0,0.95,500.0,4999.4766,1.0,4999.448741209283,500,500.0,4999.448741209283,0.005,2,2.179301e-19,200.00000010221265,0.25268462670162917,0.4903251,4999.448741209283,100,1.0,0.25268462670162917
0.0033333334,4933.2915,0.0033333336,1.0,,1.0,0.95,500.0,4999.518,1.0,4999.599900679148,500,500.0,4999.599900679148,0.0033333334,2,5.4391416e-20,299.999969473632,0.17723353559992205,0.47133422,4999.599900679148,100,1.0,0.17723353559992205
0.0025,4942.1323,0.0024999997,1.0,,1.0,0.95,500.0,4999.4863,1.0,4999.39275818226,500,500.0,4999.39275818226,0.0025,2,5.434597e-20,400.0,0.26302837909779436,0.48439395,4999.39275818226,100,1.0,0.26302837909779436
0.002,4948.1846,0.0020000003,1.0,,1.0,0.95,500.0,4999.4834,1.0,4999.468756160996,500,500.0,4999.468756160996,0.002,1,5.431875e-20,500.00000664260017,0.2947311243023029,0.49609894,4999.468756160996,100,1.0,0.2947311243023029
0.01,4884.655,0.009999998,1.0,,1.0,0.95,500.0,4999.363,1.0,4999.36280159342,500,500.0,4999.36280159342,0.01,2,3.5044917e-18,100.0,0.30761170278684785,0.5518339,4999.36280159342,100,1.0,0.30761170278684785
0.005,4918.276,0.0049999994,1.0,,1.0,0.95,500.0,4999.3867,1.0,4999.410101760793,500,500.0,4999.410101760793,0.005,2,2.179301e-19,200.00000010221265,0.2959651107934054,0.5470991,4999.410101760793,100,1.0,0.2959651107934054
0.0033333334,4932.9614,0.0033333336,1.0,,1.0,0.95,500.0,4999.188,1.0,4998.789915730263,500,499.94,4998.789915730263,0.0033333334,2,5.4391416e-20,299.999969473632,49.8515376945541,4.090196,4998.789915730263,100,1.0,49.8515376945541
0.0025,4941.9165,0.0024999997,1.0,,1.0,0.95,500.0,4999.2705,1.0,4999.519248893231,500,500.0,4999.519248893231,0.0025,2,5.434597e-20,400.0,0.1971170434835156,3.5519981,4999.519248893231,100,1.0,0.1971170434835156
0.001755202,4948.04,0.002,0.9999915,0.00033475136,1.000302,0.95,499.84906701007645,4999.3467,0.87759346,4999.56326352691,500,500.0,4999.56326352691,0.0020652509,1,1.3390284e-09,499.8330161723625,0.19899234475267785,2.8062963,4999.56326352691,100,1.0326166,0.19899234475267785
0.01,4884.77,0.009999998,1.0,,1.0,0.95,500.0,4999.478,1.0,4999.47809411043,500,500.0,4999.47809411043,0.01,2,3.5044917e-18,100.0,0.22978269474186966,0.47694343,4999.47809411043,100,1.0,0.22978269474186966
0.005,4918.3726,0.0049999994,1.0,,1.0,0.95,500.0,4999.4834,1.0,4999.4890661150675,500,500.0,4999.4890661150675,0.005,2,2.179301e-19,200.00000010221265,0.22254395418849793,0.47321257,4999.4890661150675,100,1.0,0.22254395418849793
0.0033333334,4933.2534,0.0033333336,1.0,,1.0,0.95,500.0,4999.48,1.0,4999.472746237578,500,500.0,4999.472746237578,0.0033333334,2,5.4391416e-20,299.999969473632,0.24130356193878155,0.47847253,4999.472746237578,100,1.0,0.24130356193878155
0.0025,4942.136,0.0024999997,1.0,,1.0,0.95,500.0,4999.49,1.0,4999.521072704753,500,500.0,4999.521072704753,0.0025,2,5.434597e-20,400.0,0.23077508851383155,0.4786822,4999.521072704753,100,1.0,0.23077508851383155
0.0019952708,4948.1826,0.002,0.9999537,1.3584128e-06,1.0000013,0.95,499.9993443497672,4999.4814,0.9975892,4999.442322860783,500,500.0,4999.442322860783,0.002007566,1,5.434153e-12,499.9993160128593,0.26771099218373096,0.48636216,4999.442322860783,100,1.0037365,0.26771099218373096
0.01,4884.665,0.009999998,1.0,,1.0,0.95,500.0,4999.373,1.0,4999.372955617677,500,500.0,4999.372955617677,0.01,2,3.5044917e-18,100.0,0.2960913662179459,0.5414215,4999.372955617677,100,1.0,0.2960913662179459
0.005,4918.3223,0.0049999994,1.0,,1.0,0.95,500.0,4999.433,1.0,4999.49348234444,500,500.0,4999.49348234444,0.005,2,2.179301e-19,200.00000010221265,0.21856834284990603,0.50831735,4999.49348234444,100,1.0,0.21856834284990603
0.0033333334,4933.234,0.0033333336,1.0,,1.0,0.95,500.0,4999.4604,1.0,4999.514271907844,500,500.0,4999.514271907844,0.0033333334,2,5.4391416e-20,299.999969473632,0.2982921763383447,0.5216839,4999.514271907844,100,1.0,0.2982921763383447
0.0025,4942.1094,0.0024999997,1.0,,1.0,0.95,500.0,4999.4634,1.0,4999.4716247235165,500,500.0,4999.4716247235165,0.0025,2,5.434597e-20,400.0,0.23727309847520608,0.51270324,4999.4716247235165,100,1.0,0.23727309847520608
0.0019931628,4948.1675,0.0019999999,0.9998949,8.613942e-07,1.0000005,0.95,499.9997615815346,4999.4663,0.99647665,4999.473907190472,500,500.0,4999.473907190472,0.0020048232,1,3.4463038e-12,499.99956620606906,0.2943405899956021,0.518037,4999.473907190472,100,1.0023062,0.2943405899956021
0.01,4884.8164,0.009999998,1.0,,1.0,0.95,500.0,4999.5244,1.0,4999.5244500653025,500,500.0,4999.5244500653025,0.01,2,3.5044917e-18,100.0,0.18011914468123777,0.42227995,4999.5244500653025,100,1.0,0.18011914468123777
0.005,4918.3667,0.0049999994,1.0,,1.0,0.95,500.0,4999.4775,1.0,4999.429988826267,500,500.0,4999.429988826267,0.005,2,2.179301e-19,200.00000010221265,0.2966657681918664,0.4880967,4999.429988826267,100,1.0,0.2966657681918664
0.0033333334,4933.228,0.0033333336,1.0,,1.0,0.95,500.0,4999.4546,1.0,4999.410112968844,500,500.0,4999.410112968844,0.0033333334,2,5.4391416e-20,299.999969473632,0.2667545558774654,0.49785495,4999.410112968844,100,1.0,0.2667545558774654
0.0025,4942.1343,0.0024999997,1.0,,1.0,0.95,500.0,4999.4883,1.0,4999.590323649982,500,500.0,4999.590323649982,0.0025,2,5.434597e-20,400.0,0.20112033217855516,0.48899075,4999.590323649982,100,1.0,0.20112033217855516
0.002,4948.1885,0.0020000003,1.0,,1.0,0.95,500.0,4999.4873,1.0,4999.4777587981835,500,500.0,4999.4777587981835,0.002,1,5.431875e-20,500.00000664260017,0.2828878196878004,0.4973132,4999.4777587981835,100,1.0,0.2828878196878004
0.01,4884.836,0.009999998,1.0,,1.0,0.95,500.0,4999.544,1.0,4999.543931704588,500,500.0,4999.543931704588,0.01,2,3.5044917e-18,100.0,0.2133468642333215,0.45958158,4999.543931704588,100,1.0,0.2133468642333215
0.005,4918.3936,0.0049999994,1.0,,1.0,0.95,500.0,4999.5044,1.0,4999.464857431732,500,500.0,4999.464857431732,0.005,2,2.179301e-19,200.00000010221265,0.2677111749024568,0.48956436,4999.464857431732,100,1.0,0.2677111749024568
0.0033333334,4933.287,0.0033333336,1.0,,1.0,0.95,500.0,4999.5137,1.0,4999.532071627324,500,500.0,4999.532071627324,0.0033333334,2,5.4391416e-20,299.999969473632,0.18648736068181523,0.47062832,4999.532071627324,100,1.0,0.18648736068181523
0.0025,4942.144,0.0024999997,1.0,,1.0,0.95,500.0,4999.498,1.0,4999.450700355118,500,500.0,4999.450700355118,0.0025,2,5.434597e-20,400.0,0.2505662720189494,0.47841412,4999.450700355118,100,1.0,0.2505662720189494
0.002,4948.1875,0.0020000003,1.0,,1.0,0.95,500.0,4999.4863,1.0,4999.439979333883,500,500.0,4999.439979333883,0.002,1,5.431875e-20,500.00000664260017,0.2817696679492249,0.48931438,4999.439979333883,100,1.0,0.2817696679492249
0.01,4884.801,0.009999998,1.0,,1.0,0.95,500.0,4999.509,1.0,4999.508681686214,500,500.0,4999.508681686214,0.01,2,3.5044917e-18,100.0,0.253280172661959,0.5007401,4999.508681686214,100,1.0,0.253280172661959
0.005,4918.3813,0.0049999994,1.0,,1.0,0.95,500.0,4999.492,1.0,4999.476105814657,500,500.0,4999.476105814657,0.005,2,2.179301e-19,200.00000010221265,0.23983112771565732,0.49433532,4999.476105814657,100,1.0,0.23983112771565732
0.0033333334,4933.241,0.0033333336,1.0,,1.0,0.95,500.0,4999.468,1.0,4999.4181327643755,500,500.0,4999.4181327643755,0.0033333334,2,5.4391416e-20,299.999969473632,0.263955943599596,0.50123864,4999.4181327643755,100,1.0,0.263955943599596
0.0025,4942.113,0.0024999997,1.0,,1.0,0.95,500.0,4999.467,1.0,4999.465256027524,500,500.0,4999.465256027524,0.0025,2,5.434597e-20,400.0,0.18738029307971166,0.48457062,4999.465256027524,100,1.0,0.18738029307971166
0.002,4948.179,0.0020000003,1.0,,1.0,0.95,500.0,4999.478,1.0,4999.5176510091405,500,500.0,4999.5176510091405,0.002,1,5.431875e-20,500.00000664260017,0.25168323509131196,0.48794493,4999.5176510091405,100,1.0,0.25168323509131196
0.01,4884.7285,0.009999998,1.0,,1.0,0.95,500.0,4999.436,1.0,4999.436475950043,500,500.0,4999.436475950043,0.01,2,3.5044917e-18,100.0,0.22824346762144285,0.47535586,4999.436475950043,100,1.0,0.22824346762144285
0.005,4918.3438,0.0049999994,1.0,,1.0,0.95,500.0,4999.4546,1.0,4999.472570126216,500,500.0,4999.472570126216,0.005,2,2.179301e-19,200.00000010221265,0.2358258251547285,0.4796257,4999.472570126216,100,1.0,0.2358258251547285
0.0033333334,4933.213,0.0033333336,1.0,,1.0,0.95,500.0,4999.4395,1.0,4999.409959992781,500,500.0,4999.409959992781,0.0033333334,2,5.4391416e-20,299.999969473632,0.26883840302324574,0.49246007,4999.409959992781,100,1.0,0.26883840302324574
0.0025,4942.105,0.0024999997,1.0,,1.0,0.95,500.0,4999.459,1.0,4999.514849933383,500,500.0,4999.514849933383,0.0025,2,5.434597e-20,400.0,0.18167711846114032,0.47740886,4999.514849933383,100,1.0,0.18167711846114032
0.0019895737,4948.1675,0.002,1.0001737,3.4076868e-06,1.0000058,0.95,499.997079389466,4999.4663,0.9949596,4999.4934654653825,500,500.0,4999.4934654653825,0.0020154451,1,1.3626002e-11,499.9982767612841,0.19866936470302785,0.47081253,4999.4934654653825,100,1.0078976,0.19866936470302785
0.01,4884.726,0.009999998,1.0,,1.0,0.95,500.0,4999.434,1.0,4999.43388446368,500,500.0,4999.43388446368,0.01,2,3.5044917e-18,100.0,0.2646423503854162,0.5118414,4999.43388446368,100,1.0,0.2646423503854162
0.005,4918.319,0.0049999994,1.0,,1.0,0.95,500.0,4999.4297,1.0,4999.425438412119,500,500.0,4999.425438412119,0.005,2,2.179301e-19,200.00000010221265,0.28290314366575176,0.5206216,4999.425438412119,100,1.0,0.28290314366575176
