VarVanillaIw,Bound,MinNormIw,AvgDiscRet,AvgRet,VarNormIw,AvgVanillaIw,MaxVanillaIw,VanillaAvgRet,J,ESSRenyi,AvgNormIw,VarJ,Delta,ESSClassic,eRenyi2,IterType,MinVanillaIw,EpsThisIter,VarRet,VarDiscRet,AvgEpLen,MaxNormIw,BatchSize
,3709.27,0.01,4643.18904887,4643.18904887,3.50449e-18,1.0,1.0,4643.18904887,4643.19,200.0,0.01,22.4139,0.2,100.0,1.0,2,1.0,100,507.459411334,507.459411334,500.0,0.01,200
0.000160738,3981.21,0.00480791,4639.90847003,4639.90847003,4.02078e-09,0.999711,1.04044,4639.90847003,4641.64,199.969582416,0.005,25.7388,0.2,199.968029792,1.00015,1,0.961304,100,840.610298935,840.610298935,500.0,0.00520373,200
,3700.02,0.01,4634.00435113,4634.00435113,3.50449e-18,1.0,1.0,4634.00435113,4634.0,200.0,0.01,59.0479,0.2,100.0,1.0,2,1.0,100,3521.87625349,3521.87625349,499.51,0.01,200
0.000729844,3977.69,0.00448249,4641.78063586,4641.78063586,1.83122e-08,0.998194,1.06048,4641.78063586,4638.32,199.876646829,0.005,42.7339,0.2,199.854397797,1.00062,1,0.894879,100,696.350471478,696.350471478,500.0,0.00531199,200
,3694.29,0.01,4628.20337628,4628.20337628,3.50449e-18,1.0,1.0,4628.20337628,4628.2,200.0,0.01,129.823,0.2,100.0,1.0,2,1.0,100,17024.2007519,17024.2007519,498.68,0.01,200
0.00467645,3975.54,0.00322916,4640.89940003,4640.89940003,1.17543e-07,0.997308,1.14014,4640.89940003,4636.94,199.38510743,0.005,63.9943,0.2,199.068687945,1.00308,1,0.644094,100,775.982809298,775.982809298,500.0,0.00571609,200
,3689.55,0.01,4623.30023099,4623.30023099,3.50449e-18,1.0,1.0,4623.30023099,4623.3,200.0,0.01,121.806,0.2,100.0,1.0,2,1.0,100,14986.5698406,14986.5698406,498.05,0.01,200
0.0086252,3968.17,0.00212919,4626.82907716,4626.82907716,2.14557e-07,1.0025,1.13229,4626.82907716,4630.89,198.592975579,0.005,82.4288,0.2,198.30656737,1.00708,1,0.426902,100,19502.2429334,19502.2429334,498.53,0.00564732,200
,3711.53,0.01,4645.39634532,4645.39634532,3.50449e-18,1.0,1.0,4645.39634532,4645.4,200.0,0.01,19.9426,0.2,100.0,1.0,2,1.0,100,401.724873,401.724873,500.0,0.01,200
0.00193939,3976.47,0.00407293,4627.01164336,4627.01164336,4.82824e-08,1.00209,1.11657,4627.01164336,4637.53,199.635978707,0.005,78.063,0.2,199.61644347,1.00182,1,0.816293,100,17384.6345733,17384.6345733,498.67,0.00557118,200
,3704.41,0.01,4638.12572973,4638.12572973,3.50449e-18,1.0,1.0,4638.12572973,4638.13,200.0,0.01,27.1824,0.2,100.0,1.0,2,1.0,100,746.348495272,746.348495272,500.0,0.01,200
0.00028839,3978.58,0.00465606,4639.36387718,4639.36387718,7.23306e-09,0.998388,1.03288,4639.36387718,4638.89,199.959882202,0.005,24.644,0.2,199.942448879,1.0002,1,0.929711,100,508.916883876,508.916883876,500.0,0.00517274,200
,3704.44,0.01,4638.09271664,4638.09271664,3.50449e-18,1.0,1.0,4638.09271664,4638.09,200.0,0.01,48.7065,0.2,100.0,1.0,2,1.0,100,2396.28117552,2396.28117552,499.63,0.01,200
0.00108001,3977.27,0.00392253,4636.92545964,4636.92545964,2.70519e-08,0.999046,1.07133,4636.92545964,4638.06,199.847695075,0.005,35.8484,0.2,199.784883448,1.00076,1,0.783757,100,885.605055719,885.605055719,500.0,0.00536175,200
,3709.62,0.01,4643.16503351,4643.16503351,3.50449e-18,1.0,1.0,4643.16503351,4643.17,200.0,0.01,24.9197,0.2,100.0,1.0,2,1.0,100,627.262350196,627.262350196,500.0,0.01,200
0.000376289,3981.6,0.00468459,4640.68530889,4640.68530889,9.39408e-09,1.0007,1.08314,4640.68530889,4642.12,199.936291014,0.005,34.9419,0.2,199.925301772,1.00032,1,0.937573,100,2008.98745709,2008.98745709,499.67,0.00541189,200
,3707.2,0.01,4641.04208426,4641.04208426,3.50449e-18,1.0,1.0,4641.04208426,4641.04,200.0,0.01,28.4888,0.2,100.0,1.0,2,1.0,100,819.807821322,819.807821322,500.0,0.01,200
0.000368296,3977.44,0.00475476,4634.32914911,4634.32914911,9.18425e-09,1.00126,1.06382,4634.32914911,4637.89,199.938411611,0.005,42.2013,0.2,199.927058923,1.00031,1,0.952151,100,2934.51842424,2934.51842424,499.51,0.00531239,200
,3703.22,0.01,4637.06269615,4637.06269615,3.50449e-18,1.0,1.0,4637.06269615,4637.06,200.0,0.01,31.9099,0.2,100.0,1.0,2,1.0,100,1028.52916789,1028.52916789,500.0,0.01,200
0.000284514,3978.61,0.0047652,4640.60930678,4640.60930678,7.08134e-09,1.00222,1.05365,4640.60930678,4639.01,199.95173189,0.005,28.6026,0.2,199.943658457,1.00024,1,0.955157,100,655.901604465,655.901604465,500.0,0.00525657,200
,3705.41,0.01,4639.06229111,4639.06229111,3.50449e-18,1.0,1.0,4639.06229111,4639.06,200.0,0.01,24.3367,0.2,100.0,1.0,2,1.0,100,598.255739888,598.255739888,500.0,0.01,200
0.000429794,3978.27,0.00452694,4637.56430438,4637.56430438,1.07553e-08,0.999513,1.0512,4637.56430438,4638.6,199.914396702,0.005,39.2473,0.2,199.914480106,1.00043,1,0.904947,100,2933.68947676,2933.68947676,499.55,0.00525854,200
,3705.77,0.01,4639.82681846,4639.82681846,3.50449e-18,1.0,1.0,4639.82681846,4639.83,200.0,0.01,27.5689,0.2,100.0,1.0,2,1.0,100,767.720591044,767.720591044,500.0,0.01,200
0.000359632,3978.76,0.00452644,4638.44605264,4638.44605264,9.06206e-09,0.99606,1.04028,4638.44605264,4639.31,199.95080251,0.005,28.7203,0.2,199.927927517,1.00025,1,0.901721,100,969.761043096,969.761043096,500.0,0.00522195,200
,3709.85,0.01,4643.86830964,4643.86830964,3.50449e-18,1.0,1.0,4643.86830964,4643.87,200.0,0.01,22.7651,0.2,100.0,1.0,2,1.0,100,523.483084146,523.483084146,500.0,0.01,200
0.000377311,3978.1,0.00457258,4632.97421468,4632.97421468,9.41325e-09,1.00104,1.09167,4632.97421468,4638.66,199.933145943,0.005,33.1109,0.2,199.92510372,1.00033,1,0.915465,100,1812.10124805,1812.10124805,499.65,0.0054527,200
