MinNormIw,VarNormIw,AvgRet,MaxVanillaIw,Delta,Bound,VarVanillaIw,MinVanillaIw,MaxNormIw,ESSRenyi,IterType,AvgDiscRet,eRenyi2,EpsThisIter,AvgVanillaIw,VarDiscRet,VarJ,J,AvgEpLen,VanillaAvgRet,AvgNormIw,VarRet,BatchSize,ESSClassic
0.0033333334,5.4391416e-20,4999.834561103981,1.0,0.9,4903.6113,,1.0,0.0033333334,500.0,2,4999.834561103981,1.0,100,1.0,0.02811198699349884,0.1650363,4999.8364,500.0,4999.834561103981,0.0033333336,0.02811198699349884,500,299.999969473632
0.0025,5.434597e-20,4999.852673802242,1.0,0.9,4916.507,,1.0,0.0025,500.0,2,4999.852673802242,1.0,100,1.0,0.020885049627044273,0.16015588,4999.8403,500.0,4999.852673802242,0.0024999997,0.020885049627044273,500,400.0
0.0019842081,1.4158189e-11,4999.853740348313,1.0028508,0.9,4925.308,3.539448e-06,0.9920894,0.0020057312,499.9985098883215,1,4999.853740348313,1.000003,100,0.9999852,0.02523876656854109,0.15956967,4999.8438,500.0,4999.853740348313,0.002,0.02523876656854109,500,499.99828689515743
0.01,3.5044917e-18,4999.85664819372,1.0,0.9,4833.19,,1.0,0.01,500.0,2,4999.85664819372,1.0,100,1.0,0.029012078617247597,0.16946577,4999.8564,500.0,4999.85664819372,0.009999998,0.029012078617247597,500,100.0
0.005,2.179301e-19,4999.82424087621,1.0,0.9,4881.989,,1.0,0.005,500.0,2,4999.82424087621,1.0,100,1.0,0.03907761469121095,0.18430425,4999.84,500.0,4999.82424087621,0.0049999994,0.03907761469121095,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.855742314828,1.0,0.9,4903.621,,1.0,0.0033333334,500.0,2,4999.855742314828,1.0,100,1.0,0.020773783155216934,0.1719152,4999.846,500.0,4999.855742314828,0.0033333336,0.020773783155216934,500,299.999969473632
0.0025,5.434597e-20,4999.8709192498345,1.0,0.9,4916.5186,,1.0,0.0025,500.0,2,4999.8709192498345,1.0,100,1.0,0.02210293766063199,0.16660638,4999.852,500.0,4999.8709192498345,0.0024999997,0.02210293766063199,500,400.0
0.0019646743,7.6366996e-11,4999.856159069288,1.0082558,0.9,4925.3174,1.9084231e-05,0.98214394,0.0020169085,499.99022502936066,1,4999.856159069288,1.0000196,100,0.9998033,0.015716285945893235,0.15837029,4999.8535,500.0,4999.856159069288,0.002,0.015716285945893235,500,499.99052040065385
0.01,3.5044917e-18,4999.84211939548,1.0,0.9,4833.1753,,1.0,0.01,500.0,2,4999.84211939548,1.0,100,1.0,0.020136093318584423,0.1411723,4999.842,500.0,4999.84211939548,0.009999998,0.020136093318584423,500,100.0
0.005,2.179301e-19,4999.855220994579,1.0,0.9,4881.9976,,1.0,0.005,500.0,2,4999.855220994579,1.0,100,1.0,0.019181347446861514,0.1396537,4999.8486,500.0,4999.855220994579,0.0049999994,0.019181347446861514,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.891917998499,1.0,0.9,4903.6387,,1.0,0.0033333334,500.0,2,4999.891917998499,1.0,100,1.0,0.015192189242077428,0.13576448,4999.864,500.0,4999.891917998499,0.0033333336,0.015192189242077428,500,299.999969473632
0.0025,5.434597e-20,4999.87544794106,1.0,0.9,4916.5327,,1.0,0.0025,500.0,2,4999.87544794106,1.0,100,1.0,0.023222303564857355,0.14000852,4999.866,500.0,4999.87544794106,0.0024999997,0.023222303564857355,500,400.0
0.002,5.431875e-20,4999.864937226328,1.0,0.9,4925.3315,,1.0,0.002,500.0,1,4999.864937226328,1.0,100,1.0,0.01527716355517682,0.1367828,4999.867,500.0,4999.864937226328,0.0020000003,0.01527716355517682,500,500.00000664260017
0.01,3.5044917e-18,4999.839000706316,1.0,0.9,4833.1724,,1.0,0.01,500.0,2,4999.839000706316,1.0,100,1.0,0.024195824633958137,0.15476276,4999.839,500.0,4999.839000706316,0.009999998,0.024195824633958137,500,100.0
0.005,2.179301e-19,4999.864557479438,1.0,0.9,4882.0005,,1.0,0.005,500.0,2,4999.864557479438,1.0,100,1.0,0.017422137819366017,0.14409438,4999.8516,500.0,4999.864557479438,0.0049999994,0.017422137819366017,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.836255890298,1.0,0.9,4903.621,,1.0,0.0033333334,500.0,2,4999.836255890298,1.0,100,1.0,0.0385632191518666,0.16317017,4999.846,500.0,4999.836255890298,0.0033333336,0.0385632191518666,500,299.999969473632
0.0025,5.434597e-20,4999.858422147187,1.0,0.9,4916.516,,1.0,0.0025,500.0,2,4999.858422147187,1.0,100,1.0,0.020684843079929172,0.15847665,4999.8496,500.0,4999.858422147187,0.0024999997,0.020684843079929172,500,400.0
0.002,5.431875e-20,4999.83402939315,1.0,0.9,4925.311,,1.0,0.002,500.0,1,4999.83402939315,1.0,100,1.0,0.025531588862200246,0.15870273,4999.8467,500.0,4999.83402939315,0.0020000003,0.025531588862200246,500,500.00000664260017
0.01,3.5044917e-18,4999.788186607833,1.0,0.9,4833.1216,,1.0,0.01,500.0,2,4999.788186607833,1.0,100,1.0,0.05861737252024235,0.24090996,4999.788,500.0,4999.788186607833,0.009999998,0.05861737252024235,500,100.0
0.005,2.179301e-19,4999.859316700914,1.0,0.9,4881.9727,,1.0,0.005,500.0,2,4999.859316700914,1.0,100,1.0,0.020750727258534944,0.20138521,4999.8237,500.0,4999.859316700914,0.0049999994,0.020750727258534944,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.867134161469,1.0,0.9,4903.613,,1.0,0.0033333334,500.0,2,4999.867134161469,1.0,100,1.0,0.019761253767478927,0.18432851,4999.838,500.0,4999.867134161469,0.0033333336,0.019761253767478927,500,299.999969473632
0.0025,5.434597e-20,4999.8503405158335,1.0,0.9,4916.5073,,1.0,0.0025,500.0,2,4999.8503405158335,1.0,100,1.0,0.02852916475796695,0.18047331,4999.841,500.0,4999.8503405158335,0.0024999997,0.02852916475796695,500,400.0
0.0019925532,3.1573951e-12,4999.864034727228,1.0014696,0.9,4925.3115,7.893442e-07,0.9962711,0.0020029503,499.99970197695376,1,4999.864034727228,1.0000006,100,0.99999446,0.021720224747505575,0.17422561,4999.847,500.0,4999.864034727228,0.002,0.021720224747505575,500,499.9995703947118
0.01,3.5044917e-18,4992.999905738145,1.0,0.9,4826.333,,1.0,0.01,500.0,2,4992.999905738145,1.0,100,1.0,4670.841874258742,68.00098,4992.9995,499.33,4992.999905738145,0.009999998,4670.841874258742,500,100.0
0.005,2.179301e-19,4999.846766219018,1.0,0.9,4878.572,,1.0,0.005,500.0,2,4999.846766219018,1.0,100,1.0,0.021357279904679716,48.20578,4996.423,500.0,4999.846766219018,0.0049999994,0.021357279904679716,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.837732175165,1.0,0.9,4901.336,,1.0,0.0033333334,500.0,2,4999.837732175165,1.0,100,1.0,0.0231945192966758,39.392845,4997.561,500.0,4999.837732175165,0.0033333336,0.0231945192966758,500,299.999969473632
0.0025,5.434597e-20,4999.857756284239,1.0,0.9,4914.8022,,1.0,0.0025,500.0,2,4999.857756284239,1.0,100,1.0,0.021113965826037192,34.12977,4998.1357,500.0,4999.857756284239,0.0024999997,0.021113965826037192,500,400.0
0.0009354297,3.271564e-08,4999.849307641687,1.112758,0.9,4924.395,0.008193845,0.46814167,0.002223487,496.2642082899696,1,4999.849307641687,1.0075278,100,1.0009125,0.016031880882112146,14.29739,4999.2104,500.0,4999.849307641687,0.0019999999,0.016031880882112146,500,495.9517723551718
0.01,3.5044917e-18,4999.853763907866,1.0,0.9,4833.187,,1.0,0.01,500.0,2,4999.853763907866,1.0,100,1.0,0.01873366258534264,0.1361829,4999.8535,500.0,4999.853763907866,0.009999998,0.01873366258534264,500,100.0
0.005,2.179301e-19,4999.84348895818,1.0,0.9,4881.9976,,1.0,0.005,500.0,2,4999.84348895818,1.0,100,1.0,0.03288544793841614,0.15992898,4999.8486,500.0,4999.84348895818,0.0049999994,0.03288544793841614,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.877913462699,1.0,0.9,4903.6333,,1.0,0.0033333334,500.0,2,4999.877913462699,1.0,100,1.0,0.013890591551975763,0.1477346,4999.8584,500.0,4999.877913462699,0.0033333336,0.013890591551975763,500,299.999969473632
0.0025,5.434597e-20,4999.843392281587,1.0,0.9,4916.521,,1.0,0.0025,500.0,2,4999.843392281587,1.0,100,1.0,0.02393292924129442,0.14943816,4999.8545,500.0,4999.843392281587,0.0024999997,0.02393292924129442,500,400.0
0.002,5.431875e-20,4999.841354824978,1.0,0.9,4925.317,,1.0,0.002,500.0,1,4999.841354824978,1.0,100,1.0,0.020314986188217785,0.14804754,4999.8525,500.0,4999.841354824978,0.0020000003,0.020314986188217785,500,500.00000664260017
0.01,3.5044917e-18,4999.863603046548,1.0,0.9,4833.1973,,1.0,0.01,500.0,2,4999.863603046548,1.0,100,1.0,0.016827804404061446,0.1290774,4999.864,500.0,4999.863603046548,0.009999998,0.016827804404061446,500,100.0
0.005,2.179301e-19,4999.873219271685,1.0,0.9,4882.017,,1.0,0.005,500.0,2,4999.873219271685,1.0,100,1.0,0.022413009459593135,0.13948077,4999.868,500.0,4999.873219271685,0.0049999994,0.022413009459593135,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.8450321579185,1.0,0.9,4903.6357,,1.0,0.0033333334,500.0,2,4999.8450321579185,1.0,100,1.0,0.026389462779220246,0.14764082,4999.861,500.0,4999.8450321579185,0.0033333336,0.026389462779220246,500,299.999969473632
0.0025,5.434597e-20,4999.867170575143,1.0,0.9,4916.529,,1.0,0.0025,500.0,2,4999.867170575143,1.0,100,1.0,0.020153100361136444,0.14610268,4999.8623,500.0,4999.867170575143,0.0024999997,0.020153100361136444,500,400.0
0.002,5.431875e-20,4999.870060479169,1.0,0.9,4925.329,,1.0,0.002,500.0,1,4999.870060479169,1.0,100,1.0,0.01961444674208496,0.14481528,4999.8647,500.0,4999.870060479169,0.0020000003,0.01961444674208496,500,500.00000664260017
0.01,3.5044917e-18,4999.8611454127185,1.0,0.9,4833.1943,,1.0,0.01,500.0,2,4999.8611454127185,1.0,100,1.0,0.019813865128754597,0.14006913,4999.861,500.0,4999.8611454127185,0.009999998,0.019813865128754597,500,100.0
0.005,2.179301e-19,4999.858488707621,1.0,0.9,4882.0083,,1.0,0.005,500.0,2,4999.858488707621,1.0,100,1.0,0.02465609673714891,0.14838478,4999.8594,500.0,4999.858488707621,0.0049999994,0.02465609673714891,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.869962932971,1.0,0.9,4903.6387,,1.0,0.0033333334,500.0,2,4999.869962932971,1.0,100,1.0,0.014062872192004599,0.13907379,4999.864,500.0,4999.869962932971,0.0033333336,0.014062872192004599,500,299.999969473632
0.0025,5.434597e-20,4999.869190186525,1.0,0.9,4916.531,,1.0,0.0025,500.0,2,4999.869190186525,1.0,100,1.0,0.016015429152835055,0.13593216,4999.8643,500.0,4999.869190186525,0.0024999997,0.016015429152835055,500,400.0
0.002,5.431875e-20,4999.834333608476,1.0,0.9,4925.3237,,1.0,0.002,500.0,1,4999.834333608476,1.0,100,1.0,0.02582720054059682,0.1415705,4999.8594,500.0,4999.834333608476,0.0020000003,0.02582720054059682,500,500.00000664260017
0.01,3.5044917e-18,4999.841215645101,1.0,0.9,4833.1743,,1.0,0.01,500.0,2,4999.841215645101,1.0,100,1.0,0.021668090793369423,0.14647046,4999.841,500.0,4999.841215645101,0.009999998,0.021668090793369423,500,100.0
0.005,2.179301e-19,4999.848889263561,1.0,0.9,4881.9937,,1.0,0.005,500.0,2,4999.848889263561,1.0,100,1.0,0.017121478927647628,0.13862239,4999.8447,500.0,4999.848889263561,0.0049999994,0.017121478927647628,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.836784365809,1.0,0.9,4903.6177,,1.0,0.0033333334,500.0,2,4999.836784365809,1.0,100,1.0,0.020701759605533592,0.14020795,4999.843,500.0,4999.836784365809,0.0033333336,0.020701759605533592,500,299.999969473632
0.0025,5.434597e-20,4999.838049575603,1.0,0.9,4916.508,,1.0,0.0025,500.0,2,4999.838049575603,1.0,100,1.0,0.019986101720853883,0.14032428,4999.8413,500.0,4999.838049575603,0.0024999997,0.019986101720853883,500,400.0
0.002,5.431875e-20,4999.827798773515,1.0,0.9,4925.303,,1.0,0.002,500.0,1,4999.827798773515,1.0,100,1.0,0.01994234414441008,0.14046942,4999.839,500.0,4999.827798773515,0.0020000003,0.01994234414441008,500,500.00000664260017
0.01,3.5044917e-18,4999.861699880039,1.0,0.9,4833.1953,,1.0,0.01,500.0,2,4999.861699880039,1.0,100,1.0,0.019915662002671936,0.1404391,4999.862,500.0,4999.861699880039,0.009999998,0.019915662002671936,500,100.0
0.005,2.179301e-19,4999.838774203332,1.0,0.9,4881.999,,1.0,0.005,500.0,2,4999.838774203332,1.0,100,1.0,0.025615061177404776,0.15057033,4999.85,500.0,4999.838774203332,0.0049999994,0.025615061177404776,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.863533130624,1.0,0.9,4903.63,,1.0,0.0033333334,500.0,2,4999.863533130624,1.0,100,1.0,0.023627072383157626,0.15149257,4999.855,500.0,4999.863533130624,0.0033333336,0.023627072383157626,500,299.999969473632
0.0025,5.434597e-20,4999.85152619458,1.0,0.9,4916.5205,,1.0,0.0025,500.0,2,4999.85152619458,1.0,100,1.0,0.020969598049027233,0.1496827,4999.854,500.0,4999.85152619458,0.0024999997,0.020969598049027233,500,400.0
0.002,5.431875e-20,4999.874777050926,1.0,0.9,4925.3228,,1.0,0.002,500.0,1,4999.874777050926,1.0,100,1.0,0.013144952684819241,0.14351389,4999.8584,500.0,4999.874777050926,0.0020000003,0.013144952684819241,500,500.00000664260017
0.01,3.5044917e-18,4999.836017204202,1.0,0.9,4833.1694,,1.0,0.01,500.0,2,4999.836017204202,1.0,100,1.0,0.0432128310709524,0.2068262,4999.836,500.0,4999.836017204202,0.009999998,0.0432128310709524,500,100.0
0.005,2.179301e-19,4999.839293165216,1.0,0.9,4881.987,,1.0,0.005,500.0,2,4999.839293165216,1.0,100,1.0,0.0367627002007403,0.19895607,4999.838,500.0,4999.839293165216,0.0049999994,0.0367627002007403,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.820083631636,1.0,0.9,4903.607,,1.0,0.0033333334,500.0,2,4999.820083631636,1.0,100,1.0,0.026945871584288728,0.18801789,4999.832,500.0,4999.820083631636,0.0033333336,0.026945871584288728,500,299.999969473632
0.0025,5.434597e-20,4999.8648541960165,1.0,0.9,4916.5063,,1.0,0.0025,500.0,2,4999.8648541960165,1.0,100,1.0,0.020113659262840373,0.17803213,4999.84,500.0,4999.8648541960165,0.0024999997,0.020113659262840373,500,400.0
0.002,5.431875e-20,4999.8800316834,1.0,0.9,4925.313,,1.0,0.002,500.0,1,4999.8800316834,1.0,100,1.0,0.020396834050089328,0.17219427,4999.8486,500.0,4999.8800316834,0.0020000003,0.020396834050089328,500,500.00000664260017
0.01,3.5044917e-18,4999.872015918608,1.0,0.9,4833.205,,1.0,0.01,500.0,2,4999.872015918608,1.0,100,1.0,0.014900533053177666,0.12145649,4999.8716,500.0,4999.872015918608,0.009999998,0.014900533053177666,500,100.0
0.005,2.179301e-19,4949.875461662166,1.0,0.9,4857.023,,1.0,0.005,500.0,2,4949.875461662166,1.0,100,1.0,249987.44043044036,352.6595,4974.874,495.01,4949.875461662166,0.0049999994,249987.44043044036,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.862220354356,1.0,0.9,4886.978,,1.0,0.0033333334,500.0,2,4999.862220354356,1.0,100,1.0,0.017007350476764993,288.18616,4983.203,500.0,4999.862220354356,0.0033333336,0.017007350476764993,500,299.999969473632
0.0025,5.434597e-20,4999.868548520514,1.0,0.9,4904.0366,,1.0,0.0025,500.0,2,4999.868548520514,1.0,100,1.0,0.014688196427289342,249.68079,4987.37,500.0,4999.868548520514,0.0024999997,0.014688196427289342,500,400.0
0.0007284716,1.5622251e-07,4999.82918727841,1.487654,0.9,4917.055,0.039072286,0.36431348,0.0029746736,480.23194185698895,1,4999.82918727841,1.0411636,100,1.0002133,0.020342506255201467,150.97711,4993.1094,500.0,4999.82918727841,0.002,0.020342506255201467,500,481.242420919434
0.01,3.5044917e-18,4999.861193277062,1.0,0.9,4833.1943,,1.0,0.01,500.0,2,4999.861193277062,1.0,100,1.0,0.022078998660291078,0.14786443,4999.861,500.0,4999.861193277062,0.009999998,0.022078998660291078,500,100.0
0.005,2.179301e-19,4999.853064473593,1.0,0.9,4882.0063,,1.0,0.005,500.0,2,4999.853064473593,1.0,100,1.0,0.019852824431700833,0.14413907,4999.8574,500.0,4999.853064473593,0.0049999994,0.019852824431700833,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.8493229790465,1.0,0.9,4903.63,,1.0,0.0033333334,500.0,2,4999.8493229790465,1.0,100,1.0,0.026650924351720767,0.15052794,4999.855,500.0,4999.8493229790465,0.0033333336,0.026650924351720767,500,299.999969473632
0.0025,5.434597e-20,4999.8740444209525,1.0,0.9,4916.526,,1.0,0.0025,500.0,2,4999.8740444209525,1.0,100,1.0,0.018087329759253788,0.14677422,4999.8594,500.0,4999.8740444209525,0.0024999997,0.018087329759253788,500,400.0
0.002,5.431875e-20,4999.864610051489,1.0,0.9,4925.3257,,1.0,0.002,500.0,1,4999.864610051489,1.0,100,1.0,0.01819843943493703,0.14436857,4999.8613,500.0,4999.864610051489,0.0020000003,0.01819843943493703,500,500.00000664260017
0.01,3.5044917e-18,4999.8605474624765,1.0,0.9,4833.1943,,1.0,0.01,500.0,2,4999.8605474624765,1.0,100,1.0,0.02343037486600722,0.15227526,4999.861,500.0,4999.8605474624765,0.009999998,0.02343037486600722,500,100.0
0.005,2.179301e-19,4999.862074558591,1.0,0.9,4882.0103,,1.0,0.005,500.0,2,4999.862074558591,1.0,100,1.0,0.02138679478680311,0.14893617,4999.8613,500.0,4999.862074558591,0.0049999994,0.02138679478680311,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.831148178561,1.0,0.9,4903.626,,1.0,0.0033333334,500.0,2,4999.831148178561,1.0,100,1.0,0.029274940358145166,0.15701142,4999.851,500.0,4999.831148178561,0.0033333336,0.029274940358145166,500,299.999969473632
0.0025,5.434597e-20,4999.827277149632,1.0,0.9,4916.5117,,1.0,0.0025,500.0,2,4999.827277149632,1.0,100,1.0,0.0725390093317417,0.19118689,4999.845,500.0,4999.827277149632,0.0024999997,0.0725390093317417,500,400.0
0.0019903616,2.8371713e-12,4999.839522630042,1.001042,0.9,4925.309,7.092102e-07,0.9951236,0.002002199,499.9998211861296,1,4999.839522630042,1.0000004,100,0.99994254,0.025714864509024698,0.1849709,4999.8447,500.0,4999.839522630042,0.002,0.025714864509024698,500,499.9996377208113
0.01,3.5044917e-18,4999.844410711202,1.0,0.9,4833.1777,,1.0,0.01,500.0,2,4999.844410711202,1.0,100,1.0,0.04617479653865143,0.21381049,4999.844,500.0,4999.844410711202,0.009999998,0.04617479653865143,500,100.0
0.005,2.179301e-19,4999.865952378683,1.0,0.9,4882.004,,1.0,0.005,500.0,2,4999.865952378683,1.0,100,1.0,0.02438476239248493,0.18719535,4999.855,500.0,4999.865952378683,0.0049999994,0.02438476239248493,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.875524139313,1.0,0.9,4903.637,,1.0,0.0033333334,500.0,2,4999.875524139313,1.0,100,1.0,0.017971432038008037,0.17141712,4999.8623,500.0,4999.875524139313,0.0033333336,0.017971432038008037,500,299.999969473632
0.0025,5.434597e-20,4999.827676814641,1.0,0.9,4916.52,,1.0,0.0025,500.0,2,4999.827676814641,1.0,100,1.0,0.027725613009351727,0.1706516,4999.8535,500.0,4999.827676814641,0.0024999997,0.027725613009351727,500,400.0
0.0009122692,1.6901365e-07,4949.875699183516,2.0808709,0.9,4917.017,0.043341927,0.46197265,0.004109149,482.0831286007787,1,4949.875699183516,1.0371655,100,1.0127989,249987.46373498795,154.82886,4992.9253,495.01,4949.875699183516,0.002,249987.46373498795,500,479.7686543719315
0.01,3.5044917e-18,4999.863077553747,1.0,0.9,4833.1963,,1.0,0.01,500.0,2,4999.863077553747,1.0,100,1.0,0.01682443456122692,0.12907735,4999.863,500.0,4999.863077553747,0.009999998,0.01682443456122692,500,100.0
0.005,2.179301e-19,4999.8807715715775,1.0,0.9,4882.021,,1.0,0.005,500.0,2,4999.8807715715775,1.0,100,1.0,0.014047147293705063,0.12394742,4999.872,500.0,4999.8807715715775,0.0049999994,0.014047147293705063,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.853243619234,1.0,0.9,4903.641,,1.0,0.0033333334,500.0,2,4999.853243619234,1.0,100,1.0,0.022189758619962602,0.13282155,4999.866,500.0,4999.853243619234,0.0033333336,0.022189758619962602,500,299.999969473632
0.0025,5.434597e-20,4999.8145104637315,1.0,0.9,4916.5195,,1.0,0.0025,500.0,2,4999.8145104637315,1.0,100,1.0,0.0385901436512302,0.15255553,4999.853,500.0,4999.8145104637315,0.0024999997,0.0385901436512302,500,400.0
0.002,5.431875e-20,4999.854158762473,1.0,0.9,4925.3184,,1.0,0.002,500.0,1,4999.854158762473,1.0,100,1.0,0.01844117974059523,0.14923033,4999.854,500.0,4999.854158762473,0.0020000003,0.01844117974059523,500,500.00000664260017
0.01,3.5044917e-18,4999.859529750826,1.0,0.9,4833.193,,1.0,0.01,500.0,2,4999.859529750826,1.0,100,1.0,0.024728718295794927,0.15648077,4999.8594,500.0,4999.859529750826,0.009999998,0.024728718295794927,500,100.0
0.005,2.179301e-19,4999.827268542995,1.0,0.9,4881.992,,1.0,0.005,500.0,2,4999.827268542995,1.0,100,1.0,0.03155670552728629,0.16769655,4999.8433,500.0,4999.827268542995,0.0049999994,0.03155670552728629,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.8679492277215,1.0,0.9,4903.6265,,1.0,0.0033333334,500.0,2,4999.8679492277215,1.0,100,1.0,0.015428719277902812,0.15484114,4999.8516,500.0,4999.8679492277215,0.0033333336,0.015428719277902812,500,299.999969473632
0.0025,5.434597e-20,4999.856607449282,1.0,0.9,4916.519,,1.0,0.0025,500.0,2,4999.856607449282,1.0,100,1.0,0.018044274847205884,0.1498416,4999.8525,500.0,4999.856607449282,0.0024999997,0.018044274847205884,500,400.0
0.002,5.431875e-20,4999.849665953358,1.0,0.9,4925.3174,,1.0,0.002,500.0,1,4999.849665953358,1.0,100,1.0,0.023374335975246338,0.15031101,4999.853,500.0,4999.849665953358,0.0020000003,0.023374335975246338,500,500.00000664260017
0.01,3.5044917e-18,4999.868286474525,1.0,0.9,4833.2017,,1.0,0.01,500.0,2,4999.868286474525,1.0,100,1.0,0.020448809267548294,0.14227414,4999.868,500.0,4999.868286474525,0.009999998,0.020448809267548294,500,100.0
0.005,2.179301e-19,4999.841221151178,1.0,0.9,4882.0034,,1.0,0.005,500.0,2,4999.841221151178,1.0,100,1.0,0.02079228720009772,0.14350685,4999.8545,500.0,4999.841221151178,0.0049999994,0.02079228720009772,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.849632451079,1.0,0.9,4903.6274,,1.0,0.0033333334,500.0,2,4999.849632451079,1.0,100,1.0,0.029995182790043817,0.15374506,4999.8525,500.0,4999.849632451079,0.0033333336,0.029995182790043817,500,299.999969473632
0.0025,5.434597e-20,4999.8568530602415,1.0,0.9,4916.5205,,1.0,0.0025,500.0,2,4999.8568530602415,1.0,100,1.0,0.01692707933252538,0.14805342,4999.854,500.0,4999.8568530602415,0.0024999997,0.01692707933252538,500,400.0
0.002,5.431875e-20,4999.852943751146,1.0,0.9,4925.319,,1.0,0.002,500.0,1,4999.852943751146,1.0,100,1.0,0.025415570624372105,0.15023105,4999.8545,500.0,4999.852943751146,0.0020000003,0.025415570624372105,500,500.00000664260017
0.01,3.5044917e-18,4999.83565202165,1.0,0.9,4833.1685,,1.0,0.01,500.0,2,4999.83565202165,1.0,100,1.0,0.026910208085086866,0.16324921,4999.835,500.0,4999.83565202165,0.009999998,0.026910208085086866,500,100.0
0.005,2.179301e-19,4999.879257762936,1.0,0.9,4882.0063,,1.0,0.005,500.0,2,4999.879257762936,1.0,100,1.0,0.017333798981083358,0.1496139,4999.8574,500.0,4999.879257762936,0.0049999994,0.017333798981083358,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.856786877228,1.0,0.9,4903.6323,,1.0,0.0033333334,500.0,2,4999.856786877228,1.0,100,1.0,0.01866303093531418,0.14518923,4999.8574,500.0,4999.856786877228,0.0033333336,0.01866303093531418,500,299.999969473632
0.0025,5.434597e-20,4999.832767489346,1.0,0.9,4916.5176,,1.0,0.0025,500.0,2,4999.832767489346,1.0,100,1.0,0.0242913069325275,0.1481022,4999.851,500.0,4999.832767489346,0.0024999997,0.0242913069325275,500,400.0
0.002,5.431875e-20,4999.825633597988,1.0,0.9,4925.311,,1.0,0.002,500.0,1,4999.825633597988,1.0,100,1.0,0.031707145707965484,0.15468866,4999.8467,500.0,4999.825633597988,0.0020000003,0.031707145707965484,500,500.00000664260017
0.01,3.5044917e-18,4999.835329341632,1.0,0.9,4833.169,,1.0,0.01,500.0,2,4999.835329341632,1.0,100,1.0,0.03020815930602056,0.17294016,4999.8354,500.0,4999.835329341632,0.009999998,0.03020815930602056,500,100.0
0.005,2.179301e-19,4999.854199796802,1.0,0.9,4881.9937,,1.0,0.005,500.0,2,4999.854199796802,1.0,100,1.0,0.027831512493935607,0.16976936,4999.8447,500.0,4999.854199796802,0.0049999994,0.027831512493935607,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.859585621402,1.0,0.9,4903.6245,,1.0,0.0033333334,500.0,2,4999.859585621402,1.0,100,1.0,0.017436386249204492,0.15816934,4999.8496,500.0,4999.859585621402,0.0033333336,0.017436386249204492,500,299.999969473632
0.0025,5.434597e-20,4999.847553650642,1.0,0.9,4916.515,,1.0,0.0025,500.0,2,4999.847553650642,1.0,100,1.0,0.025517127952204725,0.1583625,4999.8486,500.0,4999.847553650642,0.0024999997,0.025517127952204725,500,400.0
0.002,5.431875e-20,4999.829952978434,1.0,0.9,4925.31,,1.0,0.002,500.0,1,4999.829952978434,1.0,100,1.0,0.04194964885832254,0.1685971,4999.8457,500.0,4999.829952978434,0.0020000003,0.04194964885832254,500,500.00000664260017
0.01,3.5044917e-18,4999.86187089892,1.0,0.9,4833.1953,,1.0,0.01,500.0,2,4999.86187089892,1.0,100,1.0,0.01820029128712236,0.13424431,4999.862,500.0,4999.86187089892,0.009999998,0.01820029128712236,500,100.0
0.005,2.179301e-19,4999.845518478704,1.0,0.9,4882.002,,1.0,0.005,500.0,2,4999.845518478704,1.0,100,1.0,0.025303270631821445,0.14696373,4999.853,500.0,4999.845518478704,0.0049999994,0.025303270631821445,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.8641941162705,1.0,0.9,4903.632,,1.0,0.0033333334,500.0,2,4999.8641941162705,1.0,100,1.0,0.023050999312805454,0.14842837,4999.857,500.0,4999.8641941162705,0.0033333336,0.023050999312805454,500,299.999969473632
0.0025,5.434597e-20,4999.845320611095,1.0,0.9,4916.5205,,1.0,0.0025,500.0,2,4999.845320611095,1.0,100,1.0,0.029435362232414587,0.15438828,4999.854,500.0,4999.845320611095,0.0024999997,0.029435362232414587,500,400.0
0.002,5.431875e-20,4999.824356506197,1.0,0.9,4925.3135,,1.0,0.002,500.0,1,4999.824356506197,1.0,100,1.0,0.04447312161741276,0.16738646,4999.849,500.0,4999.824356506197,0.0020000003,0.04447312161741276,500,500.00000664260017
0.01,3.5044917e-18,4999.854424018275,1.0,0.9,4833.188,,1.0,0.01,500.0,2,4999.854424018275,1.0,100,1.0,0.03687633340120822,0.1910849,4999.8545,500.0,4999.854424018275,0.009999998,0.03687633340120822,500,100.0
