J,AvgDiscRet,MaxNormIw,VarDiscRet,MinNormIw,AvgVanillaIw,MaxVanillaIw,VarVanillaIw,ESSRenyi,AvgNormIw,IterType,Bound,BatchSize,VarNormIw,AvgRet,MinVanillaIw,VarRet,EpsThisIter,ESSClassic,eRenyi2,VarJ,AvgEpLen,VanillaAvgRet,Delta
-65.4924,-69.4813857572,0.00333333,3847.29995975,0.00333333,1.0,1.0,,500.0,0.00333333,2,-65.4924,500,5.43914e-20,-69.4813857572,1.0,3847.29995975,100,299.999969474,1.0,46.526,98.33,-69.4813857572,1.0
-66.7558,-70.5460300896,0.0025,3829.95825702,0.0025,1.0,1.0,,500.0,0.0025,2,-66.7558,500,5.4346e-20,-70.5460300896,1.0,3829.95825702,100,400.0,1.0,50.7563,100.35,-70.5460300896,1.0
-65.0519,-58.2361881585,0.002,69.0346554118,0.002,1.0,1.0,,500.0,0.002,1,-65.0519,500,5.43187e-20,-58.2361881585,1.0,69.0346554118,100,500.000006643,1.0,45.6754,85.14,-58.2361881585,1.0
-66.5695,-66.5694839039,0.01,2592.0633515,0.01,1.0,1.0,,500.0,0.01,2,-66.5695,500,3.50449e-18,-66.5694839039,1.0,2592.0633515,100,100.0,1.0,50.6571,95.58,-66.5694839039,1.0
-62.9685,-59.367465454,0.005,81.2394086017,0.005,1.0,1.0,,500.0,0.005,2,-62.9685,500,2.1793e-19,-59.367465454,1.0,81.2394086017,100,200.000000102,1.0,36.5548,87.02,-59.367465454,1.0
-63.8631,-65.6523233595,0.00333333,2599.9675056,0.00333333,1.0,1.0,,500.0,0.00333333,2,-63.8631,500,5.43914e-20,-65.6523233595,1.0,2599.9675056,100,299.999969474,1.0,41.8381,93.61,-65.6523233595,1.0
-63.7901,-63.5711116706,0.0025,1332.26813035,0.0025,1.0,1.0,,500.0,0.0025,2,-63.7901,500,5.4346e-20,-63.5711116706,1.0,1332.26813035,100,400.0,1.0,40.5286,91.51,-63.5711116706,1.0
-64.3205,-66.4420053101,0.002,2595.11645901,0.002,1.0,1.0,,500.0,0.002,1,-64.3205,500,5.43187e-20,-66.4420053101,1.0,2595.11645901,100,500.000006643,1.0,42.767,95.33,-66.4420053101,1.0
-63.6067,-63.6066699788,0.01,1329.45636087,0.01,1.0,1.0,,500.0,0.01,2,-63.6067,500,3.50449e-18,-63.6066699788,1.0,1329.45636087,100,100.0,1.0,36.2789,92.39,-63.6066699788,1.0
-62.9375,-62.2683653036,0.005,1344.89008606,0.005,1.0,1.0,,500.0,0.005,2,-62.9375,500,2.1793e-19,-62.2683653036,1.0,1344.89008606,100,200.000000102,1.0,36.3902,90.06,-62.2683653036,1.0
-65.1214,-69.4890668711,0.00333333,3834.3185367,0.00333333,1.0,1.0,,500.0,0.00333333,2,-65.1214,500,5.43914e-20,-69.4890668711,1.0,3834.3185367,100,299.999969474,1.0,46.451,98.44,-69.4890668711,1.0
-63.6463,-59.2211759061,0.0025,74.4466571173,0.0025,1.0,1.0,,500.0,0.0025,2,-63.6463,500,5.4346e-20,-59.2211759061,1.0,74.4466571173,100,400.0,1.0,40.5367,86.42,-59.2211759061,1.0
-63.4723,-62.7761540411,0.002,1329.76143029,0.002,1.0,1.0,,500.0,0.002,1,-63.4723,500,5.43187e-20,-62.7761540411,1.0,1329.76143029,100,500.000006643,1.0,39.724,90.59,-62.7761540411,1.0
-63.1778,-63.1778277458,0.01,1356.97321742,0.01,1.0,1.0,,500.0,0.01,2,-63.1778,500,3.50449e-18,-63.1778277458,1.0,1356.97321742,100,100.0,1.0,36.6525,91.34,-63.1778277458,1.0
-62.8221,-62.4663014749,0.005,1339.28886495,0.005,1.0,1.0,,500.0,0.005,2,-62.8221,500,2.1793e-19,-62.4663014749,1.0,1339.28886495,100,200.000000102,1.0,36.5346,90.32,-62.4663014749,1.0
-61.7574,-59.6280313545,0.00333333,77.238772768,0.00333333,1.0,1.0,,500.0,0.00333333,2,-61.7574,500,5.43914e-20,-59.6280313545,1.0,77.238772768,100,299.999969474,1.0,30.292,87.1,-59.6280313545,1.0
-63.7113,-69.5730216479,0.0025,3851.37313298,0.0025,1.0,1.0,,500.0,0.0025,2,-63.7113,500,5.4346e-20,-69.5730216479,1.0,3851.37313298,100,400.0,1.0,40.6555,98.42,-69.5730216479,1.0
-64.3121,-66.7153200933,0.002,2596.50763461,0.002,1.0,1.0,,500.0,0.002,1,-64.3121,500,5.43187e-20,-66.7153200933,1.0,2596.50763461,100,500.000006643,1.0,42.8702,95.66,-66.7153200933,1.0
-62.6604,-62.6604334195,0.01,1335.82960125,0.01,1.0,1.0,,500.0,0.01,2,-62.6604,500,3.50449e-18,-62.6604334195,1.0,1335.82960125,100,100.0,1.0,36.3658,90.81,-62.6604334195,1.0
-62.8278,-62.9952336435,0.005,1344.08356114,0.005,1.0,1.0,,500.0,0.005,2,-62.8278,500,2.1793e-19,-62.9952336435,1.0,1344.08356114,100,200.000000102,1.0,36.4223,91.55,-62.9952336435,1.0
-61.7936,-59.7250789258,0.00333333,57.2322472273,0.00333333,1.0,1.0,,500.0,0.00333333,2,-61.7936,500,5.43914e-20,-59.7250789258,1.0,57.2322472273,100,299.999969474,1.0,30.0901,88.01,-59.7250789258,1.0
-61.1243,-59.1166352329,0.0025,73.9262883087,0.0025,1.0,1.0,,500.0,0.0025,2,-61.1243,500,5.4346e-20,-59.1166352329,1.0,73.9262883087,100,400.0,1.0,26.433,86.36,-59.1166352329,1.0
-63.5023,-73.0142664233,0.002,5057.97287102,0.002,1.0,1.0,,500.0,0.002,1,-63.5023,500,5.43187e-20,-73.0142664233,1.0,5057.97287102,100,500.000006643,1.0,39.7877,102.15,-73.0142664233,1.0
-65.7028,-65.7027822705,0.01,2602.63646569,0.01,1.0,1.0,,500.0,0.01,2,-65.7028,500,3.50449e-18,-65.7027822705,1.0,2602.63646569,100,100.0,1.0,50.7603,94.07,-65.7027822705,1.0
-62.395,-59.0872509058,0.005,59.0011617823,0.005,1.0,1.0,,500.0,0.005,2,-62.395,500,2.1793e-19,-59.0872509058,1.0,59.0011617823,100,200.000000102,1.0,36.4479,86.66,-59.0872509058,1.0
-61.5503,-59.8609253845,0.00333333,66.0085496454,0.00333333,1.0,1.0,,500.0,0.00333333,2,-61.5503,500,5.43914e-20,-59.8609253845,1.0,66.0085496454,100,299.999969474,1.0,30.147,87.54,-59.8609253845,1.0
-60.6979,-58.1405852707,0.0025,58.6517343802,0.0025,1.0,1.0,,500.0,0.0025,2,-60.6979,500,5.4346e-20,-58.1405852707,1.0,58.6517343802,100,400.0,1.0,26.4259,85.13,-58.1405852707,1.0
-60.969,-62.0536729537,0.002,1334.54545223,0.002,1.0,1.0,,500.0,0.002,1,-60.969,500,5.43187e-20,-62.0536729537,1.0,1334.54545223,100,500.000006643,1.0,28.6914,89.59,-62.0536729537,1.0
-62.5447,-62.5446705389,0.01,1343.96805532,0.01,1.0,1.0,,500.0,0.01,2,-62.5447,500,3.50449e-18,-62.5446705389,1.0,1343.96805532,100,100.0,1.0,36.4764,90.66,-62.5446705389,1.0
-60.5998,-58.6548427528,0.005,66.6831688437,0.005,1.0,1.0,,500.0,0.005,2,-60.5998,500,2.1793e-19,-58.6548427528,1.0,66.6831688437,100,200.000000102,1.0,26.4963,85.33,-58.6548427528,1.0
-62.2616,-65.585283808,0.00333333,2614.14927686,0.00333333,1.0,1.0,,500.0,0.00333333,2,-62.2616,500,5.43914e-20,-65.585283808,1.0,2614.14927686,100,299.999969474,1.0,36.5545,93.76,-65.585283808,1.0
-61.4041,-58.8317865875,0.0025,72.2441766577,0.0025,1.0,1.0,,500.0,0.0025,2,-61.4041,500,5.4346e-20,-58.8317865875,1.0,72.2441766577,100,400.0,1.0,31.9728,85.92,-58.8317865875,1.0
-62.2937,-65.8519856004,0.002,2602.2730987,0.002,1.0,1.0,,500.0,0.002,1,-62.2937,500,5.43187e-20,-65.8519856004,1.0,2602.2730987,100,500.000006643,1.0,36.5544,94.21,-65.8519856004,1.0
-70.785,-70.7849898323,0.01,3830.80743243,0.01,1.0,1.0,,500.0,0.01,2,-70.785,500,3.50449e-18,-70.7849898323,1.0,3830.80743243,100,100.0,1.0,61.5833,100.6,-70.7849898323,1.0
-64.4836,-58.1821541452,0.005,71.3963906887,0.005,1.0,1.0,,500.0,0.005,2,-64.4836,500,2.1793e-19,-58.1821541452,1.0,71.3963906887,100,200.000000102,1.0,44.3993,85.23,-58.1821541452,1.0
-63.1662,-60.5313189809,0.00333333,1358.91882741,0.00333333,1.0,1.0,,500.0,0.00333333,2,-63.1662,500,5.43914e-20,-60.5313189809,1.0,1358.91882741,100,299.999969474,1.0,42.0252,87.19,-60.5313189809,1.0
-63.1927,-63.2725123185,0.0025,1334.39051158,0.0025,1.0,1.0,,500.0,0.0025,2,-63.1927,500,5.4346e-20,-63.2725123185,1.0,1334.39051158,100,400.0,1.0,40.6798,91.46,-63.2725123185,1.0
-63.9699,-67.0783931701,0.002,2588.9967377,0.002,1.0,1.0,,500.0,0.002,1,-63.9699,500,5.43187e-20,-67.0783931701,1.0,2588.9967377,100,500.000006643,1.0,42.8826,96.49,-67.0783931701,1.0
-66.5904,-66.5904340722,0.01,2594.56984946,0.01,1.0,1.0,,500.0,0.01,2,-66.5904,500,3.50449e-18,-66.5904340722,1.0,2594.56984946,100,100.0,1.0,50.6816,95.62,-66.5904340722,1.0
-66.3697,-66.1489540373,0.005,2606.18628153,0.005,1.0,1.0,,500.0,0.005,2,-66.3697,500,2.1793e-19,-66.1489540373,1.0,2606.18628153,100,200.000000102,1.0,50.7388,95.04,-66.1489540373,1.0
-66.6237,-67.1316277392,0.00333333,2612.38873077,0.00333333,1.0,1.0,,500.0,0.00333333,2,-66.6237,500,5.43914e-20,-67.1316277392,1.0,2612.38873077,100,299.999969474,1.0,50.7789,96.41,-67.1316277392,1.0
-64.5375,-58.2790285131,0.0025,59.4044964558,0.0025,1.0,1.0,,500.0,0.0025,2,-64.5375,500,5.4346e-20,-58.2790285131,1.0,59.4044964558,100,400.0,1.0,44.2903,85.52,-58.2790285131,1.0
-63.43,-58.9998861097,0.002,61.1850728031,0.002,1.0,1.0,,500.0,0.002,1,-63.43,500,5.43187e-20,-58.9998861097,1.0,61.1850728031,100,500.000006643,1.0,39.8287,86.5,-58.9998861097,1.0
-71.4182,-71.4181859471,0.01,3796.69779508,0.01,1.0,1.0,,500.0,0.01,2,-71.4182,500,3.50449e-18,-71.4181859471,1.0,3796.69779508,100,100.0,1.0,61.3085,101.49,-71.4181859471,1.0
-67.747,-64.075742086,0.005,1345.72057248,0.005,1.0,1.0,,500.0,0.005,2,-67.747,500,2.1793e-19,-64.075742086,1.0,1345.72057248,100,200.000000102,1.0,50.5863,93.25,-64.075742086,1.0
-67.3531,-66.5654890172,0.00333333,2591.48964602,0.00333333,1.0,1.0,,500.0,0.00333333,2,-67.3531,500,5.43914e-20,-66.5654890172,1.0,2591.48964602,100,299.999969474,1.0,50.6111,95.53,-66.5654890172,1.0
-67.8536,-69.355104595,0.0025,3844.25318417,0.0025,1.0,1.0,,500.0,0.0025,2,-67.8536,500,5.4346e-20,-69.355104595,1.0,3844.25318417,100,400.0,1.0,53.6033,98.17,-69.355104595,1.0
-66.8452,-62.8114325483,0.002,1338.54517099,0.002,1.0,1.0,,500.0,0.002,1,-66.8452,500,5.43187e-20,-62.8114325483,1.0,1338.54517099,100,500.000006643,1.0,50.673,91.02,-62.8114325483,1.0
-63.4084,-63.4083593649,0.01,1361.73261283,0.01,1.0,1.0,,500.0,0.01,2,-63.4084,500,3.50449e-18,-63.4083593649,1.0,1361.73261283,100,100.0,1.0,36.7167,91.55,-63.4083593649,1.0
-60.9502,-58.492085018,0.005,54.3819539872,0.005,1.0,1.0,,500.0,0.005,2,-60.9502,500,2.1793e-19,-58.492085018,1.0,54.3819539872,100,200.000000102,1.0,26.5898,85.43,-58.492085018,1.0
-61.919,-63.8564545406,0.00333333,1340.01899689,0.00333333,1.0,1.0,,500.0,0.00333333,2,-61.919,500,5.43914e-20,-63.8564545406,1.0,1340.01899689,100,299.999969474,1.0,30.2561,92.71,-63.8564545406,1.0
-63.2709,-67.3268248592,0.0025,2589.05220171,0.0025,1.0,1.0,,500.0,0.0025,2,-63.2709,500,5.4346e-20,-67.3268248592,1.0,2589.05220171,100,400.0,1.0,36.5082,96.1,-67.3268248592,1.0
-62.3356,-58.5940919492,0.002,45.7504533656,0.002,1.0,1.0,,500.0,0.002,1,-62.3356,500,5.43187e-20,-58.5940919492,1.0,45.7504533656,100,500.000006643,1.0,32.8456,86.19,-58.5940919492,1.0
-66.76,-66.7599916047,0.01,2593.21810518,0.01,1.0,1.0,,500.0,0.01,2,-66.76,500,3.50449e-18,-66.7599916047,1.0,2593.21810518,100,100.0,1.0,50.6684,95.87,-66.7599916047,1.0
-62.2057,-57.6514045689,0.005,60.37096253,0.005,1.0,1.0,,500.0,0.005,2,-62.2057,500,2.1793e-19,-57.6514045689,1.0,60.37096253,100,200.000000102,1.0,36.5276,85.25,-57.6514045689,1.0
-62.4695,-62.9970294461,0.00333333,1341.20151828,0.00333333,1.0,1.0,,500.0,0.00333333,2,-62.4695,500,5.43914e-20,-62.9970294461,1.0,1341.20151828,100,299.999969474,1.0,36.5,91.33,-62.9970294461,1.0
-62.4593,-62.4288100025,0.0025,1352.85515051,0.0025,1.0,1.0,,500.0,0.0025,2,-62.4593,500,5.4346e-20,-62.4288100025,1.0,1352.85515051,100,400.0,1.0,36.5242,90.25,-62.4288100025,1.0
-64.0932,-70.6289999171,0.002,3814.75374666,0.002,1.0,1.0,,500.0,0.002,1,-64.0932,500,5.43187e-20,-70.6289999171,1.0,3814.75374666,100,500.000006643,1.0,42.8161,100.08,-70.6289999171,1.0
-64.9867,-64.986655675,0.01,2594.13423976,0.01,1.0,1.0,,500.0,0.01,2,-64.9867,500,3.50449e-18,-64.986655675,1.0,2594.13423976,100,100.0,1.0,50.6773,93.09,-64.986655675,1.0
-62.4218,-59.857035064,0.005,76.7378616726,0.005,1.0,1.0,,500.0,0.005,2,-62.4218,500,2.1793e-19,-59.857035064,1.0,76.7378616726,100,200.000000102,1.0,36.4508,87.76,-59.857035064,1.0
-62.5466,-62.7961598155,0.00333333,1350.3384016,0.00333333,1.0,1.0,,500.0,0.00333333,2,-62.5466,500,5.43914e-20,-62.7961598155,1.0,1350.3384016,100,299.999969474,1.0,36.4886,90.99,-62.7961598155,1.0
-63.2754,-65.4616911098,0.0025,2596.55800639,0.0025,1.0,1.0,,500.0,0.0025,2,-63.2754,500,5.4346e-20,-65.4616911098,1.0,2596.55800639,100,400.0,1.0,40.5315,93.65,-65.4616911098,1.0
-63.1534,-62.6656710026,0.002,1339.2161922,0.002,1.0,1.0,,500.0,0.002,1,-63.1534,500,5.43187e-20,-62.6656710026,1.0,1339.2161922,100,500.000006643,1.0,39.7425,90.79,-62.6656710026,1.0
-77.1359,-77.1359415026,0.01,6196.24800283,0.01,1.0,1.0,,500.0,0.01,2,-77.1359,500,3.50449e-18,-77.1359415026,1.0,6196.24800283,100,100.0,1.0,78.3217,107.84,-77.1359415026,1.0
-71.7526,-66.3692028622,0.005,2619.02080193,0.005,1.0,1.0,,500.0,0.005,2,-71.7526,500,2.1793e-19,-66.3692028622,1.0,2619.02080193,100,200.000000102,1.0,66.2762,94.78,-66.3692028622,1.0
-70.9972,-69.4864512417,0.00333333,3836.42447246,0.00333333,1.0,1.0,,500.0,0.00333333,2,-70.9972,500,5.43914e-20,-69.4864512417,1.0,3836.42447246,100,299.999969474,1.0,64.7728,98.59,-69.4864512417,1.0
-68.7943,-62.1857528028,0.0025,1337.52937743,0.0025,1.0,1.0,,500.0,0.0025,2,-68.7943,500,5.4346e-20,-62.1857528028,1.0,1337.52937743,100,400.0,1.0,59.0951,89.36,-62.1857528028,1.0
-67.7371,-63.5079706359,0.002,1340.80914373,0.002,1.0,1.0,,500.0,0.002,1,-67.7371,500,5.43187e-20,-63.5079706359,1.0,1340.80914373,100,500.000006643,1.0,55.3511,92.53,-63.5079706359,1.0
-70.8497,-70.8496855614,0.01,3791.70846314,0.01,1.0,1.0,,500.0,0.01,2,-70.8497,500,3.50449e-18,-70.8496855614,1.0,3791.70846314,100,100.0,1.0,61.2682,100.73,-70.8496855614,1.0
-66.674,-62.4983580065,0.005,1335.37772944,0.005,1.0,1.0,,500.0,0.005,2,-66.674,500,2.1793e-19,-62.4983580065,1.0,1335.37772944,100,200.000000102,1.0,50.5504,90.27,-62.4983580065,1.0
-65.35,-62.702100061,0.00333333,1331.42808749,0.00333333,1.0,1.0,,500.0,0.00333333,2,-65.35,500,5.43914e-20,-62.702100061,1.0,1331.42808749,100,299.999969474,1.0,46.3297,90.82,-62.702100061,1.0
-64.5901,-62.3100989613,0.0025,1348.49191585,0.0025,1.0,1.0,,500.0,0.0025,2,-64.5901,500,5.4346e-20,-62.3100989613,1.0,1348.49191585,100,400.0,1.0,44.1057,89.95,-62.3100989613,1.0
-64.2196,-62.7377186222,0.002,1357.57935596,0.002,1.0,1.0,,500.0,0.002,1,-64.2196,500,5.43187e-20,-62.7377186222,1.0,1357.57935596,100,500.000006643,1.0,42.7271,90.5,-62.7377186222,1.0
-63.2452,-63.2452426824,0.01,1352.43990143,0.01,1.0,1.0,,500.0,0.01,2,-63.2452,500,3.50449e-18,-63.2452426824,1.0,1352.43990143,100,100.0,1.0,36.5912,91.48,-63.2452426824,1.0
-62.7095,-62.173792123,0.005,1349.21361138,0.005,1.0,1.0,,500.0,0.005,2,-62.7095,500,2.1793e-19,-62.173792123,1.0,1349.21361138,100,200.000000102,1.0,36.5733,89.76,-62.173792123,1.0
-64.7964,-68.9701924998,0.00333333,3848.12802494,0.00333333,1.0,1.0,,500.0,0.00333333,2,-64.7964,500,5.43914e-20,-68.9701924998,1.0,3848.12802494,100,299.999969474,1.0,46.5868,98.02,-68.9701924998,1.0
-63.9579,-61.4424698533,0.0025,1331.31435742,0.0025,1.0,1.0,,500.0,0.0025,2,-63.9579,500,5.4346e-20,-61.4424698533,1.0,1331.31435742,100,400.0,1.0,44.2646,88.72,-61.4424698533,1.0
-63.6941,-62.6385793653,0.002,1354.47409605,0.002,1.0,1.0,,500.0,0.002,1,-63.6941,500,5.43187e-20,-62.6385793653,1.0,1354.47409605,100,500.000006643,1.0,42.848,90.64,-62.6385793653,1.0
-70.2323,-70.2323264579,0.01,3820.96082529,0.01,1.0,1.0,,500.0,0.01,2,-70.2323,500,3.50449e-18,-70.2323264579,1.0,3820.96082529,100,100.0,1.0,61.5041,99.49,-70.2323264579,1.0
-67.5882,-64.9440173492,0.005,2606.54777904,0.005,1.0,1.0,,500.0,0.005,2,-67.5882,500,2.1793e-19,-64.9440173492,1.0,2606.54777904,100,200.000000102,1.0,56.4678,92.95,-64.9440173492,1.0
-68.5117,-70.358844901,0.00333333,3821.29226696,0.00333333,1.0,1.0,,500.0,0.00333333,2,-68.5117,500,5.43914e-20,-70.358844901,1.0,3821.29226696,100,299.999969474,1.0,58.2106,99.77,-70.358844901,1.0
-67.3209,-63.7483500293,0.0025,1337.15644963,0.0025,1.0,1.0,,500.0,0.0025,2,-67.3209,500,5.4346e-20,-63.7483500293,1.0,1337.15644963,100,400.0,1.0,53.6335,92.45,-63.7483500293,1.0
-66.5612,-63.522581578,0.002,1349.18483635,0.002,1.0,1.0,,500.0,0.002,1,-66.5612,500,5.43187e-20,-63.522581578,1.0,1349.18483635,100,500.000006643,1.0,50.702,92.25,-63.522581578,1.0
-58.6968,-58.6968073259,0.01,72.4171389336,0.01,1.0,1.0,,500.0,0.01,2,-58.6968,500,3.50449e-18,-58.6968073259,1.0,72.4171389336,100,100.0,1.0,8.46717,86.1,-58.6968073259,1.0
-62.391,-66.0852701202,0.005,2601.81879051,0.005,1.0,1.0,,500.0,0.005,2,-62.391,500,2.1793e-19,-66.0852701202,1.0,2601.81879051,100,200.000000102,1.0,36.5704,94.46,-66.0852701202,1.0
-64.8656,-69.8146754901,0.00333333,3824.3875839,0.00333333,1.0,1.0,,500.0,0.00333333,2,-64.8656,500,5.43914e-20,-69.8146754901,1.0,3824.3875839,100,299.999969474,1.0,46.5391,98.98,-69.8146754901,1.0
-64.369,-62.8792364852,0.0025,1328.44716281,0.0025,1.0,1.0,,500.0,0.0025,2,-64.369,500,5.4346e-20,-62.8792364852,1.0,1328.44716281,100,400.0,1.0,44.2035,90.74,-62.8792364852,1.0
-63.2731,-58.8895440233,0.002,46.9231155883,0.002,1.0,1.0,,500.0,0.002,1,-63.2731,500,5.43187e-20,-58.8895440233,1.0,46.9231155883,100,500.000006643,1.0,39.7147,86.23,-58.8895440233,1.0
-66.5207,-66.5206926788,0.01,2602.07859628,0.01,1.0,1.0,,500.0,0.01,2,-66.5207,500,3.50449e-18,-66.5206926788,1.0,2602.07859628,100,100.0,1.0,50.7549,95.6,-66.5206926788,1.0
-68.145,-69.7693483838,0.005,3834.59691433,0.005,1.0,1.0,,500.0,0.005,2,-68.145,500,2.1793e-19,-69.7693483838,1.0,3834.59691433,100,200.000000102,1.0,56.4694,99.05,-69.7693483838,1.0
-67.0094,-64.7381322166,0.00333333,1315.59558157,0.00333333,1.0,1.0,,500.0,0.00333333,2,-67.0094,500,5.43914e-20,-64.7381322166,1.0,1315.59558157,100,299.999969474,1.0,50.622,94.48,-64.7381322166,1.0
-64.5861,-57.316053801,0.0025,54.4221942911,0.0025,1.0,1.0,,500.0,0.0025,2,-64.5861,500,5.4346e-20,-57.316053801,1.0,54.4221942911,100,400.0,1.0,44.1931,83.83,-57.316053801,1.0
-64.8525,-65.9184130286,0.002,2608.1125515,0.002,1.0,1.0,,500.0,0.002,1,-64.8525,500,5.43187e-20,-65.9184130286,1.0,2608.1125515,100,500.000006643,1.0,45.5973,94.43,-65.9184130286,1.0
-62.4672,-62.4672282261,0.01,1344.54337031,0.01,1.0,1.0,,500.0,0.01,2,-62.4672,500,3.50449e-18,-62.4672282261,1.0,1344.54337031,100,100.0,1.0,36.4842,90.23,-62.4672282261,1.0
-62.6525,-62.8378585353,0.005,1342.59285158,0.005,1.0,1.0,,500.0,0.005,2,-62.6525,500,2.1793e-19,-62.8378585353,1.0,1342.59285158,100,200.000000102,1.0,36.4715,90.92,-62.8378585353,1.0
-62.5914,-62.4689853652,0.00333333,1350.49017758,0.00333333,1.0,1.0,,500.0,0.00333333,2,-62.5914,500,5.43914e-20,-62.4689853652,1.0,1350.49017758,100,299.999969474,1.0,36.5027,91.01,-62.4689853652,1.0
-62.3704,-61.7074638985,0.0025,1356.05095499,0.0025,1.0,1.0,,500.0,0.0025,2,-62.3704,500,5.4346e-20,-61.7074638985,1.0,1356.05095499,100,400.0,1.0,36.5391,89.1,-61.7074638985,1.0
-62.9236,-65.1363317828,0.002,2605.10973923,0.002,1.0,1.0,,500.0,0.002,1,-62.9236,500,5.43187e-20,-65.1363317828,1.0,2605.10973923,100,500.000006643,1.0,39.8136,93.27,-65.1363317828,1.0
-65.0421,-65.0420716481,0.01,2603.07032396,0.01,1.0,1.0,,500.0,0.01,2,-65.0421,500,3.50449e-18,-65.0420716481,1.0,2603.07032396,100,100.0,1.0,50.7645,92.73,-65.0420716481,1.0
-63.6558,-62.2696204835,0.005,1349.30238103,0.005,1.0,1.0,,500.0,0.005,2,-63.6558,500,2.1793e-19,-62.2696204835,1.0,1349.30238103,100,200.000000102,1.0,44.2532,89.89,-62.2696204835,1.0
-63.0447,-61.822413792,0.00333333,1364.75186184,0.00333333,1.0,1.0,,500.0,0.00333333,2,-63.0447,500,5.43914e-20,-61.822413792,1.0,1364.75186184,100,299.999969474,1.0,41.9128,89.4,-61.822413792,1.0
-61.933,-58.5978273226,0.0025,66.3398176527,0.0025,1.0,1.0,,500.0,0.0025,2,-61.933,500,5.4346e-20,-58.5978273226,1.0,66.3398176527,100,400.0,1.0,36.5737,86.09,-58.5978273226,1.0
-62.1854,-63.1949122632,0.002,1339.23398737,0.002,1.0,1.0,,500.0,0.002,1,-62.1854,500,5.43187e-20,-63.1949122632,1.0,1339.23398737,100,500.000006643,1.0,36.5449,91.77,-63.1949122632,1.0
-67.4202,-67.4202308048,0.01,2588.67556756,0.01,1.0,1.0,,500.0,0.01,2,-67.4202,500,3.50449e-18,-67.4202308048,1.0,2588.67556756,100,100.0,1.0,50.624,96.46,-67.4202308048,1.0
-64.4146,-61.408951709,0.005,1347.26899927,0.005,1.0,1.0,,500.0,0.005,2,-64.4146,500,2.1793e-19,-61.408951709,1.0,1347.26899927,100,200.000000102,1.0,44.2417,88.73,-61.408951709,1.0
-63.7506,-62.4226856893,0.00333333,1353.08244364,0.00333333,1.0,1.0,,500.0,0.00333333,2,-63.7506,500,5.43914e-20,-62.4226856893,1.0,1353.08244364,100,299.999969474,1.0,41.8603,90.15,-62.4226856893,1.0
-63.8415,-64.1140271717,0.0025,1339.51479378,0.0025,1.0,1.0,,500.0,0.0025,2,-63.8415,500,5.4346e-20,-64.1140271717,1.0,1339.51479378,100,400.0,1.0,40.5681,92.91,-64.1140271717,1.0
-64.5396,-67.3321451256,0.002,2573.35715225,0.002,1.0,1.0,,500.0,0.002,1,-64.5396,500,5.43187e-20,-67.3321451256,1.0,2573.35715225,100,500.000006643,1.0,42.7561,96.38,-67.3321451256,1.0
-62.3662,-62.3661911231,0.01,1334.42641002,0.01,1.0,1.0,,500.0,0.01,2,-62.3662,500,3.50449e-18,-62.3661911231,1.0,1334.42641002,100,100.0,1.0,36.3467,90.33,-62.3661911231,1.0
-61.3007,-60.235221727,0.005,81.6043315624,0.005,1.0,1.0,,500.0,0.005,2,-61.3007,500,2.1793e-19,-60.235221727,1.0,81.6043315624,100,200.000000102,1.0,26.4966,88.36,-60.235221727,1.0
-62.8084,-65.8238631742,0.00333333,2616.84716127,0.00333333,1.0,1.0,,500.0,0.00333333,2,-62.8084,500,5.43914e-20,-65.8238631742,1.0,2616.84716127,100,299.999969474,1.0,36.5534,94.46,-65.8238631742,1.0
-64.1414,-68.1402412926,0.0025,3863.84386092,0.0025,1.0,1.0,,500.0,0.0025,2,-64.1414,500,5.4346e-20,-68.1402412926,1.0,3863.84386092,100,400.0,1.0,44.3142,96.31,-68.1402412926,1.0
-64.8179,-67.5240279377,0.002,3865.52411575,0.002,1.0,1.0,,500.0,0.002,1,-64.8179,500,5.43187e-20,-67.5240279377,1.0,3865.52411575,100,500.000006643,1.0,48.355,95.2,-67.5240279377,1.0
-76.2561,-76.2560478868,0.01,6249.00788186,0.01,1.0,1.0,,500.0,0.01,2,-76.2561,500,3.50449e-18,-76.2560478868,1.0,6249.00788186,100,100.0,1.0,78.6544,105.81,-76.2560478868,1.0
-69.3266,-62.3971477982,0.005,1349.71501971,0.005,1.0,1.0,,500.0,0.005,2,-69.3266,500,2.1793e-19,-62.3971477982,1.0,1349.71501971,100,200.000000102,1.0,61.7202,90.18,-62.3971477982,1.0
-65.7008,-58.4490707146,0.00333333,61.4552072164,0.00333333,1.0,1.0,,500.0,0.00333333,2,-65.7008,500,5.43914e-20,-58.4490707146,1.0,61.4552072164,100,299.999969474,1.0,50.8543,85.21,-58.4490707146,1.0
-67.1853,-71.6388347448,0.0025,3793.97557514,0.0025,1.0,1.0,,500.0,0.0025,2,-67.1853,500,5.4346e-20,-71.6388347448,1.0,3793.97557514,100,400.0,1.0,53.7145,101.81,-71.6388347448,1.0
-67.8509,-70.5135110195,0.002,3810.51994287,0.002,1.0,1.0,,500.0,0.002,1,-67.8509,500,5.43187e-20,-70.5135110195,1.0,3810.51994287,100,500.000006643,1.0,55.3575,99.7,-70.5135110195,1.0
