eRenyi2,J,VarVanillaIw,VarDiscRet,AvgDiscRet,VarNormIw,ESSRenyi,AvgRet,AvgVanillaIw,BatchSize,IterType,VanillaAvgRet,EpsThisIter,AvgEpLen,VarRet,AvgNormIw,Delta,ESSClassic,VarJ,MaxVanillaIw,MaxNormIw,MinNormIw,Bound,MinVanillaIw
1.0,-61.2289,,51.473458625,-59.3674403037,5.43914e-20,500.0,-59.3674403037,1.0,500,2,-59.3674403037,100,87.14,51.473458625,0.00333333,1.0,299.999969474,29.8902,1.0,0.00333333,0.00333333,-61.2289,1.0
1.0,-60.6168,,46.8847426408,-58.7805410801,5.4346e-20,500.0,-58.7805410801,1.0,500,2,-58.7805410801,100,86.28,46.8847426408,0.0025,1.0,400.0,26.1304,1.0,0.0025,0.0025,-60.6168,1.0
1.0,-61.5364,,2601.40112001,-65.2144619928,5.43187e-20,500.0,-65.2144619928,1.0,500,1,-65.2144619928,100,93.59,2601.40112001,0.002,1.0,500.000006643,32.6297,1.0,0.002,0.002,-61.5364,1.0
1.0,-62.6601,,1350.77524211,-62.6601050012,3.50449e-18,500.0,-62.6601050012,1.0,500,2,-62.6601050012,100,91.1,1350.77524211,0.01,1.0,100.0,36.5687,1.0,0.01,0.01,-62.6601,1.0
1.0,-62.8908,,1318.6222998,-63.1215486495,2.1793e-19,500.0,-63.1215486495,1.0,500,2,-63.1215486495,100,91.47,1318.6222998,0.005,1.0,200.000000102,36.3511,1.0,0.005,0.005,-62.8908,1.0
1.0,-61.4854,,42.815043311,-58.6743945353,5.43914e-20,500.0,-58.6743945353,1.0,500,2,-58.6743945353,100,85.76,42.815043311,0.00333333,1.0,299.999969474,29.9836,1.0,0.00333333,0.00333333,-61.4854,1.0
1.0,-62.7473,,2570.23214065,-66.5330729854,5.4346e-20,500.0,-66.5330729854,1.0,500,2,-66.5330729854,100,95.52,2570.23214065,0.0025,1.0,400.0,36.2653,1.0,0.0025,0.0025,-62.7473,1.0
1.0,-61.8059,,32.1937904344,-58.0403249313,5.43187e-20,500.0,-58.0403249313,1.0,500,1,-58.0403249313,100,85.11,32.1937904344,0.002,1.0,500.000006643,32.5892,1.0,0.002,0.002,-61.8059,1.0
1.0,-58.8299,,44.4057477541,-58.8298746975,3.50449e-18,500.0,-58.8298746975,1.0,500,2,-58.8298746975,100,86.42,44.4057477541,0.01,1.0,100.0,6.63036,1.0,0.01,0.01,-58.8299,1.0
1.0,-62.3951,,2588.91735067,-65.9604118769,2.1793e-19,500.0,-65.9604118769,1.0,500,2,-65.9604118769,100,94.59,2588.91735067,0.005,1.0,200.000000102,36.2796,1.0,0.005,0.005,-62.3951,1.0
1.0,-62.0587,,1332.5509698,-61.3858730856,5.43914e-20,500.0,-61.3858730856,1.0,500,2,-61.3858730856,100,88.8,1332.5509698,0.00333333,1.0,299.999969474,36.2965,1.0,0.00333333,0.00333333,-62.0587,1.0
1.0,-61.2727,,53.3119070302,-58.9146019757,5.4346e-20,500.0,-58.9146019757,1.0,500,2,-58.9146019757,100,86.75,53.3119070302,0.0025,1.0,400.0,31.6722,1.0,0.0025,0.0025,-61.2727,1.0
1.0,-61.617,,1314.95431317,-62.9940932991,5.43187e-20,500.0,-62.9940932991,1.0,500,1,-62.9940932991,100,91.71,1314.95431317,0.002,1.0,500.000006643,32.6088,1.0,0.002,0.002,-61.617,1.0
1.0,-59.5066,,48.6213656492,-59.5065816532,3.50449e-18,500.0,-59.5065816532,1.0,500,2,-59.5065816532,100,87.97,48.6213656492,0.01,1.0,100.0,6.93795,1.0,0.01,0.01,-59.5066,1.0
1.0,-59.3253,,44.639719366,-59.144051701,2.1793e-19,500.0,-59.144051701,1.0,500,2,-59.144051701,100,87.0,44.639719366,0.005,1.0,200.000000102,6.79684,1.0,0.005,0.005,-59.3253,1.0
1.0,-58.8549,,44.9929864402,-57.9140940113,5.43914e-20,500.0,-57.9140940113,1.0,500,2,-57.9140940113,100,85.13,44.9929864402,0.00333333,1.0,299.999969474,6.78884,1.0,0.00333333,0.00333333,-58.8549,1.0
1.0,-58.8629,,42.1182421356,-58.8870195988,5.4346e-20,500.0,-58.8870195988,1.0,500,2,-58.8870195988,100,86.21,42.1182421356,0.0025,1.0,400.0,6.70751,1.0,0.0025,0.0025,-58.8629,1.0
1.0,-59.5837,,1331.67585682,-62.4669393495,5.43187e-20,500.0,-62.4669393495,1.0,500,1,-62.4669393495,100,91.06,1331.67585682,0.002,1.0,500.000006643,17.3707,1.0,0.002,0.002,-59.5837,1.0
1.0,-66.8511,,2569.63123267,-66.8510495979,3.50449e-18,500.0,-66.8510495979,1.0,500,2,-66.8510495979,100,96.3,2569.63123267,0.01,1.0,100.0,50.4374,1.0,0.01,0.01,-66.8511,1.0
1.0,-62.7565,,46.9680333744,-58.6618666558,2.1793e-19,500.0,-58.6618666558,1.0,500,2,-58.6618666558,100,86.12,46.9680333744,0.005,1.0,200.000000102,36.2213,1.0,0.005,0.005,-62.7565,1.0
1.0,-62.3158,,1330.5742625,-61.4345912534,5.43914e-20,500.0,-61.4345912534,1.0,500,2,-61.4345912534,100,88.98,1330.5742625,0.00333333,1.0,299.999969474,36.251,1.0,0.00333333,0.00333333,-62.3158,1.0
1.0,-61.1876,,38.2219581154,-57.8029434398,5.4346e-20,500.0,-57.8029434398,1.0,500,2,-57.8029434398,100,84.92,38.2219581154,0.0025,1.0,400.0,31.605,1.0,0.0025,0.0025,-61.1876,1.0
1.0,-60.7966,,42.6417427534,-59.2327630037,5.43187e-20,500.0,-59.2327630037,1.0,500,1,-59.2327630037,100,86.85,42.6417427534,0.002,1.0,500.000006643,28.4281,1.0,0.002,0.002,-60.7966,1.0
1.0,-63.1524,,1316.3401917,-63.152436212,3.50449e-18,500.0,-63.152436212,1.0,500,2,-63.152436212,100,92.15,1316.3401917,0.01,1.0,100.0,36.0995,1.0,0.01,0.01,-63.1524,1.0
1.0,-63.6449,,1317.81116498,-64.1372581144,2.1793e-19,500.0,-64.1372581144,1.0,500,2,-64.1372581144,100,93.78,1317.81116498,0.005,1.0,200.000000102,36.113,1.0,0.005,0.005,-63.6449,1.0
1.0,-63.4179,,1312.39930367,-62.9640070257,5.43914e-20,500.0,-62.9640070257,1.0,500,2,-62.9640070257,100,91.27,1312.39930367,0.00333333,1.0,299.999969474,36.0919,1.0,0.00333333,0.00333333,-63.4179,1.0
1.0,-63.1877,,1322.45834959,-62.4970178187,5.4346e-20,500.0,-62.4970178187,1.0,500,2,-62.4970178187,100,90.67,1322.45834959,0.0025,1.0,400.0,36.117,1.0,0.0025,0.0025,-63.1877,1.0
1.0,-63.6121,,2588.41867106,-65.3098491131,5.43187e-20,500.0,-65.3098491131,1.0,500,1,-65.3098491131,100,93.7,2588.41867106,0.002,1.0,500.000006643,39.456,1.0,0.002,0.002,-63.6121,1.0
1.0,-66.1919,,2573.28810046,-66.1919218774,3.50449e-18,500.0,-66.1919218774,1.0,500,2,-66.1919218774,100,94.97,2573.28810046,0.01,1.0,100.0,50.4733,1.0,0.01,0.01,-66.1919,1.0
1.0,-63.7034,,1326.4962157,-61.2149775779,2.1793e-19,500.0,-61.2149775779,1.0,500,2,-61.2149775779,100,88.68,1326.4962157,0.005,1.0,200.000000102,44.0067,1.0,0.005,0.005,-63.7034,1.0
1.0,-61.6789,,30.5553254797,-57.629816158,5.43914e-20,500.0,-57.629816158,1.0,500,2,-57.629816158,100,84.92,30.5553254797,0.00333333,1.0,299.999969474,36.1848,1.0,0.00333333,0.00333333,-61.6789,1.0
1.0,-60.8545,,57.8738760359,-58.3813865592,5.4346e-20,500.0,-58.3813865592,1.0,500,2,-58.3813865592,100,85.73,57.8738760359,0.0025,1.0,400.0,31.5969,1.0,0.0025,0.0025,-60.8545,1.0
1.0,-60.4333,,33.3146073621,-58.7483529323,5.43187e-20,500.0,-58.7483529323,1.0,500,1,-58.7483529323,100,86.38,33.3146073621,0.002,1.0,500.000006643,28.3901,1.0,0.002,0.002,-60.4333,1.0
1.0,-58.9794,,43.9365911592,-58.9794386598,3.50449e-18,500.0,-58.9794386598,1.0,500,2,-58.9794386598,100,86.34,43.9365911592,0.01,1.0,100.0,6.59524,1.0,0.01,0.01,-58.9794,1.0
1.0,-58.9063,,32.6278020219,-58.8332628103,2.1793e-19,500.0,-58.8332628103,1.0,500,2,-58.8332628103,100,86.92,32.6278020219,0.005,1.0,200.000000102,6.15668,1.0,0.005,0.005,-58.9063,1.0
1.0,-61.4419,,2585.62450041,-66.5129028124,5.43914e-20,500.0,-66.5129028124,1.0,500,2,-66.5129028124,100,95.72,2585.62450041,0.00333333,1.0,299.999969474,29.8561,1.0,0.00333333,0.00333333,-61.4419,1.0
1.0,-60.948,,45.5500084924,-59.4664057235,5.4346e-20,500.0,-59.4664057235,1.0,500,2,-59.4664057235,100,87.43,45.5500084924,0.0025,1.0,400.0,26.0872,1.0,0.0025,0.0025,-60.948,1.0
1.0,-61.6819,,2589.220361,-64.617583805,5.43187e-20,500.0,-64.617583805,1.0,500,1,-64.617583805,100,92.26,2589.220361,0.002,1.0,500.000006643,32.5462,1.0,0.002,0.002,-61.6819,1.0
1.0,-59.514,,51.0144054912,-59.5140241532,3.50449e-18,500.0,-59.5140241532,1.0,500,2,-59.5140241532,100,87.6,51.0144054912,0.01,1.0,100.0,7.10663,1.0,0.01,0.01,-59.514,1.0
1.0,-59.0626,,47.1758429633,-58.6111074492,2.1793e-19,500.0,-58.6111074492,1.0,500,2,-58.6111074492,100,85.86,47.1758429633,0.005,1.0,200.000000102,6.98627,1.0,0.005,0.005,-59.0626,1.0
1.0,-60.2329,,1326.74660347,-62.5734481101,5.43914e-20,500.0,-62.5734481101,1.0,500,2,-62.5734481101,100,90.72,1326.74660347,0.00333333,1.0,299.999969474,21.751,1.0,0.00333333,0.00333333,-60.2329,1.0
1.0,-59.9801,,38.370606167,-59.2218109703,5.4346e-20,500.0,-59.2218109703,1.0,500,2,-59.2218109703,100,86.96,38.370606167,0.0025,1.0,400.0,19.0923,1.0,0.0025,0.0025,-59.9801,1.0
1.0,-59.8452,,37.5685568942,-59.3055509315,5.43187e-20,500.0,-59.3055509315,1.0,500,1,-59.3055509315,100,87.12,37.5685568942,0.002,1.0,500.000006643,17.2952,1.0,0.002,0.002,-59.8452,1.0
1.0,-57.8996,,48.2860613817,-57.8996439779,3.50449e-18,500.0,-57.8996439779,1.0,500,2,-57.8996439779,100,84.83,48.2860613817,0.01,1.0,100.0,6.91399,1.0,0.01,0.01,-57.8996,1.0
1.0,-58.5792,,45.1230869848,-59.2587575467,2.1793e-19,500.0,-59.2587575467,1.0,500,2,-59.2587575467,100,87.13,45.1230869848,0.005,1.0,200.000000102,6.83369,1.0,0.005,0.005,-58.5792,1.0
1.0,-59.606,,1328.67105404,-61.6595405313,5.43914e-20,500.0,-61.6595405313,1.0,500,2,-61.6595405313,100,89.4,1328.67105404,0.00333333,1.0,299.999969474,21.7187,1.0,0.00333333,0.00333333,-59.606,1.0
1.0,-59.4718,,40.980775659,-59.0690959914,5.4346e-20,500.0,-59.0690959914,1.0,500,2,-59.0690959914,100,86.98,40.980775659,0.0025,1.0,400.0,19.0781,1.0,0.0025,0.0025,-59.4718,1.0
1.0,-59.2496,,35.1222580925,-58.3610669291,5.43187e-20,500.0,-58.3610669291,1.0,500,1,-58.3610669291,100,85.82,35.1222580925,0.002,1.0,500.000006643,17.2723,1.0,0.002,0.002,-59.2496,1.0
1.0,-62.0015,,1325.61675922,-62.0014822654,3.50449e-18,500.0,-62.0014822654,1.0,500,2,-62.0014822654,100,89.94,1325.61675922,0.01,1.0,100.0,36.2265,1.0,0.01,0.01,-62.0015,1.0
1.0,-62.2441,,1319.0722754,-62.4867306502,2.1793e-19,500.0,-62.4867306502,1.0,500,2,-62.4867306502,100,90.54,1319.0722754,0.005,1.0,200.000000102,36.1826,1.0,0.005,0.005,-62.2441,1.0
1.0,-61.2478,,42.0587279232,-59.2550493126,5.43914e-20,500.0,-59.2550493126,1.0,500,2,-59.2550493126,100,87.19,42.0587279232,0.00333333,1.0,299.999969474,29.8103,1.0,0.00333333,0.00333333,-61.2478,1.0
1.0,-61.67,,1324.38140072,-62.9368940111,5.4346e-20,500.0,-62.9368940111,1.0,500,2,-62.9368940111,100,90.9,1324.38140072,0.0025,1.0,400.0,31.5406,1.0,0.0025,0.0025,-61.67,1.0
1.0,-61.1852,,42.5277723472,-59.2457953906,5.43187e-20,500.0,-59.2457953906,1.0,500,1,-59.2457953906,100,86.97,42.5277723472,0.002,1.0,500.000006643,28.3762,1.0,0.002,0.002,-61.1852,1.0
1.0,-61.0208,,1345.61971366,-61.0207646573,3.50449e-18,500.0,-61.0207646573,1.0,500,2,-61.0207646573,100,88.43,1345.61971366,0.01,1.0,100.0,36.4988,1.0,0.01,0.01,-61.0208,1.0
1.0,-59.4371,,43.9082014053,-57.8534018396,2.1793e-19,500.0,-57.8534018396,1.0,500,2,-57.8534018396,100,84.69,43.9082014053,0.005,1.0,200.000000102,26.274,1.0,0.005,0.005,-59.4371,1.0
1.0,-60.2626,,1325.99863468,-61.913688159,5.43914e-20,500.0,-61.913688159,1.0,500,2,-61.913688159,100,89.73,1325.99863468,0.00333333,1.0,299.999969474,29.986,1.0,0.00333333,0.00333333,-60.2626,1.0
1.0,-61.6178,,2587.68152687,-65.68324812,5.4346e-20,500.0,-65.68324812,1.0,500,2,-65.68324812,100,93.97,2587.68152687,0.0025,1.0,400.0,36.3363,1.0,0.0025,0.0025,-61.6178,1.0
1.0,-61.7386,,1314.40128611,-62.2218616393,5.43187e-20,500.0,-62.2218616393,1.0,500,1,-62.2218616393,100,90.26,1314.40128611,0.002,1.0,500.000006643,36.2846,1.0,0.002,0.002,-61.7386,1.0
1.0,-59.0082,,42.1263226016,-59.0082211013,3.50449e-18,500.0,-59.0082211013,1.0,500,2,-59.0082211013,100,86.51,42.1263226016,0.01,1.0,100.0,6.45795,1.0,0.01,0.01,-59.0082,1.0
1.0,-60.2441,,1336.41525918,-61.4799078175,2.1793e-19,500.0,-61.4799078175,1.0,500,2,-61.4799078175,100,89.2,1336.41525918,0.005,1.0,200.000000102,26.1516,1.0,0.005,0.005,-60.2441,1.0
1.0,-59.8773,,42.7083590557,-59.1436506647,5.43914e-20,500.0,-59.1436506647,1.0,500,2,-59.1436506647,100,86.93,42.7083590557,0.00333333,1.0,299.999969474,21.6864,1.0,0.00333333,0.00333333,-59.8773,1.0
1.0,-60.5026,,1323.39942594,-62.3787146053,5.4346e-20,500.0,-62.3787146053,1.0,500,2,-62.3787146053,100,91.0,1323.39942594,0.0025,1.0,400.0,26.1044,1.0,0.0025,0.0025,-60.5026,1.0
1.0,-60.1944,,46.8613734342,-58.961554815,5.43187e-20,500.0,-58.961554815,1.0,500,1,-58.961554815,100,86.65,46.8613734342,0.002,1.0,500.000006643,23.5544,1.0,0.002,0.002,-60.1944,1.0
1.0,-58.6811,,46.4273877433,-58.6810674098,3.50449e-18,500.0,-58.6810674098,1.0,500,2,-58.6810674098,100,86.33,46.4273877433,0.01,1.0,100.0,6.77961,1.0,0.01,0.01,-58.6811,1.0
1.0,-58.3426,,32.8341015365,-58.0041310847,2.1793e-19,500.0,-58.0041310847,1.0,500,2,-58.0041310847,100,85.09,32.8341015365,0.005,1.0,200.000000102,6.27288,1.0,0.005,0.005,-58.3426,1.0
1.0,-58.1717,,36.2832422211,-57.829974253,5.43914e-20,500.0,-57.829974253,1.0,500,2,-57.829974253,100,85.26,36.2832422211,0.00333333,1.0,299.999969474,6.18583,1.0,0.00333333,0.00333333,-58.1717,1.0
1.0,-60.1504,,2576.23634878,-66.0863292392,5.4346e-20,500.0,-66.0863292392,1.0,500,2,-66.0863292392,100,94.54,2576.23634878,0.0025,1.0,400.0,26.0396,1.0,0.0025,0.0025,-60.1504,1.0
1.0,-60.4222,,1332.21553831,-61.5097227407,5.43187e-20,500.0,-61.5097227407,1.0,500,1,-61.5097227407,100,89.29,1332.21553831,0.002,1.0,500.000006643,28.3994,1.0,0.002,0.002,-60.4222,1.0
1.0,-62.2941,,1326.52245396,-62.2941002224,3.50449e-18,500.0,-62.2941002224,1.0,500,2,-62.2941002224,100,90.33,1326.52245396,0.01,1.0,100.0,36.2389,1.0,0.01,0.01,-62.2941,1.0
1.0,-60.4717,,40.2097084303,-58.6492253454,2.1793e-19,500.0,-58.6492253454,1.0,500,2,-58.6492253454,100,85.87,40.2097084303,0.005,1.0,200.000000102,26.074,1.0,0.005,0.005,-60.4717,1.0
1.0,-59.8177,,42.6629931909,-58.5096496177,5.43914e-20,500.0,-58.5096496177,1.0,500,2,-58.5096496177,100,85.51,42.6629931909,0.00333333,1.0,299.999969474,21.6372,1.0,0.00333333,0.00333333,-59.8177,1.0
1.0,-59.7531,,45.9007104628,-59.5594746235,5.4346e-20,500.0,-59.5594746235,1.0,500,2,-59.5594746235,100,87.57,45.9007104628,0.0025,1.0,400.0,19.0394,1.0,0.0025,0.0025,-59.7531,1.0
1.0,-61.256,,2566.31398232,-67.2674772948,5.43187e-20,500.0,-67.2674772948,1.0,500,1,-67.2674772948,100,96.96,2566.31398232,0.002,1.0,500.000006643,28.4107,1.0,0.002,0.002,-61.256,1.0
1.0,-62.478,,1321.5681408,-62.4779527196,3.50449e-18,500.0,-62.4779527196,1.0,500,2,-62.4779527196,100,90.63,1321.5681408,0.01,1.0,100.0,36.1712,1.0,0.01,0.01,-62.478,1.0
1.0,-64.025,,2592.15495339,-65.5721176316,2.1793e-19,500.0,-65.5721176316,1.0,500,2,-65.5721176316,100,94.05,2592.15495339,0.005,1.0,200.000000102,44.0419,1.0,0.005,0.005,-64.025,1.0
1.0,-62.0303,,46.5561575347,-58.0407722434,5.43914e-20,500.0,-58.0407722434,1.0,500,2,-58.0407722434,100,85.33,46.5561575347,0.00333333,1.0,299.999969474,36.2829,1.0,0.00333333,0.00333333,-62.0303,1.0
1.0,-63.1311,,2566.91419613,-66.4334896642,5.4346e-20,500.0,-66.4334896642,1.0,500,2,-66.4334896642,100,95.15,2566.91419613,0.0025,1.0,400.0,40.3272,1.0,0.0025,0.0025,-63.1311,1.0
1.0,-62.4982,,54.8936006973,-59.9664255378,5.43187e-20,500.0,-59.9664255378,1.0,500,1,-59.9664255378,100,88.4,54.8936006973,0.002,1.0,500.000006643,36.2422,1.0,0.002,0.002,-62.4982,1.0
1.0,-62.3619,,1324.27176173,-62.3619111022,3.50449e-18,500.0,-62.3619111022,1.0,500,2,-62.3619111022,100,90.14,1324.27176173,0.01,1.0,100.0,36.2081,1.0,0.01,0.01,-62.3619,1.0
1.0,-60.4008,,51.3344071301,-58.4396881929,2.1793e-19,500.0,-58.4396881929,1.0,500,2,-58.4396881929,100,85.39,51.3344071301,0.005,1.0,200.000000102,26.1681,1.0,0.005,0.005,-60.4008,1.0
1.0,-62.3869,,2578.76821696,-66.3590776882,5.43914e-20,500.0,-66.3590776882,1.0,500,2,-66.3590776882,100,95.31,2578.76821696,0.00333333,1.0,299.999969474,36.2684,1.0,0.00333333,0.00333333,-62.3869,1.0
1.0,-62.7331,,1333.48642489,-63.7717626397,5.4346e-20,500.0,-63.7717626397,1.0,500,2,-63.7717626397,100,93.04,1333.48642489,0.0025,1.0,400.0,36.2897,1.0,0.0025,0.0025,-62.7331,1.0
1.0,-62.0013,,43.6245464483,-59.0739497249,5.43187e-20,500.0,-59.0739497249,1.0,500,1,-59.0739497249,100,86.86,43.6245464483,0.002,1.0,500.000006643,32.6242,1.0,0.002,0.002,-62.0013,1.0
1.0,-58.9735,,37.4410045439,-58.9734540498,3.50449e-18,500.0,-58.9734540498,1.0,500,2,-58.9734540498,100,86.79,37.4410045439,0.01,1.0,100.0,6.08823,1.0,0.01,0.01,-58.9735,1.0
1.0,-58.4916,,42.5728846838,-58.0097733928,2.1793e-19,500.0,-58.0097733928,1.0,500,2,-58.0097733928,100,85.32,42.5728846838,0.005,1.0,200.000000102,6.31182,1.0,0.005,0.005,-58.4916,1.0
1.0,-58.3331,,49.302832194,-58.0160834928,5.43914e-20,500.0,-58.0160834928,1.0,500,2,-58.0160834928,100,84.79,49.302832194,0.00333333,1.0,299.999969474,6.54825,1.0,0.00333333,0.00333333,-58.3331,1.0
1.0,-60.0976,,2591.71451276,-65.3909286229,5.4346e-20,500.0,-65.3909286229,1.0,500,2,-65.3909286229,100,94.0,2591.71451276,0.0025,1.0,400.0,26.1333,1.0,0.0025,0.0025,-60.0976,1.0
1.0,-61.3433,,2572.34549653,-66.3260154147,5.43187e-20,500.0,-66.3260154147,1.0,500,1,-66.3260154147,100,95.44,2572.34549653,0.002,1.0,500.000006643,32.5867,1.0,0.002,0.002,-61.3433,1.0
1.0,-59.1873,,39.9270700085,-59.187352439,3.50449e-18,500.0,-59.187352439,1.0,500,2,-59.187352439,100,87.23,39.9270700085,0.01,1.0,100.0,6.28711,1.0,0.01,0.01,-59.1873,1.0
1.0,-59.176,,42.4633893779,-59.1646454652,2.1793e-19,500.0,-59.1646454652,1.0,500,2,-59.1646454652,100,87.06,42.4633893779,0.005,1.0,200.000000102,6.38619,1.0,0.005,0.005,-59.176,1.0
1.0,-59.0798,,42.0518231913,-58.8874067511,5.43914e-20,500.0,-58.8874067511,1.0,500,2,-58.8874067511,100,86.63,42.0518231913,0.00333333,1.0,299.999969474,6.40972,1.0,0.00333333,0.00333333,-59.0798,1.0
1.0,-60.763,,2579.28488172,-65.81276925,5.4346e-20,500.0,-65.81276925,1.0,500,2,-65.81276925,100,94.82,2579.28488172,0.0025,1.0,400.0,26.0324,1.0,0.0025,0.0025,-60.763,1.0
1.0,-62.6711,,3789.67671887,-70.3034912001,5.43187e-20,500.0,-70.3034912001,1.0,500,1,-70.3034912001,100,100.47,3789.67671887,0.002,1.0,500.000006643,36.1534,1.0,0.002,0.002,-62.6711,1.0
1.0,-62.2283,,1332.58939056,-62.2282632139,3.50449e-18,500.0,-62.2282632139,1.0,500,2,-62.2282632139,100,90.0,1332.58939056,0.01,1.0,100.0,36.3217,1.0,0.01,0.01,-62.2283,1.0
1.0,-62.6579,,1335.03573852,-63.0875917333,2.1793e-19,500.0,-63.0875917333,1.0,500,2,-63.0875917333,100,91.57,1335.03573852,0.005,1.0,200.000000102,36.3409,1.0,0.005,0.005,-62.6579,1.0
1.0,-61.3985,,34.8466425266,-58.879735827,5.43914e-20,500.0,-58.879735827,1.0,500,2,-58.879735827,100,86.71,34.8466425266,0.00333333,1.0,299.999969474,29.9184,1.0,0.00333333,0.00333333,-61.3985,1.0
1.0,-60.6402,,36.7996655474,-58.3651083198,5.4346e-20,500.0,-58.3651083198,1.0,500,2,-58.3651083198,100,86.0,36.7996655474,0.0025,1.0,400.0,26.1183,1.0,0.0025,0.0025,-60.6402,1.0
1.0,-60.2197,,38.5077499545,-58.5379617339,5.43187e-20,500.0,-58.5379617339,1.0,500,1,-58.5379617339,100,85.51,38.5077499545,0.002,1.0,500.000006643,23.5386,1.0,0.002,0.002,-60.2197,1.0
1.0,-62.4963,,1332.74262594,-62.4962596415,3.50449e-18,500.0,-62.4962596415,1.0,500,2,-62.4962596415,100,91.24,1332.74262594,0.01,1.0,100.0,36.3238,1.0,0.01,0.01,-62.4963,1.0
1.0,-61.3342,,58.7192766226,-60.1720714572,2.1793e-19,500.0,-60.1720714572,1.0,500,2,-60.1720714572,100,88.77,58.7192766226,0.005,1.0,200.000000102,26.2702,1.0,0.005,0.005,-61.3342,1.0
1.0,-63.0218,,2568.35225019,-66.3970929703,5.43914e-20,500.0,-66.3970929703,1.0,500,2,-66.3970929703,100,95.24,2568.35225019,0.00333333,1.0,299.999969474,36.24,1.0,0.00333333,0.00333333,-63.0218,1.0
1.0,-62.8637,,1334.07691448,-62.3895372248,5.4346e-20,500.0,-62.3895372248,1.0,500,2,-62.3895372248,100,90.67,1334.07691448,0.0025,1.0,400.0,36.2665,1.0,0.0025,0.0025,-62.8637,1.0
1.0,-62.8132,,1337.04622053,-62.6110279067,5.43187e-20,500.0,-62.6110279067,1.0,500,1,-62.6110279067,100,90.78,1337.04622053,0.002,1.0,500.000006643,36.2899,1.0,0.002,0.002,-62.8132,1.0
1.0,-59.4518,,52.636134014,-59.4518328115,3.50449e-18,500.0,-59.4518328115,1.0,500,2,-59.4518328115,100,87.24,52.636134014,0.01,1.0,100.0,7.21871,1.0,0.01,0.01,-59.4518,1.0
1.0,-60.9255,,1336.21844066,-62.399093961,2.1793e-19,500.0,-62.399093961,1.0,500,2,-62.399093961,100,90.44,1336.21844066,0.005,1.0,200.000000102,26.2613,1.0,0.005,0.005,-60.9255,1.0
1.0,-61.2848,,1318.96487161,-62.0033747599,5.43914e-20,500.0,-62.0033747599,1.0,500,2,-62.0033747599,100,89.87,1318.96487161,0.00333333,1.0,299.999969474,29.9213,1.0,0.00333333,0.00333333,-61.2848,1.0
1.0,-61.5888,,1315.75180274,-62.501085075,5.4346e-20,500.0,-62.501085075,1.0,500,2,-62.501085075,100,90.93,1315.75180274,0.0025,1.0,400.0,31.5815,1.0,0.0025,0.0025,-61.5888,1.0
1.0,-61.6575,,1323.24424302,-61.9321394671,5.43187e-20,500.0,-61.9321394671,1.0,500,1,-61.9321394671,100,89.87,1323.24424302,0.002,1.0,500.000006643,32.5566,1.0,0.002,0.002,-61.6575,1.0
1.0,-63.037,,1315.74539162,-63.0369620088,3.50449e-18,500.0,-63.0369620088,1.0,500,2,-63.0369620088,100,91.65,1315.74539162,0.01,1.0,100.0,36.0914,1.0,0.01,0.01,-63.037,1.0
1.0,-62.9745,,1333.25109782,-62.912090569,2.1793e-19,500.0,-62.912090569,1.0,500,2,-62.912090569,100,90.96,1333.25109782,0.005,1.0,200.000000102,36.2113,1.0,0.005,0.005,-62.9745,1.0
1.0,-62.9528,,1324.41336899,-62.9093470049,5.43914e-20,500.0,-62.9093470049,1.0,500,2,-62.9093470049,100,91.51,1324.41336899,0.00333333,1.0,299.999969474,36.2109,1.0,0.00333333,0.00333333,-62.9528,1.0
1.0,-63.0895,,1331.13023427,-63.499602683,5.4346e-20,500.0,-63.499602683,1.0,500,2,-63.499602683,100,92.7,1331.13023427,0.0025,1.0,400.0,36.2344,1.0,0.0025,0.0025,-63.0895,1.0
1.0,-62.392,,38.3071814264,-59.6022537421,5.43187e-20,500.0,-59.6022537421,1.0,500,1,-59.6022537421,100,87.55,38.3071814264,0.002,1.0,500.000006643,32.5557,1.0,0.002,0.002,-62.392,1.0
1.0,-58.6231,,41.8445897395,-58.6230899267,3.50449e-18,500.0,-58.6230899267,1.0,500,2,-58.6230899267,100,86.02,41.8445897395,0.01,1.0,100.0,6.43631,1.0,0.01,0.01,-58.6231,1.0
1.0,-58.8945,,41.3326422805,-59.1658456768,2.1793e-19,500.0,-59.1658456768,1.0,500,2,-59.1658456768,100,87.19,41.3326422805,0.005,1.0,200.000000102,6.42233,1.0,0.005,0.005,-58.8945,1.0
1.0,-58.7294,,50.9943951897,-58.3993326038,5.43914e-20,500.0,-58.3993326038,1.0,500,2,-58.3993326038,100,85.72,50.9943951897,0.00333333,1.0,299.999969474,6.66185,1.0,0.00333333,0.00333333,-58.7294,1.0
1.0,-58.9217,,48.295812389,-59.4986139707,5.4346e-20,500.0,-59.4986139707,1.0,500,2,-59.4986139707,100,87.31,48.295812389,0.0025,1.0,400.0,6.73419,1.0,0.0025,0.0025,-58.9217,1.0
1.0,-60.3003,,2588.14841886,-65.8143902496,5.43187e-20,500.0,-65.8143902496,1.0,500,1,-65.8143902496,100,94.65,2588.14841886,0.002,1.0,500.000006643,23.5867,1.0,0.002,0.002,-60.3003,1.0
1.0,-66.2931,,2575.85136423,-66.2931269816,3.50449e-18,500.0,-66.2931269816,1.0,500,2,-66.2931269816,100,95.13,2575.85136423,0.01,1.0,100.0,50.4984,1.0,0.01,0.01,-66.2931,1.0
